case_name,run_name,model,split,market,row_count,panel_count,rel_score,directional_accuracy,rmse
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_top2_by_val,train,JP,63504,26,0.000855458276372234,0.48882619933177834,0.019505272166017495
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_signmag_ensemble,train,JP,63504,26,0.0007791621974059249,0.4971947298745508,0.019505718703520976
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_signmag_top2_by_val,train,JP,63504,26,0.0005697536575252071,0.4960442539242262,0.019507886754455944
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_signmag,train,JP,63504,26,2.1851476308842877e-05,0.49593393431255123,0.01951656432706495
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_signmag_seed_42,train,JP,63504,26,2.1851476308842877e-05,0.49593393431255123,0.01951656432706495
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_ensemble,train,JP,63504,26,-0.000362172220566892,0.4913320305112526,0.0195084138828282
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_seed_52,train,JP,63504,26,-0.0004843025038328008,0.4887158797201034,0.019513462224102163
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_signmag_best_by_val,train,JP,63504,26,-0.0006330854702767397,0.49602849397970117,0.01951019162917469
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_signmag_seed_62,train,JP,63504,26,-0.0006330854702767397,0.49602849397970117,0.01951019162917469
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,arima,train,JP,63504,26,-0.000647152782117244,0.4953508163651264,0.019528365705623846
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_signmag_seed_52,train,JP,63504,26,-0.0006628307151252955,0.4950356174746265,0.019535270017409633
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_best_by_val,train,JP,63504,26,-0.0007054284239407238,0.4902603542835529,0.019514639240334794
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_seed_62,train,JP,63504,26,-0.0007054284239407238,0.4902603542835529,0.019514639240334794
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm,train,JP,63504,26,-0.0022447867310866343,0.49027611422807793,0.019544864293299137
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_seed_42,train,JP,63504,26,-0.0022447867310866343,0.49027611422807793,0.019544864293299137
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,linear_regression,train,JP,63504,26,-0.009528175112176296,0.4885425203303284,0.01957892065897095
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_signmag_ensemble,train,US,224047,89,0.0032091226115388283,0.522274187136227,0.016853571078027513
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_signmag_seed_52,train,US,224047,89,0.0030090663450246247,0.5209028494342673,0.0168843451812835
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_signmag_top2_by_val,train,US,224047,89,0.0029921382849661393,0.5221357132966155,0.016861519550300248
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_ensemble,train,US,224047,89,0.002249027280590399,0.5210636577641389,0.016828664793297178
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_signmag_best_by_val,train,US,224047,89,0.002184423383010503,0.5201122084790659,0.016855748352329857
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_signmag_seed_62,train,US,224047,89,0.002184423383010503,0.5201122084790659,0.016855748352329857
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_top2_by_val,train,US,224047,89,0.0015006532246994997,0.5211976647056984,0.016820405670512396
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,arima,train,US,224047,89,0.0013429556407748011,0.5222429188498631,0.016924331421051007
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_signmag,train,US,224047,89,0.0013238596812235048,0.5227610790238935,0.01688650781501712
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_signmag_seed_42,train,US,224047,89,0.0013238596812235048,0.5227610790238935,0.01688650781501712
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_seed_52,train,US,224047,89,0.000688707341982786,0.5192679647472406,0.016835127995487205
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm,train,US,224047,89,0.0006526626684848491,0.5105039107692445,0.016877633871193603
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_seed_42,train,US,224047,89,0.0006526626684848491,0.5105039107692445,0.016877633871193603
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_best_by_val,train,US,224047,89,0.00042488814560293076,0.5181735747245041,0.01683380929300497
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_seed_62,train,US,224047,89,0.00042488814560293076,0.5181735747245041,0.01683380929300497
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,linear_regression,train,US,224047,89,-0.01339415738914762,0.5054116469899808,0.01667184416243127
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_top2_by_val,train,VN,129717,92,0.0025313062053881064,0.4392934618977403,0.021943403784542213
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_signmag_best_by_val,train,VN,129717,92,0.002059677738071364,0.43631352628287773,0.021985414027219916
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_signmag_seed_62,train,VN,129717,92,0.002059677738071364,0.43631352628287773,0.021985414027219916
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_ensemble,train,VN,129717,92,0.0016727298731699092,0.43692340947866565,0.02194900232565078
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_signmag_ensemble,train,VN,129717,92,0.0015012901938394885,0.4373866119058464,0.021968243489525113
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_signmag_top2_by_val,train,VN,129717,92,0.0014184264909979927,0.4380428153443524,0.02198016917277238
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_best_by_val,train,VN,129717,92,0.0010281629719430807,0.43691568943821263,0.02200034612771539
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_seed_62,train,VN,129717,92,0.0010281629719430807,0.43691568943821263,0.02200034612771539
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_seed_52,train,VN,129717,92,0.0008909968992731887,0.43136498035249704,0.02193376683340563
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_signmag,train,VN,129717,92,-4.9258228848270136e-05,0.4315811414851814,0.02197173856348769
