case_name,run_name,model,split,market,row_count,panel_count,rel_score,directional_accuracy,rmse
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_signmag_seed_42,train,VN,129717,92,-4.9258228848270136e-05,0.4315811414851814,0.02197173856348769
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_signmag_seed_52,train,VN,129717,92,-0.0004635423994585608,0.434568797140497,0.0220118701278025
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm,train,VN,129717,92,-0.0009605182026826142,0.4264318745030224,0.022005797994433293
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_seed_42,train,VN,129717,92,-0.0009605182026826142,0.4264318745030224,0.022005797994433293
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,arima,train,VN,129717,92,-0.0024552527145771386,0.41353168690603936,0.021948456256885653
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,linear_regression,train,VN,129717,92,-0.007698956588330086,0.4241158623671188,0.021884857301303406
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_signmag,val,JP,16660,26,0.0007660052367441939,0.5144508670520231,0.01922981045975355
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_signmag_seed_42,val,JP,16660,26,0.0007660052367441939,0.5144508670520231,0.01922981045975355
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_signmag_ensemble,val,JP,16660,26,0.00035386313400576075,0.5145110789980732,0.019219418814878795
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_signmag_best_by_val,val,JP,16660,26,0.00016116879488592417,0.504997591522158,0.019252970241018685
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_signmag_seed_62,val,JP,16660,26,0.00016116879488592417,0.504997591522158,0.019252970241018685
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,arima,val,JP,16660,26,6.107149194722883e-05,0.5092124277456648,0.019241857536090354
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_signmag_seed_52,val,JP,16660,26,-0.0006053965031846964,0.5107177263969171,0.01920434179047219
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_seed_52,val,JP,16660,26,-0.0009940982545526555,0.48934248554913296,0.01929751968859259
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_signmag_top2_by_val,val,JP,16660,26,-0.0017832887572966083,0.5115004816955684,0.019219217665744703
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_top2_by_val,val,JP,16660,26,-0.0020843091599340724,0.49283477842003853,0.0193024127770169
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_ensemble,val,JP,16660,26,-0.0027451228055046517,0.4920520231213873,0.01930832167459211
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm,val,JP,16660,26,-0.004921370497252386,0.49476156069364163,0.01934937440350336
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_seed_42,val,JP,16660,26,-0.004921370497252386,0.49476156069364163,0.01934937440350336
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_best_by_val,val,JP,16660,26,-0.00548199039062891,0.4903058766859345,0.01932525887181176
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_seed_62,val,JP,16660,26,-0.00548199039062891,0.4903058766859345,0.01932525887181176
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,linear_regression,val,JP,16660,26,-0.01456088729419136,0.4949421965317919,0.01946315763418055
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_signmag_best_by_val,val,US,58998,89,0.004807669348252164,0.5190581434886093,0.020650844113581077
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_signmag_seed_62,val,US,58998,89,0.004807669348252164,0.5190581434886093,0.020650844113581077
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_best_by_val,val,US,58998,89,0.003918284976029307,0.521795307718463,0.020751742615266723
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_seed_62,val,US,58998,89,0.003918284976029307,0.521795307718463,0.020751742615266723
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_signmag_ensemble,val,US,58998,89,0.0033137525526240053,0.5181740904454267,0.020642411751811723
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_ensemble,val,US,58998,89,0.003160167844016737,0.5156409384563074,0.020722752183339258
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_top2_by_val,val,US,58998,89,0.0029114680792734493,0.5224753485209113,0.020713304901892222
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_signmag_top2_by_val,val,US,58998,89,0.0028479666793574943,0.5199761985719143,0.020627099866373382
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_seed_52,val,US,58998,89,0.0007601747412020465,0.5151479088745324,0.02070930883612686
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,arima,val,US,58998,89,0.0004957580874905831,0.5199761985719143,0.020708303927717234
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_signmag,val,US,58998,89,0.00036843750396731156,0.5127507650459028,0.02071789550689137
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_signmag_seed_42,val,US,58998,89,0.00036843750396731156,0.5127507650459028,0.02071789550689137
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm,val,US,58998,89,0.0003648887470815154,0.49994899693981637,0.0207828118909596
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_seed_42,val,US,58998,89,0.0003648887470815154,0.49994899693981637,0.0207828118909596
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_signmag_seed_52,val,US,58998,89,-0.0008381097400376181,0.5178170690241415,0.020636736716505802
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,linear_regression,val,US,58998,89,-0.009313275360085527,0.4972968378102686,0.020663018515162657
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_signmag_top2_by_val,val,VN,60468,93,0.004835766808146347,0.47322583855877376,0.0273568875194528
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_signmag_ensemble,val,VN,60468,93,0.003727345009113203,0.474071862247437,0.027341023909548113
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_signmag_seed_52,val,VN,60468,93,0.003640966941053425,0.4710527188878936,0.02743449252978019
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_signmag_best_by_val,val,VN,60468,93,0.0026850360018170205,0.47629474801765037,0.02733133253889958
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_signmag_seed_62,val,VN,60468,93,0.0026850360018170205,0.47629474801765037,0.02733133253889958
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_top2_by_val,val,VN,60468,93,0.0021042179446453257,0.47279453236455327,0.027406815127961937
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,arima,val,VN,60468,93,0.001471140129347237,0.47272817756544244,0.02723201079653874
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_ensemble,val,VN,60468,93,0.001250423025738745,0.4758966192229853,0.02743388654318607
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm,val,VN,60468,93,0.00022524579248095478,0.4698251551043429,0.027544278122127255
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_seed_42,val,VN,60468,93,0.00022524579248095478,0.4698251551043429,0.027544278122127255
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_signmag,val,VN,60468,93,0.0001587044389999015,0.46899572011545737,0.02735192390985496
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_signmag_seed_42,val,VN,60468,93,0.0001587044389999015,0.46899572011545737,0.02735192390985496
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_best_by_val,val,VN,60468,93,-0.00032120939151880634,0.4734249029561063,0.027384431973631294
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_seed_62,val,VN,60468,93,-0.00032120939151880634,0.4734249029561063,0.027384431973631294
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,lstm_seed_52,val,VN,60468,93,-0.0003473749008122695,0.4702066951992303,0.02748825341425371
multimarket_portable_marketplus,multimarket_portable_marketplus_20260504_r01,linear_regression,val,VN,60468,93,-0.005661560375129326,0.4596894595401612,0.027309147756651816
