model,split,rows,pred_pos_rate,actual_pos_rate,pred_mean,actual_mean,pred_abs_mean,actual_abs_mean,pred_abs_over_actual_abs,corr
arima,test,1217,0.6655710764174199,0.41577649958915364,0.00035992329640045117,0.0003594608300739524,0.0005337943969019466,0.009443676562202137,0.05652400242490654,0.050977384661289996
arima,train,10466,0.6198165488247659,0.40846550735715653,0.0003859524498226825,0.00038595244887429294,0.0006609163444646556,0.012338376081859196,0.05356591013921064,0.05456529272500762
arima,val,997,0.7061183550651956,0.38214643931795383,0.0003433768357013039,-5.011276830491477e-05,0.000506397810514343,0.008221714819859578,0.0615927238550208,-0.019613158417982345
linear_regression,test,1217,0.600657354149548,0.41577649958915364,0.0006569396683391948,0.0003594608300739524,0.0019542054711842232,0.009443676562202137,0.2069326981194842,0.07125336665309534
linear_regression,train,10466,0.5609592967704949,0.40846550735715653,0.00038595110733205377,0.00038595244887429294,0.0019469716663637834,0.012338376081859196,0.15779804841792486,0.13477303426703474
linear_regression,val,997,0.6038114343029087,0.38214643931795383,0.0007405875739502708,-5.011276830491477e-05,0.0018015886832208827,0.008221714819859578,0.21912565963357664,0.012449544312543876
lstm,test,1217,0.5406737880032868,0.41577649958915364,7.318569600969597e-05,0.0003594608300739524,0.0005707320005780608,0.009443676562202137,0.06043536082783567,0.02781947324587065
lstm,train,10466,0.6545002866424613,0.40846550735715653,0.0004116945469630986,0.00038595244887429294,0.0008459669525504558,0.012338376081859196,0.06856388125454044,0.011964093377309467
lstm,val,997,0.633901705115346,0.38214643931795383,0.0002226901882145537,-5.011276830491477e-05,0.0005523646653663089,0.008221714819859578,0.06718363230406268,0.0018695990963036807
lstm_best_by_val,test,1217,0.35661462612982747,0.41577649958915364,-0.0002898438065773994,0.0003594608300739524,0.0007409556754893139,0.009443676562202137,0.07846050959167253,0.03300854691759691
lstm_best_by_val,train,10466,0.28454041658704377,0.40846550735715653,-0.0004846554101588037,0.00038595244887429294,0.0010275640760070018,0.012338376081859196,0.08328195454487754,0.060499289888597076
lstm_best_by_val,val,997,0.3801404212637914,0.38214643931795383,-0.00014219983744346036,-5.011276830491477e-05,0.0006466240389194884,0.008221714819859578,0.07864831766696238,0.059674120681951305
lstm_ensemble,test,1217,0.3533278553820871,0.41577649958915364,-0.0002050172657023829,0.0003594608300739524,0.0004422467262351685,0.009443676562202137,0.04682993147025385,0.05726494400339624
lstm_ensemble,train,10466,0.3185553219950315,0.40846550735715653,-0.0002739974864417051,0.00038595244887429294,0.0005808223107807149,0.012338376081859196,0.04707445347161068,0.06298271731604388
lstm_ensemble,val,997,0.3801404212637914,0.38214643931795383,-0.00013803177702765293,-5.011276830491477e-05,0.0003857795754856871,0.008221714819859578,0.046922033169264805,0.030213106103073574
lstm_seed_102,test,1217,0.5406737880032868,0.41577649958915364,7.318569600969597e-05,0.0003594608300739524,0.0005707320005780608,0.009443676562202137,0.06043536082783567,0.02781947324587065
lstm_seed_102,train,10466,0.6545002866424613,0.40846550735715653,0.0004116945469630986,0.00038595244887429294,0.0008459669525504558,0.012338376081859196,0.06856388125454044,0.011964093377309467
lstm_seed_102,val,997,0.633901705115346,0.38214643931795383,0.0002226901882145537,-5.011276830491477e-05,0.0005523646653663089,0.008221714819859578,0.06718363230406268,0.0018695990963036807
lstm_seed_112,test,1217,0.4987674609695974,0.41577649958915364,-5.410628877518482e-05,0.0003594608300739524,0.0008491943178552178,0.009443676562202137,0.08992200360335056,-0.051134846204422095
lstm_seed_112,train,10466,0.4182113510414676,0.40846550735715653,-0.000145370455976351,0.00038595244887429294,0.000999280586458134,0.012338376081859196,0.08098963589927778,0.0034965566142831023
lstm_seed_112,val,997,0.39117352056168503,0.38214643931795383,-0.00021089499534613843,-5.011276830491477e-05,0.0006450573555178535,0.008221714819859578,0.07845776333177058,0.008535436358758756
lstm_seed_42,test,1217,0.44700082169268696,0.41577649958915364,-0.00010256149888701721,0.0003594608300739524,0.0008682560837826621,0.009443676562202137,0.09194047234292367,0.08429760605011685
lstm_seed_42,train,10466,0.40989871966367286,0.40846550735715653,-0.0001616925296833709,0.00038595244887429294,0.0009761675631372406,0.012338376081859196,0.07911637290522172,0.044013602098299784
lstm_seed_42,val,997,0.4262788365095286,0.38214643931795383,-0.00016958581261007023,-5.011276830491477e-05,0.000807905010899659,0.008221714819859578,0.09826478156943147,-0.01145073110203066
lstm_seed_52,test,1217,0.5283483976992605,0.41577649958915364,2.9533764697124097e-05,0.0003594608300739524,0.0009217637925539854,0.009443676562202137,0.09760645512186437,0.028496958948680828
lstm_seed_52,train,10466,0.4742021784827059,0.40846550735715653,-0.00010889025805048095,0.00038595244887429294,0.0011353563044989936,0.012338376081859196,0.09201829292335151,0.04901464081532297
lstm_seed_52,val,997,0.5707121364092277,0.38214643931795383,0.0002037381552006018,-5.011276830491477e-05,0.0007567969972748246,0.008221714819859578,0.09204855846456497,0.0824165508121053
lstm_seed_62,test,1217,0.19474116680361545,0.41577649958915364,-0.0007874495528701727,0.0003594608300739524,0.001047442692211175,0.009443676562202137,0.11091471476305259,0.021109215358030814
lstm_seed_62,train,10466,0.18870628702465125,0.40846550735715653,-0.0008713495196714799,0.00038595244887429294,0.0011552008358755752,0.012338376081859196,0.0936266513689786,0.021480477685981852
