family,best_by_val,best_val_score,best_test_score,second_by_val,second_val_score,second_test_score,top2_val_gap,top2_test_gap,best_val_minus_test,val_score_std,test_score_std,positive_test_ratio
lstm,lstm_seed_72,0.01169703427302049,0.0093970240387935,lstm_seed_92,0.009061732929785737,0.00693338011317024,0.0026353013432347527,0.00246364392562326,0.00230001023422699,0.007482513941425281,0.005276974256200319,0.75
lstm_signmag,lstm_signmag_seed_112,0.01601303708763835,-0.015339153810523642,lstm_signmag_seed_62,0.011202512881458238,0.012418706761106568,0.004810524206180111,-0.02775786057163021,0.03135219089816199,0.008184165114435631,0.01016339049621054,0.875
