gate,phase,n_days,net_equity,gross_equity,net_sharpe,max_drawdown,hit_rate,avg_turnover,avg_positions
oracle_eval_phase_best,distribution,94,1.2008128614363713,1.2695141153846012,4.1598615089711695,-0.04330881656919794,0.5106382978723404,0.3955199382551006,17.20212765957447
oracle_eval_phase_best,markdown,56,1.0001482855083363,1.0200847594909601,0.24838197072248758,-0.21725945053370144,0.5892857142857143,0.23735703540581587,30.375
oracle_eval_phase_best,transition,269,1.1507826003241137,1.2678484530904943,0.7267384602928736,-0.2346595171176049,0.3643122676579926,0.239893170712162,11.446096654275093
train_phase_best,accumulation,30,0.8626603937925809,0.8679790110017067,-3.5160957290786348,-0.21602675866181453,0.4666666666666667,0.13654401154401144,33.0
train_phase_best,markup,55,0.9560558063172945,0.9843866517481668,-1.5124078577073061,-0.09126921171347002,0.32727272727272727,0.35318903318903316,13.127272727272727
train_phase_best,distribution,94,0.8728184299706818,0.9143847186543084,-1.8423933798456948,-0.16839877703338035,0.2765957446808511,0.33023522807627936,11.106382978723405
train_phase_best,markdown,56,0.9185881695349882,0.9303990576983496,-0.4904925621854414,-0.220754550307533,0.5357142857142857,0.15453238550043058,27.160714285714285
train_phase_best,transition,269,1.1567177699024482,1.2678484530904943,0.7492196857439344,-0.23266726473453125,0.3643122676579926,0.2270937839803976,11.446096654275093
train_phase_regularized_m10_dd20_t25,accumulation,30,0.9639255759904192,0.9733102058224671,-3.0958531924635064,-0.06083103648446575,0.3,0.21564104951201718,24.033333333333335
train_phase_regularized_m10_dd20_t25,markup,55,0.9560558063172945,0.9843866517481668,-1.5124078577073061,-0.09126921171347002,0.32727272727272727,0.35318903318903316,13.127272727272727
train_phase_regularized_m10_dd20_t25,distribution,94,0.8728184299706818,0.9143847186543084,-1.8423933798456948,-0.16839877703338035,0.2765957446808511,0.33023522807627936,11.106382978723405
train_phase_regularized_m10_dd20_t25,markdown,56,0.9243000811638611,0.941017740983873,-0.4280834813582911,-0.220754550307533,0.5892857142857143,0.21460175374952234,27.160714285714285
train_phase_regularized_m10_dd20_t25,transition,269,1.1563781753934241,1.2678484530904943,0.7479049388588762,-0.23289254179888597,0.3643122676579926,0.22781767307455597,11.446096654275093
train_phase_regularized_m15_dd20_t25,accumulation,30,0.9639255759904192,0.9733102058224671,-3.0958531924635064,-0.06083103648446575,0.3,0.21564104951201718,24.033333333333335
train_phase_regularized_m15_dd20_t25,markup,55,0.9560558063172945,0.9843866517481668,-1.5124078577073061,-0.09126921171347002,0.32727272727272727,0.35318903318903316,13.127272727272727
train_phase_regularized_m15_dd20_t25,distribution,94,0.8728184299706818,0.9143847186543084,-1.8423933798456948,-0.16839877703338035,0.2765957446808511,0.33023522807627936,11.106382978723405
train_phase_regularized_m15_dd20_t25,markdown,56,0.9243000811638611,0.941017740983873,-0.4280834813582911,-0.220754550307533,0.5892857142857143,0.21460175374952234,27.160714285714285
train_phase_regularized_m15_dd20_t25,transition,269,1.1563781753934241,1.2678484530904943,0.7479049388588762,-0.23289254179888597,0.3643122676579926,0.22781767307455597,11.446096654275093
train_phase_robust_abstain_m10_dd20_t25_ts050_pf60,accumulation,30,0.9940134865050626,1.0,-6.121839844109211,-0.00449325337499995,0.0,0.13333333333333328,0.0
train_phase_robust_abstain_m10_dd20_t25_ts050_pf60,markup,55,1.0,1.0,,0.0,0.0,0.0,0.0
train_phase_robust_abstain_m10_dd20_t25_ts050_pf60,distribution,94,1.0,1.0,,0.0,0.0,0.0,0.0
train_phase_robust_abstain_m10_dd20_t25_ts050_pf60,markdown,56,0.923618912503448,0.9463957717640888,-0.4646984378399897,-0.21725945053370155,0.5714285714285714,0.29307476628905194,29.392857142857142
train_phase_robust_abstain_m10_dd20_t25_ts050_pf60,transition,269,1.0,1.0,,0.0,0.0,0.0,0.0
train_phase_robust_abstain_m15_dd20_t25_ts050_pf60,accumulation,30,0.9940134865050626,1.0,-6.121839844109211,-0.00449325337499995,0.0,0.13333333333333328,0.0
train_phase_robust_abstain_m15_dd20_t25_ts050_pf60,markup,55,1.0,1.0,,0.0,0.0,0.0,0.0
train_phase_robust_abstain_m15_dd20_t25_ts050_pf60,distribution,94,1.0,1.0,,0.0,0.0,0.0,0.0
train_phase_robust_abstain_m15_dd20_t25_ts050_pf60,markdown,56,0.923618912503448,0.9463957717640888,-0.4646984378399897,-0.21725945053370155,0.5714285714285714,0.29307476628905194,29.392857142857142
train_phase_robust_abstain_m15_dd20_t25_ts050_pf60,transition,269,1.0,1.0,,0.0,0.0,0.0,0.0
vn_h1_distribution_only,accumulation,30,0.9634676728950216,0.9733102058224671,-3.1323034796008082,-0.06083103648446586,0.3,0.22615491835921928,24.033333333333335
vn_h1_distribution_only,markup,55,0.9598545804646251,0.9843866517481668,-1.3712822411399663,-0.09035631623423968,0.32727272727272727,0.3050982514217809,13.127272727272727
vn_h1_distribution_only,distribution,94,0.9617739456231578,1.0106002211324907,-0.3630084285573054,-0.1516378931897625,0.3723404255319149,0.351877365876773,11.47872340425532
vn_h1_distribution_only,markdown,56,0.971254474558352,0.98880598884201,-0.007916079558959439,-0.2278464388908359,0.5714285714285714,0.21465999963437588,29.946428571428573
vn_h1_distribution_only,transition,269,1.2428323891969888,1.343926246684852,1.183732524730753,-0.13547370880833842,0.2899628252788104,0.19386197175480957,7.921933085501859
vn_h1_distribution_only_transition_mr20_nonneg,accumulation,30,0.9634676728950216,0.9733102058224671,-3.1323034796008082,-0.06083103648446586,0.3,0.22615491835921928,24.033333333333335
vn_h1_distribution_only_transition_mr20_nonneg,markup,55,0.9598545804646251,0.9843866517481668,-1.3712822411399663,-0.09035631623423968,0.32727272727272727,0.3050982514217809,13.127272727272727
vn_h1_distribution_only_transition_mr20_nonneg,distribution,94,0.9657046661668658,1.0106002211324907,-0.3129725784088493,-0.15087013117620907,0.3723404255319149,0.3228489474866525,11.47872340425532
vn_h1_distribution_only_transition_mr20_nonneg,markdown,56,0.9984266204610488,1.0200847594909601,0.23262896351255655,-0.21725945053370155,0.5892857142857143,0.25837384766307436,30.375
vn_h1_distribution_only_transition_mr20_nonneg,transition,269,1.3097063265266116,1.4157874361679172,1.991964518555987,-0.0808281618176141,0.21933085501858737,0.1933466974914487,5.724907063197026
vn_h1_distribution_only_transition_mr20_pressure_nonneg,accumulation,30,0.9634676728950216,0.9733102058224671,-3.1323034796008082,-0.06083103648446586,0.3,0.22615491835921928,24.033333333333335
vn_h1_distribution_only_transition_mr20_pressure_nonneg,markup,55,0.9598545804646251,0.9843866517481668,-1.3712822411399663,-0.09035631623423968,0.32727272727272727,0.3050982514217809,13.127272727272727
vn_h1_distribution_only_transition_mr20_pressure_nonneg,distribution,94,0.966795951135109,1.0106002211324907,-0.2988028262196969,-0.1501444585416576,0.3723404255319149,0.31472875451038945,11.47872340425532
vn_h1_distribution_only_transition_mr20_pressure_nonneg,markdown,56,0.9984266204610488,1.0200847594909601,0.23262896351255655,-0.21725945053370155,0.5892857142857143,0.25837384766307436,30.375
vn_h1_distribution_only_transition_mr20_pressure_nonneg,transition,269,1.2517889252669823,1.3439212200320463,1.8867365218596912,-0.054327548773459355,0.1524163568773234,0.1764012204158601,3.7657992565055762
vn_h1_distribution_only_transition_pressure_nonneg,accumulation,30,0.9634676728950216,0.9733102058224671,-3.1323034796008082,-0.06083103648446586,0.3,0.22615491835921928,24.033333333333335
vn_h1_distribution_only_transition_pressure_nonneg,markup,55,0.9598545804646251,0.9843866517481668,-1.3712822411399663,-0.09035631623423968,0.32727272727272727,0.3050982514217809,13.127272727272727
vn_h1_distribution_only_transition_pressure_nonneg,distribution,94,0.9651002274211895,1.0106002211324907,-0.32022476072474526,-0.1509128766902783,0.3723404255319149,0.32720563932769975,11.47872340425532
vn_h1_distribution_only_transition_pressure_nonneg,markdown,56,0.9984266204610488,1.0200847594909601,0.23262896351255655,-0.21725945053370155,0.5892857142857143,0.25837384766307436,30.375
vn_h1_distribution_only_transition_pressure_nonneg,transition,269,1.2589794760160782,1.351517596731102,1.8919673316272343,-0.0543275487734588,0.16356877323420074,0.17609143107261352,4.25278810408922
vn_h1_distribution_transition,accumulation,30,0.9634676728950216,0.9733102058224671,-3.1323034796008082,-0.06083103648446586,0.3,0.22615491835921928,24.033333333333335
vn_h1_distribution_transition,markup,55,0.9556939200493949,0.9843866517481668,-1.525639128975483,-0.08984465491959182,0.32727272727272727,0.35777417027417024,13.127272727272727
vn_h1_distribution_transition,distribution,94,1.083426588375139,1.104077591662992,1.174934154918227,-0.11823171585465908,0.425531914893617,0.13428318135764944,11.76595744680851
vn_h1_distribution_transition,markdown,56,0.9986649780832227,1.0200847594909601,0.23481846265245415,-0.21725945053370144,0.5892857142857143,0.25544950719517984,30.375
vn_h1_distribution_transition,transition,269,1.113484421984864,1.1922161080119982,0.5773795041821168,-0.2162671385067293,0.34572490706319703,0.1689813371480364,10.353159851301115
vn_h1_markup_distribution_transition,accumulation,30,0.9634676728950216,0.9733102058224671,-3.1323034796008082,-0.06083103648446586,0.3,0.22615491835921928,24.033333333333335
vn_h1_markup_distribution_transition,markup,55,1.0669559467031373,1.0782181966471158,2.6343797400831144,-0.04949791739661369,0.32727272727272727,0.12817959817959815,11.8
vn_h1_markup_distribution_transition,distribution,94,0.984103842742347,1.0037932372831018,-0.17589591805687216,-0.11426706676933118,0.4148936170212766,0.14081423895253678,11.957446808510639
vn_h1_markup_distribution_transition,markdown,56,0.9986649780832227,1.0200847594909601,0.23481846265245415,-0.21725945053370144,0.5892857142857143,0.25544950719517984,30.375
vn_h1_markup_distribution_transition,transition,269,1.013410172583326,1.0633544847324716,0.16227702001599192,-0.19999595541536697,0.34944237918215615,0.11881918001561907,10.431226765799256
vn_h1_transition_only,accumulation,30,0.9634676728950216,0.9733102058224671,-3.1323034796008082,-0.06083103648446586,0.3,0.22615491835921928,24.033333333333335
vn_h1_transition_only,markup,55,0.9556939200493949,0.9843866517481668,-1.525639128975483,-0.08984465491959182,0.32727272727272727,0.35777417027417024,13.127272727272727
vn_h1_transition_only,distribution,94,1.005085852340579,1.048607694436485,0.1669216456468615,-0.12139233001858518,0.2765957446808511,0.3010836731737858,6.23404255319149
vn_h1_transition_only,markdown,56,0.9981771926383851,1.0200847594909601,0.2302949430737647,-0.21725945053370144,0.5892857142857143,0.2615470681707896,30.375
vn_h1_transition_only,transition,269,1.3588522922938322,1.4854725437831793,1.5166404407935024,-0.13296176351391675,0.35315985130111527,0.22074596686448858,10.368029739776953
vn_legacy_acc_all_else,accumulation,30,0.9634676728950216,0.9733102058224671,-3.1323034796008082,-0.06083103648446586,0.3,0.22615491835921928,24.033333333333335
vn_legacy_acc_all_else,markup,55,0.982555262043118,0.9914373036165477,-0.5907440792387777,-0.0753769747976446,0.32727272727272727,0.10909090909090909,10.2
vn_legacy_acc_all_else,distribution,94,1.0493123536327822,1.061374224128299,1.648115737420461,-0.042035085819750795,0.2872340425531915,0.08116733755031626,6.308510638297872
vn_legacy_acc_all_else,markdown,56,0.971254474558352,0.98880598884201,-0.007916079558959439,-0.2278464388908359,0.5714285714285714,0.21465999963437588,29.946428571428573
vn_legacy_acc_all_else,transition,269,1.1228873406782456,1.1687761643917964,0.7480605130307604,-0.13417497126523648,0.2936802973977695,0.09907487063074204,8.007434944237918
vn_legacy_acc_all_else_transition_mr20_nonneg,accumulation,30,0.9634676728950216,0.9733102058224671,-3.1323034796008082,-0.06083103648446586,0.3,0.22615491835921928,24.033333333333335
vn_legacy_acc_all_else_transition_mr20_nonneg,markup,55,0.982555262043118,0.9914373036165477,-0.5907440792387777,-0.0753769747976446,0.32727272727272727,0.10909090909090909,10.2
vn_legacy_acc_all_else_transition_mr20_nonneg,distribution,94,1.0571741947392344,1.074608105333828,1.5692903426637126,-0.04203508581975057,0.2765957446808511,0.11595744680851063,6.25531914893617
vn_legacy_acc_all_else_transition_mr20_nonneg,markdown,56,0.9984266204610488,1.0200847594909601,0.23262896351255655,-0.21725945053370155,0.5892857142857143,0.25837384766307436,30.375
vn_legacy_acc_all_else_transition_mr20_nonneg,transition,269,1.196679808662347,1.2537193405004547,1.7437558399328,-0.04740884619267527,0.22676579925650558,0.11556850649896791,5.784386617100372
vn_legacy_acc_all_else_transition_mr20_pressure_nonneg,accumulation,30,0.9634676728950216,0.9733102058224671,-3.1323034796008082,-0.06083103648446586,0.3,0.22615491835921928,24.033333333333335
vn_legacy_acc_all_else_transition_mr20_pressure_nonneg,markup,55,0.982555262043118,0.9914373036165477,-0.5907440792387777,-0.0753769747976446,0.32727272727272727,0.10909090909090909,10.2
vn_legacy_acc_all_else_transition_mr20_pressure_nonneg,distribution,94,1.1401189270673338,1.1611728982708356,3.418710193657059,-0.03423925291304275,0.3191489361702128,0.12993920972644374,6.25531914893617
vn_legacy_acc_all_else_transition_mr20_pressure_nonneg,markdown,56,0.9984266204610488,1.0200847594909601,0.23262896351255655,-0.21725945053370155,0.5892857142857143,0.25837384766307436,30.375
vn_legacy_acc_all_else_transition_mr20_pressure_nonneg,transition,269,1.1116294454759414,1.1602199799489286,1.2315557200320493,-0.048837732923386334,0.15985130111524162,0.10623119136130288,3.795539033457249
vn_legacy_acc_all_else_transition_pressure_nonneg,accumulation,30,0.9634676728950216,0.9733102058224671,-3.1323034796008082,-0.06083103648446586,0.3,0.22615491835921928,24.033333333333335
vn_legacy_acc_all_else_transition_pressure_nonneg,markup,55,0.982555262043118,0.9914373036165477,-0.5907440792387777,-0.0753769747976446,0.32727272727272727,0.10909090909090909,10.2
vn_legacy_acc_all_else_transition_pressure_nonneg,distribution,94,1.155840115848217,1.174211562581911,3.970096478554112,-0.03423925291304286,0.3191489361702128,0.11231003039513676,6.25531914893617
vn_legacy_acc_all_else_transition_pressure_nonneg,markdown,56,0.9984266204610488,1.0200847594909601,0.23262896351255655,-0.21725945053370155,0.5892857142857143,0.25837384766307436,30.375
vn_legacy_acc_all_else_transition_pressure_nonneg,transition,269,1.0860701187204644,1.1284754076359989,0.9632804258164888,-0.048837732923386334,0.16728624535315986,0.09507877500442556,4.278810408921933
vn_legacy_acc_markup_all_else,accumulation,30,0.9634676728950216,0.9733102058224671,-3.1323034796008082,-0.06083103648446586,0.3,0.22615491835921928,24.033333333333335
vn_legacy_acc_markup_all_else,markup,55,0.9598545804646251,0.9843866517481668,-1.3712822411399663,-0.09035631623423968,0.32727272727272727,0.3050982514217809,13.127272727272727
vn_legacy_acc_markup_all_else,distribution,94,1.0665730025064164,1.0785375068889516,2.1477631049738073,-0.042035085819750906,0.2872340425531915,0.07920696324951643,6.095744680851064
vn_legacy_acc_markup_all_else,markdown,56,0.971254474558352,0.98880598884201,-0.007916079558959439,-0.2278464388908359,0.5714285714285714,0.21465999963437588,29.946428571428573
vn_legacy_acc_markup_all_else,transition,269,1.1726815359349543,1.2398467495399281,0.9376138258376803,-0.13417497126523648,0.2825278810408922,0.13785726082358488,7.91449814126394
vn_legacy_acc_markup_all_else_transition_mr20_nonneg,accumulation,30,0.9634676728950216,0.9733102058224671,-3.1323034796008082,-0.06083103648446586,0.3,0.22615491835921928,24.033333333333335
vn_legacy_acc_markup_all_else_transition_mr20_nonneg,markup,55,0.9598545804646251,0.9843866517481668,-1.3712822411399663,-0.09035631623423968,0.32727272727272727,0.3050982514217809,13.127272727272727
vn_legacy_acc_markup_all_else_transition_mr20_nonneg,distribution,94,1.0571741947392344,1.074608105333828,1.5692903426637126,-0.04203508581975057,0.2765957446808511,0.11595744680851063,6.25531914893617
vn_legacy_acc_markup_all_else_transition_mr20_nonneg,markdown,56,0.9984266204610488,1.0200847594909601,0.23262896351255655,-0.21725945053370155,0.5892857142857143,0.25837384766307436,30.375
vn_legacy_acc_markup_all_else_transition_mr20_nonneg,transition,269,1.2445762324912568,1.3244532257795265,1.7983069441673454,-0.042918008025165655,0.21561338289962825,0.15435089669181074,5.765799256505576
vn_legacy_acc_markup_all_else_transition_mr20_pressure_nonneg,accumulation,30,0.9634676728950216,0.9733102058224671,-3.1323034796008082,-0.06083103648446586,0.3,0.22615491835921928,24.033333333333335
vn_legacy_acc_markup_all_else_transition_mr20_pressure_nonneg,markup,55,0.9598545804646251,0.9843866517481668,-1.3712822411399663,-0.09035631623423968,0.32727272727272727,0.3050982514217809,13.127272727272727
vn_legacy_acc_markup_all_else_transition_mr20_pressure_nonneg,distribution,94,1.1401189270673338,1.1611728982708356,3.418710193657059,-0.03423925291304275,0.3191489361702128,0.12993920972644374,6.25531914893617
vn_legacy_acc_markup_all_else_transition_mr20_pressure_nonneg,markdown,56,0.9984266204610488,1.0200847594909601,0.23262896351255655,-0.21725945053370155,0.5892857142857143,0.25837384766307436,30.375
vn_legacy_acc_markup_all_else_transition_mr20_pressure_nonneg,transition,269,1.1631152024421765,1.2335494317121298,1.4732408181456396,-0.03939451640471814,0.1524163568773234,0.1459429495838855,3.7769516728624537
vn_legacy_acc_markup_all_else_transition_pressure_nonneg,accumulation,30,0.9634676728950216,0.9733102058224671,-3.1323034796008082,-0.06083103648446586,0.3,0.22615491835921928,24.033333333333335
vn_legacy_acc_markup_all_else_transition_pressure_nonneg,markup,55,0.9598545804646251,0.9843866517481668,-1.3712822411399663,-0.09035631623423968,0.32727272727272727,0.3050982514217809,13.127272727272727
vn_legacy_acc_markup_all_else_transition_pressure_nonneg,distribution,94,1.155840115848217,1.174211562581911,3.970096478554112,-0.03423925291304286,0.3191489361702128,0.11231003039513676,6.25531914893617
vn_legacy_acc_markup_all_else_transition_pressure_nonneg,markdown,56,0.9984266204610488,1.0200847594909601,0.23262896351255655,-0.21725945053370155,0.5892857142857143,0.25837384766307436,30.375
vn_legacy_acc_markup_all_else_transition_pressure_nonneg,transition,269,1.1363720807711288,1.1997985053246325,1.2474805845978687,-0.057941680302811105,0.15985130111524162,0.13479053322700815,4.260223048327138
