gate,n_days,net_equity,gross_equity,net_sharpe,max_drawdown,hit_rate,avg_turnover,avg_positions
oracle_eval_phase_best,504,1.3854593932261956,1.7065911543291994,0.7997411783602889,-0.30716448383643635,0.41865079365079366,0.2760512704807644,15.97420634920635
vn_h1_transition_only,504,1.2552754181189578,1.5224075238972525,0.5919327680742733,-0.21725945053370144,0.35912698412698413,0.25553847836964977,12.93452380952381
conservative_prior_transition_mr20_pressure_nonneg,504,1.2244234218381669,1.399931226165091,0.6235322126744508,-0.21725945053370121,0.25992063492063494,0.17759310714376508,9.420634920634921
vn_legacy_acc_markup_all_else_transition_mr20_pressure_nonneg,504,1.2244234218381669,1.399931226165091,0.6235322126744508,-0.21725945053370121,0.25992063492063494,0.17759310714376508,9.420634920634921
conservative_prior_transition_mr20_nonneg,504,1.2148615797161153,1.3910411891036052,0.5931356607054635,-0.21725945053370144,0.2857142857142857,0.1794729723377059,10.482142857142858
vn_legacy_acc_markup_all_else_transition_mr20_nonneg,504,1.2148615797161153,1.3910411891036052,0.5931356607054635,-0.21725945053370144,0.2857142857142857,0.1794729723377059,10.482142857142858
conservative_prior_transition_pressure_nonneg,504,1.212766130047374,1.3769175060556198,0.5993468232110842,-0.21725945053370133,0.2638888888888889,0.1683527443319737,9.678571428571429
vn_legacy_acc_markup_all_else_transition_pressure_nonneg,504,1.212766130047374,1.3769175060556198,0.5993468232110842,-0.21725945053370133,0.2638888888888889,0.1683527443319737,9.678571428571429
vn_legacy_acc_all_else_transition_mr20_pressure_nonneg,504,1.1978997730059577,1.3261419790028965,0.5760120205206454,-0.21725945053370121,0.2638888888888889,0.13500805398885898,9.11111111111111
vn_legacy_acc_all_else_transition_mr20_nonneg,504,1.195734615877839,1.326182306515942,0.5643899808332834,-0.21725945053370155,0.2916666666666667,0.13738395092883157,10.172619047619047
vn_legacy_acc_all_else_transition_pressure_nonneg,504,1.1864950032661794,1.3043412935408005,0.5511603878674934,-0.21725945053370144,0.26785714285714285,0.12576769117706763,9.369047619047619
vn_h1_distribution_only_transition_mr20_nonneg,504,1.1678229243242804,1.3983976818781065,0.4646076756475008,-0.2651550336776627,0.3055555555555556,0.2388731141608169,11.43452380952381
conservative_prior,504,1.123430719845341,1.2668679283810484,0.3756430684752625,-0.23493647048617672,0.32142857142857145,0.1589584703680525,11.551587301587302
vn_legacy_acc_markup_all_else,504,1.123430719845341,1.2668679283810484,0.3756430684752625,-0.23493647048617672,0.32142857142857145,0.1589584703680525,11.551587301587302
vn_h1_distribution_only_transition_pressure_nonneg,504,1.1218887916142175,1.3349172524102628,0.3759141919962455,-0.26515503367766213,0.2757936507936508,0.23047601568143555,10.648809523809524
vn_h1_distribution_only_transition_mr20_pressure_nonneg,504,1.117441172035637,1.3274141800596668,0.36721418218468294,-0.265155033677662,0.2698412698412698,0.22831432155545572,10.38888888888889
vn_h1_distribution_transition,504,1.109326596309521,1.2864942018322845,0.33397566971755177,-0.3808923705363225,0.38293650793650796,0.19612301202227553,13.958333333333334
vn_legacy_acc_all_else,504,1.0833483779140476,1.183661449938251,0.29507283034045206,-0.2349364704861765,0.3273809523809524,0.11723507432480348,11.321428571428571
vn_h1_distribution_only,504,1.073646202653185,1.2867166066731897,0.26881314605430756,-0.32776751479860944,0.3412698412698413,0.23970506776380957,12.55952380952381
aggressive_prior,504,1.0238342240585057,1.1426586873416062,0.16798290531990523,-0.34724144834989956,0.38293650793650796,0.14551308678437408,13.890873015873016
vn_h1_markup_distribution_transition,504,1.0238342240585057,1.1426586873416062,0.16798290531990523,-0.34724144834989956,0.38293650793650796,0.14551308678437408,13.890873015873016
baseline_all_committee_transition_mr20_pressure_nonneg,504,1.0157891333639506,1.1095298220001735,0.14111538401522095,-0.29785452503127985,0.25793650793650796,0.11734537860408939,8.85515873015873
baseline_all_committee_transition_mr20_nonneg,504,1.013953134115659,1.1095635624134008,0.13767510835228045,-0.2978545250312802,0.2857142857142857,0.11972127554406195,9.916666666666666
baseline_all_committee_transition_pressure_nonneg,504,1.0061181730455324,1.0912900625752957,0.11746452837662022,-0.29785452503127985,0.2619047619047619,0.10810501579229802,9.113095238095237
baseline_all_committee,504,0.9186524070967326,0.9903220761067426,-0.07105922809351309,-0.35124520671451254,0.32142857142857145,0.09957239894003392,11.06547619047619
train_phase_robust_abstain_m10_dd20_t25_ts050_pf60,504,0.9180896554195671,0.9463957717640888,-0.17418764292981692,-0.21725945053370155,0.06349206349206349,0.0405003708575137,3.265873015873016
train_phase_robust_abstain_m15_dd20_t25_ts050_pf60,504,0.9180896554195671,0.9463957717640888,-0.17418764292981692,-0.21725945053370155,0.06349206349206349,0.0405003708575137,3.265873015873016
train_phase_regularized_m10_dd20_t25,504,0.8597328727352129,1.045228177714,-0.1764051696625235,-0.39845651537045446,0.36507936507936506,0.2584075238431675,14.061507936507937
train_phase_regularized_m15_dd20_t25,504,0.8597328727352129,1.045228177714,-0.1764051696625235,-0.39845651537045446,0.36507936507936506,0.2584075238431675,14.061507936507937
baseline_h1,504,0.8260705909449518,0.907293801438885,-0.2561315920491438,-0.43836247939567063,0.3888888888888889,0.12406825776186675,14.08531746031746
train_phase_best,504,0.7648834533445074,0.9215958403669757,-0.3813666921371211,-0.4648213736477147,0.36904761904761907,0.24663863113023513,14.595238095238095
baseline_legacy,504,0.7640416978144782,0.8509161587372686,-0.45253577276644763,-0.4239140027847865,0.4146825396825397,0.14238327470692103,18.08531746031746
