variant,n_seeds,rel_score_mean,rel_score_std,rel_score_vol_clipped_mean,rel_score_vol_clipped_std,daily_q90_max_mean,daily_q90_max_std,daily_q90_clipped_max_mean,daily_q90_clipped_max_std,spike_days_ge_8pct_mean,spike_days_ge_8pct_std,spike_days_clipped_ge_8pct_mean,spike_days_clipped_ge_8pct_std,directional_accuracy_mean,directional_accuracy_std,pred_actual_q90_ratio_mean,pred_actual_q90_ratio_std,mean_sigma_mean,mean_sigma_std
hetero_combined,3,0.0010159523651632751,0.002899408992311459,0.0010159523651632751,0.002899408992311459,0.08390839770436287,0.0008776359842545949,0.08390839770436287,0.0008776359842545949,1.0,0.0,1.0,0.0,0.5126250500200079,0.0019728946317054546,0.08451241875688235,0.04018963954005458,0.018808433165152866,0.00033672281414579713
