loss,val_loss,val_rel_score,learning_rate
1.3736873865127563,1.338537573814392,-0.019596278935886335,0.0003000000142492354
1.3616890907287598,1.3464751243591309,-0.01250314327615043,0.0003000000142492354
1.3575619459152222,1.3469152450561523,-0.008400786954529726,0.0003000000142492354
1.3519338369369507,1.355405330657959,-0.01836017513057131,0.0003000000142492354
1.3495014905929565,1.3515335321426392,-0.02291505672864691,0.0003000000142492354
1.341386318206787,1.3573017120361328,-0.026365227856821827,0.0003000000142492354
1.3421541452407837,1.3611968755722046,-0.022410431463085523,0.0003000000142492354
1.3304282426834106,1.35292387008667,-0.009958551071245436,0.0003000000142492354
1.3244398832321167,1.3464571237564087,-0.009881298819931272,0.0001500000071246177
1.3218644857406616,1.3504482507705688,-0.015637615873447253,0.0001500000071246177
1.3179919719696045,1.3499062061309814,-0.015884689693143272,0.0001500000071246177
1.3180804252624512,1.349684238433838,-0.01521613229227703,0.0001500000071246177
1.3122284412384033,1.353879451751709,-0.02058257602112623,0.0001500000071246177
