candidate,split,label,date_start,date_end,row_count,code_count,rel_score,directional_accuracy,error_q2,error_q8,error_mean,error_std,proxy_mean,proxy_median,proxy_positive_share,proxy_hard_left_share
anchor,train,Train,2012-05-15,2020-03-31,36279,28,0.010297289326997028,0.44072328344221173,-0.01219332532,0.011242264218,-0.0004077153287371382,0.019740994518462653,0.5583135436192883,0.6475752364935532,0.9166459935499875,8.269246671628214e-05
anchor,val,In-sample,2020-04-01,2022-11-15,18279,28,0.005339846340188692,0.4885387603260572,-0.01604447644,0.013328037260000002,-0.0008031363713562082,0.02365254646512561,0.5569069425123044,0.6453336706282593,0.9166256359757098,5.470758794244762e-05
sector19_down_up_anchor_else,train,Train,2012-05-15,2020-03-31,36279,28,0.008952109719460699,0.44039251357534664,-0.012363154559999999,0.011180544700000001,-0.0005798987646742715,0.0197333003860452,0.557899730956249,0.6463002122770632,0.9175280465282946,5.5128311144188097e-05
sector19_down_up_anchor_else,val,In-sample,2020-04-01,2022-11-15,18279,28,0.0033873307888869775,0.48684282509984134,-0.016316452794,0.01307827656000001,-0.0011139610020807912,0.023611095158109337,0.5571244604393919,0.6453649957932801,0.9184309863778106,0.0
train_rank_regime_ic_weight,train,Train,2012-05-15,2020-03-31,36279,28,0.009640000340884747,0.44210149122081643,-0.012347298474799998,0.011142928677740001,-0.0005710399099365114,0.019713435836897733,0.5587827591255269,0.6462930665059847,0.919402409107197,2.7564155572094048e-05
train_rank_regime_ic_weight,val,In-sample,2020-04-01,2022-11-15,18279,28,0.003667655712425555,0.4835603698232945,-0.016318957480199996,0.013010778666800012,-0.0011140368810427037,0.02361956795262618,0.5570611023545927,0.6455780599284782,0.917500957382789,0.0
