run_name,model_name,market,codes_path,requested_codes,accepted_codes,sector_count,unknown_sector_share,test_rows,test_codes,stock_identity_enabled,known_code_share,known_row_share,rel_score,directional_accuracy,error_q2,error_q8,error_mean,error_std,filled_feature_columns,days,mean_spearman_ic,ic_t_stat,positive_ic_days,mean_top_bottom_return,quartile_equity,quartile_hit_rate,quartile_max_drawdown
broad_signmag_portable_no_identity_20260428_allvn_r01,lstm_seed_52,JP,market_lists/jp50.txt,50,26,1,1.0,21366,26,False,0.0,0.0,-0.0022115790170762484,0.49235244440274,-0.013714708015322685,0.011864116229116917,-0.0007516741752624512,0.02069244720041752,['sector_momentum_rank_pct'],823,0.01578207150944389,1.699623342666988,0.5249088699878494,0.000474381007393525,1.3768755883944022,0.5164034021871203,-0.22337844843344046
