variant,rel_score_mean,rel_score_std,q90_abs_error_mean,daily_q90_abs_error_q90_mean,daily_q90_abs_error_max_mean,spike_days_ge_5pct_mean,spike_days_ge_7pct_mean,spike_days_ge_8pct_mean,prediction_actual_abs_q90_ratio_mean
plain_global_weighted_mild_tail35_p05,0.022709022639008647,0.006887899844101295,0.04845656129066667,0.06398574342666667,0.09868899923333334,164.0,31.333333333333332,8.0,0.16992294714000067
plain_global_weighted_mild,0.020214839715378814,0.01418512306356012,0.04879729825500001,0.06457584658666667,0.10229160833333334,158.66666666666666,42.0,9.0,0.1296924578296082
plain_global_rel,0.01667372934204936,0.0011189642961843356,0.04926208665333335,0.06562695930000001,0.09506224533333334,163.33333333333334,40.333333333333336,13.0,0.13378830942844802
plain_global_instance_rel,0.006499754935279915,0.002232286635751217,0.049965669096666686,0.06598358314000001,0.08447005733333333,172.0,36.0,2.0,0.11488052826027724
