loss,val_loss
0.01370684802532196,0.002781082410365343
0.0014641417656093836,0.001986938063055277
0.0011495370417833328,0.0018511604284867644
0.0010767921339720488,0.001840926823206246
0.0010574766201898456,0.0018143276683986187
0.0010473354486748576,0.0017892143223434687
0.0010412666015326977,0.001772522460669279
0.0010369804222136736,0.0017621685983613133
0.0010336092673242092,0.001754706958308816
0.001030809828080237,0.0017493701307103038
0.0010283855954185128,0.0017458511283621192
0.0010262307478114963,0.0017436023335903883
0.0010242767166346312,0.0017422408564016223
0.001022479496896267,0.001741470885463059
0.0010208204621449113,0.0017410420114174485
0.0010192811023443937,0.001740599051117897
0.0010178493103012443,0.0017400294309481978
0.0010165473213419318,0.0017395674949511886
0.0010153537150472403,0.0017392500303685665
0.0010142524261027575,0.001739080878905952
