split,mae,rmse,directional_accuracy,thresholded_directional_accuracy
train,0.016481781378388405,0.024497967213392258,0.43224223322827554,0.5013432730086591
val,0.012630323879420757,0.018476620316505432,0.44949126137967965,0.4943433636575694
test,0.01712873764336109,0.024716462939977646,0.4670410642450313,0.5056888847943249
