kind,run_name,label
train,biaspush_signmag_narrow_base_20260409_111710,signmag_narrow_base
train,biaspush_signmag_narrow_rawmag_20260409_111710,signmag_narrow_rawmag
train,biaspush_signmag_narrow_rawmag_nomagw_20260409_111710,signmag_narrow_rawmag_nomagw
train,biaspush_signmag_sector_base_20260409_111710,signmag_sector_base
train,biaspush_signmag_sector_rawmag_20260409_111710,signmag_sector_rawmag
train,biaspush_signmag_sector_rawmag_highercap_20260409_111710,signmag_sector_rawmag_highercap
