stock,company_name,sector,industry,sub_industry,com_type_code,combo_rank_in_stock,combo,feature,test_rel_score,val_rel_score
BVH,Tập đoàn Bảo Việt,Bảo hiểm,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,BH,9,"ma_50_gap,rolling_min_20_gap",ma_50_gap,0.0377478205542304,0.0021349036423894
BVH,Tập đoàn Bảo Việt,Bảo hiểm,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,BH,9,"ma_50_gap,rolling_min_20_gap",rolling_min_20_gap,0.0377478205542304,0.0021349036423894
BVH,Tập đoàn Bảo Việt,Bảo hiểm,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,BH,10,"range_pct,volatility_ratio",range_pct,0.037481920242905,-0.044327467028993
BVH,Tập đoàn Bảo Việt,Bảo hiểm,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,BH,10,"range_pct,volatility_ratio",volatility_ratio,0.037481920242905,-0.044327467028993
BWE,Công ty Cổ phần - Tổng công ty Nước - Môi trường Bình Dương,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,CT,1,"range_pct,upper_shadow",range_pct,0.0184810841045561,-0.0434930685885526
BWE,Công ty Cổ phần - Tổng công ty Nước - Môi trường Bình Dương,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,CT,1,"range_pct,upper_shadow",upper_shadow,0.0184810841045561,-0.0434930685885526
BWE,Công ty Cổ phần - Tổng công ty Nước - Môi trường Bình Dương,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,CT,2,"volume_match,adjust_return",volume_match,0.0167061144243112,-0.004402624129697
BWE,Công ty Cổ phần - Tổng công ty Nước - Môi trường Bình Dương,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,CT,2,"volume_match,adjust_return",adjust_return,0.0167061144243112,-0.004402624129697
BWE,Công ty Cổ phần - Tổng công ty Nước - Môi trường Bình Dương,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,CT,3,"high_close_gap,atr_14",high_close_gap,0.0166043034689624,-0.0158767371771617
BWE,Công ty Cổ phần - Tổng công ty Nước - Môi trường Bình Dương,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,CT,3,"high_close_gap,atr_14",atr_14,0.0166043034689624,-0.0158767371771617
BWE,Công ty Cổ phần - Tổng công ty Nước - Môi trường Bình Dương,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,CT,4,"atr_14,signed_volume",atr_14,0.0151696739177473,-0.0277749795193402
BWE,Công ty Cổ phần - Tổng công ty Nước - Môi trường Bình Dương,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,CT,4,"atr_14,signed_volume",signed_volume,0.0151696739177473,-0.0277749795193402
BWE,Công ty Cổ phần - Tổng công ty Nước - Môi trường Bình Dương,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,CT,5,"atr_gap,vwap_gap",atr_gap,0.0149335644963748,0.0116898074158565
BWE,Công ty Cổ phần - Tổng công ty Nước - Môi trường Bình Dương,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,CT,5,"atr_gap,vwap_gap",vwap_gap,0.0149335644963748,0.0116898074158565
BWE,Công ty Cổ phần - Tổng công ty Nước - Môi trường Bình Dương,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,CT,6,"volume_match,upper_shadow",volume_match,0.0126389973415997,-0.0276019766573025
BWE,Công ty Cổ phần - Tổng công ty Nước - Môi trường Bình Dương,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,CT,6,"volume_match,upper_shadow",upper_shadow,0.0126389973415997,-0.0276019766573025
BWE,Công ty Cổ phần - Tổng công ty Nước - Môi trường Bình Dương,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,CT,7,"volume_change,range_pct",volume_change,0.0124137671920352,-0.0184118758010061
BWE,Công ty Cổ phần - Tổng công ty Nước - Môi trường Bình Dương,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,CT,7,"volume_change,range_pct",range_pct,0.0124137671920352,-0.0184118758010061
BWE,Công ty Cổ phần - Tổng công ty Nước - Môi trường Bình Dương,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,CT,8,"atr_gap,obv_change",atr_gap,0.0115223184030096,0.0137971693686781
BWE,Công ty Cổ phần - Tổng công ty Nước - Môi trường Bình Dương,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,CT,8,"atr_gap,obv_change",obv_change,0.0115223184030096,0.0137971693686781
BWE,Công ty Cổ phần - Tổng công ty Nước - Môi trường Bình Dương,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,CT,9,"volume_ma_20,volume_zscore_20",volume_ma_20,0.0113148110891817,-0.0474038987769291
BWE,Công ty Cổ phần - Tổng công ty Nước - Môi trường Bình Dương,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,CT,9,"volume_ma_20,volume_zscore_20",volume_zscore_20,0.0113148110891817,-0.0474038987769291
BWE,Công ty Cổ phần - Tổng công ty Nước - Môi trường Bình Dương,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,CT,10,"return_3,vwap_gap",return_3,0.0105641741460194,-0.0006404048942978
