window,label,date_start,date_end,raw_row_count,aligned_row_count,code_count,rel_score,directional_accuracy,error_q2,error_q8,error_mean,error_std,proxy_mean,proxy_median,proxy_positive_share,proxy_hard_left_share,package_name,model_name,roles
train,Train,2013-01-28,2020-03-31,5942,5934,4,0.002144827674024019,0.42197505898213683,-0.01101685962,0.009354081828,-0.0011956388051501008,0.0179293942933242,0.5631780524562188,0.6377952487720686,0.9132119986518369,0.0,best_committee_fnb_20260408_235445,committee_best_by_val,current_best_vn100_cluster
in_sample,In-sample,2020-04-01,2022-11-15,2634,2626,4,-0.01646673268032406,0.46153846153846156,-0.012128397800000001,0.00914524496,-0.0019194985885820637,0.02038450910984652,0.5692768584120905,0.6815436797723884,0.8933739527798934,0.0,best_committee_fnb_20260408_235445,committee_best_by_val,current_best_vn100_cluster
