window,label,date_start,date_end,raw_row_count,aligned_row_count,code_count,rel_score,directional_accuracy,error_q2,error_q8,error_mean,error_std,proxy_mean,proxy_median,proxy_positive_share,proxy_hard_left_share,package_name,model_name,roles
train,Train,2012-05-10,2020-03-31,36324,36268,28,0.0018514616680398444,0.43443255762655786,-0.012001892712999998,0.011750670210000005,-0.00027680513695430367,0.01973701944313084,0.5603512470313571,0.6418487703482418,0.9223006507113709,0.0,best_vn30_broad_lstm_signmag_seed_52_20260412,lstm_signmag_seed_52,current_best_vn30_broad
in_sample,In-sample,2020-04-01,2022-11-15,18706,18648,29,0.0022708862043919753,0.4839124839124839,-0.015592720455999999,0.01344809346,-0.0006427982487501229,0.023522326182487275,0.5591524438943944,0.6442661826794307,0.9233161733161733,0.0,best_vn30_broad_lstm_signmag_seed_52_20260412,lstm_signmag_seed_52,current_best_vn30_broad
