split,mae,rmse,directional_accuracy,thresholded_directional_accuracy
train,0.016481874510645866,0.02449897862970829,0.4315398469158037,0.5006185050161575
val,0.0126271340996027,0.018477242439985275,0.4520227837008909,0.4967343130394215
test,0.017122235149145126,0.024711938574910164,0.46811646154458914,0.5069326085955134
