features,feature_count,train_rel_score,val_rel_score,test_rel_score,train_mse,val_mse,test_mse,train_mae,val_mae,test_mae,train_abs_loss,val_abs_loss,test_abs_loss
"lower_shadow,true_range,vwap_gap",3,-0.034480059650247474,-0.09133549048517797,0.04795823634217433,0.0005050163017585874,0.00033612223342061043,0.0005457131774164736,0.015616422519087791,0.012691592797636986,0.0161918792873621,0.02997533921734431,0.025137032999191435,0.03032966679893434
"volume_zscore_20,ma_5_gap,rolling_min_20_gap",3,-0.051113062692274225,-0.09148191132780426,0.05895159998400723,0.0005010658642277122,0.0003713491023518145,0.0005553195369429886,0.01555363368242979,0.013617433607578278,0.01650087907910347,0.030987813381943854,0.02514040555106476,0.029982675102655777
"volume_zscore_20,intraday_return,body_pct",3,-0.05494737963540364,-0.09149141175092779,0.021506623749770193,0.0005074655055068433,0.00035030554863624275,0.0005405271658673882,0.015655646100640297,0.013201822526752949,0.016434015706181526,0.03110085269436243,0.025140624376945205,0.031175706785870706
"volume_zscore_20,intraday_return",2,-0.05494736423495916,-0.09149155807068587,0.021506900438205356,0.0005074655055068433,0.0003503055777400732,0.0005405271658673882,0.015655647963285446,0.013201823458075523,0.016434015706181526,0.031100852240342675,0.02514062774716877,0.031175697970320458
"volume_zscore_20,body_pct",2,-0.05494736423495916,-0.09149155807068587,0.021506900438205356,0.0005074655055068433,0.0003503055777400732,0.0005405271658673882,0.015655647963285446,0.013201823458075523,0.016434015706181526,0.031100852240342675,0.02514062774716877,0.031175697970320458
"volume_zscore_20,volatility_10,obv_change",3,-0.039251955180391596,-0.09160993227130798,0.00586503482111167,0.0005058008246123791,0.00035745627246797085,0.0005489950999617577,0.015553746372461319,0.01348744798451662,0.016575273126363754,0.030638136644847692,0.02514335429295898,0.03167406232096252
"volume_zscore_20,high_close_gap,ma_50_gap",3,-0.0619791300551058,-0.09173794260094281,0.04024027563779009,0.0004922274965792894,0.00035038500209338963,0.0005621430464088917,0.015419881790876389,0.01320403441786766,0.016825992614030838,0.031035787588916713,0.025146302790381013,0.030578835256164894
"volume_ratio_5,high_close_gap,volatility_20",3,-0.05715764343531249,-0.09193758226455628,0.061567832368934594,0.0005047196173109114,0.0003435057296883315,0.0005656690336763859,0.015510229393839836,0.012824855744838715,0.016738075762987137,0.03121259049512446,0.02515090114611667,0.029899319511605422
"volume_zscore_20,upper_shadow,momentum_5",3,-0.030059940535393626,-0.09197043938973226,0.018341532947454553,0.0005010005552321672,0.00035655059036798775,0.0005433930782601237,0.015629278495907784,0.013285781256854534,0.0164149422198534,0.030367147305514663,0.025151657953392716,0.0312765495153144
"volume_zscore_20,close_return,upper_shadow",3,-0.04637218457448089,-0.09213550121792213,0.04469543581436752,0.0004998964723199606,0.0003633203450590372,0.0005552807706408203,0.015655720606446266,0.0135230403393507,0.0166226327419281,0.03084804778336549,0.02515545986825601,0.03043688971956726
