seed,variant,policy,n_obs,n_days,rel_score,median_abs_error,q90_abs_error,daily_q90_median,daily_q90_p90,daily_q90_max,days_ge_3p5,days_ge_5,days_ge_7,days_ge_8,prediction_abs_q90,actual_abs_q90,selected_on,objective,params_json
52,dist_scale_global,daily_scale_x25_lo100_hi125,43433,493,0.02302531931055074,0.009319841570686549,0.03435459015890956,0.02862675693177153,0.045855607092380526,0.0896401647478342,132,40,9,2,0.008946197223849596,0.03524082228541377,,-0.20775386316823477,"{""max_scale"": 1.25, ""min_scale"": 1.0, ""multiplier"": 0.25}"
52,dist_scale_global,daily_scale_x25_lo100_hi150,43433,493,0.016512547899810603,0.00943428510800004,0.03447897691512482,0.028707958251470704,0.046818890613503764,0.09362020716071129,138,38,11,2,0.010735436668619515,0.03524082228541377,,-0.2266548857946601,"{""max_scale"": 1.5, ""min_scale"": 1.0, ""multiplier"": 0.25}"
52,dist_scale_global,daily_scale_x25_lo100_hi200,43433,493,-0.015253181292973483,0.00987862329930067,0.035313376644626276,0.028995105583453546,0.04641331876628101,0.10009465254843238,152,42,15,4,0.014313915558159354,0.03524082228541377,,-0.2998811307571084,"{""max_scale"": 2.0, ""min_scale"": 1.0, ""multiplier"": 0.25}"
52,dist_scale_global,daily_scale_x35_lo50_hi125,43433,493,0.02302531931055074,0.009319841570686549,0.03435459015890956,0.02862675693177153,0.045855607092380526,0.0896401647478342,132,40,9,2,0.008946197223849596,0.03524082228541377,,-0.20775386316823477,"{""max_scale"": 1.25, ""min_scale"": 0.5, ""multiplier"": 0.35}"
52,dist_scale_global,daily_scale_x35_lo50_hi150,43433,493,0.016512547899810603,0.00943428510800004,0.03447897691512482,0.028707958251470704,0.046818890613503764,0.09362020716071129,138,38,11,2,0.010735436668619515,0.03524082228541377,,-0.2266548857946601,"{""max_scale"": 1.5, ""min_scale"": 0.5, ""multiplier"": 0.35}"
52,dist_scale_global,daily_scale_x35_lo50_hi200,43433,493,-0.015253181292973483,0.00987862329930067,0.035313376644626276,0.028995105583453546,0.04641331876628101,0.10009465254843238,152,42,15,4,0.014313915558159354,0.03524082228541377,,-0.2998811307571084,"{""max_scale"": 2.0, ""min_scale"": 0.5, ""multiplier"": 0.35}"
52,dist_scale_global,daily_scale_x35_lo75_hi125,43433,493,0.02302531931055074,0.009319841570686549,0.03435459015890956,0.02862675693177153,0.045855607092380526,0.0896401647478342,132,40,9,2,0.008946197223849596,0.03524082228541377,,-0.20775386316823477,"{""max_scale"": 1.25, ""min_scale"": 0.75, ""multiplier"": 0.35}"
52,dist_scale_global,daily_scale_x35_lo75_hi150,43433,493,0.016512547899810603,0.00943428510800004,0.03447897691512482,0.028707958251470704,0.046818890613503764,0.09362020716071129,138,38,11,2,0.010735436668619515,0.03524082228541377,,-0.2266548857946601,"{""max_scale"": 1.5, ""min_scale"": 0.75, ""multiplier"": 0.35}"
52,dist_scale_global,daily_scale_x35_lo75_hi200,43433,493,-0.015253181292973483,0.00987862329930067,0.035313376644626276,0.028995105583453546,0.04641331876628101,0.10009465254843238,152,42,15,4,0.014313915558159354,0.03524082228541377,,-0.2998811307571084,"{""max_scale"": 2.0, ""min_scale"": 0.75, ""multiplier"": 0.35}"
52,dist_scale_global,daily_scale_x35_lo100_hi125,43433,493,0.02302531931055074,0.009319841570686549,0.03435459015890956,0.02862675693177153,0.045855607092380526,0.0896401647478342,132,40,9,2,0.008946197223849596,0.03524082228541377,,-0.20775386316823477,"{""max_scale"": 1.25, ""min_scale"": 1.0, ""multiplier"": 0.35}"
52,dist_scale_global,daily_scale_x35_lo100_hi150,43433,493,0.016512547899810603,0.00943428510800004,0.03447897691512482,0.028707958251470704,0.046818890613503764,0.09362020716071129,138,38,11,2,0.010735436668619515,0.03524082228541377,,-0.2266548857946601,"{""max_scale"": 1.5, ""min_scale"": 1.0, ""multiplier"": 0.35}"
52,dist_scale_global,daily_scale_x35_lo100_hi200,43433,493,-0.015253181292973483,0.00987862329930067,0.035313376644626276,0.028995105583453546,0.04641331876628101,0.10009465254843238,152,42,15,4,0.014313915558159354,0.03524082228541377,,-0.2998811307571084,"{""max_scale"": 2.0, ""min_scale"": 1.0, ""multiplier"": 0.35}"
52,dist_scale_global,daily_scale_x50_lo50_hi125,43433,493,0.02302531931055074,0.009319841570686549,0.03435459015890956,0.02862675693177153,0.045855607092380526,0.0896401647478342,132,40,9,2,0.008946197223849596,0.03524082228541377,,-0.20775386316823477,"{""max_scale"": 1.25, ""min_scale"": 0.5, ""multiplier"": 0.5}"
52,dist_scale_global,daily_scale_x50_lo50_hi150,43433,493,0.016512547899810603,0.00943428510800004,0.03447897691512482,0.028707958251470704,0.046818890613503764,0.09362020716071129,138,38,11,2,0.010735436668619515,0.03524082228541377,,-0.2266548857946601,"{""max_scale"": 1.5, ""min_scale"": 0.5, ""multiplier"": 0.5}"
52,dist_scale_global,daily_scale_x50_lo50_hi200,43433,493,-0.015253181292973483,0.00987862329930067,0.035313376644626276,0.028995105583453546,0.04641331876628101,0.10009465254843238,152,42,15,4,0.014313915558159354,0.03524082228541377,,-0.2998811307571084,"{""max_scale"": 2.0, ""min_scale"": 0.5, ""multiplier"": 0.5}"
52,dist_scale_global,daily_scale_x50_lo75_hi125,43433,493,0.02302531931055074,0.009319841570686549,0.03435459015890956,0.02862675693177153,0.045855607092380526,0.0896401647478342,132,40,9,2,0.008946197223849596,0.03524082228541377,,-0.20775386316823477,"{""max_scale"": 1.25, ""min_scale"": 0.75, ""multiplier"": 0.5}"
52,dist_scale_global,daily_scale_x50_lo75_hi150,43433,493,0.016512547899810603,0.00943428510800004,0.03447897691512482,0.028707958251470704,0.046818890613503764,0.09362020716071129,138,38,11,2,0.010735436668619515,0.03524082228541377,,-0.2266548857946601,"{""max_scale"": 1.5, ""min_scale"": 0.75, ""multiplier"": 0.5}"
52,dist_scale_global,daily_scale_x50_lo75_hi200,43433,493,-0.015253181292973483,0.00987862329930067,0.035313376644626276,0.028995105583453546,0.04641331876628101,0.10009465254843238,152,42,15,4,0.014313915558159354,0.03524082228541377,,-0.2998811307571084,"{""max_scale"": 2.0, ""min_scale"": 0.75, ""multiplier"": 0.5}"
52,dist_scale_global,daily_scale_x50_lo100_hi125,43433,493,0.02302531931055074,0.009319841570686549,0.03435459015890956,0.02862675693177153,0.045855607092380526,0.0896401647478342,132,40,9,2,0.008946197223849596,0.03524082228541377,,-0.20775386316823477,"{""max_scale"": 1.25, ""min_scale"": 1.0, ""multiplier"": 0.5}"
52,dist_scale_global,daily_scale_x50_lo100_hi150,43433,493,0.016512547899810603,0.00943428510800004,0.03447897691512482,0.028707958251470704,0.046818890613503764,0.09362020716071129,138,38,11,2,0.010735436668619515,0.03524082228541377,,-0.2266548857946601,"{""max_scale"": 1.5, ""min_scale"": 1.0, ""multiplier"": 0.5}"
52,dist_scale_global,daily_scale_x50_lo100_hi200,43433,493,-0.015253181292973483,0.00987862329930067,0.035313376644626276,0.028995105583453546,0.04641331876628101,0.10009465254843238,152,42,15,4,0.014313915558159354,0.03524082228541377,,-0.2998811307571084,"{""max_scale"": 2.0, ""min_scale"": 1.0, ""multiplier"": 0.5}"
52,dist_scale_global,daily_scale_x75_lo50_hi125,43433,493,0.02302531931055074,0.009319841570686549,0.03435459015890956,0.02862675693177153,0.045855607092380526,0.0896401647478342,132,40,9,2,0.008946197223849596,0.03524082228541377,,-0.20775386316823477,"{""max_scale"": 1.25, ""min_scale"": 0.5, ""multiplier"": 0.75}"
52,dist_scale_global,daily_scale_x75_lo50_hi150,43433,493,0.016512547899810603,0.00943428510800004,0.03447897691512482,0.028707958251470704,0.046818890613503764,0.09362020716071129,138,38,11,2,0.010735436668619515,0.03524082228541377,,-0.2266548857946601,"{""max_scale"": 1.5, ""min_scale"": 0.5, ""multiplier"": 0.75}"
52,dist_scale_global,daily_scale_x75_lo50_hi200,43433,493,-0.015253181292973483,0.00987862329930067,0.035313376644626276,0.028995105583453546,0.04641331876628101,0.10009465254843238,152,42,15,4,0.014313915558159354,0.03524082228541377,,-0.2998811307571084,"{""max_scale"": 2.0, ""min_scale"": 0.5, ""multiplier"": 0.75}"
52,dist_scale_global,daily_scale_x75_lo75_hi125,43433,493,0.02302531931055074,0.009319841570686549,0.03435459015890956,0.02862675693177153,0.045855607092380526,0.0896401647478342,132,40,9,2,0.008946197223849596,0.03524082228541377,,-0.20775386316823477,"{""max_scale"": 1.25, ""min_scale"": 0.75, ""multiplier"": 0.75}"
52,dist_scale_global,daily_scale_x75_lo75_hi150,43433,493,0.016512547899810603,0.00943428510800004,0.03447897691512482,0.028707958251470704,0.046818890613503764,0.09362020716071129,138,38,11,2,0.010735436668619515,0.03524082228541377,,-0.2266548857946601,"{""max_scale"": 1.5, ""min_scale"": 0.75, ""multiplier"": 0.75}"
52,dist_scale_global,daily_scale_x75_lo75_hi200,43433,493,-0.015253181292973483,0.00987862329930067,0.035313376644626276,0.028995105583453546,0.04641331876628101,0.10009465254843238,152,42,15,4,0.014313915558159354,0.03524082228541377,,-0.2998811307571084,"{""max_scale"": 2.0, ""min_scale"": 0.75, ""multiplier"": 0.75}"
52,dist_scale_global,daily_scale_x75_lo100_hi125,43433,493,0.02302531931055074,0.009319841570686549,0.03435459015890956,0.02862675693177153,0.045855607092380526,0.0896401647478342,132,40,9,2,0.008946197223849596,0.03524082228541377,,-0.20775386316823477,"{""max_scale"": 1.25, ""min_scale"": 1.0, ""multiplier"": 0.75}"
52,dist_scale_global,daily_scale_x75_lo100_hi150,43433,493,0.016512547899810603,0.00943428510800004,0.03447897691512482,0.028707958251470704,0.046818890613503764,0.09362020716071129,138,38,11,2,0.010735436668619515,0.03524082228541377,,-0.2266548857946601,"{""max_scale"": 1.5, ""min_scale"": 1.0, ""multiplier"": 0.75}"
52,dist_scale_global,daily_scale_x75_lo100_hi200,43433,493,-0.015253181292973483,0.00987862329930067,0.035313376644626276,0.028995105583453546,0.04641331876628101,0.10009465254843238,152,42,15,4,0.014313915558159354,0.03524082228541377,,-0.2998811307571084,"{""max_scale"": 2.0, ""min_scale"": 1.0, ""multiplier"": 0.75}"
52,dist_scale_global,daily_scale_x100_lo50_hi125,43433,493,0.02302531931055074,0.009319841570686549,0.03435459015890956,0.02862675693177153,0.045855607092380526,0.0896401647478342,132,40,9,2,0.008946197223849596,0.03524082228541377,,-0.20775386316823477,"{""max_scale"": 1.25, ""min_scale"": 0.5, ""multiplier"": 1.0}"
52,dist_scale_global,daily_scale_x100_lo50_hi150,43433,493,0.016512547899810603,0.00943428510800004,0.03447897691512482,0.028707958251470704,0.046818890613503764,0.09362020716071129,138,38,11,2,0.010735436668619515,0.03524082228541377,,-0.2266548857946601,"{""max_scale"": 1.5, ""min_scale"": 0.5, ""multiplier"": 1.0}"
52,dist_scale_global,daily_scale_x100_lo50_hi200,43433,493,-0.015253181292973483,0.00987862329930067,0.035313376644626276,0.028995105583453546,0.04641331876628101,0.10009465254843238,152,42,15,4,0.014313915558159354,0.03524082228541377,,-0.2998811307571084,"{""max_scale"": 2.0, ""min_scale"": 0.5, ""multiplier"": 1.0}"
52,dist_scale_global,daily_scale_x100_lo75_hi125,43433,493,0.02302531931055074,0.009319841570686549,0.03435459015890956,0.02862675693177153,0.045855607092380526,0.0896401647478342,132,40,9,2,0.008946197223849596,0.03524082228541377,,-0.20775386316823477,"{""max_scale"": 1.25, ""min_scale"": 0.75, ""multiplier"": 1.0}"
52,dist_scale_global,daily_scale_x100_lo75_hi150,43433,493,0.016512547899810603,0.00943428510800004,0.03447897691512482,0.028707958251470704,0.046818890613503764,0.09362020716071129,138,38,11,2,0.010735436668619515,0.03524082228541377,,-0.2266548857946601,"{""max_scale"": 1.5, ""min_scale"": 0.75, ""multiplier"": 1.0}"
52,dist_scale_global,daily_scale_x100_lo75_hi200,43433,493,-0.015253181292973483,0.00987862329930067,0.035313376644626276,0.028995105583453546,0.04641331876628101,0.10009465254843238,152,42,15,4,0.014313915558159354,0.03524082228541377,,-0.2998811307571084,"{""max_scale"": 2.0, ""min_scale"": 0.75, ""multiplier"": 1.0}"
52,dist_scale_global,daily_scale_x100_lo100_hi125,43433,493,0.02302531931055074,0.009319841570686549,0.03435459015890956,0.02862675693177153,0.045855607092380526,0.0896401647478342,132,40,9,2,0.008946197223849596,0.03524082228541377,,-0.20775386316823477,"{""max_scale"": 1.25, ""min_scale"": 1.0, ""multiplier"": 1.0}"
52,dist_scale_global,daily_scale_x100_lo100_hi150,43433,493,0.016512547899810603,0.00943428510800004,0.03447897691512482,0.028707958251470704,0.046818890613503764,0.09362020716071129,138,38,11,2,0.010735436668619515,0.03524082228541377,,-0.2266548857946601,"{""max_scale"": 1.5, ""min_scale"": 1.0, ""multiplier"": 1.0}"
52,dist_scale_global,daily_scale_x100_lo100_hi200,43433,493,-0.015253181292973483,0.00987862329930067,0.035313376644626276,0.028995105583453546,0.04641331876628101,0.10009465254843238,152,42,15,4,0.014313915558159354,0.03524082228541377,,-0.2998811307571084,"{""max_scale"": 2.0, ""min_scale"": 1.0, ""multiplier"": 1.0}"
52,dist_scale_global,balanced:raw,60468,659,0.032999522354484334,0.012466492655221373,0.04795821466250347,0.03698230757145212,0.06371512519894168,0.09623744972050188,363,166,29,12,0.008587691094726327,0.05022141486406329,late_train_balanced,,
52,dist_scale_global,stability:tail_shrink_s50_m50,60468,659,0.024255140583239077,0.012412661457034641,0.048725016837049065,0.037100382369346555,0.06458688051494779,0.0837753636811625,360,168,26,6,0.0060761080281420635,0.05022141486406329,late_train_stability,,
52,dist_scale_global,raw,60468,659,0.032999522354484334,0.012466492655221373,0.04795821466250347,0.03698230757145212,0.06371512519894168,0.09623744972050188,363,166,29,12,0.008587691094726327,0.05022141486406329,none,,
71,dist_scale_global,raw,43433,493,0.02684360214648074,0.009199415217153728,0.034388326828943154,0.0282162785588298,0.04666072748601438,0.08886186154559257,138,44,7,2,0.006315861921757462,0.03524082228541377,,-0.2051700781141478,{}
71,dist_scale_global,tail_shrink_s10_m50,43433,493,0.026837012935037152,0.009186655828050866,0.03441420302733487,0.028218287833675266,0.046672014060120365,0.08762065695015095,136,44,7,2,0.005942026672954001,0.03524082228541377,,-0.20396367916541472,"{""min_scale"": 0.5, ""shrink"": 0.1}"
71,dist_scale_global,tail_shrink_s10_m65,43433,493,0.026837012935037152,0.009186655828050866,0.03441420302733487,0.028218287833675266,0.046672014060120365,0.08762065695015095,136,44,7,2,0.005942026672954001,0.03524082228541377,,-0.20396367916541472,"{""min_scale"": 0.65, ""shrink"": 0.1}"
71,dist_scale_global,tail_shrink_s10_m80,43433,493,0.026837012935037152,0.009186655828050866,0.03441420302733487,0.028218287833675266,0.046672014060120365,0.08762065695015095,136,44,7,2,0.005942026672954001,0.03524082228541377,,-0.20396367916541472,"{""min_scale"": 0.8, ""shrink"": 0.1}"
71,dist_scale_global,tail_shrink_s20_m50,43433,493,0.02656075333265251,0.009190628827669318,0.034421242244357886,0.02820344814978589,0.0471686659855116,0.08578809343297451,139,44,7,2,0.00557795720697597,0.03524082228541377,,-0.20364900506410102,"{""min_scale"": 0.5, ""shrink"": 0.2}"
71,dist_scale_global,tail_shrink_s20_m65,43433,493,0.02656075333265251,0.009190628827669318,0.034421242244357886,0.02820344814978589,0.0471686659855116,0.08578809343297451,139,44,7,2,0.00557795720697597,0.03524082228541377,,-0.20364900506410102,"{""min_scale"": 0.65, ""shrink"": 0.2}"
71,dist_scale_global,tail_shrink_s20_m80,43433,493,0.02656075333265251,0.009190628827669318,0.034421242244357886,0.02820344814978589,0.0471686659855116,0.08578809343297451,139,44,7,2,0.00557795720697597,0.03524082228541377,,-0.20364900506410102,"{""min_scale"": 0.8, ""shrink"": 0.2}"
71,dist_scale_global,tail_shrink_s30_m50,43433,493,0.026113935664037302,0.009195076130060856,0.0344365844781685,0.028188772076654704,0.04713277032128318,0.0838772604058559,138,46,7,1,0.005209564675108225,0.03524082228541377,,-0.20809525054502656,"{""min_scale"": 0.5, ""shrink"": 0.3}"
71,dist_scale_global,tail_shrink_s30_m65,43433,493,0.026113935664037302,0.009195076130060856,0.0344365844781685,0.028188772076654704,0.04713277032128318,0.0838772604058559,138,46,7,1,0.005209564675108225,0.03524082228541377,,-0.20809525054502656,"{""min_scale"": 0.65, ""shrink"": 0.3}"
71,dist_scale_global,tail_shrink_s30_m80,43433,493,0.026033416545742316,0.009196951368550435,0.03443720161914829,0.028188772076654704,0.04716553629278117,0.08544575884938241,140,44,7,2,0.005371708273887637,0.03524082228541377,,-0.20382618303559302,"{""min_scale"": 0.8, ""shrink"": 0.3}"
71,dist_scale_global,tail_shrink_s40_m50,43433,493,0.02546481245743759,0.00919882648963511,0.03446429430571688,0.028259216130727207,0.047483117543692416,0.08196642737873729,138,47,7,1,0.004843026358802605,0.03524082228541377,,-0.21070940878053077,"{""min_scale"": 0.5, ""shrink"": 0.4}"
71,dist_scale_global,tail_shrink_s40_m65,43433,493,0.025669076281783942,0.009201906921005878,0.03444705351107257,0.028259216130727207,0.04747475060644344,0.08261182070709766,138,47,7,1,0.004885356364881147,0.03524082228541377,,-0.21112962094142235,"{""min_scale"": 0.65, ""shrink"": 0.4}"
71,dist_scale_global,tail_shrink_s40_m80,43433,493,0.025998115029496005,0.009197571314871311,0.034437876595168795,0.028181919377374187,0.047204125680029387,0.08544575884938241,139,44,7,2,0.005277815982699395,0.03524082228541377,,-0.2039579580199599,"{""min_scale"": 0.8, ""shrink"": 0.4}"
71,dist_scale_global,tail_shrink_s50_m50,43433,493,0.024018874166431003,0.009194540414774131,0.034551298834991265,0.02832257115927293,0.04803816864594048,0.08005559435161869,140,47,7,1,0.004471384702171496,0.03524082228541377,,-0.2116321418000389,"{""min_scale"": 0.5, ""shrink"": 0.5}"
71,dist_scale_global,tail_shrink_s50_m65,43433,493,0.025007878253772153,0.00920700179412961,0.034472729288972916,0.02822632493305714,0.047756699390582226,0.08231694468297066,140,47,7,1,0.004708206775676966,0.03524082228541377,,-0.2122008149056541,"{""min_scale"": 0.65, ""shrink"": 0.5}"
71,dist_scale_global,tail_shrink_s50_m80,43433,493,0.025775185298458347,0.00920099769676944,0.034443116262555126,0.028200007611981947,0.047204125680029387,0.08544575884938241,140,44,7,2,0.005222083102779024,0.03524082228541377,,-0.20418088775099755,"{""min_scale"": 0.8, ""shrink"": 0.5}"
71,dist_scale_global,daily_scale_x25_lo50_hi125,43433,493,0.026666541221486928,0.009239014412742108,0.03431873279623687,0.028385069145588224,0.047501277675910406,0.09245059064123781,138,40,7,2,0.007894827402196828,0.03524082228541377,,-0.1990372436095269,"{""max_scale"": 1.25, ""min_scale"": 0.5, ""multiplier"": 0.25}"
71,dist_scale_global,daily_scale_x25_lo50_hi150,43433,493,0.02199377894121446,0.009361222910229117,0.03432778157293798,0.028524313878733665,0.04741188577085269,0.09603931973688305,140,42,7,3,0.009473792882636193,0.03524082228541377,,-0.21307525522280032,"{""max_scale"": 1.5, ""min_scale"": 0.5, ""multiplier"": 0.25}"
71,dist_scale_global,daily_scale_x25_lo50_hi200,43433,493,-3.7405201353202244e-05,0.009695354383438826,0.03485456146299839,0.028666527126915756,0.047092610038816915,0.10321677792817355,147,43,7,3,0.012631723843514924,0.03524082228541377,,-0.24448570822656904,"{""max_scale"": 2.0, ""min_scale"": 0.5, ""multiplier"": 0.25}"
71,dist_scale_global,daily_scale_x25_lo75_hi125,43433,493,0.026666541221486928,0.009239014412742108,0.03431873279623687,0.028385069145588224,0.047501277675910406,0.09245059064123781,138,40,7,2,0.007894827402196828,0.03524082228541377,,-0.1990372436095269,"{""max_scale"": 1.25, ""min_scale"": 0.75, ""multiplier"": 0.25}"
71,dist_scale_global,daily_scale_x25_lo75_hi150,43433,493,0.02199377894121446,0.009361222910229117,0.03432778157293798,0.028524313878733665,0.04741188577085269,0.09603931973688305,140,42,7,3,0.009473792882636193,0.03524082228541377,,-0.21307525522280032,"{""max_scale"": 1.5, ""min_scale"": 0.75, ""multiplier"": 0.25}"
71,dist_scale_global,daily_scale_x25_lo75_hi200,43433,493,-3.7405201353202244e-05,0.009695354383438826,0.03485456146299839,0.028666527126915756,0.047092610038816915,0.10321677792817355,147,43,7,3,0.012631723843514924,0.03524082228541377,,-0.24448570822656904,"{""max_scale"": 2.0, ""min_scale"": 0.75, ""multiplier"": 0.25}"
71,dist_scale_global,daily_scale_x25_lo100_hi125,43433,493,0.026666541221486928,0.009239014412742108,0.03431873279623687,0.028385069145588224,0.047501277675910406,0.09245059064123781,138,40,7,2,0.007894827402196828,0.03524082228541377,,-0.1990372436095269,"{""max_scale"": 1.25, ""min_scale"": 1.0, ""multiplier"": 0.25}"
71,dist_scale_global,daily_scale_x25_lo100_hi150,43433,493,0.02199377894121446,0.009361222910229117,0.03432778157293798,0.028524313878733665,0.04741188577085269,0.09603931973688305,140,42,7,3,0.009473792882636193,0.03524082228541377,,-0.21307525522280032,"{""max_scale"": 1.5, ""min_scale"": 1.0, ""multiplier"": 0.25}"
71,dist_scale_global,daily_scale_x25_lo100_hi200,43433,493,-3.7405201353202244e-05,0.009695354383438826,0.03485456146299839,0.028666527126915756,0.047092610038816915,0.10321677792817355,147,43,7,3,0.012631723843514924,0.03524082228541377,,-0.24448570822656904,"{""max_scale"": 2.0, ""min_scale"": 1.0, ""multiplier"": 0.25}"
71,dist_scale_global,daily_scale_x35_lo50_hi125,43433,493,0.026666541221486928,0.009239014412742108,0.03431873279623687,0.028385069145588224,0.047501277675910406,0.09245059064123781,138,40,7,2,0.007894827402196828,0.03524082228541377,,-0.1990372436095269,"{""max_scale"": 1.25, ""min_scale"": 0.5, ""multiplier"": 0.35}"
71,dist_scale_global,daily_scale_x35_lo50_hi150,43433,493,0.02199377894121446,0.009361222910229117,0.03432778157293798,0.028524313878733665,0.04741188577085269,0.09603931973688305,140,42,7,3,0.009473792882636193,0.03524082228541377,,-0.21307525522280032,"{""max_scale"": 1.5, ""min_scale"": 0.5, ""multiplier"": 0.35}"
71,dist_scale_global,daily_scale_x35_lo50_hi200,43433,493,-3.7405201353202244e-05,0.009695354383438826,0.03485456146299839,0.028666527126915756,0.047092610038816915,0.10321677792817355,147,43,7,3,0.012631723843514924,0.03524082228541377,,-0.24448570822656904,"{""max_scale"": 2.0, ""min_scale"": 0.5, ""multiplier"": 0.35}"
71,dist_scale_global,daily_scale_x35_lo75_hi125,43433,493,0.026666541221486928,0.009239014412742108,0.03431873279623687,0.028385069145588224,0.047501277675910406,0.09245059064123781,138,40,7,2,0.007894827402196828,0.03524082228541377,,-0.1990372436095269,"{""max_scale"": 1.25, ""min_scale"": 0.75, ""multiplier"": 0.35}"
71,dist_scale_global,daily_scale_x35_lo75_hi150,43433,493,0.02199377894121446,0.009361222910229117,0.03432778157293798,0.028524313878733665,0.04741188577085269,0.09603931973688305,140,42,7,3,0.009473792882636193,0.03524082228541377,,-0.21307525522280032,"{""max_scale"": 1.5, ""min_scale"": 0.75, ""multiplier"": 0.35}"
71,dist_scale_global,daily_scale_x35_lo75_hi200,43433,493,-3.7405201353202244e-05,0.009695354383438826,0.03485456146299839,0.028666527126915756,0.047092610038816915,0.10321677792817355,147,43,7,3,0.012631723843514924,0.03524082228541377,,-0.24448570822656904,"{""max_scale"": 2.0, ""min_scale"": 0.75, ""multiplier"": 0.35}"
71,dist_scale_global,daily_scale_x35_lo100_hi125,43433,493,0.026666541221486928,0.009239014412742108,0.03431873279623687,0.028385069145588224,0.047501277675910406,0.09245059064123781,138,40,7,2,0.007894827402196828,0.03524082228541377,,-0.1990372436095269,"{""max_scale"": 1.25, ""min_scale"": 1.0, ""multiplier"": 0.35}"
71,dist_scale_global,daily_scale_x35_lo100_hi150,43433,493,0.02199377894121446,0.009361222910229117,0.03432778157293798,0.028524313878733665,0.04741188577085269,0.09603931973688305,140,42,7,3,0.009473792882636193,0.03524082228541377,,-0.21307525522280032,"{""max_scale"": 1.5, ""min_scale"": 1.0, ""multiplier"": 0.35}"
71,dist_scale_global,daily_scale_x35_lo100_hi200,43433,493,-3.7405201353202244e-05,0.009695354383438826,0.03485456146299839,0.028666527126915756,0.047092610038816915,0.10321677792817355,147,43,7,3,0.012631723843514924,0.03524082228541377,,-0.24448570822656904,"{""max_scale"": 2.0, ""min_scale"": 1.0, ""multiplier"": 0.35}"
71,dist_scale_global,daily_scale_x50_lo50_hi125,43433,493,0.026666541221486928,0.009239014412742108,0.03431873279623687,0.028385069145588224,0.047501277675910406,0.09245059064123781,138,40,7,2,0.007894827402196828,0.03524082228541377,,-0.1990372436095269,"{""max_scale"": 1.25, ""min_scale"": 0.5, ""multiplier"": 0.5}"
71,dist_scale_global,daily_scale_x50_lo50_hi150,43433,493,0.02199377894121446,0.009361222910229117,0.03432778157293798,0.028524313878733665,0.04741188577085269,0.09603931973688305,140,42,7,3,0.009473792882636193,0.03524082228541377,,-0.21307525522280032,"{""max_scale"": 1.5, ""min_scale"": 0.5, ""multiplier"": 0.5}"
71,dist_scale_global,daily_scale_x50_lo50_hi200,43433,493,-3.7405201353202244e-05,0.009695354383438826,0.03485456146299839,0.028666527126915756,0.047092610038816915,0.10321677792817355,147,43,7,3,0.012631723843514924,0.03524082228541377,,-0.24448570822656904,"{""max_scale"": 2.0, ""min_scale"": 0.5, ""multiplier"": 0.5}"
71,dist_scale_global,daily_scale_x50_lo75_hi125,43433,493,0.026666541221486928,0.009239014412742108,0.03431873279623687,0.028385069145588224,0.047501277675910406,0.09245059064123781,138,40,7,2,0.007894827402196828,0.03524082228541377,,-0.1990372436095269,"{""max_scale"": 1.25, ""min_scale"": 0.75, ""multiplier"": 0.5}"
71,dist_scale_global,daily_scale_x50_lo75_hi150,43433,493,0.02199377894121446,0.009361222910229117,0.03432778157293798,0.028524313878733665,0.04741188577085269,0.09603931973688305,140,42,7,3,0.009473792882636193,0.03524082228541377,,-0.21307525522280032,"{""max_scale"": 1.5, ""min_scale"": 0.75, ""multiplier"": 0.5}"
71,dist_scale_global,daily_scale_x50_lo75_hi200,43433,493,-3.7405201353202244e-05,0.009695354383438826,0.03485456146299839,0.028666527126915756,0.047092610038816915,0.10321677792817355,147,43,7,3,0.012631723843514924,0.03524082228541377,,-0.24448570822656904,"{""max_scale"": 2.0, ""min_scale"": 0.75, ""multiplier"": 0.5}"
71,dist_scale_global,daily_scale_x50_lo100_hi125,43433,493,0.026666541221486928,0.009239014412742108,0.03431873279623687,0.028385069145588224,0.047501277675910406,0.09245059064123781,138,40,7,2,0.007894827402196828,0.03524082228541377,,-0.1990372436095269,"{""max_scale"": 1.25, ""min_scale"": 1.0, ""multiplier"": 0.5}"
71,dist_scale_global,daily_scale_x50_lo100_hi150,43433,493,0.02199377894121446,0.009361222910229117,0.03432778157293798,0.028524313878733665,0.04741188577085269,0.09603931973688305,140,42,7,3,0.009473792882636193,0.03524082228541377,,-0.21307525522280032,"{""max_scale"": 1.5, ""min_scale"": 1.0, ""multiplier"": 0.5}"
71,dist_scale_global,daily_scale_x50_lo100_hi200,43433,493,-3.7405201353202244e-05,0.009695354383438826,0.03485456146299839,0.028666527126915756,0.047092610038816915,0.10321677792817355,147,43,7,3,0.012631723843514924,0.03524082228541377,,-0.24448570822656904,"{""max_scale"": 2.0, ""min_scale"": 1.0, ""multiplier"": 0.5}"
71,dist_scale_global,daily_scale_x75_lo50_hi125,43433,493,0.026666541221486928,0.009239014412742108,0.03431873279623687,0.028385069145588224,0.047501277675910406,0.09245059064123781,138,40,7,2,0.007894827402196828,0.03524082228541377,,-0.1990372436095269,"{""max_scale"": 1.25, ""min_scale"": 0.5, ""multiplier"": 0.75}"
