seed,variant,policy,n_obs,n_days,rel_score,median_abs_error,q90_abs_error,daily_q90_median,daily_q90_p90,daily_q90_max,days_ge_3p5,days_ge_5,days_ge_7,days_ge_8,prediction_abs_q90,actual_abs_q90,selected_on,objective,params_json
43,dist_scale_global,daily_scale_x35_lo100_hi125,43433,493,0.02647835960844125,0.00928463642776478,0.03423769634682688,0.02850199412350776,0.0454218433238566,0.09355024453252556,134,41,7,2,0.008043783833272755,0.03524082228541377,,-0.1981264932337258,"{""max_scale"": 1.25, ""min_scale"": 1.0, ""multiplier"": 0.35}"
43,dist_scale_global,daily_scale_x35_lo100_hi150,43433,493,0.02073618179948078,0.009419920526852366,0.0342786024848465,0.0288098752789665,0.04620275272987784,0.0987426530569792,132,41,7,2,0.009652540599927307,0.03524082228541377,,-0.21101335308219302,"{""max_scale"": 1.5, ""min_scale"": 1.0, ""multiplier"": 0.35}"
43,dist_scale_global,daily_scale_x35_lo100_hi200,43433,493,-0.004646630490838355,0.009816579520702362,0.03486213050782683,0.029296308476477864,0.048068229835480446,0.10912747010588648,141,43,9,2,0.012870054133236409,0.03524082228541377,,-0.269444675185426,"{""max_scale"": 2.0, ""min_scale"": 1.0, ""multiplier"": 0.35}"
43,dist_scale_global,daily_scale_x50_lo50_hi125,43433,493,0.02647835960844125,0.00928463642776478,0.03423769634682688,0.02850199412350776,0.0454218433238566,0.09355024453252556,134,41,7,2,0.008043783833272755,0.03524082228541377,,-0.1981264932337258,"{""max_scale"": 1.25, ""min_scale"": 0.5, ""multiplier"": 0.5}"
43,dist_scale_global,daily_scale_x50_lo50_hi150,43433,493,0.02073618179948078,0.009419920526852366,0.0342786024848465,0.0288098752789665,0.04620275272987784,0.0987426530569792,132,41,7,2,0.009652540599927307,0.03524082228541377,,-0.21101335308219302,"{""max_scale"": 1.5, ""min_scale"": 0.5, ""multiplier"": 0.5}"
43,dist_scale_global,daily_scale_x50_lo50_hi200,43433,493,-0.004646630490838355,0.009816579520702362,0.03486213050782683,0.029296308476477864,0.048068229835480446,0.10912747010588648,141,43,9,2,0.012870054133236409,0.03524082228541377,,-0.269444675185426,"{""max_scale"": 2.0, ""min_scale"": 0.5, ""multiplier"": 0.5}"
43,dist_scale_global,daily_scale_x50_lo75_hi125,43433,493,0.02647835960844125,0.00928463642776478,0.03423769634682688,0.02850199412350776,0.0454218433238566,0.09355024453252556,134,41,7,2,0.008043783833272755,0.03524082228541377,,-0.1981264932337258,"{""max_scale"": 1.25, ""min_scale"": 0.75, ""multiplier"": 0.5}"
43,dist_scale_global,daily_scale_x50_lo75_hi150,43433,493,0.02073618179948078,0.009419920526852366,0.0342786024848465,0.0288098752789665,0.04620275272987784,0.0987426530569792,132,41,7,2,0.009652540599927307,0.03524082228541377,,-0.21101335308219302,"{""max_scale"": 1.5, ""min_scale"": 0.75, ""multiplier"": 0.5}"
43,dist_scale_global,daily_scale_x50_lo75_hi200,43433,493,-0.004646630490838355,0.009816579520702362,0.03486213050782683,0.029296308476477864,0.048068229835480446,0.10912747010588648,141,43,9,2,0.012870054133236409,0.03524082228541377,,-0.269444675185426,"{""max_scale"": 2.0, ""min_scale"": 0.75, ""multiplier"": 0.5}"
43,dist_scale_global,daily_scale_x50_lo100_hi125,43433,493,0.02647835960844125,0.00928463642776478,0.03423769634682688,0.02850199412350776,0.0454218433238566,0.09355024453252556,134,41,7,2,0.008043783833272755,0.03524082228541377,,-0.1981264932337258,"{""max_scale"": 1.25, ""min_scale"": 1.0, ""multiplier"": 0.5}"
43,dist_scale_global,daily_scale_x50_lo100_hi150,43433,493,0.02073618179948078,0.009419920526852366,0.0342786024848465,0.0288098752789665,0.04620275272987784,0.0987426530569792,132,41,7,2,0.009652540599927307,0.03524082228541377,,-0.21101335308219302,"{""max_scale"": 1.5, ""min_scale"": 1.0, ""multiplier"": 0.5}"
43,dist_scale_global,daily_scale_x50_lo100_hi200,43433,493,-0.004646630490838355,0.009816579520702362,0.03486213050782683,0.029296308476477864,0.048068229835480446,0.10912747010588648,141,43,9,2,0.012870054133236409,0.03524082228541377,,-0.269444675185426,"{""max_scale"": 2.0, ""min_scale"": 1.0, ""multiplier"": 0.5}"
43,dist_scale_global,daily_scale_x75_lo50_hi125,43433,493,0.02647835960844125,0.00928463642776478,0.03423769634682688,0.02850199412350776,0.0454218433238566,0.09355024453252556,134,41,7,2,0.008043783833272755,0.03524082228541377,,-0.1981264932337258,"{""max_scale"": 1.25, ""min_scale"": 0.5, ""multiplier"": 0.75}"
43,dist_scale_global,daily_scale_x75_lo50_hi150,43433,493,0.02073618179948078,0.009419920526852366,0.0342786024848465,0.0288098752789665,0.04620275272987784,0.0987426530569792,132,41,7,2,0.009652540599927307,0.03524082228541377,,-0.21101335308219302,"{""max_scale"": 1.5, ""min_scale"": 0.5, ""multiplier"": 0.75}"
43,dist_scale_global,daily_scale_x75_lo50_hi200,43433,493,-0.004646630490838355,0.009816579520702362,0.03486213050782683,0.029296308476477864,0.048068229835480446,0.10912747010588648,141,43,9,2,0.012870054133236409,0.03524082228541377,,-0.269444675185426,"{""max_scale"": 2.0, ""min_scale"": 0.5, ""multiplier"": 0.75}"
43,dist_scale_global,daily_scale_x75_lo75_hi125,43433,493,0.02647835960844125,0.00928463642776478,0.03423769634682688,0.02850199412350776,0.0454218433238566,0.09355024453252556,134,41,7,2,0.008043783833272755,0.03524082228541377,,-0.1981264932337258,"{""max_scale"": 1.25, ""min_scale"": 0.75, ""multiplier"": 0.75}"
43,dist_scale_global,daily_scale_x75_lo75_hi150,43433,493,0.02073618179948078,0.009419920526852366,0.0342786024848465,0.0288098752789665,0.04620275272987784,0.0987426530569792,132,41,7,2,0.009652540599927307,0.03524082228541377,,-0.21101335308219302,"{""max_scale"": 1.5, ""min_scale"": 0.75, ""multiplier"": 0.75}"
43,dist_scale_global,daily_scale_x75_lo75_hi200,43433,493,-0.004646630490838355,0.009816579520702362,0.03486213050782683,0.029296308476477864,0.048068229835480446,0.10912747010588648,141,43,9,2,0.012870054133236409,0.03524082228541377,,-0.269444675185426,"{""max_scale"": 2.0, ""min_scale"": 0.75, ""multiplier"": 0.75}"
43,dist_scale_global,daily_scale_x75_lo100_hi125,43433,493,0.02647835960844125,0.00928463642776478,0.03423769634682688,0.02850199412350776,0.0454218433238566,0.09355024453252556,134,41,7,2,0.008043783833272755,0.03524082228541377,,-0.1981264932337258,"{""max_scale"": 1.25, ""min_scale"": 1.0, ""multiplier"": 0.75}"
43,dist_scale_global,daily_scale_x75_lo100_hi150,43433,493,0.02073618179948078,0.009419920526852366,0.0342786024848465,0.0288098752789665,0.04620275272987784,0.0987426530569792,132,41,7,2,0.009652540599927307,0.03524082228541377,,-0.21101335308219302,"{""max_scale"": 1.5, ""min_scale"": 1.0, ""multiplier"": 0.75}"
43,dist_scale_global,daily_scale_x75_lo100_hi200,43433,493,-0.004646630490838355,0.009816579520702362,0.03486213050782683,0.029296308476477864,0.048068229835480446,0.10912747010588648,141,43,9,2,0.012870054133236409,0.03524082228541377,,-0.269444675185426,"{""max_scale"": 2.0, ""min_scale"": 1.0, ""multiplier"": 0.75}"
43,dist_scale_global,daily_scale_x100_lo50_hi125,43433,493,0.02647835960844125,0.00928463642776478,0.03423769634682688,0.02850199412350776,0.0454218433238566,0.09355024453252556,134,41,7,2,0.008043783833272755,0.03524082228541377,,-0.1981264932337258,"{""max_scale"": 1.25, ""min_scale"": 0.5, ""multiplier"": 1.0}"
43,dist_scale_global,daily_scale_x100_lo50_hi150,43433,493,0.02073618179948078,0.009419920526852366,0.0342786024848465,0.0288098752789665,0.04620275272987784,0.0987426530569792,132,41,7,2,0.009652540599927307,0.03524082228541377,,-0.21101335308219302,"{""max_scale"": 1.5, ""min_scale"": 0.5, ""multiplier"": 1.0}"
43,dist_scale_global,daily_scale_x100_lo50_hi200,43433,493,-0.004646630490838355,0.009816579520702362,0.03486213050782683,0.029296308476477864,0.048068229835480446,0.10912747010588648,141,43,9,2,0.012870054133236409,0.03524082228541377,,-0.269444675185426,"{""max_scale"": 2.0, ""min_scale"": 0.5, ""multiplier"": 1.0}"
43,dist_scale_global,daily_scale_x100_lo75_hi125,43433,493,0.02647835960844125,0.00928463642776478,0.03423769634682688,0.02850199412350776,0.0454218433238566,0.09355024453252556,134,41,7,2,0.008043783833272755,0.03524082228541377,,-0.1981264932337258,"{""max_scale"": 1.25, ""min_scale"": 0.75, ""multiplier"": 1.0}"
43,dist_scale_global,daily_scale_x100_lo75_hi150,43433,493,0.02073618179948078,0.009419920526852366,0.0342786024848465,0.0288098752789665,0.04620275272987784,0.0987426530569792,132,41,7,2,0.009652540599927307,0.03524082228541377,,-0.21101335308219302,"{""max_scale"": 1.5, ""min_scale"": 0.75, ""multiplier"": 1.0}"
43,dist_scale_global,daily_scale_x100_lo75_hi200,43433,493,-0.004646630490838355,0.009816579520702362,0.03486213050782683,0.029296308476477864,0.048068229835480446,0.10912747010588648,141,43,9,2,0.012870054133236409,0.03524082228541377,,-0.269444675185426,"{""max_scale"": 2.0, ""min_scale"": 0.75, ""multiplier"": 1.0}"
43,dist_scale_global,daily_scale_x100_lo100_hi125,43433,493,0.02647835960844125,0.00928463642776478,0.03423769634682688,0.02850199412350776,0.0454218433238566,0.09355024453252556,134,41,7,2,0.008043783833272755,0.03524082228541377,,-0.1981264932337258,"{""max_scale"": 1.25, ""min_scale"": 1.0, ""multiplier"": 1.0}"
43,dist_scale_global,daily_scale_x100_lo100_hi150,43433,493,0.02073618179948078,0.009419920526852366,0.0342786024848465,0.0288098752789665,0.04620275272987784,0.0987426530569792,132,41,7,2,0.009652540599927307,0.03524082228541377,,-0.21101335308219302,"{""max_scale"": 1.5, ""min_scale"": 1.0, ""multiplier"": 1.0}"
43,dist_scale_global,daily_scale_x100_lo100_hi200,43433,493,-0.004646630490838355,0.009816579520702362,0.03486213050782683,0.029296308476477864,0.048068229835480446,0.10912747010588648,141,43,9,2,0.012870054133236409,0.03524082228541377,,-0.269444675185426,"{""max_scale"": 2.0, ""min_scale"": 1.0, ""multiplier"": 1.0}"
43,dist_scale_global,balanced:raw,60468,659,0.021675752699689133,0.012481888697948307,0.048780993156833576,0.036855810321867466,0.06433533437084407,0.0942314933985472,370,167,30,8,0.008248241059482098,0.05022141486406329,late_train_balanced,,
43,dist_scale_global,stability:tail_shrink_s50_m80,60468,659,0.01985977567317343,0.012425069515727007,0.04903151743565371,0.03697020700201393,0.0646340605467558,0.0931697879216892,369,168,28,5,0.006895789932297919,0.05022141486406329,late_train_stability,,
43,dist_scale_global,raw,60468,659,0.021675752699689133,0.012481888697948307,0.048780993156833576,0.036855810321867466,0.06433533437084407,0.0942314933985472,370,167,30,8,0.008248241059482098,0.05022141486406329,none,,
52,dist_scale_global,raw,43433,493,0.03008516904747338,0.009234783763531595,0.034141756640747194,0.028360648232046516,0.04638566332869232,0.08566012233495712,135,39,7,2,0.007156957779079677,0.03524082228541377,,-0.18303911160921454,{}
52,dist_scale_global,tail_shrink_s10_m50,43433,493,0.030748131418053992,0.00921459243329717,0.034146178073408626,0.0283346782089645,0.04661986472451937,0.08426310756294521,134,41,7,2,0.006727880099551367,0.03524082228541377,,-0.18756463795618963,"{""min_scale"": 0.5, ""shrink"": 0.1}"
52,dist_scale_global,tail_shrink_s10_m65,43433,493,0.030748131418053992,0.00921459243329717,0.034146178073408626,0.0283346782089645,0.04661986472451937,0.08426310756294521,134,41,7,2,0.006727880099551367,0.03524082228541377,,-0.18756463795618963,"{""min_scale"": 0.65, ""shrink"": 0.1}"
52,dist_scale_global,tail_shrink_s10_m80,43433,493,0.030748131418053992,0.00921459243329717,0.034146178073408626,0.0283346782089645,0.04661986472451937,0.08426310756294521,134,41,7,2,0.006727880099551367,0.03524082228541377,,-0.18756463795618963,"{""min_scale"": 0.8, ""shrink"": 0.1}"
52,dist_scale_global,tail_shrink_s20_m50,43433,493,0.03063181770535761,0.009219393572396033,0.034142885027989435,0.028264715065955775,0.04670389735063029,0.08286609279093328,133,43,6,2,0.006314005973910048,0.03524082228541377,,-0.18649401846215138,"{""min_scale"": 0.5, ""shrink"": 0.2}"
52,dist_scale_global,tail_shrink_s20_m65,43433,493,0.03063181770535761,0.009219393572396033,0.034142885027989435,0.028264715065955775,0.04670389735063029,0.08286609279093328,133,43,6,2,0.006314005973910048,0.03524082228541377,,-0.18649401846215138,"{""min_scale"": 0.65, ""shrink"": 0.2}"
52,dist_scale_global,tail_shrink_s20_m80,43433,493,0.03063181770535761,0.009219393572396033,0.034142885027989435,0.028264715065955775,0.04670389735063029,0.08286609279093328,133,43,6,2,0.006314005973910048,0.03524082228541377,,-0.18649401846215138,"{""min_scale"": 0.8, ""shrink"": 0.2}"
52,dist_scale_global,tail_shrink_s30_m50,43433,493,0.02974866889142913,0.009203228969885638,0.03422311908718425,0.028386241595882725,0.04672594725847345,0.08146907801892136,133,45,6,1,0.005897934771741005,0.03524082228541377,,-0.19203527727367586,"{""min_scale"": 0.5, ""shrink"": 0.3}"
52,dist_scale_global,tail_shrink_s30_m65,43433,493,0.02974866889142913,0.009203228969885638,0.03422311908718425,0.028386241595882725,0.04672594725847345,0.08146907801892136,133,45,6,1,0.005897934771741005,0.03524082228541377,,-0.19203527727367586,"{""min_scale"": 0.65, ""shrink"": 0.3}"
52,dist_scale_global,tail_shrink_s30_m80,43433,493,0.030846731031954344,0.009203148074448109,0.03416371842846275,0.02820077155175567,0.046736695466388506,0.08247608840465545,133,44,6,1,0.006058745086193087,0.03524082228541377,,-0.18897109603867238,"{""min_scale"": 0.8, ""shrink"": 0.3}"
52,dist_scale_global,tail_shrink_s40_m50,43433,493,0.02886822322954108,0.009195025071179318,0.034287285111042655,0.028271380512899957,0.04677898852545048,0.08007206324690945,134,46,6,1,0.005482937089085989,0.03524082228541377,,-0.1946513113309946,"{""min_scale"": 0.5, ""shrink"": 0.4}"
52,dist_scale_global,tail_shrink_s40_m65,43433,493,0.02901340379929429,0.009195419788661131,0.034278620611409016,0.028271380512899957,0.04704697674637526,0.0800880629569292,134,45,6,1,0.005519184843695956,0.03524082228541377,,-0.19219210102357306,"{""min_scale"": 0.65, ""shrink"": 0.4}"
52,dist_scale_global,tail_shrink_s40_m80,43433,493,0.031136327917819284,0.009196629002690315,0.03416104789823296,0.0282286354879083,0.04676177073878317,0.08247608840465545,133,44,6,1,0.005954393520951276,0.03524082228541377,,-0.18874418733379408,"{""min_scale"": 0.8, ""shrink"": 0.4}"
52,dist_scale_global,tail_shrink_s50_m50,43433,493,0.028258152990161434,0.009190555579710625,0.034329316281154466,0.02825259190754451,0.04713597059625846,0.07867504847489752,135,46,6,0,0.005066067278973552,0.03524082228541377,,-0.19475682197538224,"{""min_scale"": 0.5, ""shrink"": 0.5}"
52,dist_scale_global,tail_shrink_s50_m65,43433,493,0.028847152699366663,0.009194292978521285,0.03428989223021025,0.028314947042760642,0.04705693344420192,0.0800880629569292,135,45,6,1,0.005302506920281626,0.03524082228541377,,-0.19238324386806735,"{""min_scale"": 0.65, ""shrink"": 0.5}"
52,dist_scale_global,tail_shrink_s50_m80,43433,493,0.031163025266480737,0.009194569662213326,0.03416371842846275,0.02823358178138733,0.04677134816238574,0.08247608840465545,133,44,6,1,0.005915930271148689,0.03524082228541377,,-0.18874143354413908,"{""min_scale"": 0.8, ""shrink"": 0.5}"
52,dist_scale_global,daily_scale_x25_lo50_hi125,43433,493,0.02302531931055074,0.009319841570686549,0.03435459015890956,0.02862675693177153,0.045855607092380526,0.0896401647478342,132,40,9,2,0.008946197223849596,0.03524082228541377,,-0.20775386316823477,"{""max_scale"": 1.25, ""min_scale"": 0.5, ""multiplier"": 0.25}"
52,dist_scale_global,daily_scale_x25_lo50_hi150,43433,493,0.016512547899810603,0.00943428510800004,0.03447897691512482,0.028707958251470704,0.046818890613503764,0.09362020716071129,138,38,11,2,0.010735436668619515,0.03524082228541377,,-0.2266548857946601,"{""max_scale"": 1.5, ""min_scale"": 0.5, ""multiplier"": 0.25}"
52,dist_scale_global,daily_scale_x25_lo50_hi200,43433,493,-0.015253181292973483,0.00987862329930067,0.035313376644626276,0.028995105583453546,0.04641331876628101,0.10009465254843238,152,42,15,4,0.014313915558159354,0.03524082228541377,,-0.2998811307571084,"{""max_scale"": 2.0, ""min_scale"": 0.5, ""multiplier"": 0.25}"
52,dist_scale_global,daily_scale_x25_lo75_hi125,43433,493,0.02302531931055074,0.009319841570686549,0.03435459015890956,0.02862675693177153,0.045855607092380526,0.0896401647478342,132,40,9,2,0.008946197223849596,0.03524082228541377,,-0.20775386316823477,"{""max_scale"": 1.25, ""min_scale"": 0.75, ""multiplier"": 0.25}"
52,dist_scale_global,daily_scale_x25_lo75_hi150,43433,493,0.016512547899810603,0.00943428510800004,0.03447897691512482,0.028707958251470704,0.046818890613503764,0.09362020716071129,138,38,11,2,0.010735436668619515,0.03524082228541377,,-0.2266548857946601,"{""max_scale"": 1.5, ""min_scale"": 0.75, ""multiplier"": 0.25}"
52,dist_scale_global,daily_scale_x25_lo75_hi200,43433,493,-0.015253181292973483,0.00987862329930067,0.035313376644626276,0.028995105583453546,0.04641331876628101,0.10009465254843238,152,42,15,4,0.014313915558159354,0.03524082228541377,,-0.2998811307571084,"{""max_scale"": 2.0, ""min_scale"": 0.75, ""multiplier"": 0.25}"
