loss,val_loss
0.017373409122228622,0.0039484091103076935
0.004344268701970577,0.004121039528399706
0.0036759129725396633,0.0021499469876289368
0.0032804186921566725,0.0020905225537717342
0.003069463185966015,0.0019482552306726575
0.0029983585700392723,0.001827080617658794
0.0029577401001006365,0.0018659537890926003
0.002978378674015403,0.001955335261300206
0.002941630082204938,0.002424536505714059
0.0029077630024403334,0.0017970222979784012
0.002916482277214527,0.0017581511056050658
0.0028755951207131147,0.002042392734438181
0.0029096039943397045,0.00184449867811054
0.0028854869306087494,0.0019047004170715809
0.002868415554985404,0.0018369322642683983
0.0028876776341348886,0.0017818012274801731
