loss,val_loss,val_rel_score,learning_rate
0.007994040846824646,0.0060754260048270226,-0.003377805432545733,0.0003000000142492354
0.007423556875437498,0.0057819983921945095,-0.009427834114880795,0.0003000000142492354
0.007222682703286409,0.005609681364148855,-0.010931138303049925,0.0003000000142492354
0.007134952582418919,0.005568493623286486,-0.016655527290124317,0.0003000000142492354
0.007080890238285065,0.005540988873690367,-0.009331636052041459,0.0003000000142492354
0.007043740246444941,0.005527325440198183,-0.009588514455906028,0.0003000000142492354
0.007019693963229656,0.005535912234336138,-0.006173914683117676,0.0001500000071246177
0.007006644271314144,0.005498306360095739,-0.006621137459130733,0.0001500000071246177
0.0069937920197844505,0.00550059974193573,-0.012774324697969242,0.0001500000071246177
0.0069863577373325825,0.005499294959008694,-0.008950745805475835,0.0001500000071246177
0.006977583281695843,0.005487090442329645,-0.00809840000100337,0.0001500000071246177
