preset,expert_run,expert_model,market_model,method,weight_expert,code_count,overlap_codes,agreement_rate,val_rows,test_rows,committee_val_rel_score,committee_test_rel_score,expert_val_rel_score_overlap,expert_test_rel_score_overlap,market_val_rel_score_overlap,market_test_rel_score_overlap,summary_path
bank,mini_ngan_hang_g02_return_w20_pruned_v2,lstm_signmag_best_by_val,lstm_best_by_val,avg,0.85,6,"ACB,BID,CTG,MBB,TCB,VCB",0.6047030552694816,1500,1751,0.023833877598001485,0.009133561732764695,0.018851012706166292,0.0024695198029990317,0.0068154260192735405,0.005802360691371855,/Users/lap15111/Documents/research-paper/data_stock_market/data/processed/assets/data_info_vn/history/training_runs/reports/committee_experiments/overnight_shared_vn100_w20_u64_32_relscore_20260408_173407__committee__bank/best_committee_summary.json
bds,mini_bat_ong_san_g01_return_w20_pruned_v2,lstm_best_by_val,lstm_signmag_best_by_val,agree_only,0.9,6,"DIG,DXG,KOS,NLG,TCH,VHM",0.6785051683010866,1497,1725,0.0054130861264723995,0.00979223339766111,0.0038635971436931094,0.008632531896472395,-0.010843760444993134,0.029653222718146188,/Users/lap15111/Documents/research-paper/data_stock_market/data/processed/assets/data_info_vn/history/training_runs/reports/committee_experiments/overnight_shared_vn100_w20_u64_32_relscore_20260408_173407__committee__bds/best_committee_summary.json
fnb,mini_tpdouong_g06_uncertainty_sidecar,lstm_best_by_val,lstm_best_by_val,agree_only,0.3,4,"KDC,SAB,SBT,VNM",0.5485367293581851,997,1165,0.029100024243631784,0.04686069015705052,0.021012648466806727,0.05048465575862915,-0.01014920571426181,-0.008707676792512054,/Users/lap15111/Documents/research-paper/data_stock_market/data/processed/assets/data_info_vn/history/training_runs/reports/committee_experiments/overnight_shared_vn100_w20_u64_32_relscore_20260408_173407__committee__fnb/best_committee_summary.json
