n,rel_score,absE_robust,base_robust,absE_q90,DA,variant,best_a,best_k
60445,0.04171413762923182,0.03611855208873749,0.037690790928900236,0.04690866358578205,0.5160393746381008,rich_rel_only,1.6,0.75
60445,0.04153905265938207,0.03612515117973089,0.037690790928900236,0.04686388544738292,0.5165356936057574,rich_wrel085,1.6,0.75
