n,rel_score,absE_robust,base_robust,absE_q90,DA,variant
60445,0.038693576356715,0.03623240068554878,0.037690792232751846,0.0473225899040699,0.5168500289519398,ensemble_mean_raw_traincal
60445,0.03806308743870179,0.03625616431236267,0.037690792232751846,0.047394126653671265,0.5164695177434031,ensemble_mean_cal_each_traincal
60445,0.03505277218930092,0.036369625478982925,0.037690792232751846,0.047748856246471405,0.5168500289519398,ensemble_mean_raw
60445,0.033349295703651416,0.036433830857276917,0.037690792232751846,0.047899577766656876,0.5164695177434031,ensemble_mean_cal_each
60445,0.03326607393394343,0.03643696755170822,0.037690792232751846,0.04786679148674011,0.5178095789560758,ensemble_median_cal_each
