model,threshold,holding_period,uncertainty_model,uncertainty_quantile,max_uncertainty,uncertainty_side,trade_count,coverage,directional_accuracy,avg_actual_return,avg_strategy_return,cumulative_strategy_return,final_equity,sampled_buy_hold_equity
arima,0.0,1,,,,,1056,0.6006825938566553,0.603219696969697,0.003566671657954546,0.003566671657954546,3.7664052708000004,34.92787602626385,34.92787602626385
arima,0.0025,1,,,,,0,0.0,,,,0.0,1.0,1.0
arima,0.005,1,,,,,0,0.0,,,,0.0,1.0,1.0
arima,0.01,1,,,,,0,0.0,,,,0.0,1.0,1.0
arima,0.015,1,,,,,0,0.0,,,,0.0,1.0,1.0
arima,0.02,1,,,,,0,0.0,,,,0.0,1.0,1.0
linear_regression,0.0,1,,,,,988,0.5620022753128555,0.5728744939271255,0.0020436589508097164,0.0020436589508097164,2.0191350434,6.0436781918609075,6.0436781918609075
linear_regression,0.0025,1,,,,,652,0.3708759954493743,0.5429447852760736,0.0017361440174846624,0.0017361440174846624,1.1319658994,2.6996813850772896,2.6996813850772896
linear_regression,0.005,1,,,,,343,0.1951080773606371,0.5626822157434402,0.0028087129760932944,0.0028087129760932944,0.9633885508,2.408480061558708,2.408480061558708
linear_regression,0.01,1,,,,,77,0.04379977246871445,0.6363636363636364,0.005993143099999999,0.005993143099999999,0.46147201869999993,1.5509893668116768,1.5509893668116768
linear_regression,0.015,1,,,,,27,0.015358361774744027,0.7037037037037037,0.009318048403703703,0.009318048403703703,0.2515873069,1.2739399591344707,1.2739399591344707
linear_regression,0.02,1,,,,,12,0.006825938566552901,0.75,0.0024120863833333333,0.0024120863833333333,0.0289450366,1.0275851959577447,1.0275851959577447
lstm,0.0,1,,,,,849,0.48293515358361777,0.5559481743227326,0.0007275956718492345,0.0007275956718492345,0.6177287254000001,1.5149830585441872,1.5149830585441872
lstm,0.0025,1,,,,,302,0.17178612059158135,0.5761589403973509,0.0015181593291390728,0.0015181593291390728,0.4584841174,1.4589298036652365,1.4589298036652365
lstm,0.005,1,,,,,139,0.07906712172923777,0.6258992805755396,0.003663023373381295,0.003663023373381295,0.5091602489,1.59799968560132,1.59799968560132
lstm,0.01,1,,,,,19,0.01080773606370876,0.5263157894736842,-0.0018926380421052636,-0.0018926380421052636,-0.03596012280000001,0.9595553862079992,0.9595553862079992
lstm,0.015,1,,,,,1,0.0005688282138794084,1.0,0.038610037,0.038610037,0.038610037,1.038610037,1.038610037
lstm,0.02,1,,,,,0,0.0,,,,0.0,1.0,1.0
lstm_best_by_val,0.0,1,,,,,1020,0.5802047781569966,0.5813725490196079,0.0017621209730392163,0.0017621209730392163,1.7973633925000005,4.882390537069513,4.882390537069513
lstm_best_by_val,0.0025,1,,,,,219,0.12457337883959044,0.5753424657534246,0.0032850376808219186,0.0032850376808219186,0.7194232521000001,1.9010761470009467,1.9010761470009467
lstm_best_by_val,0.005,1,,,,,91,0.051763367463026164,0.5934065934065934,0.005666139927472527,0.005666139927472527,0.5156187334,1.6150394645599986,1.6150394645599986
lstm_best_by_val,0.01,1,,,,,13,0.00739476678043231,0.3076923076923077,-0.0009007186384615383,-0.0009007186384615383,-0.011709342299999998,0.9854281743770433,0.9854281743770433
