run_name,label,best_model_by_val,best_val_rel_score,best_test_rel_score,best_test_directional_accuracy,window_size,lstm_units,lr,dropout,sample_weight_mode,val_pred_pos_rate,val_actual_pos_rate,val_pred_abs_over_actual_abs,val_pred_mean,val_actual_mean,test_pred_pos_rate,test_actual_pos_rate,test_pred_abs_over_actual_abs,test_pred_mean,test_actual_mean
overnight_fnb_w5_mag_base_20260409_101741,fnb_w5_mag_base,lstm_top2_by_val,0.02717523714793335,0.010921874858264347,0.44830438378825477,5,"[48, 24]",0.0002,0.05,magnitude,0.12637913741223672,0.38214643931795383,0.09877534872750299,-0.000731136761981645,-5.011276830491477e-05,0.09942481511914544,0.41577649958915364,0.10445300388393444,-0.0009007652217889071,0.0003594608300739524
overnight_fnb_w5_mag_higher_units_20260409_101741,fnb_w5_mag_higher_units,lstm_top2_by_val,0.02324632526867787,0.004322702888807095,0.4392059553349876,5,"[64, 32]",0.0002,0.05,magnitude,0.17753259779338015,0.38214643931795383,0.06120870014265426,-0.00037496353637512543,-5.011276830491477e-05,0.16351684470008218,0.41577649958915364,0.07929655737012739,-0.0006135632994907148,0.0003594608300739524
overnight_fnb_w10_mag_20260409_101741,fnb_w10_mag,lstm,0.019783037701552875,-0.008050222582780542,0.44499586435070304,10,"[48, 24]",0.0002,0.05,magnitude,0.20762286860581744,0.38214643931795383,0.09671569569894228,-0.0005316706867718155,-5.011276830491477e-05,0.1552999178307313,0.41577649958915364,0.12173052797804419,-0.0007664611244248151,0.0003594608300739524
overnight_fnb_w5_nomag_20260409_101741,fnb_w5_nomag,lstm_signmag_seed_92,0.019608721080913938,0.006700272662859552,0.445822994210091,5,"[48, 24]",0.0002,0.05,none,0.15546639919759278,0.38214643931795383,0.06836247606244439,-0.0004846250831378134,-5.011276830491477e-05,0.1495480690221857,0.41577649958915364,0.07183644644803493,-0.0005726530919799507,0.0003594608300739524
overnight_fnb_w5_mag_tighter_lr_20260409_101741,fnb_w5_mag_tighter_lr,lstm_top2_by_val,0.015699231981577744,0.01183398368923494,0.44995864350703063,5,"[48, 24]",0.00015,0.05,magnitude,0.1995987963891675,0.38214643931795383,0.0856802629760052,-0.0005099701842721665,-5.011276830491477e-05,0.18570254724732949,0.41577649958915364,0.08663449069942372,-0.0006283557399990139,0.0003594608300739524
overnight_fnb_w7_mag_20260409_101741,fnb_w7_mag,lstm_signmag_seed_42,0.010399818770982505,0.0021307942883160846,0.4441687344913151,7,"[48, 24]",0.0002,0.05,magnitude,0.238716148445336,0.38214643931795383,0.08210773053849489,-0.00036417870630712135,-5.011276830491477e-05,0.42152834839769926,0.41577649958915364,0.08558340090647927,-3.314351302892357e-05,0.0003594608300739524
