gate_name,trade_count,coverage,directional_accuracy,avg_actual_return,subset_rel_score,calendar_final_equity,active_only_final_equity
baseline_threshold,152,0.13047210300429185,0.7105263157894737,0.004300608009868421,0.05220879118695343,1.4484494728170894,1.88613497285636
regime_gate,76,0.06523605150214593,0.7105263157894737,0.003482658356578948,0.03101182642538347,1.223683106629934,1.2949681835822078
bucket_gate_top20,152,0.13047210300429185,0.7105263157894737,0.004300608009868421,0.05220879118695343,1.4484494728170894,1.88613497285636
regime_plus_bucket,76,0.06523605150214593,0.7105263157894737,0.003482658356578948,0.03101182642538347,1.223683106629934,1.2949681835822078
