model,split,n_days,spike_rate,auc,average_precision,top20_days,top20_spike_rate,rest_spike_rate,top20_median_q90_abs_error,rest_median_q90_abs_error
daily_lstm,segment_2017_d200_250,50,0.4,0.595,0.5645346809103118,10,0.5,0.375,0.03426082856931316,0.03180887619673739
