accuracy,auc,loss,val_accuracy,val_auc,val_loss
0.6123076677322388,0.6602450609207153,0.6578582525253296,0.7026603817939758,0.7550451159477234,0.618036150932312
0.6974359154701233,0.7453584671020508,0.6036218404769897,0.7057902812957764,0.7596054673194885,0.5890418291091919
0.7061538696289062,0.755528450012207,0.5902422666549683,0.707355260848999,0.7636762261390686,0.5792810916900635
0.7133333086967468,0.7642993330955505,0.5806309580802917,0.701095461845398,0.7705662250518799,0.5724087357521057
0.7148718237876892,0.774354100227356,0.5714130997657776,0.7057902812957764,0.7745380401611328,0.5685299634933472
0.7143589854240417,0.7714865207672119,0.5728133916854858,0.7057902812957764,0.7761108875274658,0.5673519372940063
0.719487190246582,0.7785885334014893,0.5665285587310791,0.715179979801178,0.7771297693252563,0.5663395524024963
0.7123076915740967,0.7802088856697083,0.5644348859786987,0.715179979801178,0.7780894041061401,0.5654153823852539
0.7169230580329895,0.7799797058105469,0.5642954707145691,0.7120500802993774,0.7789203524589539,0.5653687715530396
0.7143589854240417,0.7861443758010864,0.5580503940582275,0.7104851603507996,0.7783713340759277,0.5659393668174744
0.7205128073692322,0.7852421998977661,0.5596371293067932,0.7089201807975769,0.7780893445014954,0.5666419863700867
0.7276923060417175,0.7852275371551514,0.5601884722709656,0.7089201807975769,0.7782031297683716,0.5669463276863098
0.717435896396637,0.7874152660369873,0.5557262897491455,0.7104851603507996,0.7784256935119629,0.5673059821128845
0.7215384840965271,0.7925581932067871,0.5515457391738892,0.7089201807975769,0.776016891002655,0.5715214610099792
