variant,n_seeds,rel_score_mean,rel_score_std,rel_score_vol_clipped_mean,rel_score_vol_clipped_std,daily_q90_max_mean,daily_q90_max_std,daily_q90_clipped_max_mean,daily_q90_clipped_max_std,spike_days_ge_8pct_mean,spike_days_ge_8pct_std,spike_days_clipped_ge_8pct_mean,spike_days_clipped_ge_8pct_std,directional_accuracy_mean,directional_accuracy_std,pred_actual_q90_ratio_mean,pred_actual_q90_ratio_std,mean_sigma_mean,mean_sigma_std
hetero_combined,4,0.028929406553199588,0.005290372555316497,0.028929406553199588,0.005290372555316497,0.10619642138481139,0.009465645834524387,0.10619642138481139,0.009465645834524387,11.5,5.066228051190222,11.5,5.066228051190222,0.5100215071552651,0.0030474857306279535,0.1627841852605343,0.015471591000905125,0.02380669303238392,0.0001705747680576921
