seed,score,policy,threshold,n_obs,obs_coverage,n_days,day_coverage,rel_score,q90_abs_error,daily_q90_median,daily_q90_p90,daily_q90_max,days_ge_3p5,days_ge_5,days_ge_7,days_ge_8
43,risk_hgb,coverage_q30,0.04786435888624113,6582,0.10885096249255805,629,0.9544764795144158,-0.006414790835401307,0.0224149627116,0.019143649915000005,0.03152935766500001,0.05806461822,7,3,0,0
43,risk_hgb,abstain_zero_q30,0.04786435888624113,60468,0.10885096249255805,659,1.0,-0.00014531566534614626,0.050232269300000035,0.037329839700000006,0.0683981948,0.0699300148,357,170,0,0
43,risk_hgb,coverage_q40,0.056661251944204495,9730,0.1609115565257657,647,0.9817905918057663,9.497804991098757e-05,0.024297810610000015,0.021146136815,0.03458792318200005,0.06549375481000001,15,5,0,0
43,risk_hgb,abstain_zero_q40,0.056661251944204495,60468,0.1609115565257657,659,1.0,0.00012665653799093235,0.050211909900000025,0.03736172264600001,0.0683981948,0.0699300148,357,170,0,0
43,risk_hgb,coverage_q50,0.06756398706083298,13960,0.23086591254878613,656,0.9954476479514416,0.0017966088020542337,0.026121607390000013,0.022218204123550016,0.036496765539000005,0.0623320295,34,11,0,0
43,risk_hgb,abstain_zero_q50,0.06756398706083298,60468,0.23086591254878613,659,1.0,-6.050784206568238e-06,0.05024449420000002,0.037386035950000014,0.068297881,0.0699629636,358,170,0,0
43,risk_hgb,coverage_q60,0.08396284085857195,19526,0.32291459945756434,659,1.0,9.012510842276722e-05,0.0284040659,0.0238143697,0.039501356104999996,0.0695594585,61,11,0,0
43,risk_hgb,abstain_zero_q60,0.08396284085857195,60468,0.32291459945756434,659,1.0,-0.0002210957345087916,0.05030787800000003,0.037386035950000014,0.068283161292,0.0700000225,358,171,1,0
43,risk_hgb,coverage_q70,0.10912569327999401,27171,0.44934510815638024,659,1.0,0.0047668177918066545,0.030869030400000004,0.026743850549000005,0.041694649141800016,0.0726020938,120,30,3,0
43,risk_hgb,abstain_zero_q70,0.10912569327999401,60468,0.44934510815638024,659,1.0,0.0003807610846716658,0.05024449084000002,0.037424349589999996,0.068297881,0.07199493131000001,359,171,2,0
43,risk_hgb,coverage_q80,0.15183317118114426,37200,0.6152014288549316,659,1.0,0.00291893592629644,0.034532887459999995,0.028956648890000002,0.047222032095600004,0.0758861463,182,49,7,0
43,risk_hgb,abstain_zero_q80,0.15183317118114426,60468,0.6152014288549316,659,1.0,0.002609725781126393,0.050094045970000015,0.037386035950000014,0.06819210640000001,0.074026972,363,172,4,0
43,risk_hgb,coverage_q90,0.23723361737666407,49927,0.825676390818284,659,1.0,0.003511140326513895,0.040491074700000004,0.033031423630000015,0.0575919663054,0.094885712,275,104,15,2
43,risk_hgb,abstain_zero_q90,0.23723361737666407,60468,0.825676390818284,659,1.0,0.006557025236337943,0.04982073613000001,0.03745651148,0.06728855564,0.0907555625,363,174,11,2
43,risk_hgb,coverage_q100,0.7095389463606422,60468,1.0,659,1.0,0.021675736349096586,0.048780993359000005,0.0368558094,0.064335336224,0.09423149110000001,370,167,30,8
43,risk_hgb,abstain_zero_q100,0.7095389463606422,60468,1.0,659,1.0,0.021675736349096586,0.048780993359000005,0.0368558094,0.064335336224,0.09423149110000001,370,167,30,8
43,risk_hgb,calibrated_p90_3p5,0.10912569327999401,27171,0.44934510815638024,659,1.0,0.0047668177918066545,0.030869030400000004,0.026743850549000005,0.041694649141800016,0.0726020938,120,30,3,0
