family,best_by_val,best_val_score,best_test_score,second_by_val,second_val_score,second_test_score,top2_val_gap,top2_test_gap,best_val_minus_test,val_score_std,test_score_std,positive_test_ratio
lstm,lstm_seed_62,0.02349403291069352,-0.003028205537825457,lstm_seed_82,0.01608706257573278,0.014797644615187955,0.0074069703349607385,-0.01782585015301341,0.026522238448518975,0.012783905380532593,0.011347529664413523,0.75
lstm_signmag,lstm_signmag_seed_102,0.02009540359750872,0.02260527835830506,lstm_signmag_seed_62,0.01779765901026875,0.0005650183544251286,0.0022977445872399693,0.02204026000387993,-0.002509874760796338,0.009636532935493783,0.008271620858176803,1.0
