variant,split,n_obs,n_days,rel_score,median_abs_error,q90_abs_error,daily_q90_abs_error_median,daily_q90_abs_error_q90,daily_q90_abs_error_max,actual_abs_q90,prediction_abs_q90,prediction_actual_abs_q90_ratio,directional_accuracy,spike_days_ge_5pct,spike_rate_ge_5pct,spike_days_ge_7pct,spike_rate_ge_7pct,spike_days_ge_8pct,spike_rate_ge_8pct
plain_global_instance_rel,train,129720,1970,0.019270638828911557,0.00968810374615714,0.0364317561063217,0.030940222553908832,0.04941511511802675,0.07519305646419526,0.037036970257759094,0.004600301617756486,0.12420836763214295,0.4656799259944496,190,0.09644670050761421,15,0.007614213197969543,0,0.0
plain_global_instance_rel,val,60468,659,0.0044770128846880475,0.01246836839709431,0.05010445171501488,0.03669036068022255,0.06570958390831948,0.08183382973074912,0.05022141486406329,0.0058504511602222925,0.11649315687457211,0.4955844413574122,171,0.25948406676783003,36,0.054628224582701064,2,0.0030349013657056147
plain_global_rel,train,129720,1970,0.02485737378936914,0.009680478600785136,0.03612909575458617,0.030913890432566406,0.04881449416279794,0.08127612471580506,0.037036970257759094,0.0056488529313355705,0.15251930414454348,0.47605612087573235,175,0.08883248730964467,18,0.009137055837563452,2,0.0010152284263959391
plain_global_rel,val,60468,659,0.01718908812133202,0.012453545932658017,0.04917587745003405,0.03663546815514567,0.0649701562523842,0.09361318945884706,0.05022141486406329,0.007134358771145348,0.14205809992522628,0.5046966990805054,162,0.24582701062215478,39,0.05918057663125948,14,0.021244309559939303
plain_global_weighted_mild,train,129720,1970,0.021809577979965966,0.009825173590797931,0.03601313922554255,0.03080582562834025,0.04765289813280106,0.08285148441791534,0.037036970257759094,0.006421976722776893,0.17339368415081186,0.47660345359235273,153,0.07766497461928934,16,0.008121827411167513,2,0.0010152284263959391
plain_global_weighted_mild,val,60468,659,0.0296841026832112,0.012416526325978339,0.04830805921228603,0.03697931990027427,0.06459990739822388,0.10507994517683983,0.05022141486406329,0.0075096849352121395,0.14953152864249172,0.5092114837600052,158,0.23975720789074356,40,0.06069802731411229,10,0.015174506828528073
