sector,feature,stocks_hit,appearances,mean_test_rel_score,max_test_rel_score
Xây dựng và Vật liệu,volatility_ratio,4,8,0.0293851619551376,0.0468258659008964
Xây dựng và Vật liệu,momentum_20,4,7,0.0459433016870732,0.0622142404442831
Xây dựng và Vật liệu,body_pct,4,5,0.04619358222805562,0.0622142404442831
Xây dựng và Vật liệu,intraday_return,4,5,0.04619358222805562,0.0622142404442831
Xây dựng và Vật liệu,volume_ratio_20,4,5,0.04091553043977228,0.0525696106948015
Xây dựng và Vật liệu,obv_change,4,5,0.03097520152940402,0.047418397572201
Xây dựng và Vật liệu,ma_cross_5_20,4,4,0.03787984973597945,0.0558083970882916
Xây dựng và Vật liệu,close_position,3,5,0.026945326136582383,0.0541204773420548
Xây dựng và Vật liệu,atr_gap,3,5,0.02783627824161362,0.044642311958723
Xây dựng và Vật liệu,volatility_10,3,4,0.03174034984578838,0.0458053775533485
Xây dựng và Vật liệu,volume_ratio_5,3,4,0.02229587079267005,0.0395058922880913
Xây dựng và Vật liệu,gap_open,3,3,0.03521473275590843,0.0578484871212354
Xây dựng và Vật liệu,overnight_return,3,3,0.03521473275590843,0.0578484871212354
Xây dựng và Vật liệu,vwap_gap,3,3,0.033764119820864066,0.0421533259779076
Xây dựng và Vật liệu,momentum_5,2,8,0.035189263657097763,0.0509094861343116
Xây dựng và Vật liệu,close_low_gap,2,6,0.0431562354573014,0.0578484871212354
Xây dựng và Vật liệu,return_10,2,5,0.03220683447377572,0.0431575583526158
Xây dựng và Vật liệu,volume_match,2,3,0.03552937151903016,0.0436834477754737
Xây dựng và Vật liệu,close_return,2,2,0.0526017110731814,0.0654852460084274
Xây dựng và Vật liệu,price_acceleration,2,2,0.0497606091665614,0.0573678923552152
Xây dựng và Vật liệu,ma_5_gap,2,2,0.04927497335966445,0.0565268329226167
Xây dựng và Vật liệu,ma_10_gap,2,2,0.0305519078943961,0.046916114053258
Xây dựng và Vật liệu,range_pct,2,2,0.031219123458204552,0.0436834477754737
Xây dựng và Vật liệu,signed_volume,2,2,0.0289300150435044,0.0431575583526158
Xây dựng và Vật liệu,volume_change,2,2,0.0215043679066049,0.0289193476196709
Xây dựng và Vật liệu,high_close_gap,1,3,0.06063048115529266,0.0654852460084274
Xây dựng và Vật liệu,volume_ma_5,1,3,0.015975805477960698,0.0176102694197909
Xây dựng và Vật liệu,rolling_max_20_gap,1,2,0.05694736263891595,0.0573678923552152
Xây dựng và Vật liệu,ma_20_gap,1,2,0.0569399293113129,0.0569399293113129
Xây dựng và Vật liệu,adjust_return,1,1,0.060597800369159,0.060597800369159
Xây dựng và Vật liệu,upper_shadow,1,1,0.0558747720420162,0.0558747720420162
Xây dựng và Vật liệu,return_3,1,1,0.0530357226158818,0.0530357226158818
Xây dựng và Vật liệu,ma_50_gap,1,1,0.0411959808237141,0.0411959808237141
Xây dựng và Vật liệu,volume_zscore_20,1,1,0.0349894943630231,0.0349894943630231
Xây dựng và Vật liệu,volume_ma_20,1,1,0.0139410568225705,0.0139410568225705
Y tế,vwap_gap,1,5,0.07841958641899106,0.0847292605951548
Y tế,return_3,1,3,0.07133369733179734,0.0795853098619038
Y tế,close_position,1,3,0.06725386025266193,0.0725432183260739
Y tế,rolling_min_20_gap,1,1,0.0847292605951548,0.0847292605951548
Y tế,close_return,1,1,0.0799251733897633,0.0799251733897633
Y tế,adjust_return,1,1,0.0792676141977531,0.0792676141977531
Y tế,volatility_20,1,1,0.0725432183260739,0.0725432183260739
Y tế,ma_5_gap,1,1,0.0685905740503803,0.0685905740503803
Y tế,obv_change,1,1,0.0678569930719293,0.0678569930719293
Y tế,rolling_max_20_gap,1,1,0.0660573278494826,0.0660573278494826
Y tế,ma_50_gap,1,1,0.0631610345824293,0.0631610345824293
"Điện, nước & xăng dầu khí đốt",vwap_gap,5,10,0.02473999270557914,0.0463878648229559
"Điện, nước & xăng dầu khí đốt",momentum_20,4,7,0.03852747040619719,0.0710539586652551
"Điện, nước & xăng dầu khí đốt",obv_change,4,5,0.03690111313161002,0.0663416423449826
"Điện, nước & xăng dầu khí đốt",atr_14,3,11,0.028311644221535637,0.0463878648229559
"Điện, nước & xăng dầu khí đốt",atr_gap,3,7,0.027730391825930286,0.056958770350613
"Điện, nước & xăng dầu khí đốt",upper_shadow,3,5,0.024687517233601918,0.0427142296613735
"Điện, nước & xăng dầu khí đốt",range_pct,3,5,0.01622696954108594,0.0281275915541372
"Điện, nước & xăng dầu khí đốt",signed_volume,3,4,0.023839950711875002,0.0583850535431637
"Điện, nước & xăng dầu khí đốt",ma_5_gap,2,8,0.036079559780278464,0.0512576455337631
"Điện, nước & xăng dầu khí đốt",volume_change,2,7,0.015819119722305,0.0297370723669386
"Điện, nước & xăng dầu khí đốt",volume_match,2,5,0.04195069950483002,0.068647664708441
"Điện, nước & xăng dầu khí đốt",ma_50_gap,2,4,0.0534056300368551,0.0663416423449826
"Điện, nước & xăng dầu khí đốt",high_close_gap,2,4,0.02013060930439635,0.0255860994381559
"Điện, nước & xăng dầu khí đốt",rolling_max_20_gap,2,3,0.04927171981506857,0.0710539586652551
"Điện, nước & xăng dầu khí đốt",volume_ma_5,2,3,0.03192948585427873,0.0561273042695958
"Điện, nước & xăng dầu khí đốt",ma_10_gap,2,3,0.025445874189207934,0.0348512700338448
"Điện, nước & xăng dầu khí đốt",volume_zscore_20,2,3,0.020938620324577634,0.0281275915541372
"Điện, nước & xăng dầu khí đốt",volume_ratio_5,2,2,0.0401742535763515,0.068647664708441
"Điện, nước & xăng dầu khí đốt",ma_cross_5_20,2,2,0.0226682545288278,0.0348512700338448
"Điện, nước & xăng dầu khí đốt",close_position,1,2,0.0444264583542043,0.0444264583542043
"Điện, nước & xăng dầu khí đốt",volatility_ratio,1,2,0.0310571677511857,0.0355262499602868
"Điện, nước & xăng dầu khí đốt",volatility_10,1,1,0.0561273042695958,0.0561273042695958
"Điện, nước & xăng dầu khí đốt",price_acceleration,1,1,0.0558541877666708,0.0558541877666708
"Điện, nước & xăng dầu khí đốt",volume_ratio_20,1,1,0.0536726366001345,0.0536726366001345
"Điện, nước & xăng dầu khí đốt",gap_open,1,1,0.0512576455337631,0.0512576455337631
"Điện, nước & xăng dầu khí đốt",overnight_return,1,1,0.0512576455337631,0.0512576455337631
"Điện, nước & xăng dầu khí đốt",body_pct,1,1,0.0444264583542043,0.0444264583542043
"Điện, nước & xăng dầu khí đốt",intraday_return,1,1,0.0444264583542043,0.0444264583542043
"Điện, nước & xăng dầu khí đốt",lower_shadow,1,1,0.0355262499602868,0.0355262499602868
"Điện, nước & xăng dầu khí đốt",return_10,1,1,0.0297370723669386,0.0297370723669386
"Điện, nước & xăng dầu khí đốt",true_range,1,1,0.0265667427590684,0.0265667427590684
"Điện, nước & xăng dầu khí đốt",volatility_5,1,1,0.0182577981664288,0.0182577981664288
"Điện, nước & xăng dầu khí đốt",close_return,1,1,0.0176250051450682,0.0176250051450682
"Điện, nước & xăng dầu khí đốt",adjust_return,1,1,0.0167061144243112,0.0167061144243112
"Điện, nước & xăng dầu khí đốt",volume_ma_20,1,1,0.0113148110891817,0.0113148110891817
"Điện, nước & xăng dầu khí đốt",ma_20_gap,1,1,0.0112818183739176,0.0112818183739176
"Điện, nước & xăng dầu khí đốt",return_3,1,1,0.0105641741460194,0.0105641741460194
"Điện, nước & xăng dầu khí đốt",close_low_gap,1,1,0.0104852390238108,0.0104852390238108
