sector,feature,stocks_hit,appearances,mean_test_rel_score,max_test_rel_score
Bất động sản,range_pct,7,11,0.05643186483018556,0.1302814047357966
Bất động sản,momentum_20,7,9,0.05971043866877685,0.103685103202475
Bất động sản,overnight_return,7,9,0.04287006496942291,0.0641048523236649
Bất động sản,return_10,6,12,0.06597156977708568,0.1455474529304341
Bất động sản,atr_gap,6,11,0.03561270055170508,0.0770430971104946
Bất động sản,close_low_gap,6,11,0.04026525805993263,0.0656753784909506
Bất động sản,volume_zscore_20,6,11,0.02796390697583514,0.0418712191634168
Bất động sản,intraday_return,6,9,0.06271736598709715,0.1254919779909787
Bất động sản,ma_cross_5_20,6,8,0.07265720928161618,0.140255922650704
Bất động sản,gap_open,6,8,0.0443610665154771,0.0641048523236649
Bất động sản,body_pct,6,7,0.07125344309784534,0.1254919779909787
Bất động sản,volume_change,6,6,0.026789756681649082,0.0317444867685539
Bất động sản,volatility_10,5,12,0.03555192342516205,0.0790597381661952
Bất động sản,close_return,5,11,0.07168672248213309,0.1362464997320221
Bất động sản,volume_ratio_20,5,10,0.047594827801107464,0.10054633265116
Bất động sản,rolling_min_20_gap,5,9,0.08936826142828955,0.1330227823952458
Bất động sản,obv_change,5,9,0.06021465163177907,0.1099002001767569
Bất động sản,adjust_return,5,7,0.0718473500335454,0.140255922650704
Bất động sản,volatility_5,5,7,0.030940846001703253,0.0424589635374395
Bất động sản,rolling_max_20_gap,4,5,0.07131767404034181,0.1262086403552835
Bất động sản,momentum_5,4,5,0.08618048206962249,0.1260022973336019
Bất động sản,ma_10_gap,4,5,0.049660901450357835,0.1243028203943742
Bất động sản,ma_20_gap,4,5,0.04342351494560804,0.0908862924690963
Bất động sản,high_close_gap,4,5,0.0314376634455737,0.0620124849340362
Bất động sản,return_3,4,4,0.08222118530785183,0.1455474529304341
Bất động sản,ma_5_gap,4,4,0.04864154150959095,0.0947744045666055
Bất động sản,true_range,3,13,0.06090606629419547,0.0873335664163775
Bất động sản,atr_14,3,4,0.0435535595435596,0.0790597381661952
Bất động sản,lower_shadow,3,4,0.04982718253090315,0.0696900472778183
Bất động sản,volatility_ratio,3,3,0.029626740317082362,0.0417912283179185
Bất động sản,signed_volume,2,5,0.028886580024184115,0.0627953337782534
Bất động sản,volume_ma_5,2,3,0.030347303341745697,0.0375952646591704
Bất động sản,volume_ma_20,2,3,0.0257269826622301,0.0290205647481346
Bất động sản,close_position,2,2,0.0283653048696662,0.0399122396693019
Bất động sản,volume_match,1,1,0.0280864519567729,0.0280864519567729
Công nghệ Thông tin,close_position,2,5,0.00442035099165364,0.0329781431976211
Công nghệ Thông tin,volume_ratio_20,2,5,0.009877621884259979,0.0212551282132364
Công nghệ Thông tin,volatility_20,2,4,0.012705100507163801,0.0333580928316413
Công nghệ Thông tin,vwap_gap,2,4,0.006651618137118025,0.0177544991437915
Công nghệ Thông tin,volume_ratio_5,2,3,0.017580250386969233,0.0329781431976211
Công nghệ Thông tin,volatility_10,1,5,0.02355158214111376,0.0333580928316413
Công nghệ Thông tin,atr_gap,1,2,0.01934582172907225,0.0212551282132364
Công nghệ Thông tin,close_low_gap,1,2,0.0039869704129081,0.0065675832178045
Công nghệ Thông tin,upper_shadow,1,2,-0.0026821303010261498,0.0003216730010828
Công nghệ Thông tin,volatility_5,1,1,0.0194409349622038,0.0194409349622038
Công nghệ Thông tin,atr_14,1,1,0.0194257975151425,0.0194257975151425
Công nghệ Thông tin,volatility_ratio,1,1,0.0194257975151425,0.0194257975151425
Công nghệ Thông tin,lower_shadow,1,1,-0.0044258929448239,-0.0044258929448239
Công nghệ Thông tin,volume_change,1,1,-0.0044258929448239,-0.0044258929448239
Công nghệ Thông tin,intraday_return,1,1,-0.0065203481779814,-0.0065203481779814
Du lịch và Giải trí,ma_cross_5_20,2,6,0.03601816823103412,0.0707661805256197
Du lịch và Giải trí,momentum_20,2,5,0.023313168511684402,0.0425869836156489
Du lịch và Giải trí,price_acceleration,2,4,0.020046153490942527,0.0447814671521745
Du lịch và Giải trí,ma_50_gap,2,2,0.02509336117431345,0.0398962282140737
Du lịch và Giải trí,volatility_ratio,1,5,0.04587795809607266,0.0707661805256197
Du lịch và Giải trí,return_10,1,3,0.018117557337590434,0.0363216122266547
Du lịch và Giải trí,close_position,1,3,0.015241808448171535,0.0254397022293205
Du lịch và Giải trí,momentum_5,1,3,0.017113720377379467,0.0254397022293205
Du lịch và Giải trí,volume_change,1,1,0.0460937275918654,0.0460937275918654
Du lịch và Giải trí,rolling_max_20_gap,1,1,0.0447814671521745,0.0447814671521745
Du lịch và Giải trí,atr_gap,1,1,0.0425869836156489,0.0425869836156489
Du lịch và Giải trí,body_pct,1,1,0.0398786516349262,0.0398786516349262
Du lịch và Giải trí,intraday_return,1,1,0.0398786516349262,0.0398786516349262
Du lịch và Giải trí,vwap_gap,1,1,0.0391751459803293,0.0391751459803293
Du lịch và Giải trí,volume_ratio_20,1,1,0.0389700784708175,0.0389700784708175
Du lịch và Giải trí,ma_20_gap,1,1,0.0070343389924936,0.0070343389924936
Dầu khí,ma_5_gap,2,5,0.06463589430915703,0.0698819535337126
Dầu khí,volatility_ratio,1,6,0.05471473697976508,0.0649910302714523
Dầu khí,gap_open,1,3,0.06774239325648394,0.0698819535337126
Dầu khí,overnight_return,1,3,0.06774239325648394,0.0698819535337126
Dầu khí,adjust_return,1,3,0.06647957957181633,0.0667304208405671
Dầu khí,intraday_return,1,2,0.06652905935176515,0.0670802216692155
Dầu khí,close_return,1,2,0.0666148053951721,0.0666148053951721
Dầu khí,rolling_max_20_gap,1,2,0.050196063839080804,0.0534682210153371
Dầu khí,upper_shadow,1,1,0.0703600703807819,0.0703600703807819
Dầu khí,volatility_5,1,1,0.0703600703807819,0.0703600703807819
Dầu khí,body_pct,1,1,0.0670802216692155,0.0670802216692155
Dầu khí,momentum_20,1,1,0.0649910302714523,0.0649910302714523
Dầu khí,momentum_5,1,1,0.0540606319084463,0.0540606319084463
Dầu khí,true_range,1,1,0.0540606319084463,0.0540606319084463
Dầu khí,volume_ratio_5,1,1,0.0536594679741736,0.0536594679741736
Dầu khí,volume_zscore_20,1,1,0.0536339498351232,0.0536339498351232
Dầu khí,ma_50_gap,1,1,0.0522250316507724,0.0522250316507724
Dầu khí,return_3,1,1,0.0522250316507724,0.0522250316507724
Dầu khí,high_close_gap,1,1,0.0514806581820386,0.0514806581820386
Dầu khí,atr_gap,1,1,0.0510550946004657,0.0510550946004657
Dầu khí,ma_10_gap,1,1,0.049255121139929,0.049255121139929
Dịch vụ tài chính,volume_ratio_5,5,9,0.035772365463529944,0.0625341392565215
Dịch vụ tài chính,rolling_min_20_gap,5,8,0.0459762193367457,0.0779392009136755
Dịch vụ tài chính,lower_shadow,5,5,0.0246345675208664,0.032255137943658
Dịch vụ tài chính,volume_zscore_20,4,14,0.03522346466009375,0.0779392009136755
Dịch vụ tài chính,close_position,4,9,0.046181964331160036,0.0614014062547275
Dịch vụ tài chính,body_pct,4,9,0.03369239596767061,0.0469964745725036
Dịch vụ tài chính,intraday_return,4,9,0.03369239596767061,0.0469964745725036
Dịch vụ tài chính,vwap_gap,4,7,0.02548891746194437,0.0624781188948624
Dịch vụ tài chính,return_3,4,6,0.02961839188100082,0.0632641862405722
Dịch vụ tài chính,ma_50_gap,4,6,0.03751451760511467,0.061382518558152
Dịch vụ tài chính,obv_change,4,6,0.026063437244493882,0.0449173879190651
Dịch vụ tài chính,range_pct,4,5,0.03289865929740332,0.0688233271836886
Dịch vụ tài chính,upper_shadow,3,8,0.0402590504912266,0.0548283973130995
Dịch vụ tài chính,volatility_ratio,3,5,0.03740112161627282,0.0482099669123304
Dịch vụ tài chính,gap_open,3,5,0.022243296201189262,0.0340155904201284
Dịch vụ tài chính,overnight_return,3,5,0.022243296201189262,0.0340155904201284
Dịch vụ tài chính,ma_10_gap,3,3,0.03204075297812427,0.0630533157266379
Dịch vụ tài chính,volatility_20,2,8,0.030658524646274863,0.0482099669123304
Dịch vụ tài chính,high_close_gap,2,6,0.024041775368302366,0.045732350991603
Dịch vụ tài chính,close_low_gap,2,5,0.02811098872316454,0.0354265705536046
Dịch vụ tài chính,volume_change,2,4,0.029754449762113624,0.0322899886925709
Dịch vụ tài chính,volume_ratio_20,2,4,0.018293382912551327,0.0321271046814134
Dịch vụ tài chính,return_10,2,3,0.03310371991011727,0.0340155904201284
Dịch vụ tài chính,ma_5_gap,2,3,0.017647648442065764,0.0194582511219676
Dịch vụ tài chính,volatility_5,2,2,0.02281814691889545,0.0242010387792764
Dịch vụ tài chính,volume_ma_20,1,2,0.0562400006827798,0.0624781188948624
Dịch vụ tài chính,ma_20_gap,1,2,0.0609695326573575,0.0617288496377913
Dịch vụ tài chính,price_acceleration,1,2,0.0286255777939475,0.0288874437385804
Dịch vụ tài chính,volume_ma_5,1,2,0.0221183877702577,0.0221183877702577
Dịch vụ tài chính,rolling_max_20_gap,1,2,0.0209861005697604,0.0211064035564035
Dịch vụ tài chính,momentum_5,1,2,0.019622335046701002,0.0202453916091933
Dịch vụ tài chính,adjust_return,1,2,0.01271809012448975,0.0131991460723671
Dịch vụ tài chính,momentum_20,1,1,0.0478487794893971,0.0478487794893971
Dịch vụ tài chính,atr_gap,1,1,0.0236936357130436,0.0236936357130436
Hàng & Dịch vụ Công nghiệp,rolling_min_20_gap,4,10,0.05440947266229751,0.0866791181272669
Hàng & Dịch vụ Công nghiệp,volume_match,3,16,0.055426182712229856,0.1005409191891298
Hàng & Dịch vụ Công nghiệp,vwap_gap,3,5,0.05028974758110598,0.1005409191891298
Hàng & Dịch vụ Công nghiệp,close_low_gap,3,4,0.06796806833658388,0.1027115650427542
Hàng & Dịch vụ Công nghiệp,range_pct,3,4,0.04654857746404135,0.0852223627965258
Hàng & Dịch vụ Công nghiệp,rolling_max_20_gap,2,6,0.046928987729396694,0.0692331135275108
Hàng & Dịch vụ Công nghiệp,return_10,2,3,0.06844065253803124,0.1027115650427542
Hàng & Dịch vụ Công nghiệp,volatility_5,2,3,0.0628507035547254,0.0866791181272669
Hàng & Dịch vụ Công nghiệp,volume_ma_5,2,3,0.0625800324416599,0.0831329307346268
Hàng & Dịch vụ Công nghiệp,atr_gap,2,3,0.039536163525443764,0.056983603846616
Hàng & Dịch vụ Công nghiệp,volume_change,2,3,0.04420244470889193,0.0541427777902678
Hàng & Dịch vụ Công nghiệp,ma_10_gap,2,2,0.07230062052788155,0.0900119900199452
Hàng & Dịch vụ Công nghiệp,intraday_return,2,2,0.04987076178341765,0.0843915512541362
Hàng & Dịch vụ Công nghiệp,volume_zscore_20,2,2,0.0448825229844803,0.0683233195839585
Hàng & Dịch vụ Công nghiệp,ma_50_gap,2,2,0.040586237334891896,0.0648394624347361
Hàng & Dịch vụ Công nghiệp,volume_ratio_20,2,2,0.04660507335019355,0.0646202510718269
Hàng & Dịch vụ Công nghiệp,volume_ratio_5,2,2,0.0451204418639371,0.0571093709026343
Hàng & Dịch vụ Công nghiệp,volatility_20,2,2,0.0225201475881956,0.0283896654360077
Hàng & Dịch vụ Công nghiệp,momentum_5,1,3,0.0192049974352315,0.0243689624510651
Hàng & Dịch vụ Công nghiệp,ma_cross_5_20,1,3,0.0185827337668668,0.0196193807619585
Hàng & Dịch vụ Công nghiệp,ma_20_gap,1,2,0.0653679721228687,0.0692331135275108
Hàng & Dịch vụ Công nghiệp,momentum_20,1,2,0.0584563122189783,0.0615028307182266
Hàng & Dịch vụ Công nghiệp,upper_shadow,1,2,0.05163819973843925,0.0516740646600792
Hàng & Dịch vụ Công nghiệp,gap_open,1,2,0.033222970561486445,0.0346494003413321
Hàng & Dịch vụ Công nghiệp,overnight_return,1,2,0.033222970561486445,0.0346494003413321
Hàng & Dịch vụ Công nghiệp,volatility_ratio,1,1,0.0902828772892493,0.0902828772892493
Hàng & Dịch vụ Công nghiệp,return_3,1,1,0.0900119900199452,0.0900119900199452
Hàng & Dịch vụ Công nghiệp,body_pct,1,1,0.0843915512541362,0.0843915512541362
Hàng & Dịch vụ Công nghiệp,high_close_gap,1,1,0.0831329307346268,0.0831329307346268
Hàng & Dịch vụ Công nghiệp,ma_5_gap,1,1,0.0599485845748788,0.0599485845748788
Hàng & Dịch vụ Công nghiệp,price_acceleration,1,1,0.0555874079694712,0.0555874079694712
Hàng & Dịch vụ Công nghiệp,obv_change,1,1,0.0547237480091281,0.0547237480091281
Hàng & Dịch vụ Công nghiệp,lower_shadow,1,1,0.052619734240173,0.052619734240173
Hàng & Dịch vụ Công nghiệp,adjust_return,1,1,0.0193845389486104,0.0193845389486104
Hàng cá nhân & Gia dụng,vwap_gap,2,6,0.051894580865765184,0.0600340899460789
Hàng cá nhân & Gia dụng,high_close_gap,2,5,0.05256691276390022,0.0626035731545644
Hàng cá nhân & Gia dụng,range_pct,2,3,0.04220931675356763,0.0539370962678054
Hàng cá nhân & Gia dụng,close_low_gap,2,2,0.0591120184152029,0.0642869405626004
Hàng cá nhân & Gia dụng,volume_ma_20,1,6,0.04181703209383431,0.0642869405626004
Hàng cá nhân & Gia dụng,close_position,1,4,0.034452130207102125,0.0439558730292755
Hàng cá nhân & Gia dụng,obv_change,1,1,0.0626035731545644,0.0626035731545644
Hàng cá nhân & Gia dụng,ma_10_gap,1,1,0.0600340899460789,0.0600340899460789
Hàng cá nhân & Gia dụng,adjust_return,1,1,0.0577824577932997,0.0577824577932997
Hàng cá nhân & Gia dụng,volatility_20,1,1,0.0574027410575305,0.0574027410575305
Hàng cá nhân & Gia dụng,close_return,1,1,0.0556877227272812,0.0556877227272812
Hàng cá nhân & Gia dụng,body_pct,1,1,0.0536463869332074,0.0536463869332074
Hàng cá nhân & Gia dụng,intraday_return,1,1,0.0536463869332074,0.0536463869332074
Hàng cá nhân & Gia dụng,gap_open,1,1,0.0529516155129882,0.0529516155129882
Hàng cá nhân & Gia dụng,overnight_return,1,1,0.0529516155129882,0.0529516155129882
Hàng cá nhân & Gia dụng,volatility_10,1,1,0.0380352940453823,0.0380352940453823
Hàng cá nhân & Gia dụng,atr_gap,1,1,0.0327531857812322,0.0327531857812322
Hàng cá nhân & Gia dụng,volatility_5,1,1,0.0318717950723542,0.0318717950723542
Hàng cá nhân & Gia dụng,volatility_ratio,1,1,0.0280248118345122,0.0280248118345122
Hóa chất,volatility_20,3,9,0.04778577649497746,0.0883882364595135
Hóa chất,volume_ratio_20,3,4,0.06264823661958513,0.0888793746651864
Hóa chất,volatility_10,3,4,0.054447569832287296,0.0844282830770281
Hóa chất,body_pct,3,3,0.06467826068927686,0.0890604116602912
Hóa chất,intraday_return,3,3,0.06467826068927686,0.0890604116602912
Hóa chất,close_low_gap,3,3,0.04469379961141876,0.0594203619178582
Hóa chất,obv_change,3,3,0.042690550142871535,0.0564299527290679
Hóa chất,gap_open,3,3,0.0426151969907237,0.0559845250649101
Hóa chất,overnight_return,3,3,0.0426151969907237,0.0559845250649101
Hóa chất,price_acceleration,2,8,0.05479726783804449,0.1031662664489346
Hóa chất,volatility_ratio,2,7,0.048672878967027204,0.0693903570263737
Hóa chất,volatility_5,2,5,0.08026315863741174,0.1024708547502395
Hóa chất,return_10,2,5,0.04793606355768662,0.0554065213391378
Hóa chất,range_pct,2,3,0.05348553452572687,0.1024708547502395
Hóa chất,return_3,2,3,0.04971603198502084,0.0904711858385786
Hóa chất,rolling_min_20_gap,2,3,0.0643387117260164,0.0883882364595135
Hóa chất,close_position,2,3,0.06546059220579933,0.0844282830770281
Hóa chất,ma_cross_5_20,2,2,0.0400091835726656,0.0403040546324451
Hóa chất,rolling_max_20_gap,1,7,0.056550118750805026,0.0594203619178582
Hóa chất,momentum_5,1,4,0.039999176562558775,0.0441574529794618
Hóa chất,volume_ma_20,1,3,0.04820776024082757,0.0524735835839297
Hóa chất,high_close_gap,1,2,0.0973673294171269,0.1031662664489346
Hóa chất,upper_shadow,1,1,0.0904711858385786,0.0904711858385786
Hóa chất,momentum_20,1,1,0.0903046220860134,0.0903046220860134
Hóa chất,ma_50_gap,1,1,0.0864019936810757,0.0864019936810757
Hóa chất,volume_zscore_20,1,1,0.0627460249307669,0.0627460249307669
Hóa chất,lower_shadow,1,1,0.0427995571259959,0.0427995571259959
Hóa chất,volume_change,1,1,0.0402020575203643,0.0402020575203643
Hóa chất,vwap_gap,1,1,0.0363730678654277,0.0363730678654277
Ngân hàng,obv_change,9,13,0.02652055887112834,0.0515838510102248
Ngân hàng,vwap_gap,8,23,0.036122754723091365,0.0557453591191305
Ngân hàng,intraday_return,8,17,0.03922549558480245,0.0681147428018613
Ngân hàng,body_pct,7,15,0.04343516737151016,0.0681147428018613
Ngân hàng,upper_shadow,6,11,0.02682154000898972,0.0512017679415482
Ngân hàng,volatility_5,6,10,0.04192655150628208,0.0599754956933837
Ngân hàng,close_position,5,14,0.04122914461488335,0.0601711526945627
Ngân hàng,return_10,5,14,0.03654821182828098,0.0502763928919594
Ngân hàng,close_low_gap,5,10,0.037950759883599784,0.0599754956933837
Ngân hàng,lower_shadow,5,9,0.031963404327337304,0.0458839851267197
Ngân hàng,return_3,5,7,0.03431330592941814,0.0504803768685946
Ngân hàng,ma_cross_5_20,5,6,0.026279241427092998,0.0425094774113375
Ngân hàng,momentum_5,4,8,0.03956194956170327,0.0502375767720079
Ngân hàng,high_close_gap,4,8,0.04007142857571574,0.0459899663015084
Ngân hàng,ma_50_gap,4,7,0.04814629666534609,0.084533940041817
Ngân hàng,rolling_max_20_gap,4,5,0.029779108254303042,0.0523251428239797
Ngân hàng,ma_10_gap,4,5,0.03807007628381844,0.0499503026999809
Ngân hàng,volume_ratio_5,4,5,0.03867325003350378,0.0439970668287172
Ngân hàng,price_acceleration,4,4,0.0261572781888596,0.0469555645851119
Ngân hàng,volatility_10,3,7,0.030524916482010698,0.0502375767720079
Ngân hàng,ma_5_gap,3,6,0.0543098642077742,0.0681147428018613
Ngân hàng,atr_gap,3,6,0.01402541040978645,0.0262888202186079
Ngân hàng,volatility_20,3,5,0.04277520281885634,0.0557453591191305
Ngân hàng,gap_open,3,4,0.043111783154455297,0.0603123075691851
Ngân hàng,overnight_return,3,4,0.043111783154455297,0.0603123075691851
Ngân hàng,volume_ratio_20,3,3,0.03754973813008023,0.0439072147828975
Ngân hàng,volatility_ratio,2,11,0.04518700602558553,0.0603123075691851
Ngân hàng,ma_20_gap,2,4,0.04977505763213815,0.084533940041817
Ngân hàng,adjust_return,2,3,0.05191698108417903,0.053767962034293
Ngân hàng,close_return,2,3,0.009009025660621799,0.0402055269880093
Ngân hàng,range_pct,2,2,0.0332507288247649,0.038005610263182
Ngân hàng,signed_volume,1,3,0.04168310670879797,0.043173665896254
Ngân hàng,volume_ma_20,1,3,0.0320001549820169,0.0399909715814856
Ngân hàng,volume_change,1,3,0.023973092300971898,0.0262888202186079
Ngân hàng,momentum_20,1,2,0.0501489114713867,0.0501489114713867
Ngân hàng,volume_ma_5,1,2,-0.0018006659289528499,-0.0009481409128051
Ngân hàng,rolling_min_20_gap,1,1,0.034345561289485,0.034345561289485
Ngân hàng,volume_zscore_20,1,1,0.0278050989211795,0.0278050989211795
Thực phẩm và đồ uống,vwap_gap,8,20,0.04291875372365678,0.0816114946268093
Thực phẩm và đồ uống,price_acceleration,7,16,0.04894277116110288,0.0845872816573866
Thực phẩm và đồ uống,volume_change,6,9,0.030495447085739875,0.0772010465869101
Thực phẩm và đồ uống,upper_shadow,5,14,0.039602380010583124,0.0767612834518288
Thực phẩm và đồ uống,gap_open,5,8,0.03944134941753981,0.0845872816573866
Thực phẩm và đồ uống,overnight_return,5,8,0.03944134941753981,0.0845872816573866
Thực phẩm và đồ uống,volatility_10,5,6,0.04447177431819915,0.0858059186569643
Thực phẩm và đồ uống,close_position,4,12,0.026211308891606572,0.0506801847364813
Thực phẩm và đồ uống,high_close_gap,4,10,0.03375518688915221,0.0588622792841992
Thực phẩm và đồ uống,atr_gap,4,6,0.0476150611619946,0.0816114946268093
Thực phẩm và đồ uống,return_10,4,6,0.039506177723494934,0.0588622792841992
Thực phẩm và đồ uống,body_pct,4,4,0.043343792948923224,0.0760357508989101
Thực phẩm và đồ uống,intraday_return,4,4,0.043343792948923224,0.0760357508989101
Thực phẩm và đồ uống,ma_cross_5_20,3,8,0.047122257480407485,0.0866676856083689
Thực phẩm và đồ uống,close_low_gap,3,8,0.04229779198864202,0.0607597319917228
Thực phẩm và đồ uống,volume_ratio_20,3,5,0.053271472554502264,0.0683343677572364
Thực phẩm và đồ uống,range_pct,3,5,0.02297633174457108,0.0561380966593324
Thực phẩm và đồ uống,lower_shadow,3,4,0.041809350192540624,0.0568862801314367
Thực phẩm và đồ uống,volatility_ratio,3,4,0.03165296794314727,0.0431976485613041
Thực phẩm và đồ uống,obv_change,3,4,0.024301125725030327,0.0385255880418806
Thực phẩm và đồ uống,atr_14,3,3,0.049186607302968276,0.0866676856083689
Thực phẩm và đồ uống,volume_zscore_20,2,6,0.054390150831606164,0.0858059186569643
Thực phẩm và đồ uống,signed_volume,2,5,0.07451907262080944,0.0853105792320527
Thực phẩm và đồ uống,volatility_5,2,4,0.04489119370853223,0.0767612834518288
Thực phẩm và đồ uống,momentum_5,2,4,0.035201881578178024,0.059221634141636
Thực phẩm và đồ uống,momentum_20,2,3,0.01730204179548753,0.0398144464534725
Thực phẩm và đồ uống,volatility_20,2,2,0.0263147392475864,0.0361754825789943
Thực phẩm và đồ uống,volume_match,1,1,0.0664635502081257,0.0664635502081257
Thực phẩm và đồ uống,adjust_return,1,1,0.0570633935758226,0.0570633935758226
Thực phẩm và đồ uống,ma_5_gap,1,1,0.0378688624308538,0.0378688624308538
Thực phẩm và đồ uống,ma_10_gap,1,1,0.0359254376495157,0.0359254376495157
Thực phẩm và đồ uống,volume_ratio_5,1,1,0.0226336061864366,0.0226336061864366
Tài nguyên Cơ bản,obv_change,4,7,0.004038541572524314,0.0163147592606849
Tài nguyên Cơ bản,vwap_gap,3,7,0.005493807526851456,0.0252405106141587
Tài nguyên Cơ bản,price_acceleration,3,3,0.012042029375083566,0.0252501811228271
Tài nguyên Cơ bản,range_pct,3,3,0.008028699072161931,0.0202149923893688
Tài nguyên Cơ bản,volatility_20,2,6,0.015860507817408952,0.0262177534504214
Tài nguyên Cơ bản,momentum_20,2,5,0.0072470158320727205,0.0092819866949828
Tài nguyên Cơ bản,return_10,2,5,0.00789774328097162,0.0090170768465919
Tài nguyên Cơ bản,ma_cross_5_20,2,4,0.01251427671867985,0.0233109563093175
Tài nguyên Cơ bản,volume_change,2,4,-0.0017101888504410002,0.0193529594797613
Tài nguyên Cơ bản,intraday_return,2,4,0.0052794534256634,0.0088211725053551
Tài nguyên Cơ bản,volatility_5,2,3,0.008061102782148033,0.0233109563093175
Tài nguyên Cơ bản,upper_shadow,2,3,0.007061573430294,0.0091310695730445
Tài nguyên Cơ bản,body_pct,2,3,0.0057972193213927,0.0088211725053551
Tài nguyên Cơ bản,volume_zscore_20,2,2,0.0080670762763646,0.0246706385644832
Tài nguyên Cơ bản,volatility_ratio,1,3,0.020831954809946998,0.0252501811228271
Tài nguyên Cơ bản,volume_ma_5,1,3,-0.007018151722958499,-0.0009960081421307
Tài nguyên Cơ bản,true_range,1,2,0.00796007339103995,0.0082138549598829
Tài nguyên Cơ bản,signed_volume,1,2,-0.00787286265505045,-0.0043427501327659
Tài nguyên Cơ bản,volatility_10,1,1,0.0201907894221609,0.0201907894221609
Tài nguyên Cơ bản,gap_open,1,1,0.0160855951006075,0.0160855951006075
Tài nguyên Cơ bản,overnight_return,1,1,0.0160855951006075,0.0160855951006075
Tài nguyên Cơ bản,lower_shadow,1,1,0.0092819866949828,0.0092819866949828
Tài nguyên Cơ bản,rolling_min_20_gap,1,1,0.0091310695730445,0.0091310695730445
Tài nguyên Cơ bản,volume_ratio_20,1,1,0.0090170768465919,0.0090170768465919
Tài nguyên Cơ bản,rolling_max_20_gap,1,1,0.004501799568194,0.004501799568194
Xây dựng và Vật liệu,lower_shadow,5,13,0.028677693078431193,0.0424969846569648
Xây dựng và Vật liệu,volatility_5,5,10,0.03777862872926358,0.0526247768155234
Xây dựng và Vật liệu,rolling_min_20_gap,5,9,0.032840443157621885,0.0558747720420162
Xây dựng và Vật liệu,volatility_20,5,7,0.030855725459071986,0.0563826077514657
Xây dựng và Vật liệu,atr_14,4,11,0.032459940511084064,0.0541204773420548
Xây dựng và Vật liệu,true_range,4,10,0.04018071023644787,0.0563826077514657
