sector,stock,combo,test_rel_score,val_rel_score
Dịch vụ tài chính,VCI,"overnight_return,return_10",0.0340155904201284,0.0257593956684367
Dịch vụ tài chính,VCI,"gap_open,return_10",0.0340155904201284,0.0257593956684367
Dịch vụ tài chính,EVF,"volatility_20,ma_50_gap",0.0337527396272518,-0.0068527303917182
Dịch vụ tài chính,VCI,"volume_change,intraday_return",0.0322899886925709,-0.0223446101464659
Dịch vụ tài chính,VCI,"volume_change,body_pct",0.0322899886925709,-0.0223446101464659
Dịch vụ tài chính,FTS,"lower_shadow,volatility_20",0.032255137943658,-0.0465636542415586
Dịch vụ tài chính,CTS,"volume_ratio_20,lower_shadow",0.0321271046814134,-0.0153797257004941
Dịch vụ tài chính,FTS,volatility_ratio,0.0319593097269299,0.0428263884258087
Dịch vụ tài chính,VCI,volume_change,0.0318448059143295,-0.0375406146234924
Dịch vụ tài chính,EVF,"return_10,volatility_20",0.031279978890095,-0.024508363703444
Dịch vụ tài chính,FTS,"volume_ratio_5,close_low_gap",0.030152262406195,0.0209141682046669
Dịch vụ tài chính,FTS,"volatility_ratio,obv_change",0.029635000523249,0.0365234982293585
Dịch vụ tài chính,FTS,price_acceleration,0.0288874437385804,0.0332104707728985
Dịch vụ tài chính,CTS,"volume_zscore_20,overnight_return",0.0284346489318338,-0.0104453132276394
Dịch vụ tài chính,CTS,"volume_zscore_20,gap_open",0.0284346489318338,-0.0104453132276394
Dịch vụ tài chính,FTS,"price_acceleration,obv_change",0.0283637118493146,0.0340365632247059
Dịch vụ tài chính,EVF,"close_low_gap,return_3",0.0278851681534157,-0.0235281035548706
Dịch vụ tài chính,FTS,"volume_zscore_20,close_low_gap",0.0268455508934141,0.0184864533001672
Dịch vụ tài chính,CTS,"volume_ratio_5,range_pct",0.0265062917773334,0.0350422960613753
Dịch vụ tài chính,EVF,"volume_ratio_5,lower_shadow",0.0262890749995508,-0.0326999313742666
Dịch vụ tài chính,CTS,"volume_zscore_20,vwap_gap",0.02534061407299,0.0081561575385369
Dịch vụ tài chính,HCM,"volume_ratio_5,volume_zscore_20",0.0245080508497583,-0.017050759264507
Dịch vụ tài chính,CTS,"overnight_return,return_3",0.0242743621101125,0.0304754743928592
Dịch vụ tài chính,CTS,"gap_open,return_3",0.0242743621101125,0.0304754743928592
Dịch vụ tài chính,EVF,"volatility_5,volatility_20",0.0242010387792764,0.0233485402869501
Dịch vụ tài chính,CTS,"atr_gap,obv_change",0.0236936357130436,-0.0108231846681063
Dịch vụ tài chính,CTS,"volume_zscore_20,upper_shadow",0.0229448744575024,-0.0270858324468132
Dịch vụ tài chính,CTS,"volume_change,vwap_gap",0.0225930157489832,0.0017155591221741
Dịch vụ tài chính,VND,"volume_ma_5,intraday_return",0.0221183877702577,-0.1064260145958977
Dịch vụ tài chính,VND,"volume_ma_5,body_pct",0.0221183877702577,-0.1064260145958977
Dịch vụ tài chính,VND,"close_position,volatility_5",0.0214352550585145,-0.0258500218777129
Dịch vụ tài chính,VND,"intraday_return,vwap_gap",0.0211744075106752,-0.0234556486291273
Dịch vụ tài chính,VND,"body_pct,vwap_gap",0.0211744075106752,-0.0234556486291273
Dịch vụ tài chính,VND,"rolling_max_20_gap,rolling_min_20_gap",0.0211064035564035,-0.0504984688755072
Dịch vụ tài chính,VND,"ma_10_gap,rolling_max_20_gap",0.0208657975831173,-0.0521380977647054
Dịch vụ tài chính,EVF,"close_low_gap,momentum_5",0.0202453916091933,-0.05759532458638
Dịch vụ tài chính,EVF,"volatility_20,rolling_min_20_gap",0.0198796415143897,-0.035560918559464
Dịch vụ tài chính,VND,"lower_shadow,ma_5_gap",0.0194582511219676,-0.0355817764946684
Dịch vụ tài chính,SSI,"range_pct,rolling_min_20_gap",0.0194299936492635,-0.0412924555025755
Dịch vụ tài chính,VND,"return_3,ma_5_gap",0.0190139519088721,-0.0318378703907313
Dịch vụ tài chính,EVF,"momentum_5,volatility_20",0.0189992784842087,-0.0173016421515967
Dịch vụ tài chính,EVF,"return_3,ma_50_gap",0.0189983207629199,-0.0196416683976055
Dịch vụ tài chính,HCM,"volume_ratio_5,obv_change",0.0161249500971037,0.0306934945750875
Dịch vụ tài chính,HCM,"volume_ratio_20,upper_shadow",0.0160063317370008,-0.0063622840314789
Dịch vụ tài chính,SSI,"high_close_gap,ma_5_gap",0.0144707422953576,-0.0232895991767998
Dịch vụ tài chính,HCM,"vwap_gap,obv_change",0.0136459373651873,0.0163094777519632
Dịch vụ tài chính,SSI,"adjust_return,high_close_gap",0.0131991460723671,-0.0225440433747361
Dịch vụ tài chính,SSI,"range_pct,lower_shadow",0.0130432688577422,-0.0014605897575235
Dịch vụ tài chính,SSI,"high_close_gap,ma_50_gap",0.0129129162342659,-0.0116689992990328
Dịch vụ tài chính,HCM,"volume_ratio_5,volume_ratio_20",0.0127627020647129,-0.0015462501112442
Dịch vụ tài chính,HCM,"volume_ratio_20,volume_zscore_20",0.0122773931670782,-0.0035496215901753
Dịch vụ tài chính,SSI,"overnight_return,gap_open",0.0122459412693646,-0.0410769409151181
Dịch vụ tài chính,SSI,overnight_return,0.012245938274507,-0.0410768937826184
Dịch vụ tài chính,SSI,gap_open,0.012245938274507,-0.0410768937826184
Dịch vụ tài chính,SSI,adjust_return,0.0122370341766124,-0.0090720913817456
Dịch vụ tài chính,SSI,"high_close_gap,ma_10_gap",0.0122031456246176,-0.0243256823172715
Dịch vụ tài chính,HCM,vwap_gap,0.0120159211302373,0.0166277120528693
Dịch vụ tài chính,HCM,"volume_zscore_20,intraday_return",0.011713308030992,0.0134326984127152
Dịch vụ tài chính,HCM,"volume_zscore_20,body_pct",0.011713308030992,0.0134326984127152
Hàng & Dịch vụ Công nghiệp,PVT,"close_low_gap,return_10",0.1027115650427542,-0.0248600952275703
Hàng & Dịch vụ Công nghiệp,PVT,"volume_match,vwap_gap",0.1005409191891298,-0.0610920906187788
Hàng & Dịch vụ Công nghiệp,PVT,"close_low_gap,volatility_ratio",0.0902828772892493,-0.0679490952617996
Hàng & Dịch vụ Công nghiệp,PVT,"return_3,ma_10_gap",0.0900119900199452,-0.0146236767782976
Hàng & Dịch vụ Công nghiệp,PVT,"volatility_5,rolling_min_20_gap",0.0866791181272669,-0.0215296043697668
Hàng & Dịch vụ Công nghiệp,PVT,"range_pct,volatility_5",0.0852223627965258,-0.0072804560689461
Hàng & Dịch vụ Công nghiệp,PVT,"intraday_return,rolling_min_20_gap",0.0843915512541362,-0.0362164740137394
Hàng & Dịch vụ Công nghiệp,PVT,"body_pct,rolling_min_20_gap",0.0843915512541362,-0.0362164740137394
Hàng & Dịch vụ Công nghiệp,PVT,"volume_match,return_10",0.0843776295746279,-0.0755969875188338
Hàng & Dịch vụ Công nghiệp,PVT,"volume_ma_5,high_close_gap",0.0831329307346268,-0.0946623900187204
Hàng & Dịch vụ Công nghiệp,VSC,"ma_20_gap,rolling_max_20_gap",0.0692331135275108,-0.012493516518915
Hàng & Dịch vụ Công nghiệp,GEX,"volume_match,volume_zscore_20",0.0683233195839585,-0.0586272312570643
Hàng & Dịch vụ Công nghiệp,VSC,"ma_50_gap,rolling_max_20_gap",0.0648394624347361,-0.0075950427665965
Hàng & Dịch vụ Công nghiệp,GEX,"volume_match,volume_ratio_20",0.0646202510718269,-0.0547006686159916
Hàng & Dịch vụ Công nghiệp,VSC,"momentum_20,ma_20_gap",0.0615028307182266,-0.0256596056269087
Hàng & Dịch vụ Công nghiệp,VSC,"ma_5_gap,rolling_min_20_gap",0.0599485845748788,-0.0188416389144914
Hàng & Dịch vụ Công nghiệp,GEX,"volume_match,vwap_gap",0.0589250717171108,-0.0555190944608732
Hàng & Dịch vụ Công nghiệp,GEX,volume_match,0.0586423653910512,-0.0555193294763829
Hàng & Dịch vụ Công nghiệp,VSC,"close_low_gap,rolling_min_20_gap",0.0574361046293299,-0.0068299962677633
Hàng & Dịch vụ Công nghiệp,GEX,"volume_match,volume_ratio_5",0.0571093709026343,-0.054972469121939
Hàng & Dịch vụ Công nghiệp,VSC,"range_pct,atr_gap",0.056983603846616,-0.0197013221355037
Hàng & Dịch vụ Công nghiệp,VSC,"price_acceleration,rolling_min_20_gap",0.0555874079694712,-0.0138150905993019
Hàng & Dịch vụ Công nghiệp,VSC,"momentum_20,rolling_max_20_gap",0.05540979371973,-0.0531461368235564
Hàng & Dịch vụ Công nghiệp,GEX,"volume_match,obv_change",0.0547237480091281,-0.0580133546171734
Hàng & Dịch vụ Công nghiệp,VSC,"ma_10_gap,rolling_max_20_gap",0.0545892510358179,0.0059860499300318
Hàng & Dịch vụ Công nghiệp,GEX,"volume_match,volume_change",0.0541427777902678,-0.0599949411114357
Hàng & Dịch vụ Công nghiệp,GEX,"volume_match,volume_ma_5",0.0529331019302737,-0.0386556275267462
Hàng & Dịch vụ Công nghiệp,VSC,"lower_shadow,rolling_min_20_gap",0.052619734240173,-0.0224121453472445
Hàng & Dịch vụ Công nghiệp,GEX,"volume_ma_5,upper_shadow",0.0516740646600792,-0.01878134994
Hàng & Dịch vụ Công nghiệp,GEX,"volume_match,upper_shadow",0.0516023348167993,-0.0534637981168772
Hàng & Dịch vụ Công nghiệp,VTP,"volume_match,volume_change",0.047643694758829,-0.0964662316862603
Hàng & Dịch vụ Công nghiệp,VTP,"volume_match,overnight_return",0.0346494003413321,-0.1131548286113406
Hàng & Dịch vụ Công nghiệp,VTP,"volume_match,gap_open",0.0346494003413321,-0.1131548286113406
Hàng & Dịch vụ Công nghiệp,VTP,"volume_match,volume_ratio_5",0.0331315128252399,-0.0810117977926545
Hàng & Dịch vụ Công nghiệp,VTP,"overnight_return,vwap_gap",0.0317965407816408,-0.0431515251096188
Hàng & Dịch vụ Công nghiệp,VTP,"gap_open,vwap_gap",0.0317965407816408,-0.0431515251096188
Hàng & Dịch vụ Công nghiệp,VTP,"volume_change,atr_gap",0.030820861577579,0.0282386732133097
Hàng & Dịch vụ Công nghiệp,VTP,"volume_match,atr_gap",0.0308040251521363,-0.0900743054891053
Hàng & Dịch vụ Công nghiệp,VTP,"volume_ratio_20,rolling_min_20_gap",0.0285898956285602,-0.0098377940335789
Hàng & Dịch vụ Công nghiệp,VTP,"volatility_20,vwap_gap",0.0283896654360077,0.0096333572352289
Hàng & Dịch vụ Công nghiệp,GMD,"range_pct,momentum_5",0.0243689624510651,-0.031711342663464
Hàng & Dịch vụ Công nghiệp,GMD,"volume_zscore_20,close_low_gap",0.0214417263850021,0.0029552338642707
Hàng & Dịch vụ Công nghiệp,GMD,"range_pct,ma_cross_5_20",0.0196193807619585,-0.038735219007344
Hàng & Dịch vụ Công nghiệp,GMD,"adjust_return,rolling_max_20_gap",0.0193845389486104,0.0052488608819943
Hàng & Dịch vụ Công nghiệp,GMD,"return_10,ma_cross_5_20",0.0182327629967116,-0.0108045862151739
Hàng & Dịch vụ Công nghiệp,GMD,"rolling_max_20_gap,rolling_min_20_gap",0.018117766709975,0.0190801032104551
Hàng & Dịch vụ Công nghiệp,GMD,"momentum_5,ma_cross_5_20",0.0178960575419303,-0.016802091104431
Hàng & Dịch vụ Công nghiệp,GMD,"volatility_5,volatility_20",0.0166506297403835,-0.0184990472394039
Hàng & Dịch vụ Công nghiệp,GMD,"ma_50_gap,rolling_min_20_gap",0.0163330122350477,0.0077879457142462
Hàng & Dịch vụ Công nghiệp,GMD,"intraday_return,momentum_5",0.0153499723126991,-0.0176842785278719
Hàng cá nhân & Gia dụng,PNJ,"volume_ma_20,close_low_gap",0.0642869405626004,-0.2410975974445681
Hàng cá nhân & Gia dụng,TLG,"high_close_gap,obv_change",0.0626035731545644,0.0335629432919322
Hàng cá nhân & Gia dụng,TLG,high_close_gap,0.0612531094555717,0.0319752704441909
Hàng cá nhân & Gia dụng,TLG,"ma_10_gap,vwap_gap",0.0600340899460789,-0.0545018861418118
Hàng cá nhân & Gia dụng,TLG,"adjust_return,vwap_gap",0.0577824577932997,-0.0306160500757919
Hàng cá nhân & Gia dụng,PNJ,"volume_ma_20,volatility_20",0.0574027410575305,-0.188469815112225
Hàng cá nhân & Gia dụng,TLG,"close_return,vwap_gap",0.0556877227272812,-0.0275998428681767
Hàng cá nhân & Gia dụng,TLG,"range_pct,close_low_gap",0.0539370962678054,-0.0159259222060577
Hàng cá nhân & Gia dụng,TLG,"intraday_return,vwap_gap",0.0536463869332074,0.0554183216630129
Hàng cá nhân & Gia dụng,TLG,"body_pct,vwap_gap",0.0536463869332074,0.0554183216630129
Hàng cá nhân & Gia dụng,TLG,"overnight_return,high_close_gap",0.0529516155129882,0.0182021108434938
Hàng cá nhân & Gia dụng,TLG,"gap_open,high_close_gap",0.0529516155129882,0.0182021108434938
Hàng cá nhân & Gia dụng,PNJ,"range_pct,close_position",0.0439558730292755,-0.0722325231342559
Hàng cá nhân & Gia dụng,PNJ,"volume_ma_20,volatility_10",0.0380352940453823,-0.1791691964396364
Hàng cá nhân & Gia dụng,PNJ,"high_close_gap,close_position",0.0330746501833886,-0.0241298158963469
Hàng cá nhân & Gia dụng,PNJ,"close_position,atr_gap",0.0327531857812322,-0.0369675933681721
Hàng cá nhân & Gia dụng,PNJ,"volume_ma_20,volatility_5",0.0318717950723542,-0.2408610820275079
Hàng cá nhân & Gia dụng,PNJ,"volume_ma_20,vwap_gap",0.0305704408615165,-0.239101560460001
Hàng cá nhân & Gia dụng,PNJ,"volume_ma_20,range_pct",0.028734980963622,-0.1880753740286165
Hàng cá nhân & Gia dụng,PNJ,"close_position,volatility_ratio",0.0280248118345122,-0.0558333635407151
Hóa chất,PHR,"high_close_gap,price_acceleration",0.1031662664489346,-0.0284193112912485
Hóa chất,PHR,"range_pct,volatility_5",0.1024708547502395,-0.0151101852639887
Hóa chất,PHR,"high_close_gap,volatility_5",0.0915683923853192,-0.0675373355615465
Hóa chất,PHR,"upper_shadow,return_3",0.0904711858385786,-0.0153286797606877
Hóa chất,PHR,"momentum_20,volatility_5",0.0903046220860134,-0.0301466308514652
Hóa chất,PHR,"intraday_return,price_acceleration",0.0890604116602912,-0.0318773967677641
Hóa chất,PHR,"body_pct,price_acceleration",0.0890604116602912,-0.0318773967677641
Hóa chất,PHR,"volume_ratio_20,volatility_5",0.0888793746651864,-0.0312799574642399
Hóa chất,PHR,"volatility_20,rolling_min_20_gap",0.0883882364595135,-0.0279191761606052
Hóa chất,PHR,"volatility_20,ma_50_gap",0.0864019936810757,-0.0434127054208448
Hóa chất,DPM,"close_position,volatility_10",0.0844282830770281,-0.0031171541214918
Hóa chất,DPM,"volume_ratio_20,volatility_ratio",0.0693903570263737,0.0406654979829792
Hóa chất,DPM,"volume_zscore_20,volatility_ratio",0.0627460249307669,0.039134761253136
Hóa chất,DCM,"close_low_gap,rolling_max_20_gap",0.0594203619178582,0.0085310139025275
Hóa chất,DCM,"close_position,rolling_max_20_gap",0.0565469722012321,-0.0393773252374773
Hóa chất,DCM,"rolling_max_20_gap,obv_change",0.0564299527290679,-0.0192390770901553
Hóa chất,DCM,rolling_max_20_gap,0.0562101341067849,-0.01784323114059
Hóa chất,DCM,"overnight_return,rolling_max_20_gap",0.0559845250649101,-0.0553586403684323
Hóa chất,DCM,"gap_open,rolling_max_20_gap",0.0559845250649101,-0.0553586403684323
Hóa chất,DCM,"close_position,return_10",0.0554065213391378,-0.0460010374311092
Hóa chất,DCM,"volatility_10,rolling_max_20_gap",0.0552743601708719,0.0039872399311831
Hóa chất,DPM,"intraday_return,volatility_ratio",0.0536324259099287,0.035683193416374
Hóa chất,DPM,"body_pct,volatility_ratio",0.0536324259099287,0.035683193416374
Hóa chất,DPM,"volume_ma_20,rolling_min_20_gap",0.0524735835839297,-0.0027963429679482
Hóa chất,DPM,"volume_ratio_20,rolling_min_20_gap",0.052154315134606,0.0218179439631455
Hóa chất,DCM,"intraday_return,return_10",0.0513419444976107,-0.0510937608811963
Hóa chất,DCM,"body_pct,return_10",0.0513419444976107,-0.0510937608811963
Hóa chất,DPM,"close_low_gap,volatility_ratio",0.0494494883029837,0.0030389074299647
Hóa chất,DPM,"volume_ma_20,overnight_return",0.0460748485692765,0.0077500052458607
Hóa chất,DPM,"volume_ma_20,gap_open",0.0460748485692765,0.0077500052458607
Hóa chất,GVR,"momentum_5,volatility_20",0.0441574529794618,-0.0686115397783269
Hóa chất,GVR,"lower_shadow,return_10",0.0427995571259959,-0.0838435510151036
Hóa chất,DGC,"price_acceleration,ma_cross_5_20",0.0403040546324451,0.0072934593542086
Hóa chất,GVR,"volume_change,volatility_20",0.0402020575203643,-0.0149093494951106
Hóa chất,GVR,"volume_ratio_20,momentum_5",0.0401688996521744,-0.0188691203094266
Hóa chất,GVR,"volatility_20,obv_change",0.0397254602872121,-0.0153255539682954
Hóa chất,GVR,"volatility_20,ma_cross_5_20",0.0397143125128861,-0.0481189957527403
Hóa chất,GVR,"momentum_5,volatility_10",0.0392972857531712,-0.0321480699746656
Hóa chất,GVR,"return_10,volatility_10",0.038790350328078,-0.0753237802913424
Hóa chất,GVR,volatility_20,0.0374332049277319,-0.0162315468232669
Hóa chất,GVR,"momentum_5,vwap_gap",0.0363730678654277,-0.0188055844823382
Hóa chất,DGC,price_acceleration,0.0332983262140902,-0.0048821944655506
Hóa chất,DGC,"range_pct,return_3",0.0327742002135267,-0.0208690007472145
Hóa chất,DGC,"price_acceleration,obv_change",0.0319162374123346,-0.0052337649071507
Hóa chất,DGC,"volatility_5,volatility_20",0.0280925493003002,0.019461006841247
Hóa chất,DGC,"volatility_20,volatility_ratio",0.0259567207862515,-0.0027555681889728
Hóa chất,DGC,"return_3,volatility_ratio",0.0259027099029572,-0.0122570116403712
Hóa chất,DGC,"overnight_return,price_acceleration",0.0257862173379845,0.0044865142857124
Hóa chất,DGC,"gap_open,price_acceleration",0.0257862173379845,0.0044865142857124
Hóa chất,DGC,"range_pct,close_low_gap",0.0252115486134144,0.0367497206738818
Ngân hàng,TPB,"ma_20_gap,ma_50_gap",0.084533940041817,-0.0513119691705088
Ngân hàng,MBB,"intraday_return,ma_5_gap",0.0681147428018613,-0.0542804184328022
Ngân hàng,MBB,"body_pct,ma_5_gap",0.0681147428018613,-0.0542804184328022
Ngân hàng,SHB,"overnight_return,volatility_ratio",0.0603123075691851,-0.1153003867218274
Ngân hàng,SHB,"gap_open,volatility_ratio",0.0603123075691851,-0.1153003867218274
Ngân hàng,BID,"intraday_return,close_position",0.0601711526945627,-0.0781600794586043
Ngân hàng,BID,"body_pct,close_position",0.0601711526945627,-0.0781600794586043
Ngân hàng,HDB,"close_low_gap,volatility_5",0.0599754956933837,-0.0160871163929672
Ngân hàng,TPB,"volatility_20,vwap_gap",0.0557453591191305,0.0554162977888937
Ngân hàng,MBB,"adjust_return,intraday_return",0.053767962034293,-0.0474009974863476
Ngân hàng,MBB,"adjust_return,body_pct",0.053767962034293,-0.0474009974863476
Ngân hàng,SHB,"volatility_5,vwap_gap",0.0534095674588103,-0.0786278416717358
Ngân hàng,STB,"close_low_gap,rolling_max_20_gap",0.0523251428239797,-0.0149138110763211
Ngân hàng,MBB,"ma_5_gap,obv_change",0.0515838510102248,-0.0290433976229111
Ngân hàng,VCB,"overnight_return,upper_shadow",0.0512017679415482,-0.0288416166938039
Ngân hàng,VCB,"gap_open,upper_shadow",0.0512017679415482,-0.0288416166938039
Ngân hàng,MBB,"intraday_return,return_3",0.0504803768685946,-0.0533732598186276
Ngân hàng,MBB,"body_pct,return_3",0.0504803768685946,-0.0533732598186276
Ngân hàng,SHB,"return_10,volatility_ratio",0.0502763928919594,-0.1275401709629093
Ngân hàng,HDB,"momentum_5,volatility_10",0.0502375767720079,-0.0920730495421562
Ngân hàng,MBB,"intraday_return,momentum_5",0.0501900428953753,-0.060119826182724
Ngân hàng,MBB,"body_pct,momentum_5",0.0501900428953753,-0.060119826182724
Ngân hàng,HDB,"intraday_return,momentum_20",0.0501489114713867,-0.0369732498656871
Ngân hàng,HDB,"body_pct,momentum_20",0.0501489114713867,-0.0369732498656871
Ngân hàng,TPB,"ma_10_gap,ma_50_gap",0.0499503026999809,-0.0332705561021153
Ngân hàng,MBB,ma_5_gap,0.0496516509757613,-0.0297234016905596
Ngân hàng,BID,"close_position,ma_10_gap",0.0484451729292989,-0.057717652528447
Ngân hàng,BID,"adjust_return,close_position",0.0482150191839511,-0.0405370259065684
Ngân hàng,SHB,"volatility_ratio,vwap_gap",0.047820645641892,-0.1379898614586627
Ngân hàng,EIB,"return_10,price_acceleration",0.0469555645851119,-0.0283806323386646
Ngân hàng,ACB,"high_close_gap,return_10",0.0459899663015084,-0.0379837024532061
Ngân hàng,TPB,"lower_shadow,volatility_20",0.0458839851267197,-0.0176073615678569
Ngân hàng,TPB,"lower_shadow,vwap_gap",0.0447672875762225,-0.0047633971661529
Ngân hàng,TPB,"ma_5_gap,ma_20_gap",0.0444713574850142,-0.0167002988510713
Ngân hàng,TPB,"ma_10_gap,ma_20_gap",0.0440533112177413,-0.0236234665454762
Ngân hàng,TPB,"volume_ratio_5,ma_50_gap",0.0439970668287172,-0.0333835467871033
Ngân hàng,BID,"close_position,ma_5_gap",0.0439228401719223,-0.0386190211329524
Ngân hàng,SHB,"volume_ratio_20,volatility_5",0.0439072147828975,-0.1147372526524681
Ngân hàng,SHB,"volatility_20,volatility_ratio",0.0439022783108101,-0.1755144461392672
Ngân hàng,HDB,"intraday_return,momentum_5",0.0436467616942441,-0.0524306827328473
Ngân hàng,HDB,"body_pct,momentum_5",0.0436467616942441,-0.0524306827328473
Ngân hàng,BID,"return_3,ma_50_gap",0.0431881028321744,-0.0128442126563717
Ngân hàng,STB,"intraday_return,signed_volume",0.043173665896254,0.0108013288020012
Ngân hàng,STB,"body_pct,signed_volume",0.043173665896254,0.0108013288020012
Ngân hàng,BID,"close_position,upper_shadow",0.0430731876272143,-0.1204922120619071
Ngân hàng,SHB,volatility_ratio,0.0429529439180491,-0.1379899638039237
Ngân hàng,HDB,"volume_ratio_5,close_low_gap",0.0426566023426843,0.0086267570104986
Ngân hàng,CTG,"close_position,vwap_gap",0.0426016816247729,0.019965197970858
Ngân hàng,VPB,volatility_ratio,0.0425736111155039,0.057674071746826
Ngân hàng,HDB,"intraday_return,ma_cross_5_20",0.0425094774113375,-0.0434582975542547
Ngân hàng,HDB,"body_pct,ma_cross_5_20",0.0425094774113375,-0.0434582975542547
Ngân hàng,HDB,"volume_ratio_5,high_close_gap",0.0423793763630081,0.0171853368699073
Ngân hàng,SHB,"volatility_5,obv_change",0.0419679670923468,-0.0898689456335477
Ngân hàng,SHB,"upper_shadow,lower_shadow",0.0418109475267512,-0.1236299157980711
Ngân hàng,ACB,return_10,0.0416023327770341,-0.0323768819926764
Ngân hàng,ACB,"high_close_gap,vwap_gap",0.041493229682976,-0.0162504006041857
Ngân hàng,STB,"close_low_gap,volatility_5",0.0412745849754044,0.0425235665347126
Ngân hàng,ACB,"return_10,obv_change",0.0411707575734389,-0.0330123697244439
Ngân hàng,STB,"intraday_return,volatility_5",0.0411090735243306,0.0283459685706849
Ngân hàng,STB,"body_pct,volatility_5",0.0411090735243306,0.0283459685706849
Ngân hàng,ACB,"high_close_gap,return_3",0.0405800768869444,-0.0161198675339986
Ngân hàng,ACB,"return_10,volatility_5",0.0402456460733855,-0.0236100642751981
Ngân hàng,BID,"close_return,close_position",0.0402055269880093,-0.0423401020939582
Ngân hàng,STB,"high_close_gap,obv_change",0.0401725908047667,0.0062891666138118
Ngân hàng,BID,"close_position,rolling_max_20_gap",0.0401564435844411,-0.065022763911952
Ngân hàng,TPB,volatility_20,0.0401112825682149,0.0554162090927377
Ngân hàng,VCB,"intraday_return,vwap_gap",0.040097828919367,0.0625459432215366
Ngân hàng,VCB,"body_pct,vwap_gap",0.040097828919367,0.0625459432215366
Ngân hàng,STB,high_close_gap,0.0400830839933288,0.0047679708317572
Ngân hàng,VPB,"volume_ma_20,obv_change",0.0399909715814856,-0.0068910542717293
Ngân hàng,TPB,"lower_shadow,obv_change",0.0398340817803157,-0.0076359900799953
Ngân hàng,BID,"close_position,obv_change",0.0398003202757639,-0.0390092310675505
Ngân hàng,ACB,"high_close_gap,close_position",0.0392021740308438,-0.0361802768467995
Ngân hàng,VPB,"overnight_return,volatility_ratio",0.0390441672692114,0.0423159942617336
Ngân hàng,VPB,"gap_open,volatility_ratio",0.0390441672692114,0.0423159942617336
Ngân hàng,STB,"ma_50_gap,signed_volume",0.0387019883338859,-0.0185664860089025
Ngân hàng,ACB,"price_acceleration,ma_50_gap",0.0386470656576652,-0.0085910154742261
Ngân hàng,ACB,"return_3,return_10",0.0381606148190329,-0.0146177286044959
Ngân hàng,CTG,"close_low_gap,vwap_gap",0.0381014449863039,0.0182589132476532
Ngân hàng,STB,"range_pct,ma_50_gap",0.038005610263182,0.0237042711763697
Ngân hàng,VCB,"close_low_gap,vwap_gap",0.0377563599416812,0.0155257053659501
Ngân hàng,ACB,"volume_ratio_5,return_10",0.0377209884811839,-0.0458165551584843
Ngân hàng,VPB,"volatility_ratio,obv_change",0.0359602177853919,0.0298907666668917
Ngân hàng,VPB,"volatility_ratio,vwap_gap",0.0348580269410414,0.0576739445174692
Ngân hàng,CTG,"volume_ratio_20,vwap_gap",0.0345782681722551,0.0203847865570369
Ngân hàng,TCB,"rolling_min_20_gap,vwap_gap",0.034345561289485,-0.0073797474506127
Ngân hàng,EIB,"volume_ratio_20,return_10",0.0341637314350881,-0.0109895280552849
Ngân hàng,TCB,"volatility_10,vwap_gap",0.0318514043722176,0.0529952119111666
Ngân hàng,TCB,"return_10,vwap_gap",0.030865642606522,0.0219288289239875
Ngân hàng,CTG,"high_close_gap,vwap_gap",0.0306709305423497,0.0291880553343634
Ngân hàng,EIB,"intraday_return,rolling_max_20_gap",0.0305142213764414,-0.0040657007005477
Ngân hàng,EIB,"body_pct,rolling_max_20_gap",0.0305142213764414,-0.0040657007005477
Ngân hàng,CTG,close_low_gap,0.0301635228913029,0.0182588803727712
Ngân hàng,VPB,"volume_ma_20,vwap_gap",0.0300184140062441,-0.0096272472160023
Ngân hàng,VCB,"range_pct,volatility_10",0.0284958473863478,0.0377537869264492
Ngân hàng,TCB,volatility_10,0.028302685935524,0.0529953139071153
Ngân hàng,TCB,"ma_cross_5_20,vwap_gap",0.0282998371939047,0.0317239432831941
Ngân hàng,TCB,"volatility_20,vwap_gap",0.0282331089694065,0.0179907911875769
Ngân hàng,TCB,"volatility_5,vwap_gap",0.0281450265255454,0.0457648090081741
Ngân hàng,CTG,"close_low_gap,volatility_5",0.028121865412386,0.0021836325234309
Ngân hàng,TCB,"volume_zscore_20,volatility_10",0.0278050989211795,-0.0265597074394283
Ngân hàng,TCB,"volatility_10,obv_change",0.0275399964528879,0.055380760177661
Ngân hàng,EIB,"intraday_return,return_10",0.0274740108640211,-0.0110436094103012
Ngân hàng,EIB,"body_pct,return_10",0.0274740108640211,-0.0110436094103012
Ngân hàng,VCB,"close_position,upper_shadow",0.0274655731272709,0.0302810039337791
Ngân hàng,TCB,"upper_shadow,vwap_gap",0.0274345693147017,0.0225736534241942
Ngân hàng,EIB,"intraday_return,momentum_5",0.0266608536294263,-0.0049826420586625
Ngân hàng,EIB,"body_pct,momentum_5",0.0266608536294263,-0.0049826420586625
Ngân hàng,EIB,"volume_ratio_5,return_10",0.0266122161519254,-0.0028993547935309
Ngân hàng,VIB,vwap_gap,0.0263081132249792,-0.0635971050558033
Ngân hàng,VIB,"volume_change,atr_gap",0.0262888202186079,-0.0424105442897673
Ngân hàng,CTG,"ma_10_gap,ma_20_gap",0.0260416217839801,-0.0165801483711112
Ngân hàng,VPB,volume_ma_20,0.025991079358321,-0.0096256478982361
Ngân hàng,VIB,"lower_shadow,atr_gap",0.0258161874396851,-0.060224349965924
Ngân hàng,CTG,"close_low_gap,momentum_5",0.0252627032835269,0.0263152204460673
