run_name,target_mode,stocks,feature_columns,window_size,lstm_units,best_lstm_model,best_lstm_val_rel_score,best_lstm_test_rel_score,lstm_test_rel_score,lstm_ensemble_test_rel_score,lstm_signmag_ensemble_test_rel_score,lstm_attention_ensemble_test_rel_score,run_dir
bds_return3d_attention_ens5_lr2e4,return_3d,"VHM,KDH,NLG,DIG,DXG,PDR,NVL","alpha_sector,vwap_gap_20,volatility_20,gap_open,ma_200_gap,bb_width,rsi_14,day_of_week,vingroup_momentum,vnindex_return",10,"[48, 24]",lstm_attention_seed_82,0.013001364663901449,0.007574757833291645,-0.003736136964244352,0.00011038203802671287,4.409355922740943e-05,-0.01291251919078018,data/processed/assets/data_info_vn/history/training_runs/bds_return3d_attention_ens5_lr2e4
