target_mode,run_count,best_run_name,best_lstm_model,max_best_lstm_test_rel_score,median_best_lstm_test_rel_score,mean_best_lstm_test_rel_score,median_best_lstm_val_rel_score
return_3d,1,bds_return3d_attention_ens5_lr2e4,lstm_attention_seed_82,0.007574757833291645,0.007574757833291645,0.007574757833291645,0.013001364663901449
