Date,index_proxy_return,index_proxy,baseline_q90_abs_error,best_q90_abs_error,index_proxy_rebased
2020-04-01,0.02846572959003976,3.0156462354474356,0.055550617133333334,0.054883706883632095,100.0
2020-04-03,0.029656450655311056,3.1050795992228566,0.059080729723333336,0.061989419892695095,102.96564506553109
2020-04-06,0.04958920721723352,3.259058034894723,0.049446120960000006,0.051076391882567,108.07162977494183
2020-04-07,0.013723522989261449,3.303783792759938,0.04451821640666667,0.045816259928358714,109.5547532706452
2020-04-08,0.011082272824392374,3.3403972261041095,0.05524852118000002,0.05443327112388216,110.76886893559947
2020-04-09,0.024110639470565725,3.4209363393111833,0.03245628594266667,0.03352252187081179,113.43957719906805
2020-04-10,-0.00046983318501029133,3.4193290698951673,0.044266041486666664,0.0440793317481013,113.38627952120639
2020-04-13,0.010280778369150846,3.4544824342339537,0.05252167485000001,0.05112507213172803,114.55197873106648
2020-04-14,0.0069592331307962415,3.478522982840028,0.06000285219800002,0.05823399490293139,115.34917265664998
2020-04-15,0.022025775815629176,3.5551401502295765,0.04835935929666668,0.0470093349922027,117.88982767410367
2020-04-16,0.00996569538579049,3.590569594020558,0.05697712568666668,0.05656807973616925,119.06468178578713
2020-04-17,0.01985375230494416,3.661855873373906,0.05994114016500004,0.061039638962914984,121.42856248622915
2020-04-20,0.005982742298439564,3.6837638133983295,0.06810770532266668,0.0679733161217516,122.15503828325423
2020-04-21,-0.04035389186158316,3.5351096068288403,0.04252446860000001,0.04606099711955768,117.22560707802423
2020-04-22,0.015486997280145248,3.589857839694814,0.0381983728,0.034180195263403663,119.04107973600497
2020-04-23,0.006799677059181509,3.61426771369311,0.032079396013333344,0.031063282249537184,119.8505206349861
2020-04-24,0.006378105751503993,3.637319895385291,0.063880264706,0.06346576767290844,120.61493992996884
2020-04-27,0.0034551705380452594,3.649887455925272,0.03511023505166667,0.03323365272786121,121.03168511686295
2020-04-28,0.0019041489978441515,3.656837385466716,0.026877532713333332,0.025818883308499994,121.26214747878564
2020-04-29,0.005688216782141313,3.6776382692522898,0.046432095523333335,0.04784893605812227,121.95191286111296
2020-05-04,-0.014907774138646924,3.622812868570632,0.03306805341433334,0.03252611956437209,120.13388128840351
2020-05-05,0.004305352605313215,3.6384103553928946,0.0563449390366667,0.05728333222681429,120.65110000719493
2020-05-06,0.02196960021023032,3.7183447763016386,0.03824600480566667,0.03565835503693553,123.30175643927753
2020-05-07,0.013353003639356579,3.7679958476319766,0.04054469284666668,0.03763135017878782,124.94820524175023
2020-05-08,0.008911188414431406,3.8015731685750205,0.04845100446666667,0.0467532069541122,126.06164224070453
2020-05-11,0.01809961437094731,3.8703801769291686,0.05241353763333335,0.05017304713416263,128.3433093522296
2020-05-12,0.01522522702245416,3.9293075937861217,0.03906498647833335,0.03684598709555575,130.29736537393038
2020-05-13,0.007716229548854065,3.9596270331478305,0.031748278101666666,0.03198223555210439,131.3027697547665
2020-05-14,-0.003405458226776383,3.946142688692831,0.03051776579,0.03115922297474263,130.8556236573066
2020-05-15,-0.010769868610285678,3.9036432504181695,0.04151266019666669,0.04332298141800098,129.44632578360043
2020-05-18,0.010198512549893974,3.9434546050978683,0.035544118970000003,0.0330179548709923,130.76648576164214
2020-05-19,0.009527254189759313,3.9810248995064126,0.0386470602,0.03937976001526534,132.01233131099485
2020-05-20,0.007743980746823029,4.011853879680813,0.028386543673333365,0.02891479756128638,133.0346322630104
2020-05-21,0.0052195195970083565,4.032793829626141,0.0317120458,0.03202875826917715,133.729009133188
2020-05-22,-0.005208159945725262,4.011790394333314,0.050603596,0.050793547242217296,133.032527064239
2020-05-25,0.015027845985950252,4.07207896250727,0.043724260920000015,0.041428001670356596,135.03171939208215
2020-05-26,0.01683110523637345,4.140616552056052,0.04438495643066667,0.04705627749924535,137.30445247141873
2020-05-27,-0.012985191585186564,4.08684985284681,0.02506652128866668,0.023310909534069186,135.52152785057822
2020-05-28,0.0037684611070157165,4.1022509875674755,0.03232625851800001,0.031218913852242392,136.03223545744646
2020-05-29,0.005546409227330771,4.125003750297746,0.04623601962566667,0.04393196236440162,136.78672590340204
2020-06-01,0.01835269674055509,4.200708693180613,0.03724221181,0.039422011208493715,139.29713120204062
2020-06-02,-0.006748771848261164,4.17235906860933,0.04343594556866667,0.04248105668541033,138.35704664444074
2020-06-03,0.011862387578936968,4.221853208999667,0.04864985314866668,0.04717971035413887,139.99829155601418
2020-06-04,0.009268606020547302,4.260983903070469,0.052433606173333334,0.05010794857084144,141.2958805639966
2020-06-05,0.014129505296884264,4.321189497698841,0.05158403667333333,0.04909955328054478,143.2923214568535
2020-06-08,0.01760484594841293,4.397263373119729,0.027381899012633343,0.02901929931964001,145.81496070169186
2020-06-09,-0.001975517736445145,4.3885765013343105,0.03139360099233334,0.033054319375949076,145.52690066058665
2020-06-10,0.0036624548456588653,4.404649464607168,0.06821436362,0.07071026227640258,146.05988636308476
2020-06-11,-0.04592851504938768,4.20235045538468,0.035799555266666665,0.0376583245269707,139.35157267414598
2020-06-12,0.0010329740489715645,4.206691374349776,0.0523449234,0.05870058517325046,139.49551923240173
2020-06-15,-0.031308495817411186,4.074986195050807,0.052495674105333345,0.054484644392422066,135.12812435196648
2020-06-16,0.02222130090287093,4.165537689466076,0.02786062093,0.027275063383250753,138.1308470636321
2020-06-17,-0.0014422501329488524,4.15952994217964,0.021763579720000006,0.021815143773349904,137.93162783109022
