variant,seeds,rel_score_mean,rel_score_std,median_abs_error_mean,q90_abs_error_mean,daily_q90_median_mean,daily_q90_p90_mean,daily_q90_max_mean,days_ge_3p5_mean,days_ge_5_mean,days_ge_7_mean,days_ge_8_mean
baseline_stressaux_w20,3,0.024767544102766898,0.00720226689960395,0.012469393608333332,0.048572927619666674,0.03690483848566667,0.06393347929053333,0.09442062846666667,363.3333333333333,166.66666666666666,29.0,7.666666666666667
conformal_q90_shrink,3,0.015786833116595678,0.00606329732761127,0.012413169325817146,0.049362330136601275,0.036901971333199494,0.06513359017234975,0.08299048250076384,360.0,169.66666666666666,25.666666666666668,2.6666666666666665
distributional_day_vol_rescale,3,0.021148750795257576,0.009278924875005907,0.01254512585,0.04869424292341345,0.037142941091666666,0.06350660685738775,0.09161724415977772,368.6666666666667,167.33333333333334,30.666666666666668,9.0
hgb_residual_blend,3,0.027172901950265005,0.005579886102182175,0.012472764373943832,0.04838487343924561,0.03682537380596166,0.06375064554429248,0.09653864600764143,360.3333333333333,162.0,27.333333333333332,8.0
hgb_return_blend,3,0.026443721068659592,0.002928883791772855,0.012503676515323947,0.04837801383358215,0.0366353180530898,0.06350609652255339,0.09564881873618492,358.0,160.33333333333334,29.0,8.0
hgb_return_conformal_shrink,3,0.019921143970960564,0.008428847315600781,0.012520199900082194,0.048836630179566576,0.036825477100948516,0.06425007541391377,0.08744916002283383,358.3333333333333,163.66666666666666,25.333333333333332,5.0
ridge_conformal_shrink,3,0.024484152576672764,0.011215428136985386,0.012536927588379052,0.04845922133281252,0.03664454555388761,0.06370462561628393,0.0890214400302215,354.0,161.33333333333334,23.666666666666668,5.333333333333333
ridge_residual_blend,3,0.0333457953012426,0.00449834685127607,0.012625269529937602,0.047614558703694056,0.03689628619615629,0.06282148294657693,0.09843968930068141,359.6666666666667,158.0,27.0,8.333333333333334
uncertainty_damped_residual,3,0.025403019990269133,0.006238882167047362,0.012487321531767293,0.04848917045250845,0.036731770655313405,0.06381043177564531,0.09489427578586979,361.3333333333333,164.0,28.0,7.333333333333333
