error,base
-0.02933530230075121,-0.022421561181545258
-0.031156016513705254,-0.017857184633612633
-0.03122109526884742,-0.03097347542643547
-0.02012079767882824,-0.009174300357699394
-0.023524379183072597,-0.02272724360227585
-0.029824608005583286,-0.02739722654223442
-0.013240843079984188,0.0
-0.042401209473609924,-0.027907008305191994
-0.07109207892790437,-0.06572768092155457
-0.12607830623164773,-0.12037035077810287
-0.13724468182772398,-0.13397125899791718
-0.11532494658604264,-0.12060307711362839
-0.09049473330378532,-0.10526317358016968
-0.003879793919622898,-0.016574563458561897
0.007157658692449331,0.005714361555874348
-0.0064210738055408,-0.011764691211283207
-0.08459964208304882,-0.09550565481185913
-0.059514885768294334,-0.03977275639772415
0.04519603797234595,0.04761907085776329
0.09024681709706783,0.08074533194303513
0.013169837184250355,0.005917151924222708
-0.07617122679948807,-0.05681819096207619
-0.06209035310894251,-0.057471275329589844
-0.08272199096973054,-0.08235292136669159
-0.02319180779159069,-0.018072353675961494
0.05133313778787851,0.042682960629463196
0.14627121551893651,0.14743588864803314
0.15514136012643576,0.1411042958498001
0.09324211534112692,0.10526319593191147
0.006565328687429428,0.016759755089879036
-0.07266946509480476,-0.059139788150787354
-0.08513635827694088,-0.08465612679719925
-0.010871376376599073,-0.005494498647749424
0.09168745670467615,0.08571434766054153
0.05667453061323613,0.057803478091955185
0.033741763152647763,0.033149126917123795
-0.04307272005826235,-0.03157898411154747
-0.04410539986565709,-0.03825131803750992
-0.08759964723140001,-0.09090905636548996
-0.1065429758746177,-0.1032608151435852
-0.06000261870212853,-0.0625
-0.03435156139312312,-0.03529415652155876
0.0013122311793267727,-0.006060685962438583
-0.02473086817190051,-0.030303077772259712
-0.024849114764947444,-0.024390213191509247
-0.04053068533539772,-0.03658531978726387
0.0257357326336205,0.03125005215406418
0.06698638945817947,0.0625000149011612
0.03330659121274948,0.025316422805190086
-0.05262705869972706,-0.05454546958208084
-0.06651963898912072,-0.058823540806770325
0.01783032203093171,0.024691415950655937
0.11779368482530117,0.10897430777549744
0.04432051273761317,0.043750036507844925
0.04595990851521492,0.05421679466962814
0.025841768831014633,0.03468212112784386
