error,base
0.1069285135,0.10344829
0.056976358399999996,0.061032854
-0.033520534,-0.022421561
-0.032393838,-0.017857185
-0.042807938000000004,-0.030973475
-0.026470001,-0.0091743
-0.031768093,-0.022727244
-0.034516873,-0.027397227
-0.009875255,0.0
-0.048344092000000005,-0.027907008
-0.078010215,-0.06572768
-0.1207311539,-0.12037035
-0.13489371627000002,-0.13397126
-0.1219412951,-0.12060308
-0.100366253,-0.10526317
-0.0129408427,-0.016574563
0.0104578222,0.0057143616
0.0010597899999999997,-0.011764691
-0.07145491999999999,-0.095505655
-0.050647674000000004,-0.039772756
0.045222766,0.04761907
0.098318249,0.08074533
0.022632081,0.005917152
-0.0612803506,-0.05681819
-0.066415869,-0.057471275
-0.088315048,-0.08235292
-0.007384553999999998,-0.018072354
0.064083028,0.04268296
0.15310704800000002,0.14743589
0.152879211,0.1411043
0.095723974,0.105263196
0.003440473000000001,0.016759755
-0.078190094,-0.05913979
-0.09402751499999999,-0.08465613
-0.0202135546,-0.0054944986
0.088943435,0.08571435
0.066303618,0.057803478
0.0377277477,0.033149127
-0.037913307,-0.031578984
-0.053753762999999996,-0.038251318
-0.102740476,-0.09090906
-0.10333425514000001,-0.103260815
-0.052776439,-0.0625
-0.0280127367,-0.035294157
-0.0010504140000000004,-0.006060686
-0.025372245,-0.030303078
-0.016479909,-0.024390213
-0.0356512165,-0.03658532
0.025509464000000003,0.031250052
0.0630374729,0.062500015
0.02516420531,0.025316423
-0.056683404,-0.05454547
-0.063700009,-0.05882354
0.025436390700000002,0.024691416
0.120145217,0.10897431
0.057597321,0.043750037
0.061553200599999996,0.054216795
0.0281036415,0.03468212
0.07787295100000001,0.083832316
-0.0021137041000000006,-0.0057142787
-0.053446428,-0.044692762
-0.08268820045,-0.082872905
-0.078435724,-0.06896552
-0.021171856,-0.023391783
-0.01242994467,-0.012048264
0.0444523902,0.04320991
-0.0031894093000000004,-0.0059880163
-0.021816356000000002,-0.024390213
-0.0507222185,-0.04142015
-0.0182367727,-0.0060240887
0.052623059199999996,0.05625002
0.0396741646,0.03703708
0.0015224703000000003,0.006060598
-0.013808478,-0.005917152
-0.043130679000000005,-0.02380958
-0.023898105,-0.018072354
-0.0195131473,-0.02380958
-0.002296749,0.0
-0.0009738635,0.0
-0.0149821597,-0.012195107
-0.006812598,0.0
-0.044663172,-0.042944733
-0.0791055886,-0.0802469
-0.1368033517,-0.13414626
-0.10033927499999999,-0.09615391
-0.086987258,-0.10067111
-0.048376897,-0.070422545
0.020089281000000004,-0.021276569
0.061415758,0.04477606
0.08915830699999999,0.06060598
0.0161698866,0.0072463676
-0.0492240214,-0.04285709
-0.079474345,-0.07142859
-0.0373106716,-0.04316541
-0.057915773,-0.052238848
-0.0478393982,-0.04615379
-0.066102034,-0.07518798
0.0100825117,0.0078740055
0.089391789,0.080645174
0.06448908269999999,0.056910496
-0.017988351,-0.03124996
