Date,seed,score,policy,label,daily_q90,obs_coverage,year
2020-07-09,43,none,full_coverage,full_coverage,0.0208799041299999,1.0,2020
2020-07-10,43,none,full_coverage,full_coverage,0.0219388948,1.0,2020
2020-07-13,43,none,full_coverage,full_coverage,0.02160633564999993,1.0,2020
2020-07-14,43,none,full_coverage,full_coverage,0.021885156770000008,1.0,2020
2020-07-15,43,none,full_coverage,full_coverage,0.023587223389999922,1.0,2020
2020-07-16,43,none,full_coverage,full_coverage,0.02213797534,1.0,2020
2020-07-17,43,none,full_coverage,full_coverage,0.03827366380000002,1.0,2020
2020-07-20,43,none,full_coverage,full_coverage,0.022331272,1.0,2020
2020-07-21,43,none,full_coverage,full_coverage,0.0231124185,1.0,2020
2020-07-22,43,none,full_coverage,full_coverage,0.023926836619999916,1.0,2020
2020-07-23,43,none,full_coverage,full_coverage,0.06517749467999992,1.0,2020
2020-07-24,43,none,full_coverage,full_coverage,0.07118428923999992,1.0,2020
2020-07-27,43,none,full_coverage,full_coverage,0.05511893789999997,1.0,2020
2020-07-28,43,none,full_coverage,full_coverage,0.04284316765,1.0,2020
2020-07-29,43,none,full_coverage,full_coverage,0.020751673699999983,1.0,2020
2020-07-30,43,none,full_coverage,full_coverage,0.03288962043000001,1.0,2020
2020-07-31,43,none,full_coverage,full_coverage,0.05447146017,1.0,2020
2020-08-03,43,none,full_coverage,full_coverage,0.02911502834,1.0,2020
2020-08-04,43,none,full_coverage,full_coverage,0.031523528,1.0,2020
2020-08-05,43,none,full_coverage,full_coverage,0.023669723,1.0,2020
2020-08-06,43,none,full_coverage,full_coverage,0.02323053491,1.0,2020
2020-08-07,43,none,full_coverage,full_coverage,0.025772386377000012,1.0,2020
2020-08-10,43,none,full_coverage,full_coverage,0.026545762380000004,1.0,2020
2020-08-11,43,none,full_coverage,full_coverage,0.021853046410000007,1.0,2020
2020-08-12,43,none,full_coverage,full_coverage,0.0284068014,1.0,2020
2020-08-13,43,none,full_coverage,full_coverage,0.02060186987,1.0,2020
2020-08-14,43,none,full_coverage,full_coverage,0.019664694670000097,1.0,2020
2020-08-17,43,none,full_coverage,full_coverage,0.0239867923,1.0,2020
2020-08-18,43,none,full_coverage,full_coverage,0.037372668619999924,1.0,2020
2020-08-19,43,none,full_coverage,full_coverage,0.019662427800000024,1.0,2020
2020-08-20,43,none,full_coverage,full_coverage,0.033455115120000004,1.0,2020
2020-08-21,43,none,full_coverage,full_coverage,0.0305003864,1.0,2020
2020-08-24,43,none,full_coverage,full_coverage,0.0283694281999999,1.0,2020
2020-08-25,43,none,full_coverage,full_coverage,0.023356834800000007,1.0,2020
2020-08-26,43,none,full_coverage,full_coverage,0.030388864884000014,1.0,2020
2020-08-27,43,none,full_coverage,full_coverage,0.027995385440000006,1.0,2020
2020-08-28,43,none,full_coverage,full_coverage,0.027381206885000006,1.0,2020
2020-08-31,43,none,full_coverage,full_coverage,0.0272495393,1.0,2020
2020-09-01,43,none,full_coverage,full_coverage,0.03365010499,1.0,2020
2020-09-03,43,none,full_coverage,full_coverage,0.0209879561,1.0,2020
2020-09-04,43,none,full_coverage,full_coverage,0.0368558094,1.0,2020
2020-09-07,43,none,full_coverage,full_coverage,0.02742902705,1.0,2020
2020-09-08,43,none,full_coverage,full_coverage,0.02694048662500001,1.0,2020
2020-09-09,43,none,full_coverage,full_coverage,0.021500586219999996,1.0,2020
2020-09-10,43,none,full_coverage,full_coverage,0.02853414095000002,1.0,2020
2020-09-11,43,none,full_coverage,full_coverage,0.03437377333999999,1.0,2020
2020-09-14,43,none,full_coverage,full_coverage,0.02694912406,1.0,2020
2020-09-15,43,none,full_coverage,full_coverage,0.0198326336999999,1.0,2020
2020-09-16,43,none,full_coverage,full_coverage,0.023314255730000004,1.0,2020
2020-09-17,43,none,full_coverage,full_coverage,0.0260362077,1.0,2020
2020-09-18,43,none,full_coverage,full_coverage,0.0233224499,1.0,2020
2020-09-21,43,none,full_coverage,full_coverage,0.016971439079999998,1.0,2020
2020-09-22,43,none,full_coverage,full_coverage,0.020465838760000004,1.0,2020
2020-09-23,43,none,full_coverage,full_coverage,0.01961034633,1.0,2020
2020-09-24,43,none,full_coverage,full_coverage,0.0213872297,1.0,2020
2020-09-25,43,none,full_coverage,full_coverage,0.0331096107,1.0,2020
2020-09-28,43,none,full_coverage,full_coverage,0.03348476448000001,1.0,2020
2020-09-29,43,none,full_coverage,full_coverage,0.024288661879999913,1.0,2020
2020-09-30,43,none,full_coverage,full_coverage,0.048742432210000027,1.0,2020
2020-10-01,43,none,full_coverage,full_coverage,0.0233445961,1.0,2020
2020-10-02,43,none,full_coverage,full_coverage,0.0421657618,1.0,2020
2020-10-05,43,none,full_coverage,full_coverage,0.034344276458000034,1.0,2020
2020-10-06,43,none,full_coverage,full_coverage,0.0269301268,1.0,2020
2020-10-07,43,none,full_coverage,full_coverage,0.025876858,1.0,2020
2020-10-08,43,none,full_coverage,full_coverage,0.026996620928000006,1.0,2020
2020-10-09,43,none,full_coverage,full_coverage,0.030088039580000003,1.0,2020
2020-10-12,43,none,full_coverage,full_coverage,0.023780712895000007,1.0,2020
2020-10-13,43,none,full_coverage,full_coverage,0.02556297663,1.0,2020
2020-10-14,43,none,full_coverage,full_coverage,0.0291936482,1.0,2020
2020-10-15,43,none,full_coverage,full_coverage,0.027938257080000004,1.0,2020
2020-10-16,43,none,full_coverage,full_coverage,0.031788656438,1.0,2020
2020-10-19,43,none,full_coverage,full_coverage,0.026748106212999914,1.0,2020
2020-10-20,43,none,full_coverage,full_coverage,0.02932917189000002,1.0,2020
2020-10-21,43,none,full_coverage,full_coverage,0.02638543916499999,1.0,2020
2020-10-22,43,none,full_coverage,full_coverage,0.02576856224000001,1.0,2020
2020-10-23,43,none,full_coverage,full_coverage,0.030972247074,1.0,2020
2020-10-26,43,none,full_coverage,full_coverage,0.0290018003,1.0,2020
2020-10-27,43,none,full_coverage,full_coverage,0.0531433709999999,1.0,2020
2020-10-28,43,none,full_coverage,full_coverage,0.0281561682,1.0,2020
2020-10-29,43,none,full_coverage,full_coverage,0.030073042299999915,1.0,2020
2020-10-30,43,none,full_coverage,full_coverage,0.033596087449999985,1.0,2020
2020-11-02,43,none,full_coverage,full_coverage,0.03402905126000001,1.0,2020
2020-11-03,43,none,full_coverage,full_coverage,0.03504066379000001,1.0,2020
2020-11-04,43,none,full_coverage,full_coverage,0.022271583790000007,1.0,2020
2020-11-05,43,none,full_coverage,full_coverage,0.019107504996600005,1.0,2020
2020-11-06,43,none,full_coverage,full_coverage,0.0495233295,1.0,2020
2020-11-09,43,none,full_coverage,full_coverage,0.025696560636000003,1.0,2020
2020-11-10,43,none,full_coverage,full_coverage,0.0269948536,1.0,2020
2020-11-11,43,none,full_coverage,full_coverage,0.031169839140000013,1.0,2020
2020-11-12,43,none,full_coverage,full_coverage,0.026344617320000017,1.0,2020
2020-11-13,43,none,full_coverage,full_coverage,0.035776003857000034,1.0,2020
2020-11-16,43,none,full_coverage,full_coverage,0.04458549606400001,1.0,2020
2020-11-17,43,none,full_coverage,full_coverage,0.03786297762,1.0,2020
2020-11-18,43,none,full_coverage,full_coverage,0.03098181124,1.0,2020
2020-11-19,43,none,full_coverage,full_coverage,0.04771456543000003,1.0,2020
2020-11-20,43,none,full_coverage,full_coverage,0.038184543257000006,1.0,2020
2020-11-23,43,none,full_coverage,full_coverage,0.0300848035999999,1.0,2020
2020-11-24,43,none,full_coverage,full_coverage,0.0296710338599999,1.0,2020
2020-11-25,43,none,full_coverage,full_coverage,0.029330858489999917,1.0,2020
2020-11-26,43,none,full_coverage,full_coverage,0.03314944603,1.0,2020
2020-11-27,43,none,full_coverage,full_coverage,0.0272368976,1.0,2020
2020-11-30,43,none,full_coverage,full_coverage,0.03379397727999996,1.0,2020
2020-12-01,43,none,full_coverage,full_coverage,0.04412703374,1.0,2020
2020-12-02,43,none,full_coverage,full_coverage,0.04969121878,1.0,2020
2020-12-03,43,none,full_coverage,full_coverage,0.030819510160000008,1.0,2020
2020-12-04,43,none,full_coverage,full_coverage,0.02659760653399992,1.0,2020
2020-12-07,43,none,full_coverage,full_coverage,0.03599654823,1.0,2020
2020-12-08,43,none,full_coverage,full_coverage,0.029940852003,1.0,2020
2020-12-09,43,none,full_coverage,full_coverage,0.03565632899,1.0,2020
2020-12-10,43,none,full_coverage,full_coverage,0.037003529284000025,1.0,2020
2020-12-11,43,none,full_coverage,full_coverage,0.05111426387,1.0,2020
2020-12-14,43,none,full_coverage,full_coverage,0.025865241530000013,1.0,2020
2020-12-15,43,none,full_coverage,full_coverage,0.02940739791799999,1.0,2020
2020-12-16,43,none,full_coverage,full_coverage,0.0336576223,1.0,2020
2020-12-17,43,none,full_coverage,full_coverage,0.061691403032999914,1.0,2020
2020-12-18,43,none,full_coverage,full_coverage,0.0665144905,1.0,2020
2020-12-21,43,none,full_coverage,full_coverage,0.0566652095999999,1.0,2020
2020-12-22,43,none,full_coverage,full_coverage,0.040840941117,1.0,2020
2020-12-23,43,none,full_coverage,full_coverage,0.03418360769,1.0,2020
2020-12-24,43,none,full_coverage,full_coverage,0.06802756027999993,1.0,2020
2020-12-25,43,none,full_coverage,full_coverage,0.05213330162000002,1.0,2020
2020-12-28,43,none,full_coverage,full_coverage,0.04091288804700005,1.0,2020
2020-12-29,43,none,full_coverage,full_coverage,0.0298487634,1.0,2020
2020-12-30,43,none,full_coverage,full_coverage,0.039222059,1.0,2020
2020-12-31,43,none,full_coverage,full_coverage,0.0594271189,1.0,2020
2021-01-04,43,none,full_coverage,full_coverage,0.0476001454999999,1.0,2021
2021-01-05,43,none,full_coverage,full_coverage,0.0347246608,1.0,2021
2021-01-06,43,none,full_coverage,full_coverage,0.0437974688,1.0,2021
2021-01-07,43,none,full_coverage,full_coverage,0.031229321460000015,1.0,2021
2021-01-08,43,none,full_coverage,full_coverage,0.053241151920000014,1.0,2021
2021-01-11,43,none,full_coverage,full_coverage,0.0437721315,1.0,2021
2021-01-12,43,none,full_coverage,full_coverage,0.03133659709,1.0,2021
2021-01-13,43,none,full_coverage,full_coverage,0.05300333678000001,1.0,2021
2021-01-14,43,none,full_coverage,full_coverage,0.04357104659000001,1.0,2021
2021-01-15,43,none,full_coverage,full_coverage,0.037407785014,1.0,2021
2021-01-18,43,none,full_coverage,full_coverage,0.07006263179,1.0,2021
2021-01-19,43,none,full_coverage,full_coverage,0.0295162717,1.0,2021
2021-01-20,43,none,full_coverage,full_coverage,0.066355834,1.0,2021
2021-01-21,43,none,full_coverage,full_coverage,0.0455346192999999,1.0,2021
2021-01-22,43,none,full_coverage,full_coverage,0.0389116122,1.0,2021
2021-01-25,43,none,full_coverage,full_coverage,0.0626079276,1.0,2021
2021-01-26,43,none,full_coverage,full_coverage,0.0693097011039,1.0,2021
2021-01-27,43,none,full_coverage,full_coverage,0.08714032220000001,1.0,2021
2021-01-28,43,none,full_coverage,full_coverage,0.0554890944,1.0,2021
2021-01-29,43,none,full_coverage,full_coverage,0.05643961459999995,1.0,2021
2021-02-01,43,none,full_coverage,full_coverage,0.058448402639999966,1.0,2021
2021-02-02,43,none,full_coverage,full_coverage,0.066518728,1.0,2021
2021-02-03,43,none,full_coverage,full_coverage,0.02997086197000001,1.0,2021
2021-02-04,43,none,full_coverage,full_coverage,0.0485166199999999,1.0,2021
2021-02-05,43,none,full_coverage,full_coverage,0.05583083840600001,1.0,2021
2021-02-08,43,none,full_coverage,full_coverage,0.047216796910000025,1.0,2021
2021-02-09,43,none,full_coverage,full_coverage,0.06033979749999992,1.0,2021
2021-02-17,43,none,full_coverage,full_coverage,0.039993303500000014,1.0,2021
2021-02-18,43,none,full_coverage,full_coverage,0.035178793,1.0,2021
2021-02-19,43,none,full_coverage,full_coverage,0.02499882226999992,1.0,2021
2021-02-22,43,none,full_coverage,full_coverage,0.023165812700000007,1.0,2021
2021-02-23,43,none,full_coverage,full_coverage,0.02971384399999992,1.0,2021
2021-02-24,43,none,full_coverage,full_coverage,0.02113544572,1.0,2021
2021-02-25,43,none,full_coverage,full_coverage,0.027259121639999908,1.0,2021
2021-02-26,43,none,full_coverage,full_coverage,0.060858155700000006,1.0,2021
2021-03-01,43,none,full_coverage,full_coverage,0.02785726362000001,1.0,2021
2021-03-02,43,none,full_coverage,full_coverage,0.027953377529999913,1.0,2021
2021-03-03,43,none,full_coverage,full_coverage,0.0377495782999999,1.0,2021
2021-03-04,43,none,full_coverage,full_coverage,0.02710195352,1.0,2021
2021-03-05,43,none,full_coverage,full_coverage,0.03627122260000004,1.0,2021
2021-03-08,43,none,full_coverage,full_coverage,0.041666959302000005,1.0,2021
2021-03-09,43,none,full_coverage,full_coverage,0.027613089574999913,1.0,2021
2021-03-10,43,none,full_coverage,full_coverage,0.03457450288700001,1.0,2021
2021-03-11,43,none,full_coverage,full_coverage,0.027738232810000013,1.0,2021
2021-03-12,43,none,full_coverage,full_coverage,0.02678536423,1.0,2021
2021-03-15,43,none,full_coverage,full_coverage,0.025847398292400004,1.0,2021
2021-03-16,43,none,full_coverage,full_coverage,0.03232816177000003,1.0,2021
2021-03-17,43,none,full_coverage,full_coverage,0.03490599957,1.0,2021
2021-03-18,43,none,full_coverage,full_coverage,0.03187164358939991,1.0,2021
2021-03-19,43,none,full_coverage,full_coverage,0.020852720896,1.0,2021
2021-03-22,43,none,full_coverage,full_coverage,0.032307360410000006,1.0,2021
2021-03-23,43,none,full_coverage,full_coverage,0.05138269415000002,1.0,2021
2021-03-24,43,none,full_coverage,full_coverage,0.02322182632,1.0,2021
2021-03-25,43,none,full_coverage,full_coverage,0.0232138221,1.0,2021
2021-03-26,43,none,full_coverage,full_coverage,0.047168649,1.0,2021
2021-03-29,43,none,full_coverage,full_coverage,0.03312517,1.0,2021
2021-03-30,43,none,full_coverage,full_coverage,0.023254201,1.0,2021
2021-03-31,43,none,full_coverage,full_coverage,0.04066219846000001,1.0,2021
2021-04-01,43,none,full_coverage,full_coverage,0.020043660120000004,1.0,2021
2021-04-02,43,none,full_coverage,full_coverage,0.0259342908999999,1.0,2021
2021-04-05,43,none,full_coverage,full_coverage,0.023767663425000005,1.0,2021
2021-04-06,43,none,full_coverage,full_coverage,0.022796038350000002,1.0,2021
2021-04-07,43,none,full_coverage,full_coverage,0.02140704072799992,1.0,2021
2021-04-08,43,none,full_coverage,full_coverage,0.026359565455000015,1.0,2021
2021-04-09,43,none,full_coverage,full_coverage,0.03643801014399999,1.0,2021
2021-04-12,43,none,full_coverage,full_coverage,0.030427055969999908,1.0,2021
2021-04-13,43,none,full_coverage,full_coverage,0.025013753,1.0,2021
2021-04-14,43,none,full_coverage,full_coverage,0.026197264,1.0,2021
2021-04-15,43,none,full_coverage,full_coverage,0.03421293287,1.0,2021
2021-04-16,43,none,full_coverage,full_coverage,0.0379270263,1.0,2021
2021-04-19,43,none,full_coverage,full_coverage,0.030590608,1.0,2021
2021-04-20,43,none,full_coverage,full_coverage,0.07227321669999999,1.0,2021
2021-04-22,43,none,full_coverage,full_coverage,0.044910245,1.0,2021
2021-04-23,43,none,full_coverage,full_coverage,0.043846481,1.0,2021
2021-04-26,43,none,full_coverage,full_coverage,0.0290514927,1.0,2021
2021-04-27,43,none,full_coverage,full_coverage,0.027579991377,1.0,2021
2021-04-28,43,none,full_coverage,full_coverage,0.028408046219999997,1.0,2021
2021-04-29,43,none,full_coverage,full_coverage,0.0454527337,1.0,2021
2021-05-04,43,none,full_coverage,full_coverage,0.0579172627,1.0,2021
2021-05-05,43,none,full_coverage,full_coverage,0.026834807,1.0,2021
2021-05-06,43,none,full_coverage,full_coverage,0.03140284838,1.0,2021
2021-05-07,43,none,full_coverage,full_coverage,0.06471813166000004,1.0,2021
2021-05-10,43,none,full_coverage,full_coverage,0.0319625224,1.0,2021
2021-05-11,43,none,full_coverage,full_coverage,0.0462986654,1.0,2021
2021-05-12,43,none,full_coverage,full_coverage,0.03043711086,1.0,2021
2021-05-13,43,none,full_coverage,full_coverage,0.032623124,1.0,2021
2021-05-14,43,none,full_coverage,full_coverage,0.035128562,1.0,2021
2021-05-17,43,none,full_coverage,full_coverage,0.0338225264,1.0,2021
2021-05-18,43,none,full_coverage,full_coverage,0.034927038809999915,1.0,2021
2021-05-19,43,none,full_coverage,full_coverage,0.060340803189999945,1.0,2021
2021-05-20,43,none,full_coverage,full_coverage,0.045005015465,1.0,2021
2021-05-21,43,none,full_coverage,full_coverage,0.04999355164000001,1.0,2021
2021-05-24,43,none,full_coverage,full_coverage,0.0335167581999999,1.0,2021
2021-05-25,43,none,full_coverage,full_coverage,0.02686132606600001,1.0,2021
2021-05-26,43,none,full_coverage,full_coverage,0.0363583066,1.0,2021
2021-05-27,43,none,full_coverage,full_coverage,0.046405157039999916,1.0,2021
2021-05-28,43,none,full_coverage,full_coverage,0.0627450411,1.0,2021
2021-05-31,43,none,full_coverage,full_coverage,0.0365928619012,1.0,2021
2021-06-01,43,none,full_coverage,full_coverage,0.039514462896000004,1.0,2021
2021-06-02,43,none,full_coverage,full_coverage,0.0611312559999999,1.0,2021
2021-06-03,43,none,full_coverage,full_coverage,0.04587290095999992,1.0,2021
2021-06-04,43,none,full_coverage,full_coverage,0.04665630625999998,1.0,2021
2021-06-07,43,none,full_coverage,full_coverage,0.06917525159400001,1.0,2021
2021-06-08,43,none,full_coverage,full_coverage,0.046561266492,1.0,2021
2021-06-09,43,none,full_coverage,full_coverage,0.04692693978800001,1.0,2021
2021-06-10,43,none,full_coverage,full_coverage,0.04779256555999994,1.0,2021
2021-06-11,43,none,full_coverage,full_coverage,0.04727505088,1.0,2021
2021-06-14,43,none,full_coverage,full_coverage,0.04871601227,1.0,2021
2021-06-15,43,none,full_coverage,full_coverage,0.03905014364,1.0,2021
2021-06-16,43,none,full_coverage,full_coverage,0.04406699827999998,1.0,2021
2021-06-17,43,none,full_coverage,full_coverage,0.03394733108,1.0,2021
2021-06-18,43,none,full_coverage,full_coverage,0.02885266961,1.0,2021
2021-06-21,43,none,full_coverage,full_coverage,0.0252707915,1.0,2021
2021-06-22,43,none,full_coverage,full_coverage,0.033816833959999994,1.0,2021
2021-06-23,43,none,full_coverage,full_coverage,0.02700020118,1.0,2021
2021-06-24,43,none,full_coverage,full_coverage,0.0299618562199999,1.0,2021
2021-06-25,43,none,full_coverage,full_coverage,0.03509896704,1.0,2021
2021-06-28,43,none,full_coverage,full_coverage,0.022983864907999974,1.0,2021
2021-06-29,43,none,full_coverage,full_coverage,0.026014215020000002,1.0,2021
2021-06-30,43,none,full_coverage,full_coverage,0.03947874227999999,1.0,2021
2021-07-01,43,none,full_coverage,full_coverage,0.0298594795,1.0,2021
2021-07-02,43,none,full_coverage,full_coverage,0.0487222613,1.0,2021
2021-07-05,43,none,full_coverage,full_coverage,0.06958502618700001,1.0,2021
2021-07-06,43,none,full_coverage,full_coverage,0.05331419712000002,1.0,2021
2021-07-07,43,none,full_coverage,full_coverage,0.03848514323,1.0,2021
2021-07-08,43,none,full_coverage,full_coverage,0.054046116779999986,1.0,2021
2021-07-09,43,none,full_coverage,full_coverage,0.06809575053,1.0,2021
2021-07-12,43,none,full_coverage,full_coverage,0.03859371525,1.0,2021
2021-07-13,43,none,full_coverage,full_coverage,0.041579279770000005,1.0,2021
2021-07-14,43,none,full_coverage,full_coverage,0.04664828899999992,1.0,2021
2021-07-15,43,none,full_coverage,full_coverage,0.036639586830000015,1.0,2021
2021-07-16,43,none,full_coverage,full_coverage,0.072807399,1.0,2021
2021-07-19,43,none,full_coverage,full_coverage,0.05550207674,1.0,2021
2021-07-20,43,none,full_coverage,full_coverage,0.0353594167,1.0,2021
2021-07-21,43,none,full_coverage,full_coverage,0.0439464039999999,1.0,2021
2021-07-22,43,none,full_coverage,full_coverage,0.044547023,1.0,2021
2021-07-23,43,none,full_coverage,full_coverage,0.03782341759999999,1.0,2021
2021-07-26,43,none,full_coverage,full_coverage,0.03282505322,1.0,2021
2021-07-27,43,none,full_coverage,full_coverage,0.02085616684,1.0,2021
2021-07-28,43,none,full_coverage,full_coverage,0.03909511940999999,1.0,2021
2021-07-29,43,none,full_coverage,full_coverage,0.04779147845999999,1.0,2021
2021-07-30,43,none,full_coverage,full_coverage,0.028433236479999995,1.0,2021
2021-08-02,43,none,full_coverage,full_coverage,0.03286322225999999,1.0,2021
2021-08-03,43,none,full_coverage,full_coverage,0.02236131876599999,1.0,2021
2021-08-04,43,none,full_coverage,full_coverage,0.039465618860000024,1.0,2021
2021-08-05,43,none,full_coverage,full_coverage,0.025648201359999998,1.0,2021
2021-08-06,43,none,full_coverage,full_coverage,0.05096215761700001,1.0,2021
2021-08-09,43,none,full_coverage,full_coverage,0.03478784890000001,1.0,2021
2021-08-10,43,none,full_coverage,full_coverage,0.035824565913999996,1.0,2021
2021-08-11,43,none,full_coverage,full_coverage,0.036247372279999995,1.0,2021
2021-08-12,43,none,full_coverage,full_coverage,0.03935129122,1.0,2021
2021-08-13,43,none,full_coverage,full_coverage,0.05309532334,1.0,2021
2021-08-16,43,none,full_coverage,full_coverage,0.02977004427,1.0,2021
2021-08-17,43,none,full_coverage,full_coverage,0.022143758926000002,1.0,2021
2021-08-18,43,none,full_coverage,full_coverage,0.029470748915999993,1.0,2021
2021-08-19,43,none,full_coverage,full_coverage,0.06005357804,1.0,2021
2021-08-20,43,none,full_coverage,full_coverage,0.057882674489999994,1.0,2021
2021-08-23,43,none,full_coverage,full_coverage,0.05999777741000003,1.0,2021
2021-08-24,43,none,full_coverage,full_coverage,0.031137137819999994,1.0,2021
2021-08-25,43,none,full_coverage,full_coverage,0.03762273979999999,1.0,2021
2021-08-26,43,none,full_coverage,full_coverage,0.04520140233399999,1.0,2021
2021-08-27,43,none,full_coverage,full_coverage,0.044496115136,1.0,2021
2021-08-30,43,none,full_coverage,full_coverage,0.029059919200000006,1.0,2021
2021-08-31,43,none,full_coverage,full_coverage,0.025096275140000002,1.0,2021
2021-09-01,43,none,full_coverage,full_coverage,0.055950540378,1.0,2021
2021-09-06,43,none,full_coverage,full_coverage,0.04235422876,1.0,2021
2021-09-07,43,none,full_coverage,full_coverage,0.02480154283,1.0,2021
2021-09-08,43,none,full_coverage,full_coverage,0.029678816,1.0,2021
2021-09-09,43,none,full_coverage,full_coverage,0.02213876856,1.0,2021
2021-09-10,43,none,full_coverage,full_coverage,0.05039475560000001,1.0,2021
2021-09-13,43,none,full_coverage,full_coverage,0.03868296077999996,1.0,2021
2021-09-14,43,none,full_coverage,full_coverage,0.02544207682,1.0,2021
2021-09-15,43,none,full_coverage,full_coverage,0.02831276787999998,1.0,2021
