family,best_by_val,best_val_score,best_test_score,second_by_val,second_val_score,second_test_score,top2_val_gap,top2_test_gap,best_val_minus_test,val_score_std,test_score_std,positive_test_ratio
lstm,lstm_seed_52,0.021012648466806727,0.0342525473871802,lstm_seed_112,0.018497181502576177,0.008734827524368605,0.0025154669642305505,0.025517719862811594,-0.013239898920373472,0.013353778213402029,0.014844318739910226,0.75
lstm_signmag,lstm_signmag_seed_92,0.022349024096216086,0.009511984927590755,lstm_signmag_seed_52,0.01105497749053308,0.016580265744778666,0.011294046605683006,-0.007068280817187911,0.01283703916862533,0.009435374598356928,0.005633437553460253,1.0
