seed,score,policy,threshold,n_obs,obs_coverage,n_days,day_coverage,rel_score,q90_abs_error,daily_q90_median,daily_q90_p90,daily_q90_max,days_ge_3p5,days_ge_5,days_ge_7,days_ge_8
43,risk_hgb,coverage_q30,0.0665107364083686,6634,0.10971092147912946,651,0.9878603945371776,-0.00623706770516641,0.022304303581999998,0.01814537485,0.03264633199300001,0.057421288008000004,7,1,0,0
43,risk_hgb,abstain_zero_q30,0.0665107364083686,60468,0.10971092147912946,659,1.0,-0.0009728801344515148,0.0502419875,0.037375596300000015,0.0683981948,0.0699300148,357,169,0,0
43,risk_hgb,coverage_q40,0.08052734463103037,9794,0.16196996758616128,653,0.9908952959028832,0.002268550824466753,0.024494302775000015,0.01985349954,0.0333216256412,0.0569767708,15,4,0,0
43,risk_hgb,abstain_zero_q40,0.08052734463103037,60468,0.16196996758616128,659,1.0,-0.0002726686869385375,0.0502419875,0.037386035950000014,0.0683981948,0.0699629636,357,170,0,0
43,risk_hgb,coverage_q50,0.09744571907890891,13939,0.23051862141959384,657,0.9969650986342944,0.004377863696932938,0.026056209120000007,0.02213838928000001,0.036930921750800004,0.0606809687,36,6,0,0
43,risk_hgb,abstain_zero_q50,0.09744571907890891,60468,0.23051862141959384,659,1.0,6.126800416916822e-05,0.050248487800000005,0.03738560020000001,0.068297881,0.0699999084,358,171,0,0
43,risk_hgb,coverage_q60,0.11919253562302531,19175,0.3171098762982073,659,1.0,-0.0015374229928049044,0.027977148460000004,0.023822046125,0.039265502808100004,0.07278991535,57,15,1,0
43,risk_hgb,abstain_zero_q60,0.11919253562302531,60468,0.3171098762982073,659,1.0,-0.0006153592880770997,0.050299396058000004,0.037532894000000004,0.068283161292,0.07010528584,357,171,1,0
43,risk_hgb,coverage_q70,0.1512900101026515,26519,0.43856254547860024,659,1.0,0.002034009863279951,0.030768423892000005,0.026535880735999995,0.04362913968400001,0.07350580146,103,27,4,0
43,risk_hgb,abstain_zero_q70,0.1512900101026515,60468,0.43856254547860024,659,1.0,-0.000716944406350839,0.050299396058000004,0.037424349589999996,0.068283161292,0.07323831583,357,172,2,0
43,risk_hgb,coverage_q80,0.2020999221058409,35872,0.5932393993517232,659,1.0,0.0017997083236699352,0.034015285364,0.028789961076000008,0.04706676576150001,0.07443161980000002,165,45,5,0
43,risk_hgb,abstain_zero_q80,0.2020999221058409,60468,0.5932393993517232,659,1.0,0.0015082325867483704,0.050167188,0.037404362340000004,0.06819210640000001,0.07377478956,366,171,5,0
43,risk_hgb,coverage_q90,0.2980467534461638,48074,0.7950320830852683,659,1.0,0.004805709516952694,0.03913354701000002,0.032747814405000006,0.054584925448000025,0.0858128167,262,86,10,1
43,risk_hgb,abstain_zero_q90,0.2980467534461638,60468,0.7950320830852683,659,1.0,0.005234598289637016,0.04998405710000003,0.03737266862000001,0.06794824475200001,0.0810638372,365,173,9,1
43,risk_hgb,coverage_q100,0.7218122355337725,60456,0.9998015479261758,659,1.0,0.021476982839755854,0.0487705398,0.0368558094,0.06418156804000001,0.09423149110000001,370,167,30,8
43,risk_hgb,abstain_zero_q100,0.7218122355337725,60468,0.9998015479261758,659,1.0,0.021675736349096586,0.048780993359000005,0.0368558094,0.064335336224,0.09423149110000001,370,167,30,8
43,risk_hgb,calibrated_p90_3p5,0.08052734463103037,9794,0.16196996758616128,653,0.9908952959028832,0.002268550824466753,0.024494302775000015,0.01985349954,0.0333216256412,0.0569767708,15,4,0,0
43,risk_hgb,abstain_zero_calibrated_p90_3p5,0.08052734463103037,60468,0.16196996758616128,659,1.0,-0.0002726686869385375,0.0502419875,0.037386035950000014,0.0683981948,0.0699629636,357,170,0,0
43,risk_logistic,coverage_q30,0.3050547178432652,6150,0.10170668783488787,547,0.8300455235204856,-0.004747316112031941,0.02244445323700001,0.019169181165500003,0.03145079235260001,0.058098971450000016,9,2,0,0
43,risk_logistic,abstain_zero_q30,0.3050547178432652,60468,0.10170668783488787,659,1.0,-0.0007104092940808382,0.050248487800000005,0.037329839700000006,0.0683981948,0.0699300148,357,169,0,0
43,risk_logistic,coverage_q40,0.3440492943343379,9513,0.15732288152411192,582,0.8831562974203339,0.0032292693064356337,0.024210526880000024,0.0200092248503,0.0333225375,0.05960007527800001,16,3,0,0
43,risk_logistic,abstain_zero_q40,0.3440492943343379,60468,0.15732288152411192,659,1.0,-0.0004168275261877685,0.05025285400000001,0.03738560020000001,0.0683981948,0.0699300148,358,169,0,0
43,risk_logistic,coverage_q50,0.38896441320230396,13989,0.2313455050605279,603,0.9150227617602428,0.0005789990896611918,0.025955915720000004,0.021467502050000004,0.0360501062441,0.059291248586,37,6,0,0
43,risk_logistic,abstain_zero_q50,0.38896441320230396,60468,0.2313455050605279,659,1.0,-0.000610399555382557,0.0502792822,0.037444934,0.068297881,0.0699300148,358,171,0,0
43,risk_logistic,coverage_q60,0.4453965565154774,19890,0.3289343123635642,623,0.9453717754172989,-0.0007600124398901009,0.027992451377000002,0.023839213499999998,0.039410975635200005,0.06683995375000001,70,10,0,0
43,risk_logistic,abstain_zero_q60,0.4453965565154774,60468,0.3289343123635642,659,1.0,-0.0005426204245120303,0.0502792861,0.037532894000000004,0.068283161292,0.0699629636,358,171,0,0
43,risk_logistic,coverage_q70,0.5132785140552422,26862,0.44423496725540784,638,0.9681335356600911,0.0021048934718285173,0.030037133200000007,0.02635579197,0.041019925836000004,0.07107419992,96,23,1,0
43,risk_logistic,abstain_zero_q70,0.5132785140552422,60468,0.44423496725540784,659,1.0,2.6514401077037952e-05,0.050255695440000005,0.037386035950000014,0.068283161292,0.07002121234,359,172,1,0
43,risk_logistic,coverage_q80,0.5996884098607002,35352,0.5846398094860091,651,0.9878603945371776,0.0016739781254506703,0.033138217481500025,0.028814848317000007,0.0441644430105,0.07634372898000001,144,34,3,0
43,risk_logistic,abstain_zero_q80,0.5996884098607002,60468,0.5846398094860091,659,1.0,0.0014516736077092585,0.05017273972000005,0.037386035950000014,0.068024688272,0.07399339283000002,364,172,2,0
43,risk_logistic,coverage_q90,0.718896723628565,45804,0.7574915657868625,659,1.0,0.004344943812586655,0.03744202519000005,0.031864799560000004,0.05134069812000001,0.0785451036,230,74,8,0
