loss,val_loss,learning_rate
0.015979493036866188,0.01157305110245943,0.0003000000142492354
0.014358229003846645,0.011315297335386276,0.0003000000142492354
0.01397660281509161,0.011290601454675198,0.0003000000142492354
0.013681198470294476,0.011099160648882389,0.0003000000142492354
0.013511866331100464,0.010987636633217335,0.0003000000142492354
0.013393975794315338,0.010899808257818222,0.0003000000142492354
0.013296890072524548,0.01093257311731577,0.0003000000142492354
0.013214689679443836,0.01087351143360138,0.0003000000142492354
0.013123812153935432,0.01085690688341856,0.0003000000142492354
0.013039251789450645,0.010936981067061424,0.0003000000142492354
0.013003009371459484,0.010949762538075447,0.0003000000142492354
0.012929349206387997,0.011031039990484715,0.0003000000142492354
0.012882139533758163,0.010939477011561394,0.0003000000142492354
0.012769410386681557,0.010869081132113934,0.0001500000071246177
0.012743718922138214,0.010897022671997547,0.0001500000071246177
0.012748238630592823,0.010930072516202927,0.0001500000071246177
0.012689869850873947,0.010968172922730446,0.0001500000071246177
0.012671980075538158,0.010889718309044838,0.0001500000071246177
0.012583676725625992,0.010944613255560398,7.500000356230885e-05
