variant,n_seeds,rel_score_mean,rel_score_std,rel_score_vol_clipped_mean,rel_score_vol_clipped_std,daily_q90_max_mean,daily_q90_max_std,daily_q90_clipped_max_mean,daily_q90_clipped_max_std,spike_days_ge_8pct_mean,spike_days_ge_8pct_std,spike_days_clipped_ge_8pct_mean,spike_days_clipped_ge_8pct_std,directional_accuracy_mean,directional_accuracy_std,pred_actual_q90_ratio_mean,pred_actual_q90_ratio_std,mean_sigma_mean,mean_sigma_std
hetero_combined,3,0.002067422587390825,0.0037801189928958045,0.002067422587390825,0.0037801189928958045,0.0846828023592631,0.0007895655124474421,0.0846828023592631,0.0007895655124474421,1.3333333333333333,0.5773502691896257,1.3333333333333333,0.5773502691896257,0.5061424569827931,0.0038794893919540316,0.06563707813620567,0.013577708835819744,0.018309965108831722,0.0005048749658523003
