split,mae,rmse,directional_accuracy,thresholded_directional_accuracy
train,0.01648472435772419,0.024502042680978775,0.4302569540009475,0.49882872011052076
val,0.012635895982384682,0.0184303130954504,0.4409742976688583,0.48752089801767373
test,0.017311250790953636,0.024886948987841606,0.458972485999513,0.4938427681790514
