expert_run,expert_model,market_run,market_model,method,code_count,overlap_codes,best_weight_expert,best_val_rel_score,best_test_rel_score,stable_weight_tolerance,stable_weight_min,stable_weight_max,stable_weight_count,stable_weight_center,stable_test_rel_score_mean,stable_test_rel_score_median,stable_test_rel_score_min,stable_test_rel_score_max
sector_dich_vu_tai_chinh_return_w5_relscore,lstm_signmag_best_by_val,confirm_vn100_fnb_committee_20260408_235445_r01,lstm_signmag_best_by_val,avg,7,"CTS,EVF,FTS,HCM,SSI,VCI,VIX",0.25,0.020769939460069997,-0.00555177815553809,0.001,0.25,0.35,3,0.3,-0.006374971185593677,-0.006553548984659541,-0.007019586416583401,-0.00555177815553809
sector_dich_vu_tai_chinh_return_w5_relscore,lstm_ensemble,confirm_vn100_fnb_committee_20260408_235445_r01,lstm_signmag_best_by_val,avg,7,"CTS,EVF,FTS,HCM,SSI,VCI,VIX",0.1,0.01911748715266992,-0.014064767866029282,0.001,0.1,0.1,1,0.1,-0.014064767866029282,-0.014064767866029282,-0.014064767866029282,-0.014064767866029282
sector_dich_vu_tai_chinh_return_w5_relscore,lstm_best_by_val,confirm_vn100_fnb_committee_20260408_235445_r01,lstm_signmag_best_by_val,avg,7,"CTS,EVF,FTS,HCM,SSI,VCI,VIX",0.1,0.015946411847438502,-0.016240389600580718,0.001,0.05,0.1,2,0.07500000000000001,-0.016376241773137123,-0.016376241773137123,-0.01651209394569353,-0.016240389600580718
sector_dich_vu_tai_chinh_return_w5_relscore,lstm_signmag_best_by_val,confirm_vn100_fnb_committee_20260408_235445_r01,lstm_ensemble,agree_only,7,"CTS,EVF,FTS,HCM,SSI,VCI,VIX",0.85,0.01572765219969041,-0.002119614546943316,0.001,0.8,0.95,4,0.875,-0.0019636616561302667,-0.0019996466393783496,-0.002119614546943316,-0.0017357387988210515
sector_dich_vu_tai_chinh_return_w5_relscore,lstm_best_by_val,confirm_vn100_fnb_committee_20260408_235445_r01,lstm_best_by_val,avg,7,"CTS,EVF,FTS,HCM,SSI,VCI,VIX",0.85,0.01527713184317614,0.005464568533919745,0.001,0.75,0.85,3,0.7999999999999999,0.0036465359511819173,0.002955413796987494,0.0025196255226385134,0.005464568533919745
sector_dich_vu_tai_chinh_return_w5_relscore,lstm_signmag_best_by_val,confirm_vn100_fnb_committee_20260408_235445_r01,lstm_best_by_val,avg,7,"CTS,EVF,FTS,HCM,SSI,VCI,VIX",0.55,0.015068972803719438,0.006645381391757077,0.001,0.45,1.0,4,0.625,0.002565994901435026,0.002749138472898205,-0.0018796787318133834,0.006645381391757077
sector_dich_vu_tai_chinh_return_w5_relscore,lstm_signmag_best_by_val,confirm_vn100_fnb_committee_20260408_235445_r01,lstm_best_by_val,agree_only,7,"CTS,EVF,FTS,HCM,SSI,VCI,VIX",0.9,0.014561427670098048,-0.002119614546943316,0.001,0.85,1.0,4,0.9249999999999999,-0.0020718727916618773,-0.0019996466393783496,-0.0024085191560774266,-0.0018796787318133834
sector_dich_vu_tai_chinh_return_w5_relscore,lstm_signmag_best_by_val,confirm_vn100_fnb_committee_20260408_235445_r01,lstm_signmag_best_by_val,agree_only,7,"CTS,EVF,FTS,HCM,SSI,VCI,VIX",1.0,0.014213787695753877,-0.0018796787318133834,0.001,0.7,1.0,7,0.85,-0.002676596938500023,-0.0024512758178234506,-0.0034964674019455355,-0.0018796787318133834
sector_dich_vu_tai_chinh_return_w5_relscore,lstm_signmag_best_by_val,confirm_vn100_fnb_committee_20260408_235445_r01,lstm_ensemble,avg,7,"CTS,EVF,FTS,HCM,SSI,VCI,VIX",1.0,0.014213787695753877,-0.0018796787318133834,0.001,1.0,1.0,1,1.0,-0.0018796787318133834,-0.0018796787318133834,-0.0018796787318133834,-0.0018796787318133834
sector_dich_vu_tai_chinh_return_w5_relscore,lstm_best_by_val,confirm_vn100_fnb_committee_20260408_235445_r01,lstm_best_by_val,agree_only,7,"CTS,EVF,FTS,HCM,SSI,VCI,VIX",0.8,0.013357184341127981,0.0004392699138168199,0.001,0.8,0.8,1,0.8,0.0004392699138168199,0.0004392699138168199,0.0004392699138168199,0.0004392699138168199
sector_dich_vu_tai_chinh_return_w5_relscore,lstm_best_by_val,confirm_vn100_fnb_committee_20260408_235445_r01,lstm_ensemble,avg,7,"CTS,EVF,FTS,HCM,SSI,VCI,VIX",0.7,0.01296845316627282,0.0032445026277461153,0.001,0.45,0.7,4,0.5625,0.0035404342306314396,0.003164340270890631,0.002983854398974861,0.004849201981769635
sector_dich_vu_tai_chinh_return_w5_relscore,lstm_ensemble,confirm_vn100_fnb_committee_20260408_235445_r01,lstm_best_by_val,avg,7,"CTS,EVF,FTS,HCM,SSI,VCI,VIX",0.05,0.012590252864322693,0.014743435356098011,0.001,0.05,0.05,1,0.05,0.014743435356098011,0.014743435356098011,0.014743435356098011,0.014743435356098011
sector_dich_vu_tai_chinh_return_w5_relscore,lstm_ensemble,confirm_vn100_fnb_committee_20260408_235445_r01,lstm_ensemble,avg,7,"CTS,EVF,FTS,HCM,SSI,VCI,VIX",0.05,0.010482305967522754,-0.004364406278278388,0.001,0.0,0.05,2,0.025,-0.0037576984326566087,-0.0037576984326566087,-0.004364406278278388,-0.00315099058703483
sector_dich_vu_tai_chinh_return_w5_relscore,lstm_best_by_val,confirm_vn100_fnb_committee_20260408_235445_r01,lstm_signmag_best_by_val,agree_only,7,"CTS,EVF,FTS,HCM,SSI,VCI,VIX",1.0,0.009410196522742886,-0.0034763075288153367,0.001,1.0,1.0,1,1.0,-0.0034763075288153367,-0.0034763075288153367,-0.0034763075288153367,-0.0034763075288153367
sector_dich_vu_tai_chinh_return_w5_relscore,lstm_best_by_val,confirm_vn100_fnb_committee_20260408_235445_r01,lstm_ensemble,agree_only,7,"CTS,EVF,FTS,HCM,SSI,VCI,VIX",1.0,0.009410196522742886,-0.0034763075288153367,0.001,1.0,1.0,1,1.0,-0.0034763075288153367,-0.0034763075288153367,-0.0034763075288153367,-0.0034763075288153367
sector_dich_vu_tai_chinh_return_w5_relscore,lstm_ensemble,confirm_vn100_fnb_committee_20260408_235445_r01,lstm_signmag_best_by_val,agree_only,7,"CTS,EVF,FTS,HCM,SSI,VCI,VIX",0.4,0.0028129469213884484,0.007650916908333527,0.001,0.25,0.45,5,0.35,0.007311153368113698,0.007650916908333527,0.006615709771462197,0.007868476843271965
