rel_score,median_abs_error,q90_abs_error,daily_q90_p90,daily_max,pred_actual_q90_ratio,directional_accuracy,market_pred_r2,market_pred_corr,spike_days_ge_5pct,spike_days_ge_7pct,spike_days_ge_8pct,variant,seed,split
0.03023542871145135,0.012529452331364155,0.04804348275065421,0.06292186498641969,0.11622633635997773,0.18255494262802172,0.5096699478865084,-0.0051695023672739815,,155,37,15,raw_baseline,43,val
0.002902280248399891,0.012615446001291275,0.04993191137909888,0.06548671260476113,0.08214382827281952,0.13199095470984953,0.48495326329721233,-35.490174124801115,-0.014853760319845415,173,35,7,two_stream_joint,43,val
0.032501106876756,0.012512353248894215,0.04790689051151274,0.06190754115581513,0.11112172603607177,0.2012710977788325,0.5112085366862437,-0.0051695023672739815,,163,30,8,raw_baseline,52,val
0.02098228447155892,0.012672594748437405,0.04845471456646918,0.06474318951368331,0.11301562264561654,0.21373786847259835,0.5013814211266441,-74.54270595926054,0.04463135607407347,161,39,18,two_stream_joint,52,val
0.02237345204105412,0.0124528082087636,0.048789419233798974,0.06468113005161286,0.10637927353382111,0.16841040154888595,0.5073372487385226,-0.0051695023672739815,,159,41,12,raw_baseline,71,val
0.011075597279424865,0.01277143508195877,0.04900381565093993,0.06478995829820634,0.10923833250999451,0.22049660244024036,0.4959384564480106,-91.31705711684701,0.037979984143706874,148,48,21,two_stream_joint,71,val
