variant,n_seeds,rel_score_mean,rel_score_std,daily_max_mean,daily_max_std,spike_days_ge_8pct_mean,spike_days_ge_8pct_std,directional_accuracy_mean,directional_accuracy_std,market_pred_r2_mean,market_pred_r2_std,market_pred_corr_mean,market_pred_corr_std,pred_actual_q90_ratio_mean,pred_actual_q90_ratio_std
raw_baseline,3,0.02836999587642049,0.0053152824820782,0.11124244530995686,0.004924641249155557,11.666666666666666,3.511884584284246,0.5094052444370916,0.0019491712420006853,-0.0051695023672739815,0.0,,,0.18407881398524673,0.01648326354561602
two_stream_joint,3,0.011653387333127893,0.009053840024375332,0.10146592780947687,0.016839674226971767,15.333333333333334,7.3711147958319945,0.494091046957289,0.008368439746272065,-67.11664573363622,28.644720176811738,0.02258585996597831,0.03259377337006279,0.1887418085408961,0.04926372579419818
