model,threshold,holding_period,trade_count,coverage,directional_accuracy,avg_actual_return,avg_strategy_return,cumulative_strategy_return,final_equity,sampled_buy_hold_equity
arima,0.0,3,516,0.2948571428571429,0.5193798449612403,0.0006010521261627911,0.0006010521261627911,0.3101428971000002,0.7890001295150831,0.7890001295150831
arima,0.0025,3,360,0.2057142857142857,0.5222222222222223,0.0012658009466666672,0.0012658009466666672,0.4556883408000002,1.0966034401333362,1.0966034401333362
arima,0.005,3,124,0.07085714285714285,0.47580645161290325,0.0007266216604838716,0.0007266216604838716,0.09010108590000007,0.9405334784858758,0.9405334784858758
arima,0.01,3,8,0.004571428571428572,0.625,0.0297890543125,0.0297890543125,0.2383124345,1.2531297214375405,1.2531297214375405
arima,0.015,3,0,0.0,,,,0.0,1.0,1.0
arima,0.02,3,0,0.0,,,,0.0,1.0,1.0
linear_regression,0.0,3,447,0.25542857142857145,0.5324384787472036,0.005235641102908278,0.005235641102908278,2.3403315730000003,6.22166507723042,6.22166507723042
linear_regression,0.0025,3,411,0.23485714285714285,0.49391727493917276,0.0002701243301703165,0.0002701243301703165,0.11102109970000007,0.7023827192089961,0.7023827192089961
linear_regression,0.005,3,361,0.2062857142857143,0.5373961218836565,0.002997758124653739,0.002997758124653739,1.0821906829999997,1.879047331139555,1.879047331139555
linear_regression,0.01,3,258,0.14742857142857144,0.5348837209302325,0.0046053749507751944,0.0046053749507751944,1.1881867373000001,2.391919274492517,2.391919274492517
linear_regression,0.015,3,169,0.09657142857142857,0.5325443786982249,0.0053978997887573965,0.0053978997887573965,0.9122450643,1.8891261030809956,1.8891261030809956
linear_regression,0.02,3,109,0.062285714285714285,0.4954128440366973,0.004042932549541284,0.004042932549541284,0.44067964789999997,1.2761424396940182,1.2761424396940182
lstm,0.0,3,476,0.272,0.5336134453781513,0.0018375761670168071,0.0018375761670168071,0.8746862555000002,1.441599783971695,1.441599783971695
lstm,0.0025,3,421,0.24057142857142857,0.5463182897862233,0.004060879170071259,0.004060879170071259,1.7096301306,3.498023938202177,3.498023938202177
lstm,0.005,3,342,0.19542857142857142,0.5555555555555556,0.004702125768713451,0.004702125768713451,1.6081270129000003,3.284954648031487,3.284954648031487
lstm,0.01,3,207,0.11828571428571429,0.6473429951690821,0.011456509658454107,0.011456509658454107,2.3714974993,7.892262717497051,7.892262717497051
lstm,0.015,3,110,0.06285714285714286,0.6090909090909091,0.009827231429090907,0.009827231429090907,1.0809954571999998,2.451937814605161,2.451937814605161
lstm,0.02,3,54,0.030857142857142857,0.6296296296296297,0.012301019833333338,0.012301019833333338,0.6642550710000003,1.778738726492932,1.778738726492932
