score,policy,seeds,obs_coverage_mean,day_coverage_mean,rel_score_mean,q90_abs_error_mean,daily_q90_median_mean,daily_q90_p90_mean,daily_q90_max_mean,days_ge_3p5_mean,days_ge_5_mean,days_ge_7_mean,days_ge_8_mean
none,full_coverage,3,1.0,1.0,0.024767544102766898,0.048572927619666674,0.03690483848566667,0.06393347929053333,0.09442062846666667,363.3333333333333,166.66666666666666,29.0,7.666666666666667
risk_disagreement,abstain_zero_lowest_risk_available,3,0.10001984520738243,1.0,0.0007009242929521357,0.05019915003333334,0.03736367873333334,0.0683981948,0.06994788696333333,358.3333333333333,169.0,0.0,0.0
risk_disagreement,abstain_zero_q10,3,0.10001984520738243,1.0,0.0007009242929521357,0.05019915003333334,0.03736367873333334,0.0683981948,0.06994788696333333,358.3333333333333,169.0,0.0,0.0
risk_disagreement,abstain_zero_q100,3,1.0,1.0,0.024767544102766898,0.048572927619666674,0.03690483848566667,0.06393347929053333,0.09442062846666667,363.3333333333333,166.66666666666666,29.0,7.666666666666667
risk_disagreement,abstain_zero_q15,3,0.15001323013825493,1.0,0.0005112583206814773,0.05022928036666666,0.03734092703333334,0.0683981948,0.06995335069999999,358.6666666666667,169.33333333333334,0.3333333333333333,0.0
risk_disagreement,abstain_zero_q20,3,0.20000661506912745,1.0,0.0002769621214095963,0.05025393216666668,0.03734426166666668,0.06837805873333334,0.06995647203333333,358.3333333333333,170.0,0.3333333333333333,0.0
risk_disagreement,abstain_zero_q25,3,0.2500165376728187,1.0,0.0006330781316152093,0.050253606219333335,0.037289535866666675,0.06828416366666668,0.0699991794,359.0,170.33333333333334,0.3333333333333333,0.0
risk_disagreement,abstain_zero_q30,3,0.3000099226036912,1.0,0.00037495047056368414,0.05027212430296669,0.03728177660000001,0.06828416366666668,0.07012971370233333,358.6666666666667,170.33333333333334,0.3333333333333333,0.0
risk_disagreement,abstain_zero_q40,3,0.4000132301382549,1.0,0.0006765716885333747,0.050268816500000015,0.037221983366666676,0.06824890546666668,0.0705943853,357.3333333333333,170.0,0.6666666666666666,0.0
risk_disagreement,abstain_zero_q50,3,0.5,1.0,0.0011866562021842775,0.05026603918,0.03723723556666668,0.06814996279200002,0.07197369991000001,360.0,171.33333333333334,2.3333333333333335,0.0
risk_disagreement,abstain_zero_q60,3,0.6000033075345638,1.0,0.0017586928128308459,0.050237176844000024,0.03717167396666668,0.06821829173333334,0.07457789987333335,360.3333333333333,171.33333333333334,3.3333333333333335,0.0
risk_disagreement,abstain_zero_q70,3,0.7000066150691274,1.0,0.001984069520281665,0.05024641560000001,0.037181745346666684,0.06810216636306667,0.07547885370333333,360.0,171.66666666666666,4.333333333333333,0.0
risk_disagreement,abstain_zero_q80,3,0.7999933849308726,1.0,0.003095873900114824,0.05018183947000001,0.03706908672566669,0.06793410498,0.07876911252666667,359.0,172.33333333333334,6.666666666666667,0.6666666666666666
risk_disagreement,abstain_zero_q90,3,0.8999966924654362,1.0,0.007568386377234966,0.049878742443333346,0.03719344800333335,0.067175380968,0.08436993716666667,362.0,171.0,10.0,1.0
risk_disagreement,coverage_q10,3,0.10001984520738243,0.8624178047546788,0.004033819006062848,0.03085205466333334,0.024127132959000003,0.037251758689533336,0.063538884802,14.333333333333334,3.3333333333333335,0.0,0.0
risk_disagreement,coverage_q100,3,1.0,1.0,0.024767544102766898,0.048572927619666674,0.03690483848566667,0.06393347929053333,0.09442062846666667,363.3333333333333,166.66666666666666,29.0,7.666666666666667
risk_disagreement,coverage_q15,3,0.15001323013825493,0.9028831562974203,0.0037180168688093853,0.03122640017933333,0.025297528664000004,0.040338511676400006,0.06975803824333333,33.666666666666664,8.0,0.3333333333333333,0.0
risk_disagreement,coverage_q20,3,0.20000661506912745,0.923115832068791,0.002714152633289076,0.03161150518533335,0.026376556183833336,0.04320798102000001,0.07028199776133333,60.666666666666664,17.0,0.3333333333333333,0.0
risk_disagreement,coverage_q25,3,0.2500165376728187,0.9428426909458776,0.004298251293007871,0.03207341426000002,0.026746477566666673,0.04412012772806667,0.07039225580000001,82.0,21.0,0.6666666666666666,0.0
risk_disagreement,coverage_q30,3,0.3000099226036912,0.9590288315629744,0.004153833104924343,0.03267387843333334,0.027859015677833332,0.045176739676666695,0.07060515559966668,99.0,26.0,0.6666666666666666,0.0
risk_disagreement,coverage_q40,3,0.4000132301382549,0.9726858877086495,0.0015336384990228453,0.03387866231333333,0.029104967244666675,0.047228483911000006,0.07505063039333333,138.33333333333334,36.666666666666664,2.0,0.3333333333333333
risk_disagreement,coverage_q50,3,0.5,0.9838138593829034,0.003318477215045338,0.035087567100666676,0.030054611792200005,0.04936087166140001,0.07641531069333334,181.33333333333334,49.666666666666664,4.666666666666667,0.3333333333333333
risk_disagreement,coverage_q60,3,0.6000033075345638,0.9929185634800203,0.005143655612802685,0.03636118920666667,0.031046921937333345,0.05188542669106668,0.07964858671666668,209.33333333333334,66.66666666666667,6.0,0.6666666666666666
risk_disagreement,coverage_q70,3,0.7000066150691274,0.9969650986342944,0.003771911398738411,0.03806915814500001,0.03240054648466666,0.05323101182423334,0.07902693693333333,245.0,77.33333333333333,6.333333333333333,0.6666666666666666
risk_disagreement,coverage_q80,3,0.7999933849308726,0.9989883662114315,0.0055501521616383815,0.0399381380366667,0.033758769996,0.056598302803066686,0.08246518131666668,291.3333333333333,108.0,9.0,1.0
risk_disagreement,coverage_q90,3,0.8999966924654362,0.9994941831057158,0.006342676627617561,0.04275302990333333,0.035114260082,0.06087854184933334,0.08476513943333334,327.6666666666667,134.33333333333334,17.666666666666668,2.3333333333333335
risk_disagreement,lowest_risk_available,3,0.10001984520738243,0.8624178047546788,0.004033819006062848,0.03085205466333334,0.024127132959000003,0.037251758689533336,0.063538884802,14.333333333333334,3.3333333333333335,0.0,0.0
risk_hgb,abstain_zero_calibrated_p90_3p5,3,0.05107384622169301,1.0,-0.00015820127529971492,0.0502218647666667,0.037293700733333345,0.0683981948,0.0699300148,358.0,170.0,0.0,0.0
risk_hgb,abstain_zero_q10,3,0.039028907852087055,1.0,-0.00010229685818334093,0.05022141510000003,0.037293700733333345,0.0683981948,0.0699300148,358.0,170.0,0.0,0.0
risk_hgb,abstain_zero_q100,3,0.9999558995391502,1.0,0.024779463471069924,0.048571853753666676,0.03690483848566667,0.06393347929053333,0.09442062846666667,363.3333333333333,166.66666666666666,28.666666666666668,7.666666666666667
risk_hgb,abstain_zero_q15,3,0.057005358205993256,1.0,-0.00015790278232752364,0.0502218647666667,0.037293700733333345,0.0683981948,0.0699300148,358.0,170.0,0.0,0.0
risk_hgb,abstain_zero_q20,3,0.07544486339882252,1.0,4.4264517833495866e-05,0.050209376400000026,0.037293700733333345,0.0683981948,0.0699300148,358.0,170.0,0.0,0.0
risk_hgb,abstain_zero_q25,3,0.09428127273930013,1.0,9.567650516428827e-05,0.0502046954666667,0.037293700733333345,0.0683981948,0.0699300148,357.3333333333333,170.0,0.0,0.0
risk_hgb,abstain_zero_q30,3,0.1168496835791934,1.0,5.77319016454488e-05,0.050209376400000026,0.037293700733333345,0.0683981948,0.0699300148,357.6666666666667,169.66666666666666,0.0,0.0
risk_hgb,abstain_zero_q40,3,0.17257061586293576,1.0,0.00023063494196159015,0.05022217714733335,0.037329839700000006,0.06836475686666667,0.0699300148,358.3333333333333,170.0,0.0,0.0
risk_hgb,abstain_zero_q50,3,0.2449560097903023,1.0,0.00015898261934825056,0.05024780924000002,0.037340043733333335,0.06827595252266667,0.06995137826999999,358.6666666666667,170.66666666666666,0.0,0.0
risk_hgb,abstain_zero_q60,3,0.33730788736742295,1.0,7.11700110358852e-05,0.050267630466666664,0.037336766900000005,0.068219826164,0.06998702910333333,359.0,171.0,0.3333333333333333,0.0
risk_hgb,abstain_zero_q70,3,0.46244294502877553,1.0,0.0005975372411475277,0.05027200016066668,0.03737894307666668,0.068219826164,0.07099649525333333,359.6666666666667,172.0,1.6666666666666667,0.0
risk_hgb,abstain_zero_q80,3,0.6183931997089369,1.0,0.0018853969416569767,0.05020289380333334,0.037267344155333344,0.068240858,0.0726699954,360.6666666666667,171.66666666666666,3.6666666666666665,0.0
risk_hgb,abstain_zero_q90,3,0.8040230645410245,1.0,0.004506880020457811,0.05006753952733334,0.0373097996,0.067739077984,0.07871116922,361.6666666666667,171.0,7.0,1.0
risk_hgb,calibrated_p90_3p5,3,0.05107384622169301,0.8973191704602934,-0.005414356419468858,0.018342143446000006,0.01886601164883334,0.0323344039481,0.04665593203833334,1.6666666666666667,1.0,0.0,0.0
risk_hgb,coverage_q10,3,0.039028907852087055,0.849772382397572,-0.008353432663991947,0.017544309913333337,0.017282611183000004,0.0177424677054,0.017857431836,0.0,0.0,0.0,0.0
risk_hgb,coverage_q100,3,0.9999558995391502,1.0,0.024785481432322804,0.04857047978600001,0.03690483848566667,0.06393347929053333,0.09442062846666667,363.3333333333333,166.66666666666666,28.666666666666668,7.666666666666667
risk_hgb,coverage_q15,3,0.057005358205993256,0.9160343955488113,-0.003296747245141359,0.018894733059333337,0.017795352601666672,0.03539014085616667,0.05359014584366667,2.3333333333333335,1.0,0.0,0.0
risk_hgb,coverage_q20,3,0.07544486339882252,0.9484066767830046,0.0051758144905694374,0.020341288657,0.017998804114,0.033124648712966685,0.062213464107666656,4.666666666666667,2.3333333333333335,0.0,0.0
risk_hgb,coverage_q25,3,0.09428127273930013,0.9625695498229642,-0.002066296654130606,0.0216977832,0.018849770249333337,0.03169667597306667,0.060100877592,5.666666666666667,3.3333333333333335,0.0,0.0
risk_hgb,coverage_q30,3,0.1168496835791934,0.9726858877086495,-0.008910156131128296,0.02281566267,0.019319736045666665,0.03286739423252667,0.05839633439133333,8.666666666666666,2.6666666666666665,0.0,0.0
risk_hgb,coverage_q40,3,0.17257061586293576,0.9898836621143147,0.005818678494979819,0.024729419540000002,0.021039182189833333,0.03440461419533334,0.05814635750533333,17.0,3.6666666666666665,0.0,0.0
risk_hgb,coverage_q50,3,0.2449560097903023,0.9959534648457259,0.005348504955039283,0.026482459906666672,0.022197224427666667,0.03723415147520001,0.06432335276666667,37.0,7.0,0.0,0.0
risk_hgb,coverage_q60,3,0.33730788736742295,0.9984825493171471,0.0034241990165653955,0.02842002770366667,0.024381856940333332,0.039489428002433345,0.07102211798233334,64.66666666666667,14.0,1.0,0.0
risk_hgb,coverage_q70,3,0.46244294502877553,0.9994941831057158,0.004524528753119668,0.030821799772666667,0.026700267605000005,0.042372099393999996,0.07211284163333333,118.66666666666667,29.333333333333332,2.0,0.0
risk_hgb,coverage_q80,3,0.6183931997089369,1.0,0.003399335532822678,0.03418106635666668,0.029284699266,0.04760745086506668,0.07428255381,177.0,49.666666666666664,5.333333333333333,0.0
risk_hgb,coverage_q90,3,0.8040230645410245,1.0,0.005651336306309133,0.03901316371,0.0326517562725,0.05538673555466667,0.08131419866666667,263.6666666666667,93.0,9.0,1.0
risk_hybrid,abstain_zero_calibrated_p90_3p5,3,0.14105532402813611,1.0,-8.806161778289005e-05,0.05023494463333334,0.03732420513333335,0.0683981948,0.06994788696333333,358.3333333333333,169.66666666666666,0.0,0.0
risk_hybrid,abstain_zero_q10,3,0.10980463495843533,1.0,-9.166785509965673e-05,0.050234128400000015,0.03736034410000001,0.0683981948,0.06994039533666667,358.0,170.0,0.0,0.0
risk_hybrid,abstain_zero_q100,3,0.9999889748847876,1.0,0.024767544102766898,0.048572927619666674,0.03690483848566667,0.06393347929053333,0.09442062846666667,363.3333333333333,166.66666666666666,29.0,7.666666666666667
risk_hybrid,abstain_zero_q15,3,0.15624242023329143,1.0,-9.889624935717952e-06,0.05023494463333334,0.03732420513333335,0.0683981948,0.06994788696333333,358.0,169.66666666666666,0.0,0.0
risk_hybrid,abstain_zero_q20,3,0.2019911358073692,1.0,0.00025949873479073443,0.050237750566666683,0.037376595196666675,0.06836475686666667,0.06994788696333333,358.3333333333333,170.66666666666666,0.0,0.0
risk_hybrid,abstain_zero_q25,3,0.24647747568962095,1.0,0.0008252904390901872,0.05022431440000002,0.037365234280000006,0.06836475686666667,0.06994788696333333,359.0,170.66666666666666,0.0,0.0
risk_hybrid,abstain_zero_q30,3,0.29229234195497344,1.0,0.000430376011645824,0.05024627763333336,0.03742898416333333,0.068297881,0.06995647203333333,359.3333333333333,170.66666666666666,0.3333333333333333,0.0
risk_hybrid,abstain_zero_q40,3,0.3874611364688761,1.0,0.0006193485957973014,0.05024397170000002,0.03730611927866668,0.06823069703066668,0.07007481464899999,359.0,170.33333333333334,0.3333333333333333,0.0
risk_hybrid,abstain_zero_q50,3,0.489338713589557,1.0,0.00046131214168380435,0.05026114289933336,0.03721810110533334,0.06818303273333334,0.07055980556333334,359.3333333333333,171.66666666666666,1.0,0.0
risk_hybrid,abstain_zero_q60,3,0.5935591276928843,1.0,0.0012007214563643325,0.05025145159333335,0.03731593237333334,0.06817216186666668,0.07254254079,360.0,172.0,2.3333333333333335,0.0
risk_hybrid,abstain_zero_q70,3,0.6979173557363675,1.0,0.0024949653820522575,0.05017908942166668,0.037262888378666675,0.06814160750666666,0.07353168631000001,362.3333333333333,172.0,4.0,0.0
risk_hybrid,abstain_zero_q80,3,0.8045963705320721,1.0,0.0035121693570518975,0.05014709955,0.03706879499766667,0.06792900683733334,0.07693706114333335,362.3333333333333,170.66666666666666,6.333333333333333,0.0
risk_hybrid,abstain_zero_q90,3,0.9109446318714031,1.0,0.007053745052181111,0.04988579448966668,0.03690550523333334,0.06691838385013336,0.08304316400000002,361.3333333333333,169.33333333333334,12.333333333333334,1.6666666666666667
risk_hybrid,calibrated_p90_3p5,3,0.14105532402813611,0.8917551846231664,0.0030792774791257673,0.024146232791333332,0.020162748012500006,0.03303149035476668,0.06279856876666667,11.333333333333334,2.3333333333333335,0.0,0.0
