seed,score,policy,threshold,n_obs,obs_coverage,n_days,day_coverage,rel_score,q90_abs_error,daily_q90_median,daily_q90_p90,daily_q90_max,days_ge_3p5,days_ge_5,days_ge_7,days_ge_8
43,risk_hgb,coverage_q10,0.062277704704389696,2177,0.03600251372626844,547,0.8300455235204856,-0.011322032629605738,0.017756838920000007,,,,0,0,0,0
43,risk_hgb,abstain_zero_q10,0.062277704704389696,60468,0.03600251372626844,659,1.0,-2.089450805931037e-06,0.05022141510000003,0.037329839700000006,0.0683981948,0.0699300148,358,170,0,0
43,risk_hgb,coverage_q15,0.07348699620277017,3284,0.05430971753654826,602,0.91350531107739,-0.011530983696746766,0.018875040298000006,0.020355738395000014,0.047185942406,0.06332601956,3,2,0,0
43,risk_hgb,abstain_zero_q15,0.07348699620277017,60468,0.05430971753654826,659,1.0,0.0001260064866290822,0.050211909900000025,0.037329839700000006,0.0683981948,0.0699300148,358,169,0,0
43,risk_hgb,coverage_q20,0.08419338361966161,4324,0.07150889726797645,628,0.952959028831563,-0.004659910531855438,0.020030205351000002,0.018306447370000003,0.03297783092000003,0.05724051870299999,4,3,0,0
43,risk_hgb,abstain_zero_q20,0.08419338361966161,60468,0.07150889726797645,659,1.0,0.00010803720969831954,0.05019786710000005,0.037329839700000006,0.0683981948,0.0699300148,358,169,0,0
43,risk_hgb,coverage_q25,0.093488999862796,5386,0.08907190580141562,640,0.9711684370257967,0.004373774117698903,0.02113681055,0.017825037575,0.031836172005999995,0.056864072275999995,4,3,0,0
43,risk_hgb,abstain_zero_q25,0.093488999862796,60468,0.08907190580141562,659,1.0,0.00019999029141626323,0.05019786710000005,0.037329839700000006,0.0683981948,0.0699300148,357,169,0,0
43,risk_hgb,coverage_q30,0.10259911172566537,6708,0.11093470926771185,643,0.9757207890743551,-0.0074669534381826,0.02263423288,0.018776894182500004,0.0317252478526,0.0592055417,6,2,0,0
43,risk_hgb,abstain_zero_q30,0.10259911172566537,60468,0.11093470926771185,659,1.0,-4.2874734554665395e-05,0.050211909900000025,0.037329839700000006,0.0683981948,0.0699300148,358,169,0,0
43,risk_hgb,coverage_q40,0.12120652540707655,9895,0.16364027254084806,653,0.9908952959028832,0.006636301217473606,0.02445164554,0.0213734214,0.034297671120000005,0.057850174816,15,4,0,0
43,risk_hgb,abstain_zero_q40,0.12120652540707655,60468,0.16364027254084806,659,1.0,-0.00014046681284107798,0.050232269300000035,0.037329839700000006,0.0683981948,0.0699300148,358,169,0,0
43,risk_hgb,coverage_q50,0.1449760633535047,14026,0.23195739895481907,656,0.9954476479514416,-0.00018310921653741374,0.02651727395,0.02213838928000001,0.036948373304000026,0.06896434962,36,10,0,0
43,risk_hgb,abstain_zero_q50,0.1449760633535047,60468,0.23195739895481907,659,1.0,-0.0004672277328952035,0.0502792861,0.03757728559999999,0.068337870168,0.0699300148,358,171,0,0
43,risk_hgb,coverage_q60,0.1724954691640471,19366,0.32026857180657536,658,0.9984825493171472,0.0005895392872345973,0.028045607305,0.02412532872,0.03986107764280001,0.07241427225,59,16,2,0
43,risk_hgb,abstain_zero_q60,0.1724954691640471,60468,0.32026857180657536,659,1.0,-0.0008075216609946256,0.050304937,0.03757728559999999,0.068283161292,0.0699999084,359,171,0,0
43,risk_hgb,coverage_q70,0.21039114398926034,26795,0.4431269431765562,659,1.0,0.0022511171288647214,0.030543851678,0.0266148659,0.040449849432,0.0726020938,105,27,2,0
43,risk_hgb,abstain_zero_q70,0.21039114398926034,60468,0.4431269431765562,659,1.0,-0.0004184407414060676,0.05030206200200001,0.037532894000000004,0.068283161292,0.07066626016000001,360,171,2,0
43,risk_hgb,coverage_q80,0.2699266515763157,35991,0.5952073824171462,659,1.0,0.0009472958975488277,0.0338218503,0.02905063292,0.04675897494600002,0.07390562550000002,162,45,6,0
43,risk_hgb,abstain_zero_q80,0.2699266515763157,60468,0.5952073824171462,659,1.0,0.0016699101775348169,0.0501567307,0.037386035950000014,0.0683981948,0.0733037108,361,172,4,0
43,risk_hgb,coverage_q90,0.37771528054634174,47773,0.7900542435668453,659,1.0,0.005850015174147405,0.038770625600000004,0.0324554391675,0.05456570991400002,0.084346618,251,86,9,1
43,risk_hgb,abstain_zero_q90,0.37771528054634174,60468,0.7900542435668453,659,1.0,0.0049072782988788255,0.050024051042000015,0.03725542210000001,0.06793501916,0.0801420362,362,172,6,1
43,risk_hgb,coverage_q100,0.8108334723840142,60467,0.9999834623271813,659,1.0,0.021706711426691894,0.048780084068,0.0368558094,0.064335336224,0.09423149110000001,370,167,30,8
43,risk_hgb,abstain_zero_q100,0.8108334723840142,60468,0.9999834623271813,659,1.0,0.021689241603927933,0.048779975351,0.0368558094,0.064335336224,0.09423149110000001,370,167,30,8
43,risk_hgb,calibrated_p90_3p5,0.07348699620277017,3284,0.05430971753654826,602,0.91350531107739,-0.011530983696746766,0.018875040298000006,0.020355738395000014,0.047185942406,0.06332601956,3,2,0,0
43,risk_hgb,abstain_zero_calibrated_p90_3p5,0.07348699620277017,60468,0.05430971753654826,659,1.0,0.0001260064866290822,0.050211909900000025,0.037329839700000006,0.0683981948,0.0699300148,358,169,0,0
43,risk_logistic,coverage_q10,0.24549268966014223,1390,0.02298736521796653,367,0.5569044006069803,-0.0010010225732701716,0.016606997207000016,0.029349994264000003,0.029349994264000003,0.029349994264000003,0,0,0,0
43,risk_logistic,abstain_zero_q10,0.24549268966014223,60468,0.02298736521796653,659,1.0,-4.775887556540681e-07,0.05022141510000003,0.037329839700000006,0.0683981948,0.0699300148,358,170,0,0
43,risk_logistic,coverage_q15,0.2660537519570955,2278,0.03767281868095521,434,0.6585735963581184,-0.0034840182069755254,0.018155480711000004,0.017520790420000012,0.04811621841799999,0.062352524400000005,3,2,0,0
43,risk_logistic,abstain_zero_q15,0.2660537519570955,60468,0.03767281868095521,659,1.0,-0.00014531566534614626,0.050232269300000035,0.037329839700000006,0.0683981948,0.0699300148,358,170,0,0
43,risk_logistic,coverage_q20,0.2857465927484923,3401,0.056244625256333926,486,0.7374810318664643,0.003419994412905192,0.01961278732,0.0177216496,0.03854100650400001,0.056187518709,4,2,0,0
43,risk_logistic,abstain_zero_q20,0.2857465927484923,60468,0.056244625256333926,659,1.0,-0.0004148044071532464,0.0502419875,0.037329839700000006,0.0683981948,0.0699300148,358,170,0,0
43,risk_logistic,coverage_q25,0.30492825831268483,4644,0.07680095256995435,523,0.7936267071320182,0.008466860080652228,0.020811784139999998,0.01814125557,0.03065556071760003,0.056877417987,4,3,0,0
43,risk_logistic,abstain_zero_q25,0.30492825831268483,60468,0.07680095256995435,659,1.0,-0.00044189483333445523,0.0502419875,0.037329839700000006,0.0683981948,0.0699300148,358,170,0,0
43,risk_logistic,coverage_q30,0.3230019484812078,5992,0.09909373552953628,546,0.8285280728376327,-0.002143065462259619,0.022185481592000008,0.017973434156999993,0.031545649412000006,0.058467828199999995,7,2,0,0
43,risk_logistic,abstain_zero_q30,0.3230019484812078,60468,0.09909373552953628,659,1.0,-0.0007781472992529626,0.050248487800000005,0.037375596300000015,0.0683981948,0.0699300148,357,169,0,0
43,risk_logistic,coverage_q40,0.36158897751777846,9389,0.1552722100945955,581,0.881638846737481,0.0015352694007013667,0.02416081814000001,0.020012485162500003,0.033023417303,0.05960007527800001,14,3,0,0
43,risk_logistic,abstain_zero_q40,0.36158897751777846,60468,0.1552722100945955,659,1.0,-0.0007702259590867122,0.0502792822,0.03738560020000001,0.0683981948,0.0699300148,358,170,0,0
43,risk_logistic,coverage_q50,0.40595603734478414,13892,0.22974135079711583,607,0.921092564491654,0.0021116777922817187,0.025799825630000002,0.02174603743850001,0.035803877,0.059291248586,37,6,0,0
43,risk_logistic,abstain_zero_q50,0.40595603734478414,60468,0.22974135079711583,659,1.0,-0.0008338580275968344,0.05028427020000005,0.037444934,0.068297881,0.0699300148,358,171,0,0
43,risk_logistic,coverage_q60,0.459946906327003,19732,0.3263213600582126,624,0.9468892261001517,-0.002293180115576332,0.02806070019100002,0.023711517874999997,0.03981439427980001,0.06822880339,69,14,0,0
43,risk_logistic,abstain_zero_q60,0.459946906327003,60468,0.3263213600582126,659,1.0,-0.0005327648498860693,0.05028427020000005,0.037704206,0.068283161292,0.0699629636,358,171,0,0
43,risk_logistic,coverage_q70,0.5251941512745207,26740,0.44221737117152876,640,0.9711684370257967,0.0017088637166621234,0.03006146340300001,0.026438600280000002,0.04094363718,0.07107419992,97,22,1,0
