split,Date,n_predictions,q90_abs_error,base_abs_mean,base_abs_q90,base_prediction_std,feature_volatility_20_mean,feature_volatility_20_q90,feature_volume_ratio_20_mean,feature_volume_ratio_20_q90,feature_momentum_20_mean,feature_momentum_20_std,feature_bb_width_mean,feature_bb_width_q90,feature_abs_intraday_return_q90,feature_alpha_sector_std,feature_sector_momentum_rank_std,past_return_mean,past_return_std,past_abs_return_q90,past_breadth,leader_return_k10_w60,leader_abs_return_k10_w60,leader_return_excess_k10_w60,high_error_label,lstm_high_error_probability,trading_day_in_year
train,2017-11-06,74,0.030469450108466828,0.0012644401630667458,0.002570418501272761,0.0014989496308457884,0.01739046094133273,0.026330453639575313,0.9420360159360815,1.6387224858433345,-0.014387868694313185,0.08192230484700382,0.1241428847829693,0.1999781000742479,0.046932002789546394,0.025831391305635738,3.928578400490022,0.010650602400083666,0.02073696512393668,0.03847804748937672,0.6538461538461539,0.004317238460794417,0.004317238460794417,-0.0063333639392892495,0,0.4975472,210
train,2017-11-07,75,0.026343687297776284,0.0013876010443102831,0.00264608082361514,0.0017624696185322276,0.01774889296192385,0.026830101682681382,1.1084003137620522,1.7609241034183356,-0.00787373937649133,0.08946051173352021,0.12453897563273232,0.20469526063403928,0.03338361355358519,0.02405732184192284,3.833564427033438,0.004470345820386732,0.0171761421906493,0.029683718416297265,0.3974358974358974,0.006206858901008745,0.006206858901008745,0.0017365130806220128,0,0.48066604,211
train,2017-11-08,74,0.02778033686627155,0.0012850369599200415,0.0025436576688661503,0.0017569213859575771,0.017982723628810596,0.026118526802444204,0.9507046730349313,1.8063385091213886,-0.006868221739371677,0.09319212656329001,0.12530445885781127,0.20196254447228476,0.03279490741125818,0.020184064916955763,4.10454367568856,0.0067437306216202916,0.017537460144745044,0.027565691141686072,0.5128205128205128,0.015019980108583702,0.015019980108583702,0.00827624948696341,0,0.44075283,212
train,2017-11-09,74,0.03648155238479366,0.0013181410609874357,0.00263805880676948,0.0016876050193191346,0.01808862819665543,0.026505445341844226,1.166054625073388,2.2330158654127445,-0.002326581826605849,0.09658769061832644,0.1268914907934042,0.20673466419151687,0.027912289792265264,0.01713812618990713,3.921409541894472,0.004846091868585411,0.01791287729758587,0.029911579469024403,0.5063291139240507,-0.0028314861214451927,0.0028314861214451927,-0.007677577990030604,1,0.3738772,213
train,2017-11-10,73,0.04132310721906828,0.0013471324082897308,0.0031305630225687596,0.0017913699147183541,0.017804298726288317,0.025708473622218033,1.133014125881797,2.298087526849777,2.7838070990045622e-05,0.10028907988670363,0.12873024516246367,0.21142201412021638,0.030392709860990873,0.020030899319272964,4.081317646186283,0.005511760980870629,0.020985187954683886,0.036006604729152035,0.4936708860759494,0.01846281300843277,0.01846281300843277,0.012951052027562141,1,0.4694331,214
train,2017-11-13,73,0.030687534247408582,0.0015045112387481268,0.0035002946853637394,0.0018383149445194604,0.018316413151327045,0.028322512508438133,1.1172909108572247,1.7804228189769304,-0.0033243960205045523,0.0901164291263268,0.12963095028986502,0.20934487553236383,0.0270270270270269,0.02147100833447133,3.9590272162791407,0.0036545027673984664,0.02672092245213618,0.04735082413422456,0.41025641025641024,0.003935303284054873,0.003935303284054873,0.00028080051665640635,0,0.54026383,215
train,2017-11-14,72,0.036531203749473065,0.0013417804790757356,0.00338145028799765,0.0018095365513926217,0.018695581584572653,0.028300149082095966,1.2710175022679393,2.305364716463736,0.0025480861404853705,0.1057742145971906,0.1343575999303486,0.20747888695316005,0.041595444091556126,0.028654395998721285,4.102749183257474,0.0061619716649691705,0.01880800626141954,0.029644633951235084,0.5641025641025641,0.0028881692819401204,0.0028881692819401204,-0.00327380238302905,1,0.54868335,216
train,2017-11-15,74,0.0418282124446705,0.0012654454389907498,0.0031235331669449,0.0016775221797051868,0.01873860775992955,0.027209371879409402,1.3465216304656566,2.4885121470243696,0.004559967607804657,0.09766712562969006,0.13575460820741983,0.21546974893207396,0.03364797152674695,0.020645079783970947,3.8781181098629083,0.00752089351769397,0.0235056184629935,0.03827575854329199,0.4936708860759494,0.0053137136851014325,0.0053137136851014325,-0.0022071798325925375,1,0.56872165,217
train,2017-11-16,72,0.02767164844553905,0.0014444346193663487,0.0023809522856026197,0.0017379567117021964,0.0193135005563266,0.02827631529658846,1.3486189365866643,1.89288571758799,0.018952317818149003,0.09454345051599494,0.14136532291141346,0.23153558682770406,0.03429010660304019,0.024323292097889967,3.7550175092165268,0.01388294187676929,0.019595465260445127,0.04387428528232786,0.7468354430379747,0.013841996038399463,0.013841996038399463,-4.094583836982725e-05,0,0.6398094,218
train,2017-11-17,74,0.027687744435388465,0.0013039769716079582,0.0026587013388051904,0.0016795948048956518,0.01975130249216572,0.02830702543499896,1.5783756100306088,2.4757598602321846,0.030817829527492117,0.09105441491818515,0.14331814111343225,0.26101867313259136,0.048518107699481366,0.02126046001599523,3.963177420759649,-0.0036020738598904188,0.016929541781701415,0.025063292761015443,0.22784810126582278,-0.007736833172244014,0.007736833172244014,-0.004134759312353594,0,0.67293376,219
train,2017-11-20,74,0.03524132455931977,0.0014941843120460192,0.00267387356143439,0.0017456615956681749,0.01992492820823315,0.02850031336505533,1.418417471239247,2.5098160595173784,0.0357923383838081,0.08734456402859946,0.14540116288224997,0.26851573610577123,0.030934840706838357,0.01820858056506914,4.372954644329445,0.005513916002054309,0.02083662575105155,0.028702995874203406,0.5189873417721519,0.0052874278448224845,0.0052874278448224845,-0.0002264881572318243,1,0.563448,220
train,2017-11-21,75,0.04625089700566601,0.0013722883175311014,0.0027109359391033414,0.0016563315113368952,0.019342953389694526,0.02915381389063981,1.300781161869828,1.8134367927633206,0.05958572000889279,0.09957578455002711,0.14731330197946793,0.27490729626573385,0.029371090308719025,0.020875650350141123,4.2465884558682525,0.00443140546575216,0.02083209248780934,0.03809625234937611,0.45569620253164556,0.011111241177504175,0.011111241177504175,0.006679835711752015,1,0.6061094,221
train,2017-11-22,74,0.027473656507208802,0.0014447997339113378,0.0030932277673855002,0.0016632063419035645,0.01950305015320012,0.029414118247637334,1.6417975793734723,2.891272802752036,0.05729205525161793,0.10124705777658563,0.15029084726607939,0.2789372594145672,0.03964338036243193,0.02492262110743297,4.156352778471051,0.011929808606299153,0.02014724172408673,0.04040645498917091,0.6538461538461539,0.006628635474684837,0.006628635474684837,-0.005301173131614316,0,0.67447835,222
train,2017-11-23,72,0.038516510633053225,0.0012969125156005764,0.0024805018678307196,0.0014574817510616402,0.0197696111185411,0.02910851121086225,1.3526775732812053,2.591618162293515,0.0675599425317615,0.10240429273893678,0.15560960986305025,0.2734510994180843,0.035955522470118975,0.01921884860298847,3.867423432501254,0.00405641879921608,0.016843193879496562,0.026327445230947877,0.4868421052631579,0.003960413827287238,0.003960413827287238,-9.600497192884146e-05,1,0.6390939,223
train,2017-11-24,73,0.033576070767594515,0.0011705028762861434,0.0020568317733704196,0.0014036494295948804,0.019780545592188732,0.02939524085873444,1.4190602356824287,2.3085086328810434,0.07832944711706184,0.10128612031680144,0.15732983278907212,0.26611838716779007,0.027815801845940655,0.021333280689296668,4.148911944068552,0.010591581511694231,0.021397132581462478,0.03989870172504085,0.6103896103896104,0.006330266615438644,0.006330266615438644,-0.0042613148962555875,0,0.609358,224
train,2017-11-27,74,0.026866737299132942,0.0012304355975951897,0.0024534406838938004,0.0015255160447829104,0.02035264764670945,0.029320693912186738,1.2677511348330361,2.274363866094925,0.08437968938161755,0.09244804155050396,0.164767130207344,0.2785201584829921,0.039816512334578204,0.024530063996983587,4.2727492933133595,0.012921925454648263,0.035061558584436145,0.04893661601553872,0.6075949367088608,0.013544895402797177,0.013544895402797177,0.0006229699481489145,0,0.70029396,225
train,2017-11-28,74,0.052809742954559674,0.0011558043161867565,0.00224193483591074,0.0014314685838307467,0.02037708629133161,0.02922852437076447,1.3233217661656036,2.1375868737685826,0.10183241271083222,0.10402569077337087,0.17303485914668595,0.30914849865504435,0.02507135886522222,0.02440580397597898,4.108758400566328,-0.0009882920274937228,0.018682588461723007,0.025458119653941413,0.34177215189873417,0.0018959193988152632,0.0018959193988152632,0.0028842114263089857,1,0.66415054,226
train,2017-11-29,73,0.03216044292785224,0.0011907644552670823,0.00250409711152312,0.0014309545441565606,0.02027811763408103,0.030055049300549037,1.2499526985048033,1.756915168127803,0.10681367123435635,0.10680011336280361,0.17416692852207777,0.29550666689989896,0.02096541843665309,0.02594501446965598,4.361560680276284,0.012458757787953854,0.02385370697405461,0.0495190507594298,0.6233766233766234,0.014558083057630868,0.014558083057630868,0.002099325269677014,0,0.71560806,227
train,2017-11-30,74,0.03555083779574485,0.0012798879347796998,0.00249219236429776,0.0014562084061588857,0.020415857479235328,0.02870308469107267,1.2264049102793384,2.3802202825990477,0.12491395838519413,0.11116505256237716,0.18141001839785348,0.28915204125615024,0.04349545566199943,0.026776667379745826,3.9154333463261004,0.005719748094163858,0.02407095350476868,0.032031226970356895,0.5769230769230769,-0.007543259344209912,0.007543259344209912,-0.013263007438373772,1,0.7398723,228
train,2017-12-01,75,0.04814115741173734,0.0011333385936449754,0.002382063353434163,0.0013539667631463585,0.01997982846299147,0.02767691096816928,1.3249009359222028,2.5013807125760685,0.14681050878465393,0.11478492995823233,0.1844204680532756,0.3115206527779137,0.033773430975471926,0.02008241067795402,3.9501396941884983,0.0116534813625336,0.02641936726984934,0.04210403539415402,0.6,0.01655005439775689,0.01655005439775689,0.004896573035223291,1,0.80262095,229
train,2017-12-04,74,0.045536820532288365,0.0010436682793403009,0.00251030579674983,0.0013653533953560581,0.01958259469432566,0.02782546139541428,1.1146439861346713,1.928006730978874,0.1396573489473165,0.09886543549730836,0.17891413835586675,0.29165776600129323,0.03784089941231573,0.019476635819327088,4.207699963823574,0.013564240961093673,0.02153830526985854,0.04449125811492333,0.6835443037974683,0.021924497882910395,0.021924497882910395,0.008360256921816722,1,0.7966888,230
train,2017-12-05,74,0.02683287924155588,0.0012042267337189058,0.00235033698845645,0.0015054697349797088,0.019736698831170615,0.02704637194145797,1.3686434669989904,2.5045923880930228,0.14365271269710495,0.10004788631385952,0.1850920832765498,0.30736584905644754,0.03975255105908749,0.02517039290285386,3.9639480467071846,-0.013444301452053439,0.02524572249728117,0.04603834136989436,0.25316455696202533,-0.030373422479395066,0.030373422479395066,-0.016929121027341627,0,0.7887805,231
train,2017-12-06,75,0.037798080247011936,0.001430872892839597,0.00273292218334968,0.001721436121767384,0.020831611133048728,0.029980468118265782,1.3502154814889977,2.1810365559459925,0.12894349221237114,0.11265224673029216,0.19122674012287166,0.3039615602004605,0.04998838333900656,0.029355290772585373,3.560645755786189,-0.002069156517318893,0.02355521183924334,0.029446844008698445,0.3375,-0.004212095142305826,0.004212095142305826,-0.002142938624986933,1,0.8306054,232
train,2017-12-07,75,0.032970819342881465,0.0012492243464293526,0.0024608747102319805,0.0015536078673191994,0.021119095260339338,0.030638620508669025,1.1722890668310193,1.701738890726424,0.11814505729187975,0.09978421442805999,0.1885312532264,0.304108366252207,0.03037804955504895,0.02310642567515148,3.8000474155410693,0.0005120290791571447,0.023348188451744287,0.03774859780025098,0.3375,-0.01767939901115965,0.01767939901115965,-0.018191428090316795,0,0.7627731,233
train,2017-12-08,73,0.0517878671060316,0.0011224839600762078,0.0023780757095663995,0.0014760361203347656,0.021090785877791736,0.030258979192358457,0.8712099336180142,1.4091977027932787,0.10779230339872116,0.08463718270610833,0.17773131460602876,0.2966898101076819,0.037677919761560985,0.025543129277675308,3.851999421518517,-0.0013983607033918634,0.018889631155743235,0.02800161375510321,0.3924050632911392,0.01030496623054628,0.01030496623054628,0.011703326933938144,1,0.71597576,234
train,2017-12-11,74,0.02709584082476793,0.0010883236567727655,0.00220483734738072,0.0013047354738364354,0.020900111841788308,0.0309498653201275,0.7627781553693631,1.2507106937063046,0.10070881469034858,0.10162202506852476,0.1724168850287632,0.2913253118159827,0.02471947011094358,0.021706970001155727,3.7361369076849376,-0.017893638006550062,0.024619864259082722,0.05156338617525472,0.1794871794871795,-0.015733937024397925,0.015733937024397925,0.002159700982152138,0,0.6918657,235
train,2017-12-12,75,0.03125275313709604,0.0011671092713579888,0.0025340244174002807,0.0015138069171261098,0.021781359698765813,0.029979566322993003,0.8265180753610937,1.3282622783205391,0.0839893602338811,0.11837020935121183,0.17566954697144802,0.2867145332749777,0.04311340235148682,0.029802215381901257,3.924145629168076,0.00042931165847876423,0.02294867343292807,0.028401050833301585,0.34177215189873417,0.014724238682754095,0.014724238682754095,0.01429492702427533,0,0.71412146,236
train,2017-12-13,75,0.03895699197018982,0.0011008624822473245,0.002121445862576341,0.001462220428529805,0.02151953126500059,0.030156127661522446,1.1829783578302233,1.8684605844765338,0.07182229176803126,0.11282152856976747,0.1648768267911829,0.26956405501367336,0.02862475822050285,0.025753686486130276,3.7309516212355263,-0.003760235522660222,0.025555474952185554,0.032469005591928515,0.35443037974683544,0.0003548746475567799,0.0003548746475567799,0.004115110170217002,1,0.70208454,237
train,2017-12-14,75,0.026239801681367626,0.000997579490746483,0.0021476729772984624,0.0013408991477022458,0.02138679434432286,0.030415756286550702,0.6858211049629325,1.1570145528551534,0.06089451974126508,0.13193779161819694,0.16258789450066088,0.2586218656524111,0.03432999536500196,0.02223963904709306,3.7867954552391425,0.015486280954790991,0.042737120116611,0.04022183304144783,0.6625,0.007135732187773856,0.007135732187773856,-0.008350548767017135,0,0.5838149,238
train,2017-12-15,75,0.047412909424747275,0.0009889037335475371,0.002056458918377721,0.0013529644852615797,0.021739134698779486,0.03173948158328563,0.6144514153812008,0.9545567523885597,0.06753367980166355,0.1573528194115693,0.16999002500414764,0.25179443137146246,0.041845582941453026,0.02290148375498954,3.5310718582986182,0.005193223263458766,0.022575178505581772,0.027566807313642805,0.691358024691358,0.013663749856005302,0.013663749856005302,0.008470526592546535,1,0.517744,239
train,2017-12-18,75,0.03337528556585305,0.001170308151534555,0.0022982266265898403,0.0014729953370749874,0.021534187320657518,0.030829236676272714,0.9821764707781424,1.7897654230813906,0.06363490286913957,0.09749056798940944,0.1517697209390746,0.2404756460053458,0.02900243142748132,0.019634534314127868,3.4366860215636246,0.009719564466117573,0.024282219893455775,0.048913043478260976,0.6049382716049383,0.019662623811385387,0.019662623811385387,0.009943059345267813,0,0.55967104,240
train,2017-12-19,74,0.031634965504053994,0.0012770762705688384,0.002567761694081061,0.0017458835329949409,0.02187561314284081,0.03194443439020104,0.8832651675998188,1.4499422221517426,0.06952772991918327,0.09406741650516466,0.14637141426472677,0.24016236521916784,0.03632753601785695,0.025902456278728704,3.5177657747367035,-0.003436605665884473,0.021638079035903035,0.033103406206402175,0.345679012345679,0.002137467974178815,0.002137467974178815,0.005574073640063288,0,0.56517524,241
train,2017-12-20,74,0.035847992217168174,0.0013621305291519966,0.003111773496493601,0.0017381266496237996,0.022007886669438502,0.03244320342598734,0.9182773997908908,1.465737901184984,0.07386339362791151,0.13211623600785385,0.15143357411286162,0.2512955032022199,0.03449979010337401,0.024926267112214583,3.6073478018681677,0.0030073546391922667,0.022441068150034126,0.033486161717184486,0.525,-0.0004875729690147756,0.0004875729690147756,-0.003494927608207042,1,0.5775516,242
train,2017-12-21,74,0.023789578652940603,0.0013525497937906645,0.00294223490636789,0.001696370856648266,0.021420219219839283,0.030869899590328213,0.9559873037934757,1.7640890663891229,0.053456556571336473,0.09322166917055603,0.13750215872241775,0.2162809483918935,0.0356240369799691,0.02697331664898392,3.542856567033498,-0.0034281195884506774,0.02191393625709737,0.037751462663480215,0.3875,0.0010479422465202194,0.0010479422465202194,0.004476061834970897,0,0.5604795,243
train,2017-12-22,72,0.03089514468447312,0.0014077516232443722,0.0033323004608973397,0.0017454002212854525,0.021747428799678496,0.03043154037927544,0.9351338387059065,1.4070664108871251,0.042681408551991325,0.08901375199465232,0.13674226116506324,0.2119404509422034,0.025729107921783376,0.03061280959236345,4.1360849541618245,-0.0010479826164077985,0.016460312767130992,0.025147148748417093,0.4125,0.0017176806184231717,0.0017176806184231717,0.0027656632348309704,0,0.51231474,244
train,2017-12-25,75,0.03270056373439731,0.0014052101147777772,0.0023182283155619805,0.0018762645742423007,0.021878799272083187,0.0317920010129045,0.7627051170116531,1.3484692813802166,0.03546593315766276,0.09502781384171831,0.14241090779579016,0.22136846635623714,0.024396274215480716,0.020899082489952214,3.75017116726474,0.0014086264023975932,0.039337293063486704,0.03454550775116694,0.3333333333333333,-0.0009908377951054173,0.0009908377951054173,-0.0023994641975030105,0,0.44682926,245
train,2017-12-26,76,0.0218263383576413,0.0016366451816697172,0.0032888216665014,0.002226161190763958,0.02210102889686915,0.032041670024875596,0.6939096218945998,1.2538932355340364,0.025036374030407656,0.08928525033432418,0.142622187490412,0.23410512751764773,0.03270386745820805,0.023974564842591778,3.5672978618399274,0.006493355220783349,0.018079511240339557,0.033766214302307196,0.6049382716049383,0.01325784357543743,0.01325784357543743,0.006764488354654081,0,0.43548143,246
train,2017-12-27,75,0.030896540777757785,0.0014408998139280016,0.00298416200093916,0.0018561484984371765,0.021470044177074734,0.03000880965532744,0.7873639100349475,1.3978804332329657,0.02999654345879611,0.08650023825187977,0.1362006369896637,0.23619715301744962,0.03246954860281817,0.018884507477077844,3.812119128811723,0.002023012936887321,0.01683151529956981,0.021400736436371304,0.48148148148148145,0.0006681740374466321,0.0006681740374466321,-0.001354838899440689,0,0.35690743,247
train,2017-12-28,76,0.03184065484674645,0.0013262538447310567,0.0028466511284932,0.001699917833654092,0.021381048253227956,0.02951595497214295,0.9588520357129662,1.588933205403991,0.02055141052361953,0.0920746234960584,0.1439107427020945,0.24490023328175192,0.022697473901735148,0.019262072645221753,3.7526131246316736,0.009157712361378552,0.020724115618257356,0.034267917289143246,0.654320987654321,0.0064859371809936105,0.0064859371809936105,-0.0026717751803849417,0,0.37426186,248
train,2017-12-29,76,0.052327467477880404,0.001265629291083262,0.0024219491751863997,0.0017566220253433316,0.02154459567810526,0.029277421830479648,0.9819023363625073,1.752201984260818,0.025020578889588665,0.09221488730182822,0.14519693902874212,0.244133207588976,0.0311214737205379,0.021710872288664165,3.785846217023001,0.005908071539830755,0.018026638158057662,0.03345720626807447,0.5802469135802469,0.006244199846698341,0.006244199846698341,0.00033612830686758667,1,0.39004207,249
