split,mae,rmse,directional_accuracy,thresholded_directional_accuracy
train,0.016504187136888504,0.024471567943692207,0.43145544151557624,0.5003502090310153
val,0.012643381953239441,0.01846056617796421,0.43837642139615524,0.4831611759672392
test,0.017419567331671715,0.02503233589231968,0.46304338834429415,0.4996422609110422
