policy,base_sharpe,base_max_dd,base_final_equity,best_overlay,best_sharpe,best_max_dd,best_final_equity,sharpe_delta,dd_delta
conf_ratio_q70_pressure_nonneg_r10_k20_m3,0.8623240205658723,-0.24640245391581272,1.4734840767943578,dd_vol_t8_p5_tv7,1.826843174255724,-0.06645173561603301,1.5670953051156222,0.9645191536898517,0.1799507182997797
conf_ratio_q70_pressure_nonneg_r10_k15_m1,0.8791067232924928,-0.2532184683436862,1.5032348451701267,dd_stop_t8_p5,1.8263538278375606,-0.13235694165424194,2.029494264536579,0.9472471045450678,0.12086152668944428
conf_ratio_q70_pressure_nonneg_r20_k10_m6,0.9621651258828101,-0.252602176014165,1.5317399518529478,dd_vol_t8_p5_tv7,1.8025336985266982,-0.07185418915338015,1.5782750112153663,0.8403685726438881,0.18074798686078486
daily_bot_sig_50pct_pressure_nonneg_r20_k5_m3,0.8255593378633325,-0.24292445452151734,1.4524028970792953,dd_vol_t8_p5_tv7,1.794618265284083,-0.05195436193451064,1.489384396211859,0.9690589274207505,0.1909700925870067
daily_bot_sig_50pct_pressure_nonneg_r20_k5_m5,0.8255593378633325,-0.24292445452151734,1.4524028970792953,dd_vol_t8_p5_tv7,1.794618265284083,-0.05195436193451064,1.489384396211859,0.9690589274207505,0.1909700925870067
daily_bot_sig_50pct_pressure_nonneg_r20_k5_m6,0.8255593378633325,-0.24292445452151734,1.4524028970792953,dd_vol_t8_p5_tv7,1.794618265284083,-0.05195436193451064,1.489384396211859,0.9690589274207505,0.1909700925870067
daily_bot_sig_50pct_pressure_nonneg_r20_k5_m1,0.8255593378633325,-0.24292445452151734,1.4524028970792953,dd_vol_t8_p5_tv7,1.794618265284083,-0.05195436193451064,1.489384396211859,0.9690589274207505,0.1909700925870067
conf_ratio_q70_pressure_nonneg_r10_k8_m3,0.6918100795345283,-0.26313635162157123,1.355282704291178,dd_vol_t8_p5_tv7,1.780152014354221,-0.06572013752556494,1.5059505275025695,1.0883419348196928,0.1974162140960063
conf_ratio_q70_pressure_nonneg_r20_k5_m3,0.9884796878046233,-0.2771580946675146,1.6651295200317267,dd_vol_t8_p5_tv7,1.7691309441671197,-0.08283703463685832,1.606946847412284,0.7806512563624964,0.1943210600306563
conf_ratio_q80_pressure_nonneg_r20_k5_m1,1.141528796599044,-0.27715809466751473,1.8903929020041974,dd_vol_t10_p10_tv10,1.7625924299835263,-0.06943749828409007,1.7859195933976402,0.6210636333844823,0.20772059638342466
conf_ratio_q70_pressure_nonneg_r20_k15_m5,0.967440079670325,-0.2532184683436861,1.5740965726772442,dd_vol_t8_p5_tv7,1.762388439251862,-0.06585023312342675,1.5641677295752403,0.7949483595815371,0.18736823522025936
conf_ratio_q70_pressure_nonneg_r20_k5_m1,1.1778334910680501,-0.2771580946675146,1.8787947583511546,dd_vol_t8_p5_tv7,1.7560708193810683,-0.08283703463685799,1.6222186469150688,0.5782373283130182,0.19432106003065663
conf_ratio_q80_pressure_nonneg_r10_k8_m1,0.8620241912234418,-0.26313635162157134,1.504853466107053,dd_stop_t8_p5,1.7450016338854495,-0.11804405771965809,2.036327921226517,0.8829774426620077,0.14509229390191325
conf_ratio_q70_pressure_nonneg_r10_k10_m3,0.7139528654334784,-0.252602176014165,1.3699213817363252,dd_vol_t8_p5_tv7,1.713770013479017,-0.0669122555892584,1.5295065395360152,0.9998171480455387,0.18568992042490662
conf_ratio_q70_pressure_nonneg_r10_k15_m6,0.6820280632531496,-0.2532184683436862,1.3119708389789397,dd_vol_t8_p5_tv7,1.71015105965702,-0.042887634773420724,1.4650666157920829,1.0281229964038703,0.2103308335702655
conf_ratio_q70_pressure_nonneg_r10_k10_m1,0.7664046263200951,-0.252602176014165,1.4197331197883831,dd_stop_t8_p5,1.7056136904551336,-0.13427884582233107,1.9410224824483393,0.9392090641350385,0.11832333019183394
conf_ratio_q70_pressure_nonneg_r10_k8_m1,0.7449724985771091,-0.26313635162157134,1.404605416170843,dd_stop_t8_p5,1.6991131320185187,-0.13355698656443082,1.9364760079706884,0.9541406334414095,0.12957936505714052
conf_ratio_q70_pressure_nonneg_r20_k10_m5,0.9340049000883884,-0.2526021760141651,1.5510944113506355,dd_vol_t8_p5_tv7,1.6952977060521097,-0.06911546330861695,1.5457295438707848,0.7612928059637213,0.18348671270554817
conf_ratio_q70_pressure_nonneg_r20_k8_m6,0.829918001972038,-0.26313635162157145,1.4397215576987379,dd_vol_t8_p5_tv7,1.691528021254796,-0.07892653328025645,1.5418443330988378,0.861610019282758,0.184209818341315
conf_ratio_q70_pressure_nonneg_r20_k8_m5,0.811590818447338,-0.26313635162157123,1.4579311000812256,dd_vol_t8_p5_tv7,1.6855332632456823,-0.05441950928497641,1.4757725718039822,0.8739424447983443,0.20871684233659482
conf_ratio_q70_pressure_nonneg_r10_k20_m6,0.7185941425105556,-0.24640245391581272,1.3329444833805038,dd_vol_t8_p5_tv7,1.657103205807667,-0.042718995169963137,1.4960100361258342,0.9385090632971113,0.2036834587458496
conf_ratio_q70_pressure_nonneg_r10_k15_m5,0.5778873443872855,-0.2532184683436862,1.2640559440991042,dd_vol_t8_p5_tv7,1.5930759090087228,-0.06727158074556416,1.4343212427686234,1.0151885646214374,0.18594688759812206
conf_ratio_q70_pressure_nonneg_r10_k5_m1,0.7198189433153775,-0.2771580946675145,1.398984337580729,dd_stop_t8_p5,1.5892430741539896,-0.13016821682796298,1.8504778015014405,0.869424130838612,0.14698987783955153
conf_ratio_q70_pressure_nonneg_r10_k8_m6,0.5282204358791245,-0.26313635162157145,1.2255273662933772,dd_vol_t8_p5_tv7,1.536423487103896,-0.043680337233997335,1.4151208073713442,1.0082030512247715,0.21945601438757412
conf_ratio_q70_pressure_nonneg_r10_k20_m5,0.611580074177562,-0.2464024539158125,1.2841412795450926,dd_vol_t8_p5_tv7,1.5354032434308515,-0.06656459435440332,1.4564768969385506,0.9238231692532896,0.17983785956140919
conf_ratio_q70_pressure_nonneg_r10_k10_m6,0.5537417771668344,-0.25260217601416524,1.2391414510480219,dd_vol_t8_p5_tv7,1.5075744349869027,-0.0462059449107427,1.44008789420813,0.9538326578200683,0.20639623110342253
conf_ratio_q70_pressure_nonneg_r20_k5_m6,0.7535129765479273,-0.2771580946675144,1.4069841556519216,dd_vol_t8_p5_tv7,1.5042769910770122,-0.0760579058426254,1.474636437048686,0.7507640145290849,0.201100188824889
conf_ratio_q70_pressure_nonneg_r10_k5_m3,0.6662106036454096,-0.2771580946675144,1.3496170897531177,dd_vol_t8_p5_tv7,1.4928593885773036,-0.08236817948554054,1.4720587911881784,0.826648784931894,0.19478991518197386
conf_ratio_q70_pressure_nonneg_r10_k5_m6,0.5048950491392029,-0.2771580946675146,1.220300015194702,dd_vol_t8_p5_tv7,1.4767011780811845,-0.05007450197205454,1.445254474859501,0.9718061289419816,0.22708359269546008
conf_ratio_q70_pressure_nonneg_r20_k5_m5,0.7420339649230896,-0.2771580946675145,1.4247133142471433,dd_vol_t8_p5_tv7,1.4546904169628705,-0.08283703463685832,1.4691869170535252,0.7126564520397809,0.1943210600306562
daily_bot_sig_50pct_pressure_nonneg_r10_k20_m6,0.6900910282346151,-0.20743631927609385,1.3024592597797497,dd_stop_t8_p5,1.4250872000594563,-0.07362898173723242,1.5942598227205447,0.7349961718248412,0.13380733753886143
daily_bot_sig_50pct_pressure_nonneg_r10_k20_m5,0.6900910282346151,-0.20743631927609385,1.3024592597797497,dd_stop_t8_p5,1.4250872000594563,-0.07362898173723242,1.5942598227205447,0.7349961718248412,0.13380733753886143
daily_bot_sig_50pct_pressure_nonneg_r10_k20_m1,0.6900910282346151,-0.20743631927609385,1.3024592597797497,dd_stop_t8_p5,1.4250872000594563,-0.07362898173723242,1.5942598227205447,0.7349961718248412,0.13380733753886143
daily_bot_sig_50pct_pressure_nonneg_r10_k20_m3,0.6900910282346151,-0.20743631927609385,1.3024592597797497,dd_stop_t8_p5,1.4250872000594563,-0.07362898173723242,1.5942598227205447,0.7349961718248412,0.13380733753886143
conf_ratio_q70_pressure_nonneg_r10_k10_m5,0.4580426563463536,-0.2526021760141648,1.193915978031953,dd_vol_t8_p5_tv7,1.4011295646788564,-0.06967598366904426,1.4062728095807153,0.9430869083325029,0.18292619234512053
conf_ratio_q70_pressure_nonneg_r10_k8_m5,0.434846054521196,-0.2631363516215711,1.1809649940733178,dd_vol_t8_p5_tv7,1.4008118523678696,-0.06823673703494626,1.3740927319511202,0.9659657978466736,0.19489961458662486
conf_ratio_q80_pressure_nonneg_r10_k15_m5,0.3528799403577553,-0.253218468343686,1.1180538436913068,dd_vol_t8_p5_tv7,1.3478080777792518,-0.05559864460722208,1.398607833596437,0.9949281374214966,0.19761982373646392
conf_ratio_q80_pressure_nonneg_r20_k20_m5,0.5187740542350687,-0.24640245391581272,1.205118200629931,dd_stop_t8_p5,1.3417010294627003,-0.09489595146458396,1.476236038618911,0.8229269752276316,0.15150650245122876
conf_ratio_q80_pressure_nonneg_r10_k5_m5,0.23158119340259842,-0.2771580946675145,1.0659316021629646,dd_vol_t8_p5_tv7,1.3299994064929663,-0.0739388505664973,1.4157393551286517,1.098418213090368,0.20321924410101722
conf_ratio_q80_pressure_nonneg_r20_k15_m5,0.5040593545495605,-0.2532184683436862,1.1978500067105553,dd_stop_t8_p5,1.3285168146993827,-0.09863133871246832,1.4704683892398396,0.8244574601498221,0.1545871296312179
conf_ratio_q80_pressure_nonneg_r10_k20_m5,0.36517825129614584,-0.24640245391581284,1.123507274668685,dd_vol_t8_p5_tv7,1.3089604594093212,-0.056537907179691205,1.3529062464878128,0.9437822081131753,0.18986454673612163
conf_ratio_q80_pressure_nonneg_r10_k15_m6,0.294017490833289,-0.2532184683436862,1.0912431505525817,dd_vol_t8_p5_tv7,1.3026096056475582,-0.05400760860828102,1.3789869883533428,1.0085921148142694,0.1992108597354052
conf_ratio_q80_pressure_nonneg_r10_k5_m6,0.17593523763068608,-0.2771580946675144,1.0402905405017737,dd_vol_t8_p5_tv7,1.293324895072554,-0.07177544032625649,1.3978326595284931,1.1173896574418678,0.2053826543412579
daily_bot_sig_50pct_pressure_nonneg_r10_k15_m6,0.545904919115192,-0.2189388196952582,1.2281407699960385,dd_stop_t8_p5,1.259685075228213,-0.08374727460066111,1.5182478822046703,0.7137801561130209,0.13519154509459708
daily_bot_sig_50pct_pressure_nonneg_r10_k15_m5,0.545904919115192,-0.2189388196952582,1.2281407699960385,dd_stop_t8_p5,1.259685075228213,-0.08374727460066111,1.5182478822046703,0.7137801561130209,0.13519154509459708
daily_bot_sig_50pct_pressure_nonneg_r10_k15_m3,0.545904919115192,-0.2189388196952582,1.2281407699960385,dd_stop_t8_p5,1.259685075228213,-0.08374727460066111,1.5182478822046703,0.7137801561130209,0.13519154509459708
daily_bot_sig_50pct_pressure_nonneg_r10_k15_m1,0.545904919115192,-0.2189388196952582,1.2281407699960385,dd_stop_t8_p5,1.259685075228213,-0.08374727460066111,1.5182478822046703,0.7137801561130209,0.13519154509459708
conf_ratio_q80_pressure_nonneg_r10_k20_m6,0.30619897090866227,-0.2464024539158125,1.0965440970886153,dd_vol_t8_p5_tv7,1.249267421819557,-0.05490557718875111,1.330087137736109,0.9430684509108946,0.1914968767270614
conf_ratio_q80_pressure_nonneg_r10_k8_m5,0.19579411054934145,-0.26313635162157134,1.0488075150627383,dd_vol_t8_p5_tv7,1.2421001823893167,-0.06436412963343952,1.3447734952230581,1.0463060718399753,0.19877222198813183
daily_bot_sig_50pct_pressure_nonneg_r10_k10_m6,0.5000121511109442,-0.23384366520809508,1.208492552655272,dd_stop_t8_p5,1.2342457416102222,-0.09316603433755999,1.514887365710863,0.7342335904992779,0.1406776308705351
daily_bot_sig_50pct_pressure_nonneg_r10_k10_m5,0.5000121511109442,-0.23384366520809508,1.208492552655272,dd_stop_t8_p5,1.2342457416102222,-0.09316603433755999,1.514887365710863,0.7342335904992779,0.1406776308705351
daily_bot_sig_50pct_pressure_nonneg_r10_k10_m3,0.5000121511109442,-0.23384366520809508,1.208492552655272,dd_stop_t8_p5,1.2342457416102222,-0.09316603433755999,1.514887365710863,0.7342335904992779,0.1406776308705351
daily_bot_sig_50pct_pressure_nonneg_r10_k10_m1,0.5000121511109442,-0.23384366520809508,1.208492552655272,dd_stop_t8_p5,1.2342457416102222,-0.09316603433755999,1.514887365710863,0.7342335904992779,0.1406776308705351
conf_ratio_q70_pressure_nonneg_r10_k5_m5,0.41719637031071294,-0.27715809466751484,1.1760589255191907,dd_vol_t8_p5_tv7,1.2248691136496164,-0.07024519898675763,1.3628902764586108,0.8076727433389035,0.20691289568075721
conf_ratio_q80_pressure_nonneg_r20_k10_m5,0.4321317882137511,-0.252602176014165,1.1636405531375418,dd_stop_t8_p5,1.223658038814782,-0.10164334780238904,1.435804798554604,0.7915262506010309,0.15095882821177597
conf_ratio_q80_pressure_nonneg_r20_k20_m6,0.43118750387486515,-0.2464024539158126,1.1605701322635067,dd_stop_t8_p5,1.219188813583433,-0.0949064457447627,1.4216659027276775,0.7880013097085679,0.1514960081710499
conf_ratio_q80_pressure_nonneg_r20_k15_m6,0.4166184843319852,-0.25321846834368633,1.1535701764039925,dd_stop_t8_p5,1.206009893134621,-0.09864178968248771,1.4161109234620404,0.7893914088026359,0.15457667866119862
conf_ratio_q80_pressure_nonneg_r10_k8_m6,0.13770098943189546,-0.2631363516215711,1.023638260350547,dd_vol_t8_p5_tv7,1.185178697476307,-0.06267621192514894,1.3224851665576514,1.0474777080444115,0.20046013969642218
conf_ratio_q80_pressure_nonneg_r20_k15_m3,0.3616621171225593,-0.2532184683436861,1.1369885611748345,regime_gate_lb10_m55,1.1786302006987164,-0.06851783354064456,1.3483606358257507,0.816968083576157,0.18470063480304155
conf_ratio_q80_pressure_nonneg_r10_k10_m5,0.21232483183650677,-0.2526021760141651,1.0559115559956087,dd_vol_t8_p5_tv7,1.1475421234165364,-0.06210384207150521,1.338010424079185,0.9352172915800296,0.19049833394265991
daily_bot_sig_50pct_pressure_nonneg_r10_k5_m1,0.42641701456259634,-0.25914575462706324,1.1756148393715091,dd_stop_t8_p5,1.142105912005718,-0.10042090433355322,1.5046111141410545,0.7156888974431217,0.15872485029351002
daily_bot_sig_50pct_pressure_nonneg_r10_k5_m3,0.42641701456259634,-0.25914575462706324,1.1756148393715091,dd_stop_t8_p5,1.142105912005718,-0.10042090433355322,1.5046111141410545,0.7156888974431217,0.15872485029351002
daily_bot_sig_50pct_pressure_nonneg_r10_k5_m5,0.42641701456259634,-0.25914575462706324,1.1756148393715091,dd_stop_t8_p5,1.142105912005718,-0.10042090433355322,1.5046111141410545,0.7156888974431217,0.15872485029351002
daily_bot_sig_50pct_pressure_nonneg_r10_k5_m6,0.42641701456259634,-0.25914575462706324,1.1756148393715091,dd_stop_t8_p5,1.142105912005718,-0.10042090433355322,1.5046111141410545,0.7156888974431217,0.15872485029351002
conf_ratio_q80_pressure_nonneg_r20_k10_m6,0.34616430217551336,-0.25260217601416524,1.1206480024479517,dd_stop_t8_p5,1.1039387224839585,-0.10165376384949876,1.3827567070148437,0.7577744203084451,0.15094841216466648
conf_ratio_q80_pressure_nonneg_r10_k10_m6,0.1537908705640595,-0.2526021760141651,1.0305744785061248,dd_vol_t8_p5_tv7,1.1018828151918536,-0.060458127126227,1.319207076617046,0.9480919446277941,0.19214404888793812
daily_bot_sig_50pct_pressure_nonneg_r10_k8_m3,0.35041742677350585,-0.25907364389515786,1.1288285940191838,dd_stop_t8_p5,1.0542242576176364,-0.09885135788000543,1.4280308935120387,0.7038068308441305,0.16022228601515243
daily_bot_sig_50pct_pressure_nonneg_r10_k8_m5,0.35041742677350585,-0.25907364389515786,1.1288285940191838,dd_stop_t8_p5,1.0542242576176364,-0.09885135788000543,1.4280308935120387,0.7038068308441305,0.16022228601515243
daily_bot_sig_50pct_pressure_nonneg_r10_k8_m6,0.35041742677350585,-0.25907364389515786,1.1288285940191838,dd_stop_t8_p5,1.0542242576176364,-0.09885135788000543,1.4280308935120387,0.7038068308441305,0.16022228601515243
daily_bot_sig_50pct_pressure_nonneg_r10_k8_m1,0.35041742677350585,-0.25907364389515786,1.1288285940191838,dd_stop_t8_p5,1.0542242576176364,-0.09885135788000543,1.4280308935120387,0.7038068308441305,0.16022228601515243
conf_ratio_q80_pressure_nonneg_r10_k15_m3,0.10220949218590826,-0.253218468343686,1.0065291117924522,dd_vol_t8_p5_tv7,1.0435492658009535,-0.06048511394477751,1.2884242445864071,0.9413397736150453,0.19273335439890849
conf_ratio_q80_pressure_nonneg_r10_k20_m3,0.1129651527333949,-0.2464024539158126,1.0114287832857118,regime_gate_lb10_m55,1.0146173320920966,-0.10848954482728079,1.2607960394924755,0.9016521793587017,0.13791290908853182
conf_ratio_q80_pressure_nonneg_r20_k8_m5,0.33573015530944184,-0.26313635162157134,1.1165697386660312,dd_stop_t8_p5,1.0129082614404574,-0.08122862719635127,1.323042222732804,0.6771781061310156,0.18190772442522007
conf_ratio_q80_pressure_nonneg_r20_k8_m6,0.25068735412875026,-0.26313635162157145,1.0753009148739212,dd_stop_t8_p5,0.8856223333374426,-0.08319360883516191,1.274142100806956,0.6349349792086922,0.17994274278640954
