policy,base_sharpe,base_max_dd,base_final_equity,best_overlay,best_sharpe,best_max_dd,best_final_equity,sharpe_delta,dd_delta
abs_mu_q60_pressure_nonneg_r10_k5_m1,1.2054882979052879,-0.23189703448664367,2.019725567493684,dd_stop_t8_p5,2.196882724785752,-0.10230630035042643,2.802667674852277,0.991394426880464,0.12959073413621724
full_pressure_nonneg_r10_k5_m1,1.197835768025895,-0.23189703448664367,2.0112835082245986,dd_stop_t8_p5,2.1838694500612963,-0.10230630035042643,2.791190610653167,0.9860336820354012,0.12959073413621724
full_pressure_nonneg_r10_k5_m3,1.197835768025895,-0.23189703448664367,2.0112835082245986,dd_stop_t8_p5,2.1838694500612963,-0.10230630035042643,2.791190610653167,0.9860336820354012,0.12959073413621724
full_pressure_nonneg_r10_k5_m5,1.197835768025895,-0.23189703448664367,2.0112835082245986,dd_stop_t8_p5,2.1838694500612963,-0.10230630035042643,2.791190610653167,0.9860336820354012,0.12959073413621724
full_pressure_nonneg_r10_k5_m6,1.197835768025895,-0.23189703448664367,2.0112835082245986,dd_stop_t8_p5,2.1838694500612963,-0.10230630035042643,2.791190610653167,0.9860336820354012,0.12959073413621724
abs_mu_q60_pressure_nonneg_r10_k5_m5,1.1694403888146083,-0.23189703448664367,1.97004465848387,dd_stop_t8_p5,2.162437677624188,-0.10230630035042654,2.7475785965497574,0.9929972888095797,0.12959073413621713
abs_mu_q60_pressure_nonneg_r10_k5_m3,1.1733161796390066,-0.2318970344866439,1.975913152455453,dd_stop_t8_p5,2.157516259788824,-0.10230630035042665,2.7418714749322852,0.9842000801498174,0.12959073413621724
full_pressure_nonneg_r20_k20_m5,1.1872256163558281,-0.243097392265066,1.8623873896216794,dd_vol_t8_p5_tv7,2.1486514883609185,-0.07075411841186985,1.6577733082686035,0.9614258720050903,0.17234327385319614
full_pressure_nonneg_r20_k20_m3,1.1872256163558281,-0.243097392265066,1.8623873896216794,dd_vol_t8_p5_tv7,2.1486514883609185,-0.07075411841186985,1.6577733082686035,0.9614258720050903,0.17234327385319614
full_pressure_nonneg_r20_k20_m1,1.1872256163558281,-0.243097392265066,1.8623873896216794,dd_vol_t8_p5_tv7,2.1486514883609185,-0.07075411841186985,1.6577733082686035,0.9614258720050903,0.17234327385319614
full_pressure_nonneg_r20_k20_m6,1.1872256163558281,-0.243097392265066,1.8623873896216794,dd_vol_t8_p5_tv7,2.1486514883609185,-0.07075411841186985,1.6577733082686035,0.9614258720050903,0.17234327385319614
full_pressure_nonneg_r10_k15_m6,1.1749280668710185,-0.25633362592548425,1.8604961819165355,dd_vol_t8_p5_tv7,2.137471834338484,-0.07184794931471117,1.7099510693533981,0.9625437674674657,0.18448567661077309
full_pressure_nonneg_r10_k15_m5,1.1749280668710185,-0.25633362592548425,1.8604961819165355,dd_vol_t8_p5_tv7,2.137471834338484,-0.07184794931471117,1.7099510693533981,0.9625437674674657,0.18448567661077309
full_pressure_nonneg_r10_k15_m3,1.1749280668710185,-0.25633362592548425,1.8604961819165355,dd_vol_t8_p5_tv7,2.137471834338484,-0.07184794931471117,1.7099510693533981,0.9625437674674657,0.18448567661077309
full_pressure_nonneg_r10_k15_m1,1.1749280668710185,-0.25633362592548425,1.8604961819165355,dd_vol_t8_p5_tv7,2.137471834338484,-0.07184794931471117,1.7099510693533981,0.9625437674674657,0.18448567661077309
abs_mu_q60_pressure_nonneg_r10_k20_m5,1.1866239712542062,-0.243097392265066,1.8504487818910795,dd_vol_t8_p5_tv7,2.1288204844402463,-0.06837994512205625,1.7089704793336613,0.9421965131860401,0.17471744714300974
abs_mu_q60_pressure_nonneg_r20_k5_m6,1.1829795449738836,-0.23189703448664378,1.979044355302559,dd_vol_t8_p5_tv7,2.12613889943407,-0.05635689552274703,1.6583006949905779,0.9431593544601864,0.17554013896389675
abs_mu_q60_pressure_nonneg_r20_k8_m6,1.2915210582968477,-0.24553235016080466,2.076518674295446,dd_stop_t8_p5,2.119051514325264,-0.12813656297901388,2.5398320896799107,0.8275304560284162,0.11739578718179078
abs_mu_q60_pressure_nonneg_r10_k20_m6,1.160648918346774,-0.243097392265066,1.8093937725122022,dd_vol_t8_p5_tv7,2.094838170594327,-0.060623837405208825,1.6841180107240725,0.9341892522475528,0.18247355485985717
abs_mu_q60_pressure_nonneg_r10_k5_m6,1.1462082971208063,-0.23189703448664367,1.9266419272404227,dd_vol_t8_p5_tv7,2.0723443290868677,-0.051133052162678716,1.7207359499552122,0.9261360319660614,0.18076398232396496
conf_ratio_q80_pressure_nonneg_r20_k20_m1,1.3363711180647309,-0.2464024539158126,2.070185807296439,dd_stop_t8_p5,2.0661296953687622,-0.11051024624054806,2.5489214112226874,0.7297585773040314,0.13589220767526455
conf_ratio_q80_pressure_nonneg_r20_k15_m1,1.3253641739996314,-0.2532184683436862,2.0578391503430717,dd_stop_t8_p5,2.065056033796962,-0.11051024624054895,2.545402931543199,0.7396918597973305,0.14270822210313727
full_pressure_nonneg_r10_k20_m5,1.1312919528662526,-0.2430973922650661,1.7791756014410869,dd_vol_t8_p5_tv7,2.0613902283564167,-0.06755397403025154,1.6744585246524695,0.9300982754901641,0.17554341823481456
full_pressure_nonneg_r10_k20_m6,1.1312919528662526,-0.2430973922650661,1.7791756014410869,dd_vol_t8_p5_tv7,2.0613902283564167,-0.06755397403025154,1.6744585246524695,0.9300982754901641,0.17554341823481456
full_pressure_nonneg_r10_k20_m3,1.1312919528662526,-0.2430973922650661,1.7791756014410869,dd_vol_t8_p5_tv7,2.0613902283564167,-0.06755397403025154,1.6744585246524695,0.9300982754901641,0.17554341823481456
full_pressure_nonneg_r10_k20_m1,1.1312919528662526,-0.2430973922650661,1.7791756014410869,dd_vol_t8_p5_tv7,2.0613902283564167,-0.06755397403025154,1.6744585246524695,0.9300982754901641,0.17554341823481456
conf_ratio_q70_pressure_nonneg_r20_k15_m6,1.0002052701855675,-0.2532184683436861,1.5547426049711488,dd_vol_t8_p5_tv7,2.029004944989052,-0.05474917218893016,1.5651963456251532,1.0287996748034844,0.19846929615475595
conf_ratio_q70_pressure_nonneg_r20_k20_m6,1.0175656440986482,-0.24640245391581272,1.5643175291419837,dd_vol_t8_p5_tv7,2.0174686099308037,-0.05433614743450088,1.5636146481689468,0.9999029658321554,0.19206630648131184
abs_mu_q60_pressure_nonneg_r20_k20_m6,1.2018163502392822,-0.24309739226506621,1.8804942339907624,dd_vol_t8_p5_tv7,2.0154770988375743,-0.0746830304370184,1.6941369653460914,0.8136607485982921,0.1684143618280478
abs_mu_q60_pressure_nonneg_r20_k15_m6,1.2072895661136962,-0.25633362592548425,1.9145533303453053,dd_vol_t8_p5_tv7,2.0136010652813026,-0.07853949442557073,1.696061859827466,0.8063114991676064,0.17779413149991352
daily_bot_sig_50pct_pressure_nonneg_r20_k20_m1,1.1608635548354889,-0.20743631927609396,1.6197081051275264,dd_vol_t8_p5_tv7,2.004636116934864,-0.053954867965385955,1.5410316227571634,0.8437725620993752,0.153481451310708
daily_bot_sig_50pct_pressure_nonneg_r20_k20_m3,1.1608635548354889,-0.20743631927609396,1.6197081051275264,dd_vol_t8_p5_tv7,2.004636116934864,-0.053954867965385955,1.5410316227571634,0.8437725620993752,0.153481451310708
daily_bot_sig_50pct_pressure_nonneg_r20_k20_m5,1.1608635548354889,-0.20743631927609396,1.6197081051275264,dd_vol_t8_p5_tv7,2.004636116934864,-0.053954867965385955,1.5410316227571634,0.8437725620993752,0.153481451310708
daily_bot_sig_50pct_pressure_nonneg_r20_k20_m6,1.1608635548354889,-0.20743631927609396,1.6197081051275264,dd_vol_t8_p5_tv7,2.004636116934864,-0.053954867965385955,1.5410316227571634,0.8437725620993752,0.153481451310708
conf_ratio_q70_pressure_nonneg_r20_k8_m3,1.064355577262926,-0.26313635162157134,1.7039423748435083,dd_vol_t8_p5_tv7,1.9964639709788734,-0.0746809381223068,1.6043867460733088,0.9321083937159473,0.18845541349926453
conf_ratio_q70_pressure_nonneg_r20_k15_m1,1.4104675788133416,-0.2532184683436861,2.075635631538481,dd_stop_t8_p5,1.9796664820194512,-0.16306235419093262,2.2303566530908436,0.5691989032061096,0.09015611415275349
conf_ratio_q70_pressure_nonneg_r20_k20_m1,1.4262365725602044,-0.24640245391581272,2.0882301878134744,dd_stop_t8_p5,1.9753604582047486,-0.15871012819956598,2.2223673742322947,0.5491238856445442,0.08769232571624674
abs_mu_q60_pressure_nonneg_r20_k15_m5,1.2080923082972799,-0.25633362592548414,1.9350746618270471,dd_vol_t8_p5_tv7,1.9723441459520068,-0.07853949442557073,1.6849074580540544,0.7642518376547269,0.1777941314999134
abs_mu_q60_pressure_nonneg_r20_k20_m5,1.2023500177775355,-0.2430973922650661,1.9006699970237817,dd_vol_t8_p5_tv7,1.9708827448209685,-0.0746830304370184,1.6819723296566989,0.768532727043433,0.1684143618280477
conf_ratio_q70_pressure_nonneg_r20_k20_m3,1.2317839369301604,-0.2464024539158126,1.850868985190016,dd_vol_t8_p5_tv7,1.969562919256753,-0.06973823650685751,1.6613514208991333,0.7377789823265926,0.1766642174089551
daily_bot_sig_50pct_pressure_nonneg_r20_k10_m6,0.9669137655461605,-0.23384366520809485,1.5251223628034372,dd_vol_t8_p5_tv7,1.962759665780656,-0.05519078463200322,1.6100780568908473,0.9958459002344956,0.17865288057609163
daily_bot_sig_50pct_pressure_nonneg_r20_k10_m5,0.9669137655461605,-0.23384366520809485,1.5251223628034372,dd_vol_t8_p5_tv7,1.962759665780656,-0.05519078463200322,1.6100780568908473,0.9958459002344956,0.17865288057609163
daily_bot_sig_50pct_pressure_nonneg_r20_k10_m3,0.9669137655461605,-0.23384366520809485,1.5251223628034372,dd_vol_t8_p5_tv7,1.962759665780656,-0.05519078463200322,1.6100780568908473,0.9958459002344956,0.17865288057609163
daily_bot_sig_50pct_pressure_nonneg_r20_k10_m1,0.9669137655461605,-0.23384366520809485,1.5251223628034372,dd_vol_t8_p5_tv7,1.962759665780656,-0.05519078463200322,1.6100780568908473,0.9958459002344956,0.17865288057609163
conf_ratio_q70_pressure_nonneg_r20_k15_m3,1.216330573061382,-0.2532184683436862,1.8396788061829126,dd_vol_t8_p5_tv7,1.9598645738712952,-0.07308825723510304,1.646814667724289,0.7435340008099132,0.18013021110858318
conf_ratio_q70_pressure_nonneg_r20_k10_m1,1.3764569304428391,-0.2526021760141649,2.0451404762759986,dd_stop_t8_p5,1.9569413030305738,-0.16273325522422555,2.226460098546175,0.5804843725877347,0.08986892078993935
conf_ratio_q80_pressure_nonneg_r20_k10_m1,1.2677153171547133,-0.252602176014165,1.9990702212595715,dd_stop_t8_p5,1.9518082169440867,-0.11096972699616481,2.4224142877912835,0.6840928997893734,0.1416324490180002
abs_mu_q60_pressure_nonneg_r20_k15_m3,1.2124089736036285,-0.25633362592548425,1.9408968002822569,dd_vol_t8_p5_tv7,1.947916071397037,-0.07853949442557073,1.6725867691902936,0.7355070977934084,0.17779413149991352
abs_mu_q60_pressure_nonneg_r20_k20_m3,1.2067486420721723,-0.24309739226506588,1.906386642389625,dd_vol_t8_p5_tv7,1.9464895761442031,-0.07535101813365419,1.6697477712985673,0.7397409340720309,0.1677463741314117
conf_ratio_q80_pressure_nonneg_r10_k20_m1,0.9984736536279333,-0.2464024539158126,1.6111113018433254,dd_stop_t8_p5,1.939903748717925,-0.07486775378489474,2.1867748633435555,0.9414300950899916,0.17153470013091787
conf_ratio_q70_pressure_nonneg_r20_k8_m1,1.2579756543926406,-0.26313635162157134,1.9222211351636413,dd_vol_t10_p10_tv10,1.9365231185858938,-0.06280166684061317,1.834626358204953,0.6785474641932532,0.20033468478095817
abs_mu_q60_pressure_nonneg_r20_k15_m1,1.2224983935279352,-0.25633362592548437,1.9550217151834846,dd_vol_t8_p5_tv7,1.9258689194362355,-0.07853949442557073,1.6642532366097673,0.7033705259083003,0.17779413149991363
abs_mu_q60_pressure_nonneg_r20_k20_m1,1.217040128759211,-0.2430973922650661,1.920260162221934,dd_vol_t8_p5_tv7,1.9247907946229583,-0.07535101813365419,1.6615874186888322,0.7077506658637474,0.1677463741314119
conf_ratio_q70_pressure_nonneg_r20_k10_m3,1.183105620856838,-0.2526021760141649,1.8127706150310208,dd_vol_t8_p5_tv7,1.9083694462288587,-0.07281654842794416,1.5931890923518468,0.7252638253720207,0.17978562758622074
daily_bot_sig_50pct_pressure_nonneg_r20_k8_m6,0.930777406887667,-0.23920055879222535,1.5048825179055823,dd_vol_t8_p5_tv7,1.901045467780284,-0.04395939959631634,1.5176755230518042,0.970268060892617,0.195241159195909
daily_bot_sig_50pct_pressure_nonneg_r20_k8_m5,0.930777406887667,-0.23920055879222535,1.5048825179055823,dd_vol_t8_p5_tv7,1.901045467780284,-0.04395939959631634,1.5176755230518042,0.970268060892617,0.195241159195909
daily_bot_sig_50pct_pressure_nonneg_r20_k8_m3,0.930777406887667,-0.23920055879222535,1.5048825179055823,dd_vol_t8_p5_tv7,1.901045467780284,-0.04395939959631634,1.5176755230518042,0.970268060892617,0.195241159195909
daily_bot_sig_50pct_pressure_nonneg_r20_k8_m1,0.930777406887667,-0.23920055879222535,1.5048825179055823,dd_vol_t8_p5_tv7,1.901045467780284,-0.04395939959631634,1.5176755230518042,0.970268060892617,0.195241159195909
daily_bot_sig_50pct_pressure_nonneg_r20_k15_m1,1.0911098747869237,-0.21893881969525808,1.5886995117463913,dd_vol_t8_p5_tv7,1.8956489092867215,-0.056387319501496336,1.5625237039302902,0.8045390344997978,0.16255150019376174
daily_bot_sig_50pct_pressure_nonneg_r20_k15_m6,1.0911098747869237,-0.21893881969525808,1.5886995117463913,dd_vol_t8_p5_tv7,1.8956489092867215,-0.056387319501496336,1.5625237039302902,0.8045390344997978,0.16255150019376174
daily_bot_sig_50pct_pressure_nonneg_r20_k15_m3,1.0911098747869237,-0.21893881969525808,1.5886995117463913,dd_vol_t8_p5_tv7,1.8956489092867215,-0.056387319501496336,1.5625237039302902,0.8045390344997978,0.16255150019376174
daily_bot_sig_50pct_pressure_nonneg_r20_k15_m5,1.0911098747869237,-0.21893881969525808,1.5886995117463913,dd_vol_t8_p5_tv7,1.8956489092867215,-0.056387319501496336,1.5625237039302902,0.8045390344997978,0.16255150019376174
conf_ratio_q80_pressure_nonneg_r20_k8_m1,1.1934635976521517,-0.26313635162157134,1.9184996862704053,dd_stop_t8_p5,1.884415014147486,-0.11096452158526005,2.3472572505209017,0.6909514164953343,0.1521718300363113
conf_ratio_q80_pressure_nonneg_r10_k5_m1,0.8737890876093298,-0.2771580946675146,1.5296408784824627,dd_stop_t8_p5,1.8706156414947699,-0.09743570440034088,2.145269613684232,0.9968265538854401,0.17972239026717374
conf_ratio_q70_pressure_nonneg_r10_k15_m3,0.8297215434117495,-0.253218468343686,1.450469416889732,dd_vol_t8_p5_tv7,1.8570641020233156,-0.06729976281075989,1.524000831583883,1.027342558611566,0.1859187055329261
conf_ratio_q80_pressure_nonneg_r10_k15_m1,0.9890051410477775,-0.2532184683436861,1.603428482385891,dd_stop_t8_p5,1.8560981747198928,-0.10552276072277023,2.118214409569507,0.8670930336721153,0.14769570762091588
conf_ratio_q70_pressure_nonneg_r20_k20_m5,0.9828402005106431,-0.24640245391581272,1.5837444244662087,dd_vol_t8_p5_tv7,1.850084648939069,-0.05659538172776246,1.53374545553097,0.8672444484284259,0.18980707218805026
conf_ratio_q70_pressure_nonneg_r10_k20_m1,0.9105685280330632,-0.2464024539158126,1.5270443354874588,dd_stop_t8_p5,1.83819528952695,-0.13305164019460236,2.038022176337975,0.9276267614938868,0.11335081372121025
conf_ratio_q80_pressure_nonneg_r10_k10_m1,0.8766015770340019,-0.2526021760141649,1.514501561537353,dd_stop_t8_p5,1.835741298281508,-0.0787157882305154,2.1015874291886947,0.9591397212475061,0.1738863877836495
