label,policy,sharpe,max_dd,final_equity,cagr,positive_days,n_days,n_active_days
baseline,full_pressure_nonneg_r20_k15_m3,1.1872459970289007,-0.25633362592548437,1.898802067507329,0.2817360280251495,263,651,427
dd_stop_t8_p5,full_pressure_nonneg_r20_k15_m3,1.9401060022968133,-0.14992236049420082,2.3130242924032354,0.3834802964835311,224,651,355
dd_stop_t10_p10,full_pressure_nonneg_r20_k15_m3,1.619619994383867,-0.13146603870696205,2.0832265517451063,0.3285621388480635,231,651,371
dd_stop_t12_p15,full_pressure_nonneg_r20_k15_m3,1.5371435803499844,-0.1186723630380836,2.0272487220708584,0.3146275318853664,231,651,373
dd_stop_t15_p10,full_pressure_nonneg_r20_k15_m3,1.264677415824517,-0.15389581604569047,1.8286993765301574,0.26320677194408737,240,651,390
vol_scale_tv7,full_pressure_nonneg_r20_k15_m3,1.4772677383474304,-0.08271543161224071,1.497597722642271,0.169216417603699,263,651,427
vol_scale_tv10,full_pressure_nonneg_r20_k15_m3,1.5162803948963972,-0.11641327101346655,1.6696548210516358,0.21948952942237865,263,651,427
vol_scale_tv12,full_pressure_nonneg_r20_k15_m3,1.5020690373462404,-0.13831321833756915,1.77355883575827,0.2483240255585899,263,651,427
regime_gate_lb10_m50,full_pressure_nonneg_r20_k15_m3,0.9488143907616959,-0.1849858654341069,1.5080889430716198,0.17238026445595334,198,651,326
regime_gate_lb10_m55,full_pressure_nonneg_r20_k15_m3,1.1979968067800824,-0.13489972153503993,1.5754721498076558,0.19238651797989847,156,651,253
regime_gate_lb15_m55,full_pressure_nonneg_r20_k15_m3,1.0788399657483065,-0.18121350181496487,1.483931388705137,0.16507460817169295,138,651,226
dd_vol_t10_p10_tv10,full_pressure_nonneg_r20_k15_m3,1.9607466803510487,-0.07290464060884727,1.8338484437861682,0.26458241546809624,231,651,371
dd_vol_t8_p5_tv7,full_pressure_nonneg_r20_k15_m3,2.21625594670348,-0.07313665565796945,1.683188477702856,0.2233064282455588,224,651,355
baseline,full_pressure_nonneg_r20_k15_m5,1.1872459970289007,-0.25633362592548437,1.898802067507329,0.2817360280251495,263,651,427
dd_stop_t8_p5,full_pressure_nonneg_r20_k15_m5,1.9401060022968133,-0.14992236049420082,2.3130242924032354,0.3834802964835311,224,651,355
dd_stop_t10_p10,full_pressure_nonneg_r20_k15_m5,1.619619994383867,-0.13146603870696205,2.0832265517451063,0.3285621388480635,231,651,371
dd_stop_t12_p15,full_pressure_nonneg_r20_k15_m5,1.5371435803499844,-0.1186723630380836,2.0272487220708584,0.3146275318853664,231,651,373
dd_stop_t15_p10,full_pressure_nonneg_r20_k15_m5,1.264677415824517,-0.15389581604569047,1.8286993765301574,0.26320677194408737,240,651,390
vol_scale_tv7,full_pressure_nonneg_r20_k15_m5,1.4772677383474304,-0.08271543161224071,1.497597722642271,0.169216417603699,263,651,427
vol_scale_tv10,full_pressure_nonneg_r20_k15_m5,1.5162803948963972,-0.11641327101346655,1.6696548210516358,0.21948952942237865,263,651,427
vol_scale_tv12,full_pressure_nonneg_r20_k15_m5,1.5020690373462404,-0.13831321833756915,1.77355883575827,0.2483240255585899,263,651,427
regime_gate_lb10_m50,full_pressure_nonneg_r20_k15_m5,0.9488143907616959,-0.1849858654341069,1.5080889430716198,0.17238026445595334,198,651,326
regime_gate_lb10_m55,full_pressure_nonneg_r20_k15_m5,1.1979968067800824,-0.13489972153503993,1.5754721498076558,0.19238651797989847,156,651,253
regime_gate_lb15_m55,full_pressure_nonneg_r20_k15_m5,1.0788399657483065,-0.18121350181496487,1.483931388705137,0.16507460817169295,138,651,226
dd_vol_t10_p10_tv10,full_pressure_nonneg_r20_k15_m5,1.9607466803510487,-0.07290464060884727,1.8338484437861682,0.26458241546809624,231,651,371
dd_vol_t8_p5_tv7,full_pressure_nonneg_r20_k15_m5,2.21625594670348,-0.07313665565796945,1.683188477702856,0.2233064282455588,224,651,355
baseline,full_pressure_nonneg_r20_k15_m6,1.1872459970289007,-0.25633362592548437,1.898802067507329,0.2817360280251495,263,651,427
dd_stop_t8_p5,full_pressure_nonneg_r20_k15_m6,1.9401060022968133,-0.14992236049420082,2.3130242924032354,0.3834802964835311,224,651,355
dd_stop_t10_p10,full_pressure_nonneg_r20_k15_m6,1.619619994383867,-0.13146603870696205,2.0832265517451063,0.3285621388480635,231,651,371
dd_stop_t12_p15,full_pressure_nonneg_r20_k15_m6,1.5371435803499844,-0.1186723630380836,2.0272487220708584,0.3146275318853664,231,651,373
dd_stop_t15_p10,full_pressure_nonneg_r20_k15_m6,1.264677415824517,-0.15389581604569047,1.8286993765301574,0.26320677194408737,240,651,390
vol_scale_tv7,full_pressure_nonneg_r20_k15_m6,1.4772677383474304,-0.08271543161224071,1.497597722642271,0.169216417603699,263,651,427
vol_scale_tv10,full_pressure_nonneg_r20_k15_m6,1.5162803948963972,-0.11641327101346655,1.6696548210516358,0.21948952942237865,263,651,427
vol_scale_tv12,full_pressure_nonneg_r20_k15_m6,1.5020690373462404,-0.13831321833756915,1.77355883575827,0.2483240255585899,263,651,427
regime_gate_lb10_m50,full_pressure_nonneg_r20_k15_m6,0.9488143907616959,-0.1849858654341069,1.5080889430716198,0.17238026445595334,198,651,326
regime_gate_lb10_m55,full_pressure_nonneg_r20_k15_m6,1.1979968067800824,-0.13489972153503993,1.5754721498076558,0.19238651797989847,156,651,253
regime_gate_lb15_m55,full_pressure_nonneg_r20_k15_m6,1.0788399657483065,-0.18121350181496487,1.483931388705137,0.16507460817169295,138,651,226
dd_vol_t10_p10_tv10,full_pressure_nonneg_r20_k15_m6,1.9607466803510487,-0.07290464060884727,1.8338484437861682,0.26458241546809624,231,651,371
dd_vol_t8_p5_tv7,full_pressure_nonneg_r20_k15_m6,2.21625594670348,-0.07313665565796945,1.683188477702856,0.2233064282455588,224,651,355
baseline,abs_mu_q60_pressure_nonneg_r10_k15_m6,1.2024453550888985,-0.25633362592548437,1.882054445781517,0.2773479993151007,252,651,408
dd_stop_t8_p5,abs_mu_q60_pressure_nonneg_r10_k15_m6,2.031723158282394,-0.1472372375085017,2.433879250766978,0.41102629711830474,227,651,355
dd_stop_t10_p10,abs_mu_q60_pressure_nonneg_r10_k15_m6,1.839903726244798,-0.11867164421772836,2.324284297672991,0.38608347675614785,234,651,371
dd_stop_t12_p15,abs_mu_q60_pressure_nonneg_r10_k15_m6,1.655175876813496,-0.14281734451299521,2.2030427725180988,0.3576351366947814,236,651,378
dd_stop_t15_p10,abs_mu_q60_pressure_nonneg_r10_k15_m6,1.4926305847169752,-0.14498978282276276,2.0653298498519312,0.32413232904903033,243,651,390
vol_scale_tv7,abs_mu_q60_pressure_nonneg_r10_k15_m6,1.7121302669085605,-0.08271543161224093,1.4804260260313387,0.16400848569514714,252,651,408
vol_scale_tv10,abs_mu_q60_pressure_nonneg_r10_k15_m6,1.6054522873423211,-0.11641327101346666,1.6286938372839057,0.2078204233513976,252,651,408
vol_scale_tv12,abs_mu_q60_pressure_nonneg_r10_k15_m6,1.5298876014039073,-0.1383132183375695,1.711335991286619,0.23118505702853298,252,651,408
regime_gate_lb10_m50,abs_mu_q60_pressure_nonneg_r10_k15_m6,1.4885372304302344,-0.1386342177233747,1.839864731965944,0.26618675321669416,188,651,309
regime_gate_lb10_m55,abs_mu_q60_pressure_nonneg_r10_k15_m6,1.7283409377534247,-0.12058532364345209,1.8550351234491675,0.2702179527345885,147,651,235
regime_gate_lb15_m55,abs_mu_q60_pressure_nonneg_r10_k15_m6,1.6797261912246193,-0.08629789593197612,1.7647529090054626,0.2459211104771326,132,651,213
dd_vol_t10_p10_tv10,abs_mu_q60_pressure_nonneg_r10_k15_m6,2.025692851578833,-0.0613829657457311,1.8578106251514843,0.27095329265671175,234,651,371
dd_vol_t8_p5_tv7,abs_mu_q60_pressure_nonneg_r10_k15_m6,2.2416938225319667,-0.06195052972132564,1.6847342538466106,0.22374118514132624,227,651,355
baseline,abs_mu_q60_pressure_nonneg_r20_k20_m3,1.2067486420721723,-0.24309739226506588,1.906386642389625,0.2837154522933143,262,651,427
dd_stop_t8_p5,abs_mu_q60_pressure_nonneg_r20_k20_m3,1.8972776319972375,-0.16099583736884315,2.2308599057025833,0.36424541390014875,223,651,355
dd_stop_t10_p10,abs_mu_q60_pressure_nonneg_r20_k20_m3,1.6459316767427523,-0.11909536911998164,2.0490537927979,0.320083189478904,225,651,360
dd_stop_t12_p15,abs_mu_q60_pressure_nonneg_r20_k20_m3,1.5496638300314929,-0.11939023902580648,2.022909987183949,0.31353769016380295,230,651,373
dd_stop_t15_p10,abs_mu_q60_pressure_nonneg_r20_k20_m3,1.3379017997818727,-0.14879881940130701,1.916994922220442,0.28647592391740995,246,651,401
vol_scale_tv7,abs_mu_q60_pressure_nonneg_r20_k20_m3,1.5107354084485145,-0.07931175178204775,1.5122538932226661,0.17363255105218722,262,651,427
vol_scale_tv10,abs_mu_q60_pressure_nonneg_r20_k20_m3,1.554354350159598,-0.11170885172007294,1.6901352136557688,0.2252583142089124,262,651,427
vol_scale_tv12,abs_mu_q60_pressure_nonneg_r20_k20_m3,1.5392892877730175,-0.13279153155695922,1.7953843579820503,0.25424830864440495,262,651,427
regime_gate_lb10_m50,abs_mu_q60_pressure_nonneg_r20_k20_m3,0.8212922919522787,-0.18495735691611515,1.4289443367039993,0.14816929108009091,200,651,333
regime_gate_lb10_m55,abs_mu_q60_pressure_nonneg_r20_k20_m3,1.1133932513657274,-0.17288450436081293,1.5293008022099073,0.1787361768894049,157,651,256
regime_gate_lb15_m55,abs_mu_q60_pressure_nonneg_r20_k20_m3,0.4732657581438838,-0.20370874123792837,1.1806454718306758,0.06639285861914601,134,651,228
dd_vol_t10_p10_tv10,abs_mu_q60_pressure_nonneg_r20_k20_m3,1.8496853579795496,-0.08076035479188803,1.8490224130580235,0.2686226325110699,225,651,360
dd_vol_t8_p5_tv7,abs_mu_q60_pressure_nonneg_r20_k20_m3,1.9464895761442031,-0.07535101813365419,1.6697477712985673,0.2195158087392166,223,651,355
baseline,abs_mu_q60_pressure_nonneg_r20_k15_m5,1.2080923082972799,-0.25633362592548414,1.9350746618270471,0.29115911348278956,261,651,427
dd_stop_t8_p5,abs_mu_q60_pressure_nonneg_r20_k15_m5,1.9092131359238151,-0.16376205212182737,2.297716292979593,0.3799287799762412,222,651,355
dd_stop_t10_p10,abs_mu_q60_pressure_nonneg_r20_k15_m5,1.6566741195110086,-0.13309650611470514,2.1035434347347586,0.33356281654302,224,651,360
dd_stop_t12_p15,abs_mu_q60_pressure_nonneg_r20_k15_m5,1.548699387355299,-0.1186723630380837,2.0604521675752943,0.3229209232963208,229,651,373
dd_stop_t15_p10,abs_mu_q60_pressure_nonneg_r20_k15_m5,1.2784163416783594,-0.15051568632028456,1.8571772664177868,0.27078555026047657,238,651,390
vol_scale_tv7,abs_mu_q60_pressure_nonneg_r20_k15_m5,1.576200693419359,-0.08271543161224071,1.541301125090147,0.1823080413107503,261,651,427
vol_scale_tv10,abs_mu_q60_pressure_nonneg_r20_k15_m5,1.6050619466401455,-0.11641327101346677,1.72048948109526,0.23373003425509453,261,651,427
vol_scale_tv12,abs_mu_q60_pressure_nonneg_r20_k15_m5,1.5855141654016733,-0.13831321833756938,1.8284425317650643,0.26313809023511303,261,651,427
regime_gate_lb10_m50,abs_mu_q60_pressure_nonneg_r20_k15_m5,0.8900639329520721,-0.1849858654341069,1.4758977626173688,0.16262896493765844,197,651,330
regime_gate_lb10_m55,abs_mu_q60_pressure_nonneg_r20_k15_m5,1.2336050205359326,-0.13558523707308434,1.6058523098202588,0.2012349913312561,152,651,247
regime_gate_lb15_m55,abs_mu_q60_pressure_nonneg_r20_k15_m5,1.0238988887755116,-0.18121350181496498,1.4599326941043387,0.15774445622108058,131,651,216
dd_vol_t10_p10_tv10,abs_mu_q60_pressure_nonneg_r20_k15_m5,1.8401151093004127,-0.08447106367658785,1.8346190070279664,0.2647880782109686,224,651,360
dd_vol_t8_p5_tv7,abs_mu_q60_pressure_nonneg_r20_k15_m5,1.9723441459520068,-0.07853949442557073,1.6849074580540544,0.22378988441434644,222,651,355
baseline,abs_mu_q60_pressure_nonneg_r20_k20_m1,1.217040128759211,-0.2430973922650661,1.920260162221934,0.28732371494304254,261,651,427
dd_stop_t8_p5,abs_mu_q60_pressure_nonneg_r20_k20_m1,1.907507073659683,-0.16099583736884315,2.247094744143372,0.3680800298683884,222,651,355
dd_stop_t10_p10,abs_mu_q60_pressure_nonneg_r20_k20_m1,1.656815220538182,-0.11909536911998186,2.063965557179662,0.3237936744299279,224,651,360
dd_stop_t12_p15,abs_mu_q60_pressure_nonneg_r20_k20_m1,1.5605589938365676,-0.11939023902580681,2.0376314928859625,0.3172297770495398,229,651,373
dd_stop_t15_p10,abs_mu_q60_pressure_nonneg_r20_k20_m1,1.3487839909719994,-0.14879881940130713,1.9309456426464573,0.2900919456905795,245,651,401
vol_scale_tv7,abs_mu_q60_pressure_nonneg_r20_k20_m1,1.4910416124026036,-0.07931175178204786,1.5048632410437783,0.17140892674904484,261,651,427
vol_scale_tv10,abs_mu_q60_pressure_nonneg_r20_k20_m1,1.5303070072620006,-0.11170885172007305,1.677423659773788,0.22168288416969228,261,651,427
vol_scale_tv12,abs_mu_q60_pressure_nonneg_r20_k20_m1,1.5154158031067761,-0.1327915315569591,1.7800705199366047,0.250096200749754,261,651,427
regime_gate_lb10_m50,abs_mu_q60_pressure_nonneg_r20_k20_m1,0.798282439405927,-0.1926704817931234,1.4130887286883211,0.14322076138790107,198,651,330
regime_gate_lb10_m55,abs_mu_q60_pressure_nonneg_r20_k20_m1,1.0835314547225956,-0.18002301330012205,1.510686107769277,0.1731614092375917,156,651,254
regime_gate_lb15_m55,abs_mu_q60_pressure_nonneg_r20_k20_m1,0.471626432757172,-0.2042503711356547,1.17984240777701,0.06611201923527443,133,651,226
dd_vol_t10_p10_tv10,abs_mu_q60_pressure_nonneg_r20_k20_m1,1.824350993254078,-0.08076035479188803,1.83511586413657,0.2649206609218031,224,651,360
dd_vol_t8_p5_tv7,abs_mu_q60_pressure_nonneg_r20_k20_m1,1.9247907946229583,-0.07535101813365419,1.6615874186888322,0.21720525166754379,222,651,355
baseline,abs_mu_q60_pressure_nonneg_r10_k10_m5,1.2553550088251924,-0.2546529440047163,1.995788441517815,0.30669237256892634,251,651,408
dd_stop_t8_p5,abs_mu_q60_pressure_nonneg_r10_k10_m5,2.232145784845974,-0.13656657528421068,2.7001650075388315,0.4688917627418776,222,651,349
dd_stop_t10_p10,abs_mu_q60_pressure_nonneg_r10_k10_m5,1.9388187145746036,-0.13485570316296613,2.481682347084038,0.42169022483538954,222,651,349
dd_stop_t12_p15,abs_mu_q60_pressure_nonneg_r10_k10_m5,1.6783135047266977,-0.1575322440554524,2.331100305094191,0.38765550337140153,237,651,378
dd_stop_t15_p10,abs_mu_q60_pressure_nonneg_r10_k10_m5,1.5415924156675285,-0.1575322440554524,2.2022658943923834,0.3574497922708355,242,651,390
vol_scale_tv7,abs_mu_q60_pressure_nonneg_r10_k10_m5,1.8749341940030007,-0.0764842013588578,1.5731971824983801,0.1917197214562989,251,651,408
vol_scale_tv10,abs_mu_q60_pressure_nonneg_r10_k10_m5,1.7713188579994747,-0.10777423650433238,1.7381117421494705,0.23860634582201223,251,651,408
vol_scale_tv12,abs_mu_q60_pressure_nonneg_r10_k10_m5,1.7023817596301396,-0.1281523567979701,1.8400096027345316,0.2662253456096557,251,651,408
regime_gate_lb10_m50,abs_mu_q60_pressure_nonneg_r10_k10_m5,1.2640082601811018,-0.22459916437507577,1.7662088497617994,0.24631890621675367,190,651,316
regime_gate_lb10_m55,abs_mu_q60_pressure_nonneg_r10_k10_m5,1.6302649376982994,-0.19052546632145018,1.8677373998378155,0.273577790286059,142,651,232
regime_gate_lb15_m55,abs_mu_q60_pressure_nonneg_r10_k10_m5,1.4317942759206679,-0.1896859266667018,1.739977649502409,0.23912088970391676,131,651,220
dd_vol_t10_p10_tv10,abs_mu_q60_pressure_nonneg_r10_k10_m5,1.785756577276114,-0.12064088242845372,1.7824916054019873,0.25075409331396736,222,651,349
dd_vol_t8_p5_tv7,abs_mu_q60_pressure_nonneg_r10_k10_m5,2.255066225997063,-0.06346074168603599,1.7698368042894748,0.24730927136774983,222,651,349
baseline,abs_mu_q60_pressure_nonneg_r10_k8_m5,1.3067215343181904,-0.24553235016080477,2.0759781396863612,0.326770825785085,249,651,408
dd_stop_t8_p5,abs_mu_q60_pressure_nonneg_r10_k8_m5,2.5447529914996356,-0.06998842863804688,3.1345643487019768,0.5562113899268986,221,651,349
dd_stop_t10_p10,abs_mu_q60_pressure_nonneg_r10_k8_m5,1.984177451535471,-0.1359925308316856,2.575356037702794,0.4422275420496464,221,651,349
dd_stop_t12_p15,abs_mu_q60_pressure_nonneg_r10_k8_m5,1.7181501253477385,-0.1535503744072816,2.4187647174825857,0.4076278630309076,234,651,378
dd_stop_t15_p10,abs_mu_q60_pressure_nonneg_r10_k8_m5,1.5262697535061276,-0.1535503744072816,2.1791753466519035,0.35192254484532026,232,651,379
vol_scale_tv7,abs_mu_q60_pressure_nonneg_r10_k8_m5,1.9515767202541217,-0.07415702158142612,1.6243237621024675,0.2065648882750699,249,651,408
vol_scale_tv10,abs_mu_q60_pressure_nonneg_r10_k8_m5,1.8377246672797556,-0.10455028744768358,1.7899770202967258,0.25278468156166833,249,651,408
vol_scale_tv12,abs_mu_q60_pressure_nonneg_r10_k8_m5,1.7618708681921724,-0.12436244383436201,1.8940397899570318,0.2804906899412547,249,651,408
regime_gate_lb10_m50,abs_mu_q60_pressure_nonneg_r10_k8_m5,1.1006646900051742,-0.24037739675490766,1.6888624420201148,0.22490106070071403,188,651,311
regime_gate_lb10_m55,abs_mu_q60_pressure_nonneg_r10_k8_m5,1.5597010428210962,-0.17256388218271135,1.8898242072998641,0.2793867105602581,152,651,247
regime_gate_lb15_m55,abs_mu_q60_pressure_nonneg_r10_k8_m5,0.8480087197532202,-0.2268368297956136,1.4023796659331362,0.1398591828765472,127,651,214
dd_vol_t10_p10_tv10,abs_mu_q60_pressure_nonneg_r10_k8_m5,1.817175246192101,-0.11462525851639427,1.800824613152178,0.25571812168807617,221,651,349
dd_vol_t8_p5_tv7,abs_mu_q60_pressure_nonneg_r10_k8_m5,2.45172775842631,-0.04121333619034273,1.8861302208100723,0.27841808566717696,221,651,349
baseline,abs_mu_q60_pressure_nonneg_r20_k15_m3,1.2124089736036285,-0.25633362592548425,1.9408968002822569,0.2926615085476767,261,651,427
dd_stop_t8_p5,abs_mu_q60_pressure_nonneg_r20_k15_m3,1.9040917502964434,-0.16549593110738092,2.292952144204395,0.3788205208679456,222,651,355
dd_stop_t10_p10,abs_mu_q60_pressure_nonneg_r20_k15_m3,1.651857757689797,-0.13309650611470492,2.0991818893565055,0.332491795227017,224,651,360
dd_stop_t12_p15,abs_mu_q60_pressure_nonneg_r20_k15_m3,1.5534103407182627,-0.1186723630380836,2.066651534471371,0.3244602764601894,229,651,373
dd_stop_t15_p10,abs_mu_q60_pressure_nonneg_r20_k15_m3,1.283179051773356,-0.15227703068857557,1.8627650317863558,0.27226423861058335,238,651,390
vol_scale_tv7,abs_mu_q60_pressure_nonneg_r20_k15_m3,1.5548095067676446,-0.08271543161224093,1.5310918961110087,0.17927037924725142,261,651,427
vol_scale_tv10,abs_mu_q60_pressure_nonneg_r20_k15_m3,1.5930459440671036,-0.11641327101346677,1.7122962587279102,0.23145243470453014,261,651,427
vol_scale_tv12,abs_mu_q60_pressure_nonneg_r20_k15_m3,1.5770708274626974,-0.13831321833756927,1.8216128335239714,0.26130961776604966,261,651,427
regime_gate_lb10_m50,abs_mu_q60_pressure_nonneg_r20_k15_m3,0.8999010878566235,-0.1849858654341069,1.483414108725075,0.16491737957489372,197,651,330
regime_gate_lb10_m55,abs_mu_q60_pressure_nonneg_r20_k15_m3,1.2448349761817277,-0.13558523707308434,1.614030479110972,0.20359939461022436,152,651,247
regime_gate_lb15_m55,abs_mu_q60_pressure_nonneg_r20_k15_m3,1.0356077648308988,-0.18121350181496498,1.4673677344579363,0.1600232566292028,131,651,216
dd_vol_t10_p10_tv10,abs_mu_q60_pressure_nonneg_r20_k15_m3,1.8249648458964243,-0.08447106367658774,1.8240728439992508,0.26196870439216924,224,651,360
dd_vol_t8_p5_tv7,abs_mu_q60_pressure_nonneg_r20_k15_m3,1.947916071397037,-0.07853949442557073,1.6725867691902936,0.22031803161990404,222,651,355
baseline,abs_mu_q60_pressure_nonneg_r20_k15_m1,1.2224983935279352,-0.25633362592548437,1.9550217151834846,0.2962949812085054,260,651,427
dd_stop_t8_p5,abs_mu_q60_pressure_nonneg_r20_k15_m1,1.914195532778708,-0.16549593110738092,2.3096391488430514,0.38269617325925886,221,651,355
dd_stop_t10_p10,abs_mu_q60_pressure_nonneg_r20_k15_m1,1.6625592111080245,-0.13309650611470503,2.114458727128125,0.3362372246969305,223,651,360
dd_stop_t12_p15,abs_mu_q60_pressure_nonneg_r20_k15_m1,1.5641177173965626,-0.11867236303808337,2.0816916319410823,0.32818313056627146,228,651,373
dd_stop_t15_p10,abs_mu_q60_pressure_nonneg_r20_k15_m1,1.2941947717246503,-0.15227703068857557,1.8763213411950488,0.27584037768316705,237,651,390
vol_scale_tv7,abs_mu_q60_pressure_nonneg_r20_k15_m1,1.5346474002328854,-0.08271543161224071,1.523463350653723,0.17699246270561186,260,651,427
vol_scale_tv10,abs_mu_q60_pressure_nonneg_r20_k15_m1,1.5683720512242814,-0.11641327101346688,1.6991123914908992,0.2277734423524418,260,651,427
vol_scale_tv12,abs_mu_q60_pressure_nonneg_r20_k15_m1,1.5527324185519291,-0.13831321833756927,1.8058423339274197,0.25707136642702255,260,651,427
regime_gate_lb10_m50,abs_mu_q60_pressure_nonneg_r20_k15_m1,0.8767525172145271,-0.18498586543410678,1.4669542910026936,0.15989672447321857,195,651,327
regime_gate_lb10_m55,abs_mu_q60_pressure_nonneg_r20_k15_m1,1.214935412760208,-0.14304566133663388,1.5943844525456963,0.19790703774329477,151,651,245
regime_gate_lb15_m55,abs_mu_q60_pressure_nonneg_r20_k15_m1,1.033767458777566,-0.18121350181496476,1.4663696445917043,0.15971775925641563,130,651,214
dd_vol_t10_p10_tv10,abs_mu_q60_pressure_nonneg_r20_k15_m1,1.7989015285014611,-0.08447106367658785,1.810028350189639,0.25819854398548814,223,651,360
dd_vol_t8_p5_tv7,abs_mu_q60_pressure_nonneg_r20_k15_m1,1.9258689194362355,-0.07853949442557073,1.6642532366097673,0.21796082611452894,221,651,355
baseline,abs_mu_q60_pressure_nonneg_r10_k10_m3,1.2595604469510309,-0.25465294400471605,2.0017782642291104,0.30820905060935155,251,651,408
dd_stop_t8_p5,abs_mu_q60_pressure_nonneg_r10_k10_m3,2.2270471753285808,-0.13835493204510874,2.6945723837087265,0.4677133144532599,222,651,349
dd_stop_t10_p10,abs_mu_q60_pressure_nonneg_r10_k10_m3,1.9341474419267655,-0.13664760350885574,2.4765422479440677,0.4205496449404682,222,651,349
dd_stop_t12_p15,abs_mu_q60_pressure_nonneg_r10_k10_m3,1.6825628681423608,-0.1575322440554524,2.338096476261085,0.38926615533036424,237,651,378
dd_stop_t15_p10,abs_mu_q60_pressure_nonneg_r10_k10_m3,1.5458924097807694,-0.1575322440554524,2.208875403695141,0.35902538445621746,242,651,390
vol_scale_tv7,abs_mu_q60_pressure_nonneg_r10_k10_m3,1.870821496931051,-0.0764842013588578,1.5715657062767525,0.19124116922803913,251,651,408
vol_scale_tv10,abs_mu_q60_pressure_nonneg_r10_k10_m3,1.7780485586674224,-0.10777423650433249,1.74214711938286,0.23971871917930154,251,651,408
vol_scale_tv12,abs_mu_q60_pressure_nonneg_r10_k10_m3,1.7084730088928077,-0.12815235679797043,1.8443925580237261,0.2673920498347935,251,651,408
regime_gate_lb10_m50,abs_mu_q60_pressure_nonneg_r10_k10_m3,1.2640082601811018,-0.22459916437507577,1.7662088497617994,0.24631890621675367,190,651,316
regime_gate_lb10_m55,abs_mu_q60_pressure_nonneg_r10_k10_m3,1.6302649376982994,-0.19052546632145018,1.8677373998378155,0.273577790286059,142,651,232
regime_gate_lb15_m55,abs_mu_q60_pressure_nonneg_r10_k10_m3,1.4317942759206679,-0.1896859266667018,1.739977649502409,0.23912088970391676,131,651,220
dd_vol_t10_p10_tv10,abs_mu_q60_pressure_nonneg_r10_k10_m3,1.789642143455748,-0.12246222473250445,1.785227563565369,0.25149688884692933,222,651,349
dd_vol_t8_p5_tv7,abs_mu_q60_pressure_nonneg_r10_k10_m3,2.2486970147488754,-0.06540051638841504,1.7670322070103055,0.24654377696253893,222,651,349
baseline,abs_mu_q60_pressure_nonneg_r10_k10_m1,1.2932503694728694,-0.25465294400471605,2.046010121489588,0.3193238026698013,250,651,408
dd_stop_t8_p5,abs_mu_q60_pressure_nonneg_r10_k10_m1,2.2667914640028872,-0.13835493204510874,2.75411241528166,0.4801832400957773,221,651,349
dd_stop_t10_p10,abs_mu_q60_pressure_nonneg_r10_k10_m1,1.9728319216781403,-0.13664760350885574,2.5312646241273105,0.43261886054917853,221,651,349
dd_stop_t12_p15,abs_mu_q60_pressure_nonneg_r10_k10_m1,1.7191433405984102,-0.1575322440554524,2.3897597156154253,0.40106958143819904,236,651,378
dd_stop_t15_p10,abs_mu_q60_pressure_nonneg_r10_k10_m1,1.5820682240060557,-0.1575322440554524,2.257683337774714,0.3705718801673208,241,651,390
vol_scale_tv7,abs_mu_q60_pressure_nonneg_r10_k10_m1,1.85241120424971,-0.07648420135885803,1.5656482793633644,0.18950288232440826,250,651,408
vol_scale_tv10,abs_mu_q60_pressure_nonneg_r10_k10_m1,1.7620047177221443,-0.10777423650433249,1.7356856554044826,0.2379368199652736,250,651,408
vol_scale_tv12,abs_mu_q60_pressure_nonneg_r10_k10_m1,1.6971619735225776,-0.1281523567979702,1.83954278406317,0.26610098224820966,250,651,408
regime_gate_lb10_m50,abs_mu_q60_pressure_nonneg_r10_k10_m1,1.2626017887450738,-0.22699155247076686,1.7657164739561173,0.2461844005785052,188,651,313
regime_gate_lb10_m55,abs_mu_q60_pressure_nonneg_r10_k10_m1,1.6390871892581578,-0.19523555374170565,1.876211537483483,0.27581147531123107,141,651,230
regime_gate_lb15_m55,abs_mu_q60_pressure_nonneg_r10_k10_m1,1.4451513672342484,-0.1896859266667018,1.7506874141228441,0.24206770036724423,130,651,219
dd_vol_t10_p10_tv10,abs_mu_q60_pressure_nonneg_r10_k10_m1,1.8128130476987367,-0.12246222473250445,1.81736422317197,0.2601700431288456,221,651,349
dd_vol_t8_p5_tv7,abs_mu_q60_pressure_nonneg_r10_k10_m1,2.230789819263309,-0.06540051638841504,1.760544367601721,0.24477011007283833,221,651,349
baseline,full_pressure_nonneg_r10_k10_m1,1.2346333066570165,-0.25465294400471605,1.9689231384160724,0.2998552869422795,248,651,408
dd_stop_t8_p5,full_pressure_nonneg_r10_k10_m1,2.212662588227785,-0.13081020323397252,2.671849423916341,0.4629097699433684,219,651,349
dd_stop_t10_p10,full_pressure_nonneg_r10_k10_m1,1.9164907585734652,-0.12908792500291255,2.4518833986776167,0.41505760977928086,219,651,349
dd_stop_t12_p15,full_pressure_nonneg_r10_k10_m1,1.6576274513658784,-0.1499094768337249,2.3008508670870715,0.3806571916451549,234,651,378
dd_stop_t15_p10,full_pressure_nonneg_r10_k10_m1,1.520815251564082,-0.1499094768337249,2.1738766973086445,0.35064913478667625,239,651,390
vol_scale_tv7,full_pressure_nonneg_r10_k10_m1,1.836842507610005,-0.0764842013588577,1.5498040524597558,0.18482860978544302,248,651,408
vol_scale_tv10,full_pressure_nonneg_r10_k10_m1,1.7340975783090926,-0.1077742365043326,1.7161839599019424,0.2325339912977471,248,651,408
