loss,magnitude_loss,sign_prob_loss,signed_prediction_loss,val_loss,val_magnitude_loss,val_sign_prob_loss,val_signed_prediction_loss,val_rel_score,learning_rate
2.7927708625793457,0.006910689640790224,0.8071191310882568,1.3542817831039429,2.8073809146881104,0.00719476817175746,0.8089088201522827,1.359627604484558,0.005169480646270319,0.00019999999494757503
2.7778549194335938,0.006901151966303587,0.8042910695075989,1.3469797372817993,2.793503761291504,0.007185415364801884,0.8043425679206848,1.353005051612854,0.0008838563242767883,0.00019999999494757503
2.7659037113189697,0.007110910024493933,0.8013898730278015,1.3411190509796143,2.78289532661438,0.007266612257808447,0.8015702366828918,1.3482187986373901,0.003956359238390106,0.00019999999494757503
2.7570149898529053,0.007137666456401348,0.800473690032959,1.3367170095443726,2.7777445316314697,0.007181208580732346,0.8012338280677795,1.3457850217819214,0.005601342365212814,0.00019999999494757503
2.751457691192627,0.007154579274356365,0.7996526956558228,1.3339834213256836,2.7786431312561035,0.007307221181690693,0.7985379099845886,1.3464329242706299,0.0009399185709850766,0.00019999999494757503
2.746462345123291,0.007340994663536549,0.7993996143341064,1.3314586877822876,2.776797294616699,0.007291719317436218,0.801358163356781,1.3452972173690796,0.006182145308639919,0.00019999999494757503
2.7426164150238037,0.007262538652867079,0.7999446392059326,1.3295141458511353,2.7755343914031982,0.007237784564495087,0.8013666868209839,1.3446723222732544,0.005689220902995951,0.00019999999494757503
2.739755392074585,0.0073003307916224,0.7987852692604065,1.3281320333480835,2.7783920764923096,0.007333672605454922,0.8009946942329407,1.3461865186691284,0.00441934446367398,0.00019999999494757503
2.7357985973358154,0.007310844026505947,0.7991446256637573,1.3261178731918335,2.782318592071533,0.007397715467959642,0.8004109263420105,1.3481464385986328,0.004458165851470852,0.00019999999494757503
2.7272870540618896,0.007275356911122799,0.7984789609909058,1.3219012022018433,2.778296947479248,0.007372037507593632,0.8012457489967346,1.346040964126587,0.0013679997591631299,9.999999747378752e-05
2.726754665374756,0.00727530661970377,0.7987078428268433,1.3216124773025513,2.7791707515716553,0.00742050027474761,0.802530825138092,1.3463324308395386,0.005818189931969697,9.999999747378752e-05
2.725234031677246,0.007341066375374794,0.7988165020942688,1.3208407163619995,2.7790181636810303,0.007519775535911322,0.8018270134925842,1.3462700843811035,0.0009253119598515713,9.999999747378752e-05
