Date,n_predictions,actual_mean,actual_std,actual_abs_mean,actual_abs_q90,predicted_mean,predicted_std,predicted_abs_mean,predicted_abs_q90,abs_error_mean,abs_error_q90,sign_mismatch_share,tail_shrinkage_ratio_q90,tail_shrinkage_gap_q90
2017-10-23,75,0.005488985701619322,0.015003066794382793,0.010922644975750356,0.027120898291468586,-0.0004903756723797217,0.0014736192016658234,0.001257102431506262,0.002641437342390361,0.010907934333711896,0.02643549244967292,0.5066666666666667,0.09739490609797674,0.024479460949078227
2017-10-24,74,0.00391508056152913,0.016286095472605813,0.01111735743344632,0.025525211542844733,0.00023143472681819459,0.0015659748708697738,0.0011396976218965825,0.00257128644734615,0.010778925991864087,0.02400306563376946,0.43243243243243246,0.10073516699480349,0.022953925095498585
2017-10-25,73,-0.0067976179296686465,0.01209311387754569,0.010417120107003021,0.023604274541139548,0.0003384362333310564,0.0014546402634395311,0.0010738294826395825,0.0020693481666966993,0.0105666123190655,0.02475161330658008,0.5616438356164384,0.08766836545177707,0.021534926374442848
2017-10-26,74,0.005241160488662264,0.01652264906572179,0.012535301452452218,0.03231124840676779,0.00014877507940557117,0.0010725244671817423,0.0008715683674184488,0.0015391438384539703,0.012489116886737584,0.030258552235318356,0.5135135135135135,0.04763492326503817,0.030772104568313818
2017-10-27,75,-0.004355983423689986,0.023120923892169427,0.016116273129979722,0.03384542390704153,-0.00022888007154202677,0.0010825757453728816,0.0008327329076564137,0.0017021850449964004,0.0159087919187004,0.03177709754672833,0.4666666666666667,0.0502929155111649,0.032143238862045134
2017-10-30,73,-0.005775423891912508,0.016135525140893555,0.011676521991755876,0.024859881028532958,-0.0009310159444320651,0.0011185399555960246,0.001176523168695631,0.00215356638655062,0.011510743429064592,0.025801295708515637,0.410958904109589,0.0866281855524112,0.022706314641982337
2017-10-31,74,-0.0013596537865924916,0.01886343261398957,0.013514027548513358,0.03287314921617502,-0.00022161523628635847,0.0013190182968970314,0.0010832420994119712,0.00228463541716336,0.013522910648945837,0.033047521457774585,0.5,0.06949852605053185,0.03058851379901166
2017-11-01,75,-0.012074107402004283,0.02480846015524131,0.020005294573493256,0.048697044700384114,0.0001975867876414349,0.0013992455390583758,0.0011271161027737258,0.0023707988206296627,0.019903613868373166,0.04834298463538289,0.5333333333333333,0.04868465499736912,0.04632624587975445
2017-11-02,74,0.009984053635570159,0.02326864821805329,0.016769326017065118,0.044232509657740525,0.0003700551370039053,0.0013711509778916789,0.0011174689308382614,0.0024642553413286505,0.01671961437524577,0.04337810220313256,0.4594594594594595,0.05571140684524589,0.041768254316411874
2017-11-03,73,0.010606639515385263,0.020917773232469464,0.01779774683990116,0.0392286211252212,0.0004461049529086283,0.0017753300344867053,0.0014152904778923052,0.0027602621354162597,0.017486096385927956,0.037191865732893355,0.5205479452054794,0.07036347585619339,0.03646835898980494
2017-11-06,74,0.004855746922485934,0.017523883690193615,0.011805292329046134,0.029907425493001873,-0.00058648883613557,0.0014989496308457884,0.0012644401630667458,0.002570418501272761,0.011964587363149145,0.030469450108466828,0.581081081081081,0.08594582980317783,0.027337006991729113
2017-11-07,75,0.006631162022240452,0.017671735349150147,0.012647231160663025,0.02659929394721981,-0.00023643185864783962,0.0017624696185322276,0.0013876010443102831,0.00264608082361514,0.012791975255386152,0.026343687297776284,0.5733333333333334,0.09947936320662043,0.02395321312360467
2017-11-08,74,0.004388584130808606,0.017979677214478282,0.01353560312103627,0.028296765126287884,0.00022534293702846907,0.0017569213859575771,0.0012850369599200417,0.0025436576688661503,0.013519855964548995,0.02778033686627155,0.5540540540540541,0.08989217168513285,0.025753107457421733
2017-11-09,74,0.005297431494172253,0.019966968801883096,0.011883128417114613,0.03518559150397776,0.00024132100659121335,0.0016876050193191346,0.0013181410609874357,0.00263805880676948,0.012278782942189483,0.03648155238479366,0.6621621621621622,0.07497554237424844,0.032547532697208274
2017-11-10,73,0.005084223689651759,0.02651960441364741,0.01876970563141293,0.04409570917487137,-3.234313562518367e-05,0.0017913699147183541,0.0013471324082897306,0.0031305630225687596,0.018550505416710134,0.04132310721906828,0.4657534246575342,0.07099473125953851,0.04096514615230261
2017-11-13,73,0.005897300818628842,0.01924172153532237,0.013479216518645986,0.030483946204185455,-0.000609281119404702,0.0018383149445194604,0.0015045112387481268,0.0035002946853637394,0.013746416877351335,0.030687534247408582,0.589041095890411,0.1148241983474944,0.026983651518821716
2017-11-14,72,0.007923352878100953,0.02111537534144284,0.015839731634413365,0.03599540293216696,9.831452148825048e-05,0.0018095365513926217,0.0013417804790757356,0.00338145028799765,0.016197224217648857,0.036531203749473065,0.6527777777777778,0.09394117060920155,0.03261395264416931
2017-11-15,74,0.014300723568020311,0.019534480057979992,0.01759681383909251,0.042624977603554694,0.0005827834996838261,0.0016775221797051868,0.0012654454389907498,0.0031235331669449,0.017413297587572225,0.0418282124446705,0.40540540540540543,0.0732794089886962,0.039501444436609794
2017-11-16,72,-0.0038122825361723398,0.017407447630597754,0.012509737950393937,0.02528481744229787,0.00048486664592119845,0.0017379567117021964,0.0014444346193663487,0.0023809522856026197,0.01275677915024663,0.02767164844553905,0.5972222222222222,0.09416529468864697,0.02290386515669525
2017-11-17,74,0.005452204017421678,0.019712175686918302,0.0138599136844277,0.027131699584424435,0.00026745696090614936,0.0016795948048956518,0.0013039769716079582,0.0026587013388051904,0.014048312731660682,0.027687744435388465,0.5540540540540541,0.09799243613663915,0.024472998245619243
2017-11-20,74,0.0036559325526468456,0.020050041164152054,0.014329060636825717,0.03547222353518007,-0.00032495673867987887,0.0017456615956681749,0.0014941843120460194,0.00267387356143439,0.01437424681790686,0.03524132455931977,0.5405405405405406,0.07537936151035299,0.03279834997374568
2017-11-21,75,0.013768493745786427,0.021012642154678744,0.018098315716100197,0.04515664055943484,0.0001918255989585362,0.0016563315113368952,0.0013722883175311014,0.0027109359391033414,0.01802628036096086,0.04625089700566601,0.5066666666666667,0.06003404827104504,0.042445704620331495
2017-11-22,74,0.006295884004479419,0.022701993034147168,0.014931624753690101,0.028139514848589824,0.0006821056901842183,0.0016632063419035645,0.0014447997339113376,0.0030932277673855002,0.014900339878245987,0.027473656507208802,0.5,0.10992470140402984,0.025046287081204325
2017-11-23,72,0.010531747725811617,0.020211183428845394,0.014924322726276092,0.03783896230161189,0.0006875807032176542,0.0014574817510616402,0.0012969125156005762,0.0024805018678307196,0.01477922146780955,0.038516510633053225,0.4861111111111111,0.06555417265565587,0.03535846043378117
2017-11-24,73,0.00806706671583886,0.020584029415045786,0.015291571478384874,0.03339095227420327,0.0003324617059972671,0.0014036494295948804,0.0011705028762861434,0.0020568317733704196,0.015487577773431026,0.033576070767594515,0.547945205479452,0.06159847603266645,0.031334120500832854
2017-11-27,74,0.0011949602426407364,0.025350774718028008,0.014246570481289435,0.026176172494888243,-0.00017243594497105835,0.0015255160447829104,0.0012304355975951897,0.0024534406838938004,0.014597724823231913,0.026866737299132942,0.6621621621621622,0.09372801483383085,0.023722731810994442
2017-11-28,74,0.014401372608640585,0.024933534335994424,0.01998874964349823,0.05571077913045883,0.00026064848276980367,0.0014314685838307467,0.0011558043161867568,0.00224193483591074,0.019848619404788055,0.052809742954559674,0.4594594594594595,0.04024238883216415,0.053468844294548096
2017-11-29,73,0.004049998924952649,0.019366231231121828,0.014459169689846525,0.031203844025731054,0.0006070550870038369,0.0014309545441565606,0.0011907644552670825,0.00250409711152312,0.014467388308806988,0.03216044292785224,0.5616438356164384,0.08024963557240615,0.028699746914207933
2017-11-30,74,0.009245078079009135,0.018718152864162705,0.014133647881445083,0.0377930227667093,0.00080939433133311,0.0014562084061588857,0.0012798879347796998,0.00249219236429776,0.013815057507157214,0.03555083779574485,0.4594594594594595,0.06594318691261326,0.03530083040241154
2017-12-01,75,0.013060203609056749,0.02479219426515833,0.020159815644534885,0.048576296120881955,0.0006350703269708789,0.0013539667631463585,0.0011333385936449756,0.002382063353434163,0.020122674047403612,0.04814115741173734,0.5466666666666666,0.04903756654287527,0.046194232767447795
2017-12-04,74,-0.014413592382019521,0.024532232772445824,0.02192126612990738,0.04455325454473494,0.00012957887478527196,0.0013653533953560581,0.0010436682793403009,0.00251030579674983,0.022255420635087165,0.045536820532288365,0.6486486486486487,0.05634393766294419,0.04204294874798511
2017-12-05,74,-0.00039554812522239453,0.019630673742776914,0.013222838030275347,0.028150116465985718,0.00040852603124958255,0.0015054697349797088,0.0012042267337189056,0.00235033698845645,0.013369379076733334,0.02683287924155588,0.5540540540540541,0.08349297564350769,0.025799779477529268
2017-12-06,75,0.0008163869097673733,0.023917353729750644,0.017789133194601122,0.03798157051205632,0.0007061621875375971,0.001721436121767384,0.0014308728928395973,0.00273292218334968,0.017886699061564242,0.037798080247011936,0.56,0.07195390149762713,0.03524864832870664
2017-12-07,75,-0.0012741187463204053,0.023047887211302315,0.014494548868387896,0.03130142539739609,0.000509723125226926,0.0015536078673191994,0.0012492243464293526,0.0024608747102319805,0.014752285125153565,0.032970819342881465,0.6266666666666667,0.0786186149349191,0.02884055068716411
2017-12-08,73,-0.018277860697907402,0.024868836958157548,0.024226970870162585,0.05171800404787062,0.00011867043615407584,0.0014760361203347656,0.0011224839600762076,0.0023780757095663995,0.024326487807578373,0.0517878671060316,0.5205479452054794,0.04598158326769982,0.04933992833830422
2017-12-11,74,-0.0012725599824350107,0.020670676321670828,0.013777454328609946,0.02775929290801279,-0.0003959892023762816,0.0013047354738364354,0.0010883236567727655,0.00220483734738072,0.013801263987802077,0.02709584082476793,0.5405405405405406,0.07942699962448568,0.025554455560632072
2017-12-12,75,-0.0024225082147555973,0.02189885100480026,0.015173874942120124,0.031854848563671025,0.00036510753689980406,0.0015138069171261098,0.0011671092713579885,0.0025340244174002807,0.015317998270738773,0.03125275313709604,0.64,0.07954909634353804,0.029320824146270744
