Date,n_stocks,q90_abs_error,index_proxy_return,index_proxy,index_proxy_rebased,year,trading_day_in_year,is_spike
2017-10-23,75,0.0264354924496729,-0.016833807751735,3.339774808030581,301.72855521673233,2017,200,False
2017-10-24,74,0.0240030656337694,0.0057283855999117,3.358906325947851,303.456972727518,2017,201,False
2017-10-25,73,0.02475161330658,0.004352386386398,3.3735255841140925,304.7777347244748,2017,202,False
2017-10-26,74,0.0302585522353183,-0.0065009610784024,3.3515944255947723,302.79638653346734,2017,203,False
2017-10-27,75,0.0317770975467283,0.0049852172837166,3.3683028520532554,304.3058923130609,2017,204,False
2017-10-30,73,0.0258012957085156,-0.005835227727254,3.3486480378571652,302.53019813266894,2017,205,False
2017-10-31,74,0.0330475214577745,-0.0059499334386989,3.328723804922286,300.7301635905832,2017,206,False
2017-11-01,75,0.0483429846353828,-0.0018968382395373,3.3224097543202507,300.1597271165022,2017,207,True
2017-11-02,74,0.0433781022031325,-0.0117604942367388,3.283336573552482,296.6297003756475,2017,208,True
2017-11-03,73,0.0371918657328933,0.0093711503912415,3.314105214368306,299.40946190837656,2017,209,True
2017-11-06,74,0.0304694501084668,0.0106506024000836,3.3494024313185866,302.59835304198566,2017,210,False
2017-11-07,75,0.0263436872977762,0.0044703458203867,3.364375418478225,303.9510723247628,2017,211,False
2017-11-08,74,0.0277803368662715,0.0067437306216202,3.387063860010443,306.00083647867365,2017,212,False
2017-11-09,74,0.0364815523847936,0.0048460918685854,3.4034778826408187,307.48374464411324,2017,213,True
2017-11-10,73,0.0413231072190682,0.0055117609808706,3.4222370392336146,309.1785215500947,2017,214,True
2017-11-13,73,0.0306875342474085,0.0036545027673984,3.434743613964187,310.3084153127196,2017,215,False
2017-11-14,72,0.036531203749473,0.0061619716649691,3.4559084067898684,312.2205269752781,2017,216,True
2017-11-15,74,0.0418282124446705,0.0075208935176939,3.4818999259242385,314.56870431269743,2017,217,True
2017-11-16,72,0.027671648445539,0.0138829418767692,3.5302389402165715,318.9358433509212,2017,218,False
2017-11-17,74,0.0276877444353884,-0.0036020738598904,3.51752275881085,317.78701288660477,2017,219,False
2017-11-20,74,0.0352413245593197,0.0055139160020543,3.5369180838382475,319.53926378220524,2017,220,True
2017-11-21,75,0.046250897005666,0.0044314054657521,3.5525916019668857,320.9552718222521,2017,221,True
2017-11-22,74,0.0274736565072088,0.0119298086062991,3.5949733398346964,324.7842067862743,2017,222,False
2017-11-23,72,0.0385165106330532,0.004056418799216,3.6095560572730823,326.1016675483706,2017,223,True
2017-11-24,73,0.0335760707675945,0.0105915815116942,3.64778696447472,329.55559994130857,2017,224,False
2017-11-27,74,0.0268667372991329,0.0129219254546482,3.694923395704099,333.81409283691204,2017,225,False
2017-11-28,74,0.0528097429545596,-0.0009882920274937,3.691271732369925,333.4841870302963,2017,226,True
2017-11-29,73,0.0321604429278522,0.0124587577879538,3.7372603928130426,337.6389857426194,2017,227,False
2017-11-30,74,0.0355508377957448,0.0057197480941638,3.7586365808222286,339.57019568783613,2017,228,True
2017-12-01,75,0.0481411574117373,0.0116534813625336,3.802437782165377,343.5273706345562,2017,229,True
2017-12-04,74,0.0455368205322883,0.0135642409610936,3.854014964482235,348.1870586665742,2017,230,True
2017-12-05,74,0.0268328792415558,-0.0134443014520534,3.8022004254990103,343.50592688815703,2017,231,False
2017-12-06,75,0.0377980802470119,-0.0020691565173188,3.794333077708437,342.7951593607987,2017,232,True
2017-12-07,75,0.0329708193428814,0.0005120290791571,3.796275886580231,342.9706804505858,2017,233,False
2017-12-08,73,0.0517878671060316,-0.0013983607033918,3.790967323561204,342.49108372862815,2017,234,True
2017-12-11,74,0.0270958408247679,-0.01789363800655,3.72313312657874,336.362672255917,2017,235,False
2017-12-12,75,0.031252753137096,0.0004293116584787,3.724731511036049,336.5070766725936,2017,236,False
2017-12-13,75,0.0389569919701898,-0.0037602355226602,3.7107256432958793,335.2417308092628,2017,237,True
2017-12-14,75,0.0262398016813676,0.0154862809547909,3.768190983154107,340.43337844034545,2017,238,False
2017-12-15,75,0.0474129094247472,0.0051932232634587,3.787760040228979,342.20132498091976,2017,239,True
2017-12-18,75,0.033375285565853,0.0097195644661175,3.8245754181221687,345.52737281946264,2017,240,False
2017-12-19,74,0.0316349655040539,-0.0034366056658844,3.811431860570648,344.33993149231316,2017,241,False
2017-12-20,74,0.0358479922171681,0.0030073546391922,3.8228941878585,345.3754837827457,2017,242,True
2017-12-21,74,0.0237895786529406,-0.0034281195884506,3.809788849408528,344.19149532141944,2017,243,False
2017-12-22,72,0.0308951446844731,-0.0010479826164077,3.805796256922163,343.83078861760714,2017,244,False
2017-12-25,75,0.0327005637343973,0.0014086264023975,3.81115720201181,344.3151177444111,2017,245,False
2017-12-26,76,0.0218263383576413,0.0064933552207833,3.835904399526719,346.5508781118114,2017,246,False
2017-12-27,75,0.0308965407777577,0.0020230129368873,3.843664483751625,347.2519550215212,2017,247,False
2017-12-28,76,0.0318406548467464,0.0091577123613785,3.878863657507469,350.4319885425347,2017,248,False
2017-12-29,76,0.0523274674778804,0.0059080715398307,3.901780261489273,352.5023658006891,2017,249,True
